,CCAA,SEXO,EDAD,NACIO,ECIVIL,ESTUDIO,D_1,VISI_2_1,MOVI_21_1,MOVI_22_1,MOVI_25_1
577,17,1,4,3,5,1,1,1,2,1,2
578,14,1,4,3,5,4,5,1,2,1,1
579,13,1,1,3,5,1,1,1,2,2,2
580,3,1,1,3,3,4,1,2,2,1,1
581,15,1,2,3,2,5,1,1,2,2,2
582,17,1,3,3,3,3,5,1,1,2,1
583,15,2,2,3,2,3,5,2,2,2,2
584,3,1,3,1,3,4,2,2,1,2,1
585,17,2,1,3,2,4,5,1,1,1,2
586,3,1,2,3,3,4,2,1,2,1,2
587,17,2,2,3,3,2,2,2,2,2,1
588,14,1,1,3,2,4,1,2,2,2,1
589,17,1,2,3,3,5,5,1,2,2,1
590,17,1,1,3,5,3,5,2,1,2,2
591,2,1,1,3,5,3,1,2,1,1,1
592,17,1,2,2,3,4,1,2,2,2,2
593,3,1,1,3,5,1,5,2,1,1,2
594,17,1,1,3,5,3,5,2,2,2,1
595,14,2,3,3,5,4,1,1,1,1,2
596,4,1,1,3,3,6,1,2,1,1,1
597,7,1,2,3,5,7,3,2,2,1,2
598,4,1,1,3,5,4,5,2,1,2,2
599,8,1,5,3,2,4,5,2,1,2,2
600,13,1,4,3,3,3,1,1,2,1,1
601,13,1,1,3,3,5,5,1,2,2,2
602,14,2,1,3,2,2,1,2,1,2,2
603,14,2,3,3,3,4,1,1,1,1,1
604,17,1,4,3,2,8,5,2,1,1,1
605,8,1,2,3,5,4,1,2,1,1,1
606,17,1,2,3,5,4,1,1,2,1,2
607,16,2,1,3,5,3,1,1,1,1,1
608,15,1,4,3,2,3,1,1,2,2,1
609,14,1,4,3,5,4,1,1,2,1,1
610,17,1,6,3,5,1,5,2,1,1,1
611,8,1,1,3,2,7,1,1,1,2,2
612,13,2,1,1,2,3,1,2,1,1,1
613,17,1,1,1,5,7,1,2,2,1,1
614,3,1,2,3,4,3,5,2,2,2,1
615,19,1,5,1,2,1,1,2,2,1,2
616,14,1,1,3,5,1,1,1,1,1,2
617,17,1,2,3,5,7,1,2,1,2,1
618,17,1,1,3,2,3,5,2,1,1,1
619,17,2,1,3,5,3,1,1,1,1,1
620,15,1,1,3,5,3,5,1,2,1,2
621,15,1,5,3,2,3,5,2,1,2,1
622,17,2,1,3,2,3,1,1,1,1,1
623,17,1,3,3,3,1,1,2,2,1,2
624,4,2,1,3,3,5,1,2,2,2,2
625,4,1,1,3,3,4,5,1,2,2,1
626,15,1,1,1,5,3,1,1,2,2,2
627,8,2,1,3,5,3,5,1,2,2,1
628,15,1,3,3,5,4,1,2,1,2,1
629,15,1,3,1,3,1,1,2,2,1,1
630,15,1,4,3,2,4,5,1,1,1,2
631,17,1,1,1,5,3,1,1,2,2,2
632,4,1,2,2,5,4,1,2,2,2,2
633,17,1,4,3,5,4,1,1,2,1,1
634,4,1,5,3,5,1,1,2,1,2,2
635,15,1,1,3,2,7,1,1,1,1,2
636,15,1,1,1,5,3,1,1,1,2,1
637,17,2,2,1,3,5,5,1,1,1,1
638,4,1,2,3,3,3,1,2,2,1,1
639,17,1,2,3,5,3,2,1,1,2,2
640,15,1,2,2,5,5,1,1,2,2,1
641,17,1,2,1,3,3,5,2,1,2,2
642,17,1,2,3,5,4,1,2,1,2,2
643,8,1,4,3,5,5,1,2,1,2,1
644,3,1,1,3,5,3,1,2,1,2,2
645,9,1,2,3,5,7,1,2,1,1,2
646,3,1,3,3,1,5,5,2,1,1,1
647,17,2,4,3,2,1,1,2,1,1,1
648,13,1,2,3,1,3,1,1,1,1,2
649,13,1,3,1,3,5,1,2,2,1,1
650,13,2,3,3,1,3,1,1,1,2,1
651,4,2,3,1,3,2,1,2,2,1,1
652,15,1,1,3,5,1,2,2,1,1,2
653,13,1,4,3,5,5,1,2,2,2,1
654,17,1,1,3,2,4,1,1,1,1,1
655,8,2,1,3,3,4,1,2,1,2,1
656,15,1,1,3,5,3,1,1,2,1,2
657,13,1,1,1,5,8,1,1,2,1,2
658,13,2,1,1,2,5,1,2,1,2,2
659,17,1,1,3,5,3,1,1,2,1,1
660,17,1,1,1,2,4,1,2,2,1,2
661,19,1,1,3,3,3,1,1,1,1,2
662,14,1,1,3,5,4,1,1,2,2,2
663,15,1,1,3,2,4,5,1,1,2,1
664,3,2,1,3,3,1,1,2,2,2,1
665,10,2,2,3,5,5,1,2,2,1,2
666,17,2,2,3,5,4,1,1,1,1,2
667,10,1,1,3,5,3,1,1,2,2,2
668,8,1,1,3,5,4,5,1,2,2,1
669,13,2,1,3,5,3,1,1,2,2,1
670,13,1,3,1,5,5,1,1,1,1,2
671,17,2,2,3,5,2,1,1,1,1,1
672,14,1,2,2,5,3,4,2,1,2,2
673,15,1,1,3,5,1,5,1,1,1,1
674,17,1,1,3,3,5,5,2,2,1,2
675,7,1,1,3,3,5,5,2,1,1,2
676,15,1,1,1,3,4,1,2,2,2,2
677,13,1,2,3,3,4,5,1,1,1,2
678,15,1,2,3,2,3,1,1,1,1,2
679,17,1,1,3,5,3,1,2,2,2,1
680,13,2,2,3,3,5,1,1,1,2,2
681,16,1,2,3,5,4,5,2,1,1,2
682,13,2,3,3,5,3,1,2,2,2,2
683,14,1,1,1,2,4,1,2,2,2,2
684,17,2,1,3,5,4,1,2,1,1,2
685,15,1,1,3,5,3,1,1,2,1,1
686,4,2,3,3,5,3,1,2,1,1,1
687,8,1,1,1,5,7,1,1,1,1,2
688,17,1,1,3,2,4,1,1,1,1,2
689,15,2,1,3,2,4,1,2,2,2,1
690,7,1,2,3,2,7,1,2,1,1,2
691,17,2,6,3,2,4,1,2,1,1,1
692,14,2,1,3,5,4,5,2,2,2,1
693,4,1,1,3,5,3,1,1,2,1,1
694,15,1,1,3,1,4,5,1,2,1,2
695,17,1,2,3,5,3,1,2,2,1,2
696,15,2,1,3,5,3,1,1,1,2,1
697,17,1,4,3,5,3,1,1,1,2,1
698,4,1,1,3,5,4,1,2,1,1,2
699,14,2,3,3,5,8,1,2,2,2,2
700,19,1,1,3,5,5,1,2,2,1,1
701,8,1,3,3,5,4,1,2,2,2,2
702,15,1,1,3,3,7,1,2,1,2,2
703,13,1,1,2,2,5,1,2,2,1,1
704,15,1,3,3,2,1,5,1,2,1,1
705,17,2,1,3,5,4,1,2,1,1,2
706,2,1,1,3,5,4,5,1,1,1,1
707,17,1,1,3,2,5,1,2,2,1,1
708,14,1,1,3,5,1,1,2,2,1,1
709,4,1,2,3,5,4,1,2,2,1,2
710,7,1,1,3,2,4,1,1,2,2,2
711,15,2,6,3,5,3,1,1,2,2,1
712,4,2,1,3,2,3,5,1,1,2,1
713,4,1,3,3,2,3,5,2,1,2,1
714,4,2,1,3,3,4,1,2,1,1,2
715,13,2,1,3,3,3,5,2,2,2,1
716,17,1,1,3,2,1,1,1,2,1,2
717,13,1,2,3,2,4,1,1,2,2,2
718,17,2,2,3,5,3,1,2,2,2,2
719,15,1,5,1,2,3,1,1,2,2,1
720,17,2,1,3,2,7,1,1,1,2,2
721,8,1,1,1,5,3,1,2,1,2,2
722,3,1,3,1,3,4,1,2,1,2,1
723,17,1,1,3,5,3,5,2,1,2,2
724,8,1,4,3,5,4,1,1,2,2,1
725,8,1,1,3,3,1,1,1,1,2,1
726,15,1,2,3,5,6,1,1,2,2,2
727,17,1,1,3,3,4,1,1,1,1,1
728,8,2,1,3,3,1,1,2,2,1,1
729,4,1,5,3,2,4,1,2,2,2,1
730,13,2,3,3,3,6,1,1,1,1,2
731,3,1,1,1,5,1,5,2,1,2,1
732,8,1,4,3,5,5,5,2,1,2,2
733,3,1,3,3,4,3,5,1,2,2,2
734,14,2,1,3,5,4,1,2,2,2,2
735,3,2,1,3,3,4,5,1,1,2,2
736,4,2,1,3,5,6,1,2,2,1,1
737,4,1,4,3,2,5,1,2,1,2,1
738,17,1,5,3,5,4,1,1,2,2,2
739,17,1,2,3,5,5,1,2,1,1,1
740,8,2,1,3,2,1,1,1,1,1,1
741,13,2,1,3,3,1,1,1,1,1,2
742,17,1,1,3,5,4,1,2,2,1,2
743,4,1,1,1,5,4,1,1,2,1,2
744,17,1,3,3,3,3,1,1,2,1,1
745,3,1,2,1,3,3,1,1,1,2,2
746,1,1,1,3,4,3,5,2,2,2,2
747,13,2,3,3,5,4,1,1,1,1,2
748,8,1,1,3,3,8,1,1,1,2,1
749,17,1,2,3,5,3,1,1,1,1,1
750,8,2,2,3,2,3,1,2,2,2,2
751,14,1,5,1,5,2,1,1,1,2,1
752,13,1,1,1,5,4,1,1,1,1,1
753,4,1,2,1,2,7,1,2,2,2,1
754,8,1,5,3,2,4,5,1,1,2,1
755,3,1,1,3,2,5,1,2,1,1,1
756,8,1,1,2,2,4,1,2,1,1,1
757,10,2,5,3,5,3,5,2,2,1,1
758,8,1,5,3,5,3,1,2,1,2,2
759,13,1,1,1,3,1,1,1,2,2,1
760,15,2,2,3,2,2,1,2,2,2,2
761,17,1,1,3,5,7,1,1,2,1,2
762,15,2,1,3,5,3,1,1,2,1,1
763,13,1,2,3,3,5,5,1,1,1,2
764,4,1,1,3,5,1,1,1,1,2,2
765,4,1,1,3,3,4,1,2,2,1,1
766,3,1,1,3,3,4,1,2,2,1,2
767,13,2,5,3,5,4,5,1,2,1,2
768,17,1,2,1,3,8,1,2,1,2,2
769,4,1,3,3,5,8,1,2,1,1,2
770,13,1,3,3,5,1,4,1,1,1,1
771,3,1,1,1,5,5,5,2,2,1,2
772,17,1,4,3,5,3,1,1,1,2,2
773,3,2,2,3,2,7,1,1,2,1,2
774,4,2,1,1,3,1,1,2,2,1,1
775,4,1,1,3,2,3,1,1,1,1,1
776,4,1,1,3,3,5,1,2,2,1,1
777,15,2,2,3,5,5,1,1,2,2,2
778,17,1,1,3,3,1,5,2,1,1,2
779,3,1,1,3,2,5,5,1,1,1,1
780,8,1,1,3,5,4,1,2,2,2,1
781,17,2,6,3,3,1,1,1,1,2,2
782,14,1,1,1,5,3,5,2,1,2,1
783,3,2,1,3,5,4,1,2,1,2,1
784,7,1,1,3,5,5,1,1,2,2,1
785,7,1,2,3,5,2,1,2,2,1,1
786,17,1,1,3,2,4,5,1,2,2,2
787,14,1,2,3,5,4,1,2,1,1,1
788,19,1,2,3,2,1,1,2,1,2,1
789,7,2,2,3,3,3,1,1,2,2,2
790,17,1,1,3,2,1,1,1,2,1,1
791,14,1,1,3,2,4,5,2,2,1,2
792,17,1,2,3,2,4,5,2,2,2,2
793,15,1,1,3,2,4,5,1,1,2,2
794,17,1,1,3,3,5,1,1,1,1,1
795,14,2,4,3,2,7,1,2,1,2,2
796,13,1,5,3,2,4,1,2,2,2,1
797,15,1,1,1,5,1,1,2,1,1,2
798,17,1,2,3,5,5,1,1,2,1,1
799,17,1,5,1,5,4,1,1,2,2,1
800,17,1,3,1,5,1,5,2,1,2,1
801,17,2,3,3,2,4,1,1,1,1,1
802,14,1,1,3,2,4,1,1,1,2,1
803,8,1,1,3,2,1,5,1,1,2,1
804,17,1,2,3,5,4,1,2,2,2,1
805,14,1,3,1,2,3,5,1,1,2,1
806,8,2,2,3,3,5,1,1,1,2,1
807,8,2,1,3,3,5,1,2,2,2,1
808,16,1,2,2,5,3,5,2,2,2,1
809,13,2,3,3,5,3,1,1,1,2,1
810,17,1,2,1,2,1,1,1,1,2,1
811,8,1,2,3,5,3,1,1,2,2,2
812,3,2,5,3,5,3,1,2,1,1,2
813,17,1,2,3,5,3,1,1,2,2,1
814,13,1,2,3,3,4,1,2,2,1,1
815,3,1,1,1,2,1,5,1,1,1,1
816,13,2,1,3,3,4,1,2,1,1,1
817,13,1,1,1,5,1,1,1,1,1,1
818,3,2,1,3,2,8,5,1,2,2,1
819,4,2,2,3,3,1,1,2,2,1,1
820,17,1,1,3,2,5,1,2,2,1,1
821,17,1,2,3,3,4,1,1,1,2,2
822,14,1,2,1,5,5,5,2,2,2,1
823,3,1,6,3,3,3,1,2,2,1,2
824,15,1,3,3,5,1,1,2,1,2,2
825,17,2,1,3,3,4,1,1,1,2,1
826,17,1,3,3,5,5,1,2,1,1,1
827,8,1,2,3,2,4,5,1,1,2,1
828,3,1,2,2,2,5,1,2,1,2,1
829,3,2,2,1,5,5,1,1,1,1,2
830,13,1,5,3,5,5,1,1,2,1,1
831,13,1,1,3,4,4,5,2,1,2,2
832,14,2,6,1,2,4,1,1,2,2,1
833,10,1,2,3,3,4,1,2,2,2,2
834,17,1,4,3,4,5,1,2,1,1,2
835,17,1,1,3,2,3,1,1,1,1,2
836,4,1,1,3,5,5,5,1,2,2,1
837,10,1,3,3,4,4,1,1,1,2,1
838,8,1,1,3,5,4,1,1,2,2,1
839,3,2,1,3,5,3,1,1,2,1,1
840,15,2,4,1,5,3,1,2,2,2,1
841,17,1,6,3,5,4,1,2,2,1,1
842,17,1,2,3,3,1,1,1,1,1,1
843,3,1,1,2,5,5,1,2,2,1,2
844,15,1,1,3,5,4,1,2,1,2,1
845,15,2,5,3,5,3,1,1,1,1,2
846,17,1,3,3,4,4,5,1,2,1,2
847,17,2,1,2,3,5,1,1,1,1,1
848,17,2,1,1,5,7,1,2,1,1,1
849,13,2,2,3,5,6,1,2,1,1,1
850,17,1,2,3,4,3,1,2,1,1,1
851,17,1,1,3,5,4,1,1,1,1,1
852,13,2,1,1,2,7,1,1,2,1,1
853,14,1,3,3,2,4,4,1,2,1,1
854,10,2,6,3,5,5,1,2,1,2,1
855,15,1,1,3,5,4,5,2,1,2,1
856,17,1,2,3,2,4,1,1,2,1,1
857,17,1,1,1,5,3,1,1,1,1,1
858,10,1,1,3,2,1,1,1,2,1,1
859,3,2,1,3,3,4,1,2,1,1,1
860,13,1,2,3,2,5,2,1,1,2,1
861,13,1,1,3,2,7,5,1,2,1,2
862,7,2,5,3,2,4,1,2,2,1,1
863,15,1,1,3,4,3,1,2,1,1,1
864,8,1,2,3,2,4,1,2,1,2,1
865,4,1,2,1,5,4,1,2,2,1,1
866,3,1,2,3,5,5,1,1,2,1,1
867,8,1,2,3,2,1,1,2,2,2,1
868,14,2,6,3,3,4,5,2,2,2,2
869,17,2,1,2,3,3,1,1,1,1,1
870,3,2,1,3,3,3,1,1,1,2,1
871,14,2,1,2,5,4,1,1,2,2,1
872,17,1,1,3,3,3,1,1,2,1,1
873,8,1,1,1,5,4,1,2,1,1,2
874,17,1,6,3,4,6,4,2,2,2,1
875,13,1,1,3,3,4,1,1,2,2,1
876,15,1,2,3,5,4,1,1,1,2,2
877,17,1,2,3,5,4,2,1,1,1,1
878,13,1,6,3,2,4,1,2,2,2,1
879,17,2,1,3,5,5,1,1,1,1,1
880,3,1,1,3,5,7,1,2,2,1,1
881,7,1,1,3,5,7,1,1,1,2,1
882,4,1,1,3,5,4,1,1,1,2,2
883,14,2,1,2,3,5,1,2,2,1,2
884,14,2,1,3,5,4,5,2,2,2,2
885,13,2,2,3,3,1,1,1,1,2,1
886,8,1,2,3,1,5,5,2,2,2,2
887,13,2,3,3,3,3,1,2,2,1,2
888,3,1,1,3,1,5,1,2,1,1,2
889,17,1,1,2,3,2,1,1,2,1,2
890,13,2,2,3,3,1,1,2,2,1,1
891,15,1,1,3,5,4,1,1,2,2,1
892,13,1,3,3,5,4,1,2,1,1,1
893,17,2,1,3,2,3,1,2,2,1,2
894,13,1,1,1,5,4,1,2,1,1,1
895,17,2,1,3,3,4,1,1,1,1,2
896,3,1,1,3,5,4,1,1,1,2,1
897,17,2,2,3,2,3,1,1,2,2,2
898,13,1,5,3,5,1,1,1,1,2,1
899,8,2,4,3,5,5,1,1,2,1,2
900,14,2,3,1,5,3,1,2,2,2,1
901,13,2,6,3,2,1,1,1,2,2,1
902,15,1,6,3,5,1,1,2,2,2,2
903,13,1,3,3,2,4,4,1,1,2,2
904,8,1,5,1,5,5,1,1,2,2,1
905,17,2,3,3,5,4,1,1,1,2,1
906,14,1,4,3,2,1,1,2,1,1,2
907,17,1,2,3,5,5,5,1,1,2,2
908,14,1,5,3,4,4,1,1,2,1,2
909,17,1,3,3,5,7,5,1,1,2,1
910,15,1,2,3,5,4,1,1,2,2,1
911,3,1,4,3,5,7,1,1,1,1,2
912,17,1,1,3,5,4,1,1,1,1,1
913,3,1,1,1,5,5,5,2,2,2,1
914,3,1,2,3,1,4,1,2,1,1,1
915,14,1,6,3,2,5,1,2,1,1,2
916,17,1,1,3,3,4,4,2,1,1,1
917,17,1,5,3,5,5,4,2,1,2,1
918,16,1,1,3,5,1,5,2,1,1,1
919,15,1,3,2,1,2,1,1,1,1,2
920,7,1,1,3,5,5,1,2,2,1,2
921,17,2,2,3,2,5,1,2,2,1,1
922,15,1,5,1,2,2,5,2,2,1,2
923,13,1,1,3,1,1,1,2,1,1,1
924,3,1,3,3,2,2,1,2,1,1,2
925,15,1,1,3,2,4,5,2,1,2,2
926,15,2,2,1,3,3,1,1,2,1,1
927,14,1,2,3,5,4,4,2,2,1,2
928,3,1,6,3,5,4,1,1,2,1,2
929,17,1,1,3,5,4,1,1,2,2,1
930,17,1,2,1,5,3,1,2,1,1,1
931,14,2,1,1,2,7,5,1,2,2,1
932,17,1,1,1,3,1,1,1,2,2,1
933,4,2,1,3,5,1,1,2,1,2,1
934,17,1,1,3,5,1,1,1,1,2,1
935,3,2,1,3,3,5,1,2,2,2,2
936,2,1,1,3,3,8,1,2,2,2,2
937,17,1,3,3,2,1,1,2,1,2,1
938,3,1,6,3,5,4,5,2,1,2,1
939,8,1,1,3,5,1,4,1,2,1,1
940,10,1,1,3,5,3,2,1,2,2,1
941,3,1,2,3,2,4,5,2,2,2,2
942,13,2,6,1,5,7,4,2,2,2,1
943,13,1,2,3,5,4,1,1,2,1,1
944,15,1,1,3,3,4,1,1,1,2,2
945,19,1,3,3,5,4,5,1,1,2,2
946,13,2,2,3,3,4,5,1,1,2,1
947,4,2,2,1,5,3,1,1,1,2,1
948,14,1,1,3,3,5,1,2,1,2,2
949,17,1,4,3,5,4,5,1,1,2,1
950,14,1,1,3,5,4,1,1,2,1,2
951,14,1,2,1,5,3,5,2,2,2,1
952,13,2,1,1,5,4,1,1,1,2,1
953,17,1,4,3,4,8,2,2,2,1,1
954,9,1,1,3,5,7,1,2,1,2,2
955,14,1,1,3,3,1,1,2,2,1,2
956,13,1,2,3,3,3,5,2,2,1,1
957,17,1,2,3,5,3,5,2,1,1,1
958,14,1,1,3,4,5,1,1,2,2,2
959,3,1,1,3,2,4,1,2,1,2,1
960,14,1,2,3,5,3,1,1,2,1,2
961,13,2,4,3,5,1,5,2,1,2,1
962,4,1,3,3,3,4,5,2,2,1,2
963,4,1,3,3,1,4,1,2,1,2,2
964,8,2,1,3,4,3,1,2,2,1,2
965,1,1,1,3,3,8,1,2,1,2,1
966,15,1,1,3,5,4,1,1,2,2,2
967,17,1,3,3,5,4,1,2,2,1,1
968,13,1,1,3,2,5,1,2,2,2,1
969,8,2,4,3,3,4,1,2,1,1,1
970,3,2,1,3,3,4,1,2,1,2,1
971,17,1,1,1,3,5,1,2,1,1,2
972,14,1,1,3,5,3,5,2,2,1,2
973,16,1,2,3,2,5,5,2,2,1,2
974,7,1,2,3,3,1,1,2,1,1,1
975,17,2,2,3,2,6,1,2,2,1,1
976,4,1,6,3,2,4,5,1,1,1,2
977,4,1,3,3,5,5,5,2,1,2,2
978,3,1,1,3,2,1,5,1,1,2,1
979,7,1,2,3,2,1,1,1,2,1,1
980,13,1,1,3,3,3,1,1,1,2,2
981,14,1,2,3,2,2,1,1,2,1,2
982,15,1,1,3,5,1,1,2,2,2,2
983,8,1,2,3,5,4,5,2,2,2,2
984,15,2,5,3,1,1,5,2,2,1,2
985,17,2,1,3,3,4,1,1,1,2,2
986,17,1,2,3,5,1,5,1,1,2,1
987,17,2,1,3,5,7,1,2,2,2,1
988,4,1,1,1,3,4,1,2,1,2,1
989,17,1,1,1,2,4,1,1,2,2,1
990,15,2,1,1,5,4,5,2,1,1,1
991,15,1,1,3,2,4,4,2,1,2,2
992,3,1,1,1,4,5,1,1,2,1,2
993,19,2,1,1,5,7,1,1,2,2,2
994,17,2,5,3,3,5,1,1,2,2,1
995,8,1,6,1,5,4,5,2,1,2,2
996,15,1,2,3,5,1,1,1,2,1,2
997,17,1,2,3,5,7,1,1,1,1,2
998,3,1,2,3,5,4,1,1,1,2,1
999,17,1,1,3,5,4,1,1,1,1,1
