AGEP,SEX,EDU,PINCP,OWN_RENT,HOUSING_TYPE,DENSITY
11,2,2,34,2,1,50.52647399902344
13,1,2,24,0,1,196.7457733154297
0,2,5,11,0,0,189.61865234375
7,2,1,17,2,0,250.9820556640625
3,2,6,33,0,0,224.38333129882812
8,1,5,96,0,0,195.58018493652344
8,2,4,29,0,0,267.0693664550781
8,1,2,14,2,0,185.7963409423828
2,1,1,9,0,1,207.4208984375
13,2,1,45,2,1,264.70245361328125
0,1,1,10,0,0,261.10882568359375
0,2,4,9,0,0,243.94998168945312
0,2,1,31,2,0,205.84051513671875
9,1,6,17,0,2,180.24729919433594
13,1,1,40,0,1,224.4982147216797
3,1,6,13,0,0,167.1680145263672
6,2,3,13,2,0,198.4905242919922
13,1,1,39,0,0,121.25151824951172
0,2,8,28,2,0,245.99032592773438
0,1,3,23,0,1,247.61419677734375
0,1,8,12,2,0,189.336669921875
11,2,5,40,2,1,210.92697143554688
9,1,4,36,0,1,160.2990264892578
0,2,7,49,0,0,218.0896759033203
6,2,7,24,0,1,136.1052703857422
4,1,2,12,0,1,145.87498474121094
4,2,7,17,2,1,217.34776306152344
8,2,5,61,0,1,229.24562072753906
10,2,6,70,2,1,257.78826904296875
0,1,3,9,0,0,221.18051147460938
2,1,5,43,2,1,201.61233520507812
10,2,5,29,2,0,155.6453094482422
2,1,1,21,2,0,243.6445770263672
6,2,8,31,0,0,216.0914764404297
9,1,1,41,0,1,195.42832946777344
0,1,4,16,0,0,94.615234375
9,1,3,16,0,1,138.86813354492188
7,1,6,93,0,1,236.7943115234375
2,2,4,14,2,1,161.59820556640625
1,1,4,16,2,0,195.2769317626953
8,1,4,31,2,1,97.49016571044922
11,1,5,47,0,0,277.04498291015625
7,2,3,31,0,1,227.61985778808594
9,1,5,34,2,0,203.82110595703125
1,1,5,20,0,1,269.78070068359375
0,2,2,11,0,1,218.458740234375
15,1,1,56,2,2,252.11221313476562
4,1,6,29,0,0,258.24212646484375
9,1,2,12,0,0,212.1530303955078
0,1,5,17,2,2,241.90744018554688
6,2,3,27,2,0,168.78781127929688
5,1,6,20,2,1,142.6915283203125
15,2,1,36,2,0,316.3782958984375
0,1,8,16,0,1,185.13780212402344
6,1,4,22,2,1,121.50711059570312
9,1,1,23,0,0,240.7045440673828
1,2,7,44,2,1,238.48483276367188
11,1,5,109,2,1,179.85690307617188
11,2,4,25,2,1,208.4500732421875
0,1,2,12,0,1,204.47976684570312
11,1,2,28,0,0,190.44244384765625
8,1,5,12,0,0,175.43417358398438
12,2,2,25,0,1,244.64520263671875
8,2,3,11,0,0,267.906005859375
12,2,2,31,0,0,155.345703125
2,2,1,20,2,0,187.23785400390625
2,2,1,8,0,0,257.3763427734375
10,2,1,43,0,0,290.444580078125
14,1,2,23,0,0,198.0523681640625
13,2,1,17,0,1,211.29165649414062
0,1,2,20,0,2,222.1316375732422
8,2,6,21,0,1,250.18695068359375
9,1,5,42,0,0,248.73358154296875
6,1,1,31,0,1,193.3817596435547
4,1,1,9,0,1,267.2201843261719
0,2,6,17,0,0,163.88247680664062
5,2,7,25,0,1,118.44515991210938
6,1,5,18,0,1,219.8656005859375
0,1,6,20,2,2,173.3479766845703
4,2,8,30,2,0,227.53810119628906
5,1,4,14,0,0,173.84750366210938
0,1,4,19,0,0,268.48114013671875
8,2,7,15,0,2,248.1393585205078
9,2,5,11,0,1,221.6660614013672
12,1,3,28,0,2,189.4123077392578
5,2,3,17,0,0,149.52914428710938
7,2,8,35,2,1,135.0250244140625
14,1,2,20,0,2,221.67788696289062
0,2,2,9,2,0,62.52992248535156
0,1,7,7,2,1,258.91033935546875
0,1,3,11,0,0,270.7926940917969
0,2,8,50,2,1,204.64236450195312
5,1,2,11,0,0,282.91326904296875
1,2,3,11,2,1,263.3828430175781
4,1,5,39,0,0,191.08981323242188
5,1,7,46,0,1,201.12550354003906
0,1,4,24,0,0,166.23574829101562
14,1,2,50,0,1,262.3786315917969
0,2,7,56,0,0,254.8395233154297
0,2,4,11,0,0,220.61129760742188
11,1,5,42,0,0,237.95367431640625
12,2,3,17,2,2,158.096435546875
0,2,8,25,2,0,139.61712646484375
4,1,4,30,0,2,229.70127868652344
5,1,4,16,0,0,202.94317626953125
12,1,2,17,2,1,228.71279907226562
11,2,4,23,0,0,172.4978790283203
11,1,2,21,0,1,242.0873565673828
5,2,7,35,0,0,340.4766845703125
11,2,4,21,2,0,249.9317626953125
0,2,5,18,0,0,235.8035888671875
15,2,1,43,2,0,145.2325439453125
8,1,2,15,2,0,217.5627899169922
6,1,8,27,2,2,219.6002197265625
5,1,4,22,2,0,232.36373901367188
0,1,4,21,0,2,249.5504608154297
1,2,1,12,2,0,208.3314971923828
9,1,2,22,2,2,118.20279693603516
0,2,5,24,0,0,165.20851135253906
9,1,1,21,2,0,193.777587890625
0,2,3,13,0,0,266.50701904296875
13,1,3,24,0,2,173.85025024414062
9,2,5,20,0,1,117.28411102294922
10,1,2,44,0,0,194.2168731689453
11,1,4,29,2,2,83.68494415283203
8,1,5,20,2,0,184.21107482910156
3,1,1,15,2,1,223.63333129882812
8,2,4,54,2,1,181.5546875
7,2,6,41,0,1,186.68743896484375
2,2,5,26,2,2,149.97071838378906
7,2,8,64,2,0,127.72392272949219
10,2,3,21,0,0,215.76980590820312
3,2,7,53,0,1,248.96119689941406
6,1,6,19,0,1,254.86279296875
3,1,3,25,2,1,158.98326110839844
4,1,5,9,0,1,239.10955810546875
0,2,2,27,0,0,278.6885986328125
3,1,4,20,0,0,140.44456481933594
4,1,5,9,2,0,220.57460021972656
0,1,8,30,0,0,192.27847290039062
1,2,7,18,0,0,191.79904174804688
0,1,2,29,0,1,242.70620727539062
8,1,7,47,0,0,141.4791259765625
4,2,4,10,0,2,154.838134765625
9,1,5,15,0,0,191.6810760498047
0,1,5,15,0,1,261.8031311035156
9,2,7,61,0,1,148.53073120117188
0,2,2,9,0,0,271.93682861328125
0,2,2,18,0,0,199.5097198486328
6,1,7,14,2,1,221.52520751953125
13,1,1,26,2,0,227.236572265625
3,1,4,48,2,0,90.66345977783203
0,2,8,53,0,0,262.3601989746094
9,2,4,44,2,2,153.2133026123047
13,2,3,30,0,1,295.2000427246094
10,2,5,26,0,0,286.9080810546875
8,1,3,31,0,0,212.72903442382812
7,2,7,29,2,1,218.85107421875
0,1,2,16,0,0,191.1793212890625
9,2,7,23,0,1,162.01129150390625
12,2,2,31,0,0,139.7371826171875
10,1,4,21,0,2,223.9735107421875
5,2,8,27,2,0,200.13014221191406
4,1,2,24,0,1,110.01302337646484
9,2,6,36,0,2,194.9607696533203
3,2,8,55,2,1,149.30911254882812
2,1,8,19,0,0,158.54737854003906
6,1,6,42,0,2,299.8995056152344
11,2,2,24,2,1,281.1851806640625
8,1,6,91,2,1,126.81034088134766
0,1,7,21,2,0,255.7866973876953
9,2,1,19,2,0,95.72455596923828
5,2,1,7,0,0,212.20962524414062
12,2,2,15,0,1,213.0657958984375
5,2,2,11,2,0,220.48170471191406
4,1,4,14,0,2,247.64468383789062
14,1,1,14,0,0,185.3390350341797
0,1,7,20,2,2,277.9468688964844
15,1,1,20,0,1,275.1408386230469
7,2,4,18,2,0,177.84983825683594
8,1,5,59,0,0,227.01856994628906
0,1,2,13,2,1,263.3495788574219
2,1,7,17,0,1,143.7805938720703
0,2,7,19,0,0,225.1697235107422
8,2,7,59,0,0,90.45643615722656
3,1,5,55,2,0,163.30819702148438
4,1,7,9,0,0,178.8155975341797
9,1,4,35,0,1,252.80953979492188
9,1,3,24,2,1,209.30914306640625
8,1,5,38,0,0,120.62700653076172
15,1,1,15,2,1,163.27304077148438
14,2,2,23,0,0,250.3734588623047
15,2,1,22,2,1,202.03622436523438
13,1,2,7,0,1,264.2452392578125
9,1,7,52,2,1,250.25643920898438
8,2,4,22,0,1,171.9424285888672
3,1,8,22,2,0,229.0005645751953
10,2,6,62,0,1,186.19558715820312
6,2,6,25,2,0,257.9461669921875
14,1,2,43,0,0,213.08517456054688
7,1,8,28,0,0,281.5699462890625
4,2,5,16,0,0,110.09416198730469
3,1,6,21,0,0,229.43341064453125
0,1,1,7,2,1,154.42498779296875
6,1,3,16,0,1,153.75949096679688
0,2,7,35,2,0,182.18545532226562
12,2,3,36,2,2,203.46731567382812
5,1,1,23,2,0,154.84104919433594
10,2,6,17,0,2,238.0603790283203
14,1,2,30,2,1,167.0223846435547
9,2,5,30,0,0,183.0146026611328
8,2,1,18,0,0,212.5658721923828
4,1,6,29,2,2,244.8045654296875
1,1,3,11,2,0,166.94578552246094
0,2,5,13,0,1,239.090087890625
13,1,2,30,2,1,181.05955505371094
10,2,6,59,2,0,161.5921630859375
8,2,4,33,2,1,167.3032989501953
0,1,3,39,2,0,172.1292724609375
15,2,1,55,2,1,314.08795166015625
10,1,1,4,2,0,172.08700561523438
1,1,4,15,2,1,179.23080444335938
8,2,8,56,0,2,230.39801025390625
0,2,7,67,2,0,219.94664001464844
11,2,2,9,0,0,119.6091537475586
12,1,2,28,0,2,193.04360961914062
13,1,3,37,2,1,168.8481903076172
0,1,5,29,0,0,197.25970458984375
0,1,3,8,0,0,207.7325439453125
5,1,4,44,0,0,325.3386535644531
7,1,5,44,2,1,100.3102035522461
8,1,1,44,0,0,186.3103790283203
13,1,1,24,0,0,237.63372802734375
13,2,2,49,0,0,177.59051513671875
5,2,4,24,0,0,192.6112518310547
0,1,4,12,2,2,239.60195922851562
0,2,1,18,0,0,188.07199096679688
9,2,4,32,0,1,231.2562713623047
0,2,8,45,0,0,275.561279296875
0,2,4,30,0,2,175.52464294433594
9,2,2,44,0,1,159.25433349609375
0,1,6,12,2,0,208.7830047607422
0,1,7,23,0,2,187.5285186767578
13,1,2,26,2,0,241.92105102539062
3,1,1,29,2,0,98.56966400146484
13,2,2,21,0,2,39.698333740234375
0,1,1,16,0,2,254.54415893554688
8,1,7,67,0,1,228.333984375
9,1,7,22,2,2,275.08526611328125
15,1,1,40,0,1,192.9647216796875
0,1,4,17,0,0,177.09359741210938
9,2,7,35,2,1,203.0622100830078
9,2,7,41,0,1,201.3964385986328
3,1,4,25,0,1,145.11587524414062
0,2,7,28,0,0,149.84011840820312
14,2,2,40,0,0,198.46507263183594
6,2,1,17,0,1,132.81085205078125
9,2,2,25,0,0,193.81552124023438
13,2,2,22,0,1,164.61122131347656
12,1,2,15,0,2,171.8353271484375
14,2,1,41,2,0,217.1605987548828
3,1,3,34,2,1,157.45199584960938
14,1,2,32,2,0,145.8729248046875
0,1,5,19,0,1,159.60601806640625
8,2,3,15,0,1,203.152587890625
5,1,3,15,0,0,214.99688720703125
4,1,6,17,0,1,231.8197479248047
6,2,4,28,0,0,227.5995635986328
7,1,8,92,2,0,215.8698272705078
7,1,5,19,0,1,128.2608642578125
5,2,3,13,2,0,207.078857421875
5,1,3,24,0,1,141.24755859375
10,1,5,41,0,1,145.2491912841797
2,1,6,15,0,0,156.52609252929688
11,1,3,18,0,1,150.3898162841797
0,1,6,21,2,0,292.45361328125
11,2,4,44,0,2,111.95521545410156
5,1,2,12,2,0,144.34104919433594
11,2,1,31,0,2,204.3662872314453
9,2,3,44,0,1,241.27615356445312
13,2,3,43,0,0,148.68032836914062
0,2,6,21,2,1,248.0734100341797
9,2,3,48,2,1,233.54368591308594
0,1,8,14,0,1,168.3319854736328
9,2,5,30,2,1,171.6203155517578
5,2,6,23,2,1,125.31754302978516
0,2,4,14,0,0,180.51284790039062
6,2,3,14,0,0,276.5243225097656
5,2,6,32,2,2,249.5818328857422
5,2,1,18,0,1,199.5706329345703
11,2,1,27,0,1,212.71412658691406
10,1,6,32,2,2,222.07269287109375
4,2,6,38,2,1,120.595703125
11,2,3,14,0,0,188.56451416015625
11,2,3,46,0,1,170.4210662841797
0,1,2,12,0,0,316.62115478515625
14,2,2,44,0,0,154.42002868652344
8,2,7,29,0,1,280.41552734375
12,1,2,37,2,2,260.7408142089844
11,2,3,25,2,1,42.47509765625
