AGEP,SEX,EDU,MSP,HOUSING_TYPE,OWN_RENT,DENSITY,PINCP
16,2,5,2,2,1,1318.4969482421875,105672.7421875
17,2,3,2,1,1,1042.2332763671875,91822.453125
16,2,4,2,2,1,1372.66259765625,92449.40625
17,1,2,2,1,1,895.75927734375,77809.359375
17,1,1,2,1,1,1042.7088623046875,65814.4375
17,2,4,2,2,1,1313.4031982421875,89568.4609375
17,1,4,2,1,1,1483.7476806640625,89871.015625
16,2,1,2,1,1,1022.4970703125,55158.53515625
17,1,2,2,1,1,761.5282592773438,69209.375
17,2,5,2,2,1,1254.2618408203125,103580.75
16,2,3,2,2,1,1252.4122314453125,80368.7109375
17,1,4,2,1,1,971.5570068359375,87334.1328125
16,2,4,2,2,1,1069.6827392578125,89783.4453125
16,2,3,2,1,1,1371.9111328125,91501.109375
17,1,3,2,1,1,859.5117797851562,79473.109375
17,1,5,2,2,1,1099.5135498046875,101955.9921875
17,1,4,2,2,1,1126.9388427734375,91915.6171875
16,1,5,2,2,1,1525.34423828125,102177.8984375
17,1,2,2,2,1,1109.626708984375,83426.4375
16,2,4,2,2,1,1351.01708984375,84319.0546875
16,2,3,2,1,1,896.093994140625,83447.4375
16,1,2,2,1,1,942.9778442382812,72544.015625
17,1,2,2,1,1,1387.87109375,73421.7890625
17,2,4,2,2,1,910.2093505859375,89611.7421875
16,1,4,2,2,1,1019.7074584960938,87072.9375
17,2,4,2,1,1,1384.558349609375,94490.9609375
16,1,3,2,1,1,1265.8609619140625,81386.90625
16,2,4,2,2,1,1242.2235107421875,87851.5625
16,1,5,2,1,1,858.873046875,101666.046875
16,1,2,2,1,1,1195.3731689453125,72815.625
16,1,3,2,2,1,1532.7401123046875,82351.6015625
16,2,3,2,2,1,1396.864990234375,84830.203125
17,2,2,2,2,1,1069.5482177734375,79437.765625
17,2,3,2,1,1,1318.3546142578125,88697.671875
16,1,2,2,1,1,1078.4283447265625,69360.609375
17,1,3,2,2,1,1134.5184326171875,87463.1171875
17,1,3,2,2,1,1063.3162841796875,84302.8828125
17,1,1,2,2,1,1490.93701171875,66456.1171875
17,1,5,2,1,1,889.8700561523438,101221.390625
16,2,5,2,2,1,1238.873291015625,102549.03125
17,2,3,2,1,1,1056.1839599609375,78345.5625
17,1,4,2,1,1,1247.4912109375,94633.5703125
16,1,2,2,1,1,1450.343505859375,71957.4375
16,2,4,2,2,1,1174.4888916015625,96069.640625
17,2,3,2,1,1,900.1146240234375,73411.234375
17,2,3,2,2,1,1217.6083984375,84384.1171875
16,2,2,2,2,1,806.6944580078125,62242.74609375
16,1,3,2,2,1,1406.128173828125,84252.828125
17,2,2,2,2,1,1389.9599609375,78710.21875
16,1,3,2,2,1,931.9801635742188,80899.453125
17,1,4,2,1,1,934.1130981445312,89454.40625
16,2,3,2,1,1,958.7239990234375,81018.015625
16,1,5,2,2,1,1266.082763671875,105052.1796875
16,1,5,2,1,1,1216.3782958984375,95133.859375
16,2,3,2,2,1,922.3658447265625,84076.0703125
17,1,4,2,1,1,1288.4931640625,89424.59375
16,1,4,2,1,1,1323.4915771484375,85622.7578125
17,2,5,2,1,1,935.4830322265625,106998.796875
17,2,2,2,2,1,931.645263671875,78437.6640625
17,2,3,2,2,1,1301.6986083984375,80589.7265625
17,1,4,2,2,1,1595.0330810546875,100141.96875
16,2,3,2,1,1,961.4779663085938,78239.9609375
17,2,4,2,1,1,720.529052734375,83584.953125
17,1,4,2,2,1,949.2366943359375,87286.640625
16,2,2,2,2,1,1044.737548828125,64625.8828125
16,1,2,2,2,1,1218.26416015625,74537.6953125
16,1,4,2,1,1,1005.3535766601562,90489.0859375
16,1,3,2,1,1,934.3139038085938,79302.4375
16,2,1,2,1,1,1029.81787109375,65666.46875
16,2,4,2,2,1,1115.47314453125,90550.40625
16,1,4,2,2,1,1075.96875,91148.1171875
16,2,2,2,2,1,1094.8248291015625,73970.71875
16,1,2,2,1,1,1139.826171875,66063.859375
16,2,3,2,1,1,1211.6959228515625,75834.6484375
16,1,1,2,2,1,1054.45703125,66438.421875
16,2,2,2,1,1,801.2344970703125,76216.15625
17,2,2,2,2,1,725.9677734375,82054.3984375
17,1,2,2,1,1,1046.091064453125,62645.1484375
16,2,5,2,2,1,1548.40625,99090.15625
17,2,3,2,2,1,1096.3739013671875,82516.46875
16,1,2,2,1,1,1143.9835205078125,62148.21875
17,2,2,2,2,1,1563.5025634765625,65306.0078125
16,1,1,2,2,1,1069.244873046875,69488.546875
16,2,2,2,1,1,1078.466064453125,74898.4921875
16,1,2,2,2,1,1436.0098876953125,69623.5859375
17,1,5,2,1,1,1108.4622802734375,103298.2734375
17,2,2,2,1,1,1015.2737426757812,77522.2421875
16,1,3,2,2,1,1507.75341796875,79506.359375
16,2,4,2,1,1,1217.8939208984375,91500.9609375
16,2,3,2,2,1,845.3211669921875,83400.2890625
17,2,3,2,2,1,1109.23876953125,84478.8984375
17,1,5,2,1,1,1095.7410888671875,101913.4375
17,1,1,2,1,1,776.4761962890625,64891.30859375
17,2,4,2,1,1,1234.2828369140625,100594.5703125
17,1,2,2,2,1,1341.187255859375,70152.453125
16,2,5,2,1,1,1291.89697265625,105914.4765625
16,2,4,2,2,1,1555.7584228515625,92911.8359375
17,2,3,2,1,1,1237.6773681640625,81264.5390625
16,1,2,2,1,1,987.0870361328125,80879.7734375
16,2,4,2,1,1,1294.3271484375,88836.046875
16,2,4,2,2,1,1298.89501953125,94694.4140625
17,1,3,2,1,1,1050.8883056640625,77273.796875
17,2,3,2,1,1,1056.19091796875,86722.8359375
16,2,2,2,1,1,1190.3101806640625,71456.4765625
17,2,3,2,2,1,1341.8544921875,82590.7890625
17,1,2,2,2,1,1337.6748046875,88052.15625
16,1,5,2,1,1,908.6658325195312,97214.5703125
17,1,2,2,1,1,1099.0341796875,74387.390625
16,2,1,2,2,1,1179.1680908203125,62058.75390625
17,2,3,2,1,1,1184.22900390625,79889.0703125
16,2,4,2,2,1,1317.75634765625,89301.4921875
16,2,3,2,2,1,1168.841796875,78442.453125
17,2,2,2,2,1,1260.2384033203125,81889.359375
16,2,3,2,2,1,1480.548583984375,85285.5234375
17,2,3,2,1,1,1250.2147216796875,85649.8828125
16,2,1,2,2,1,1291.8397216796875,59957.55859375
17,1,2,2,2,1,884.7721557617188,71271.6796875
17,2,4,2,2,1,1252.1641845703125,80821.3984375
16,2,2,2,2,1,1290.92822265625,66129.21875
16,2,3,2,1,1,771.831787109375,88821.9609375
17,2,2,2,2,1,1717.6512451171875,69682.9921875
17,2,5,2,2,1,1091.5286865234375,104902.453125
16,2,2,2,1,1,1102.8216552734375,81009.375
17,1,4,2,2,1,1087.0240478515625,99905.9609375
16,2,2,2,1,1,1019.7313232421875,73206.203125
17,1,3,2,2,1,1215.461669921875,89254.28125
17,1,5,2,1,1,949.91064453125,98807.734375
16,1,4,2,1,1,1213.75927734375,91498.6171875
16,2,1,2,2,1,1214.4158935546875,63026.76953125
17,2,3,2,1,1,1080.3758544921875,84985.7265625
16,1,4,2,2,1,1255.8890380859375,99316.5078125
17,2,4,2,2,1,1279.50439453125,86128.65625
16,2,3,2,2,1,975.4658203125,82104.2265625
16,1,1,2,2,1,1024.4588623046875,66053.4609375
16,1,2,2,2,1,1047.91845703125,78583.234375
16,1,5,2,2,1,1256.761474609375,103828.6484375
16,1,3,2,1,1,1451.837646484375,86121.015625
17,2,4,2,1,1,1014.4969482421875,97592.453125
16,1,1,2,2,1,993.042236328125,56820.0703125
16,2,4,2,2,1,1216.9769287109375,86028.5
16,2,3,2,1,1,1324.4892578125,82949.515625
17,2,4,2,1,1,1162.8138427734375,92434.5234375
16,2,4,2,1,1,932.0909423828125,95667.484375
17,2,3,2,2,1,1497.4776611328125,90735.7578125
16,1,2,2,2,1,1016.0057983398438,70306.390625
16,2,4,2,2,1,1232.986328125,93912.359375
16,2,2,2,1,1,1050.0477294921875,73480.359375
16,1,2,2,1,1,998.0108642578125,88927.8203125
17,1,2,2,1,1,968.5128173828125,75830.4453125
16,2,4,2,1,1,1512.4755859375,90687.3046875
17,2,3,2,2,1,1410.09912109375,89600.1953125
16,1,2,2,2,1,1428.3323974609375,72676.296875
17,2,3,2,2,1,1207.9150390625,83157.796875
16,1,3,2,2,1,1177.208740234375,80759.921875
16,1,2,2,1,1,1328.75390625,77551.234375
17,2,4,2,2,1,1035.9202880859375,95513.953125
16,2,3,2,2,1,1272.9892578125,82232.3671875
17,2,3,2,2,1,967.38671875,79647.7265625
17,2,5,2,2,1,624.7099609375,107135.390625
17,1,4,2,2,1,961.5938110351562,94563.3203125
16,1,3,2,2,1,1501.858642578125,83538.9765625
17,1,2,2,1,1,1013.9735107421875,76989.1875
17,2,4,2,2,1,1662.3795166015625,90777.859375
16,1,1,2,2,1,1013.2445678710938,63711.51171875
17,1,3,2,2,1,1077.2762451171875,79871.09375
16,1,5,2,2,1,1322.476318359375,101801.1875
17,1,5,2,2,1,884.00732421875,90554.953125
16,2,2,2,2,1,915.2374267578125,71054.4921875
16,2,2,2,1,1,1030.1800537109375,83868.515625
17,1,4,2,1,1,1192.049072265625,83570.5625
17,2,3,2,2,1,1377.3016357421875,92655.09375
16,1,3,2,2,1,1141.6156005859375,77040.75
16,1,2,2,2,1,1230.6357421875,74196.953125
16,2,3,2,1,1,1202.196533203125,83376.265625
17,2,5,2,2,1,1278.730224609375,108172.546875
17,1,1,2,2,1,1246.9776611328125,64541.08984375
16,1,1,2,2,1,880.665771484375,60918.68359375
16,2,5,2,1,1,1215.814697265625,106684.453125
17,2,4,2,1,1,1082.3035888671875,90121.1796875
17,1,5,2,2,1,1419.6650390625,100639.3515625
17,1,5,2,2,1,1232.1063232421875,115437.8203125
17,1,4,2,2,1,1033.703125,104434.2109375
16,2,3,2,1,1,1201.19482421875,86146.8828125
17,2,2,2,1,1,766.353515625,68888.90625
17,1,3,2,2,1,1330.47705078125,80962.2265625
16,1,2,2,2,1,1215.2777099609375,71590.8828125
16,2,3,2,1,1,1257.5914306640625,80459.3515625
16,2,2,2,2,1,1431.8359375,76408.2578125
16,1,5,2,1,1,1060.5157470703125,95277.125
17,1,3,2,2,1,1041.5159912109375,78180.1875
16,1,4,2,2,1,1003.816650390625,90507.6171875
16,2,5,2,2,1,878.7009887695312,100091.84375
17,2,5,2,2,1,1458.8807373046875,95273.2890625
17,1,5,2,2,1,1156.81494140625,112973.984375
16,2,3,2,2,1,1075.512451171875,84005.9609375
17,1,5,2,2,1,1212.027587890625,102348.671875
17,2,4,2,1,1,853.6537475585938,93343.921875
17,2,1,2,2,1,1108.942626953125,57010.6015625
16,2,5,2,2,1,1022.3746337890625,106845.9921875
17,1,2,2,1,1,891.575439453125,73938.8125
16,2,3,2,1,1,1018.4545288085938,78853.390625
16,2,3,2,1,1,1172.2056884765625,93830.34375
16,1,2,2,2,1,1370.057373046875,67928.90625
17,1,2,2,1,1,791.1738891601562,79743.5390625
16,2,4,2,1,1,1114.423828125,95083.2734375
17,2,5,2,1,1,720.0594482421875,105696.140625
16,2,3,2,1,1,852.9312744140625,89623.25
17,2,2,2,1,1,1220.980224609375,71123.0859375
16,1,3,2,2,1,1025.92529296875,75354.8046875
16,1,3,2,1,1,836.249267578125,85858.15625
17,1,4,2,2,1,1385.2957763671875,98098.4609375
17,2,5,2,2,1,1247.520751953125,106786.7578125
16,2,3,2,2,1,1211.5299072265625,75615.2109375
17,2,3,2,2,1,1537.4169921875,86846.078125
16,1,2,2,2,1,1297.178955078125,75451.4765625
17,1,3,2,1,1,1149.2066650390625,76897.9765625
17,2,3,2,1,1,1320.55615234375,90343.375
17,1,4,2,2,1,1080.73974609375,95574.46875
17,1,3,2,2,1,1135.490234375,89521.171875
16,2,5,2,2,1,1269.9942626953125,93143.96875
16,1,3,2,2,1,1031.6619873046875,85462.109375
16,1,2,2,1,1,1355.088623046875,64689.41796875
16,1,1,2,1,1,1206.1026611328125,63568.51171875
16,2,4,2,1,1,1400.147705078125,89651.453125
16,2,3,2,1,1,1253.181640625,84534.5390625
16,1,3,2,2,1,1159.4951171875,86650.046875
16,1,3,2,2,1,1236.5882568359375,80529.453125
16,1,4,2,1,1,784.0074462890625,94746.8671875
16,1,3,2,2,1,1419.2720947265625,81409.0546875
17,1,2,2,1,1,1218.084228515625,76456.71875
16,1,3,2,1,1,1062.7381591796875,79402.0546875
16,1,4,2,1,1,693.455810546875,92847.8359375
17,1,3,2,1,1,1242.3211669921875,79762.9765625
17,1,2,2,1,1,1169.8447265625,76637.1328125
16,2,2,2,2,1,1353.6920166015625,57024.7734375
16,1,1,2,2,1,1189.1279296875,62839.15234375
16,2,4,2,2,1,1029.941650390625,87908.28125
16,2,2,2,1,1,1145.2725830078125,84116.0546875
16,1,4,2,1,1,1254.3743896484375,82736.5703125
17,1,3,2,1,1,1140.5126953125,88128.9609375
16,1,3,2,2,1,1201.2890625,91607.203125
16,2,2,2,1,1,1230.5880126953125,72396.2109375
17,1,1,2,2,1,882.8323974609375,63592.98828125
16,2,3,2,1,1,1307.9066162109375,81819.625
16,2,2,2,1,1,916.011962890625,71554.359375
17,2,4,2,2,1,1110.5126953125,98936.1171875
17,1,4,2,1,1,1329.2589111328125,100309.1171875
17,2,1,2,1,1,998.7545166015625,56994.16796875
16,2,2,2,1,1,1132.84130859375,76219.234375
16,2,1,2,2,1,1160.5421142578125,59529.60546875
17,1,1,2,1,1,783.9344482421875,59473.19140625
17,2,4,2,1,1,1221.8226318359375,90403.8359375
17,1,2,2,2,1,1220.8453369140625,78558.9140625
17,2,5,2,2,1,1033.34814453125,107543.3671875
17,2,3,2,1,1,791.564208984375,87335.7109375
17,1,3,2,2,1,1335.8226318359375,77550.421875
17,2,5,2,2,1,1126.233642578125,102647.59375
16,1,4,2,2,1,1364.533447265625,93081.9453125
17,1,4,2,2,1,919.205322265625,91959.65625
16,1,5,2,2,1,1213.0633544921875,101583.0859375
16,1,3,2,1,1,1294.7010498046875,84494.75
16,1,1,2,1,1,1251.313720703125,65455.8515625
16,1,2,2,1,1,1083.785400390625,76062.78125
17,1,2,2,1,1,1262.241943359375,77212.953125
17,2,3,2,2,1,1477.47119140625,91329.1328125
16,1,2,2,1,1,993.4093017578125,72781.3671875
17,2,1,2,1,1,1198.930419921875,60733.828125
17,2,2,2,1,1,1094.6287841796875,71432.5703125
16,2,5,2,2,1,1456.5791015625,103143.2109375
16,1,5,2,1,1,1011.7186889648438,93402.5703125
17,1,4,2,2,1,1153.8541259765625,93068.8046875
16,2,1,2,2,1,1092.1522216796875,57789.51953125
17,1,3,2,1,1,1321.567626953125,80648.953125
17,1,3,2,2,1,1205.7603759765625,88702.9921875
16,1,1,2,2,1,1309.732177734375,64684.84375
17,1,3,2,1,1,1145.1275634765625,85496.390625
17,2,4,2,2,1,934.5146484375,94371.375
16,1,3,2,1,1,912.8380737304688,74902.7265625
17,2,2,2,2,1,1206.2225341796875,74728.5546875
16,1,2,2,1,1,796.0931396484375,73437.546875
17,2,3,2,2,1,1450.0614013671875,86523.3203125
16,2,2,2,1,1,1231.54248046875,69189.796875
17,1,2,2,1,1,502.7825927734375,76757.125
16,1,3,2,2,1,1124.8634033203125,86539.8671875
17,1,5,2,1,1,1306.6334228515625,105346.2265625
16,2,4,2,2,1,830.258544921875,94162.53125
17,1,4,2,2,1,933.7734985351562,92819.65625
17,1,2,2,2,1,1016.9305419921875,71905.7734375
17,2,3,2,2,1,1500.2921142578125,84366.1015625
16,1,4,2,2,1,1287.4718017578125,95472.6875
17,1,3,2,2,1,1080.03076171875,76022.5078125
17,2,2,2,2,1,939.365234375,73174.7421875
17,2,2,2,1,1,975.8128051757812,74484.578125
16,2,1,2,1,1,1210.5574951171875,59781.4765625
16,2,2,2,2,1,1182.150390625,70903.359375
16,2,2,2,1,1,1086.8699951171875,66059.6953125
16,2,4,2,1,1,1153.9193115234375,94870.90625
17,1,2,2,2,1,1189.7843017578125,67683.921875
17,2,3,2,1,1,894.2073974609375,84354.59375
17,1,2,2,1,1,1178.1529541015625,67949.71875
16,2,4,2,2,1,1190.0545654296875,88954.3125
17,1,4,2,2,1,1480.88818359375,89636.8828125
17,1,3,2,2,1,1130.00537109375,76456.0859375
17,2,2,2,1,1,964.2593383789062,76130.8125
17,2,4,2,1,1,1259.238525390625,93014.4609375
17,1,4,2,2,1,1236.472412109375,91768.84375
17,1,3,2,2,1,1120.9168701171875,77483.8359375
17,2,2,2,2,1,1355.976806640625,77428.15625
16,1,2,2,1,1,1183.50537109375,81102.5390625
17,1,3,2,2,1,987.1048583984375,96590.40625
17,1,3,2,1,1,1126.112548828125,86231.2265625
16,1,4,2,2,1,1598.96533203125,87185.5546875
17,2,3,2,2,1,1288.4420166015625,83494.8671875
16,2,4,2,1,1,1149.9268798828125,93060.3671875
16,2,2,2,2,1,952.593017578125,68353.3203125
16,2,4,2,2,1,889.3541870117188,95718.921875
17,2,2,2,2,1,911.845947265625,69891.2734375
16,2,4,2,2,1,1400.17822265625,94593.265625
16,2,2,2,2,1,1212.60498046875,69780.9921875
16,2,4,2,1,1,1160.861328125,97096.828125
16,2,3,2,2,1,1136.948486328125,84851.8203125
17,2,3,2,2,1,1279.27197265625,85548.2109375
17,2,2,2,1,1,1297.2601318359375,67654.5390625
17,1,3,2,2,1,1527.2119140625,81470.8125
17,1,3,2,2,1,1479.939453125,92939.6796875
17,2,2,2,2,1,1258.5858154296875,71438.25
17,2,3,2,2,1,1270.333740234375,79658.1015625
17,1,4,2,1,1,960.224365234375,99124.40625
17,1,2,2,2,1,1043.069091796875,80726.59375
17,2,2,2,2,1,978.868408203125,75625.046875
17,1,2,2,2,1,1463.0712890625,72269.2734375
17,2,3,2,1,1,970.9986572265625,86766.1640625
17,1,2,2,2,1,1353.3236083984375,77497.1015625
16,2,1,2,1,1,1115.8001708984375,59574.18359375
16,1,3,2,2,1,911.4552001953125,83208.0390625
17,2,4,2,1,1,906.8346557617188,92623.234375
16,2,3,2,1,1,1195.3013916015625,78729.3984375
17,1,4,2,1,1,1100.7984619140625,87032.2734375
16,2,2,2,2,1,1221.6109619140625,66685.5859375
16,2,1,2,2,1,967.4431762695312,59320.1328125
16,2,3,2,2,1,852.402099609375,81859.6875
17,2,4,2,1,1,882.412109375,98191.0703125
16,2,3,2,1,1,935.87890625,83826.640625
17,1,2,2,2,1,1370.5771484375,73043.046875
17,1,4,2,2,1,1374.3934326171875,92324.6328125
17,1,3,2,1,1,1415.70703125,79810.3203125
16,2,4,2,1,1,1189.69677734375,79625.46875
17,1,2,2,1,1,897.731201171875,73228.7578125
16,2,4,2,1,1,1175.60107421875,101079.4375
17,2,3,2,1,1,1343.4847412109375,85576.9765625
16,2,4,2,2,1,1400.8017578125,94490.1328125
16,2,4,2,1,1,1408.412109375,93163.765625
17,1,1,2,1,1,941.3460083007812,68841.953125
17,1,2,2,1,1,1315.1585693359375,81930.8046875
16,2,2,2,1,1,1098.7119140625,73289.53125
17,1,3,2,1,1,1271.96240234375,93910.0703125
16,1,4,2,2,1,1009.4656982421875,93128.875
17,2,5,2,1,1,1146.617431640625,114000.0859375
16,2,3,2,2,1,1001.2047119140625,80457.25
17,2,3,2,1,1,1007.9891357421875,82294.921875
16,1,1,2,1,1,851.6993408203125,65282.51171875
17,1,3,2,1,1,1182.4078369140625,90761.984375
17,2,3,2,1,1,1045.6768798828125,95256.8984375
17,1,5,2,1,1,1037.4058837890625,100240.6484375
16,2,3,2,2,1,1574.7890625,87663.5703125
16,2,2,2,1,1,931.1924438476562,68417.359375
17,1,3,2,2,1,1202.18408203125,89844.421875
16,2,5,2,1,1,833.5419921875,97100.484375
17,1,3,2,2,1,1373.1220703125,81574.59375
16,1,2,2,2,1,1252.7547607421875,79464.2890625
17,1,3,2,1,1,910.47021484375,86027.4296875
17,2,5,2,2,1,1373.31640625,103947.7890625
16,1,5,2,2,1,1175.1236572265625,94882.65625
16,1,1,2,1,1,899.3499755859375,53554.87890625
17,2,1,2,2,1,1294.156494140625,72450.40625
17,1,1,2,1,1,846.6617431640625,62213.44921875
16,1,2,2,2,1,1062.7103271484375,63300.09375
16,2,5,2,2,1,975.8157958984375,105240.1171875
16,1,4,2,1,1,1157.9349365234375,88245.203125
16,2,4,2,2,1,1782.0557861328125,85798.96875
16,1,5,2,2,1,1071.9456787109375,105903.2578125
17,2,3,2,1,1,1151.0517578125,76036.8359375
16,1,4,2,1,1,1495.8441162109375,89920.984375
16,1,2,2,1,1,973.8624877929688,61195.78125
16,1,3,2,2,1,1063.12255859375,83476.421875
17,2,5,2,1,1,1133.13818359375,105651.3125
17,2,2,2,1,1,1284.99365234375,65208.78125
17,2,4,2,2,1,1014.7822265625,96179.1640625
17,1,2,2,2,1,1476.6806640625,78304.8828125
16,2,3,2,2,1,1434.3253173828125,85843.296875
17,2,2,2,2,1,1526.6285400390625,75990.8515625
16,1,1,2,2,1,1291.1279296875,69236.828125
16,1,3,2,2,1,908.239501953125,88308.9453125
17,1,5,2,1,1,1072.06103515625,99708.921875
16,1,3,2,1,1,1204.61181640625,83324.1796875
16,1,2,2,1,1,964.15185546875,66532.765625
17,2,2,2,1,1,1325.6014404296875,68209.1015625
17,2,3,2,2,1,1363.214111328125,85076.2265625
17,2,3,2,2,1,1017.4072265625,87744.5390625
16,2,2,2,1,1,1159.5384521484375,72488.4375
17,1,5,2,1,1,1573.5030517578125,102056.3671875
16,1,1,2,1,1,874.1865844726562,72331.8203125
17,2,2,2,2,1,1322.70068359375,69226.46875
17,2,5,2,2,1,922.880615234375,107047.7734375
16,2,1,2,2,1,1345.55322265625,55646.72265625
17,2,4,2,1,1,826.41015625,79229.0234375
16,2,4,2,2,1,803.531005859375,88211.6953125
16,2,2,2,1,1,1298.0362548828125,78656.09375
17,2,4,2,2,1,1167.013916015625,80744.46875
16,2,3,2,2,1,1376.1844482421875,74421.1484375
16,2,3,2,1,1,841.0838012695312,82835.40625
17,2,3,2,1,1,1236.9129638671875,80706.109375
16,2,3,2,1,1,1279.898193359375,79175.1875
17,1,1,2,1,1,852.4268798828125,64464.8671875
16,1,1,2,2,1,1388.9765625,59921.62109375
16,2,4,2,2,1,1179.3248291015625,93995.1015625
17,2,1,2,2,1,1170.136474609375,64759.35546875
17,2,4,2,2,1,1098.1055908203125,92159.2109375
17,2,2,2,1,1,873.0729370117188,80018.8515625
17,1,4,2,2,1,1773.404052734375,103063.2578125
17,2,1,2,1,1,987.1025390625,66353.328125
16,1,3,2,2,1,1088.8487548828125,78457.5546875
16,2,4,2,2,1,1604.711181640625,93300.6875
17,2,2,2,2,1,1607.113525390625,69738.03125
17,1,3,2,1,1,632.85107421875,86037.71875
16,2,2,2,1,1,927.8345947265625,74369.6171875
17,1,4,2,1,1,1090.68017578125,96404.8359375
17,1,3,2,1,1,624.614013671875,82948.3828125
16,1,3,2,2,1,1249.045166015625,82547.96875
17,2,4,2,1,1,936.2470703125,98662.0546875
16,2,2,2,2,1,1312.05078125,70441.5859375
17,1,2,2,1,1,950.615234375,63404.66796875
17,1,3,2,2,1,1185.796142578125,76377.921875
17,2,3,2,2,1,993.70703125,89460.6171875
16,1,2,2,1,1,1082.90087890625,81134.7109375
16,1,3,2,1,1,896.4453125,71678.390625
16,1,4,2,2,1,909.6578369140625,94162.0703125
17,2,1,2,1,1,1246.00390625,57510.6328125
17,2,4,2,2,1,947.9247436523438,84789.609375
17,1,3,2,2,1,989.5198974609375,77885.390625
17,1,4,2,2,1,1159.0771484375,96467.265625
17,1,3,2,2,1,1252.47412109375,79917.4375
16,1,1,2,2,1,1119.1282958984375,54868.99609375
17,1,2,2,2,1,1051.46044921875,68254.796875
17,2,4,2,2,1,960.492431640625,90321.640625
17,1,2,2,1,1,1219.843505859375,73838.6328125
16,2,3,2,2,1,1071.519287109375,80639.9140625
17,2,5,2,1,1,891.5894775390625,106182.2578125
17,1,3,2,1,1,1107.434326171875,88609.03125
16,1,2,2,1,1,1081.0386962890625,80758.6875
17,2,4,2,1,1,1308.2999267578125,91897.7578125
16,2,3,2,2,1,1203.692626953125,86005.4921875
16,2,5,2,2,1,970.5453491210938,105315.328125
16,2,3,2,2,1,1525.06689453125,81229.3671875
16,1,4,2,1,1,954.8529663085938,82822.7734375
17,1,5,2,1,1,1312.2237548828125,105993.9375
16,2,2,2,2,1,1139.3221435546875,69505.8046875
16,1,2,2,2,1,1186.8331298828125,70055.6484375
17,1,3,2,1,1,1149.795654296875,84073.9609375
17,1,4,2,1,1,1026.6590576171875,97494.7265625
16,2,2,2,1,1,1517.445556640625,69001.5703125
17,2,5,2,2,1,969.13623046875,109059.734375
16,2,4,2,1,1,988.7301635742188,102252.03125
16,2,4,2,1,1,1253.978271484375,89956.5703125
17,1,1,2,2,1,1273.510498046875,68445.1953125
17,1,4,2,1,1,1077.47119140625,92928.859375
17,2,4,2,2,1,1466.935302734375,97044.875
16,2,3,2,1,1,1273.88427734375,81083.1953125
16,2,3,2,1,1,1142.5472412109375,85931.2890625
16,1,3,2,1,1,1279.7596435546875,80062.609375
16,2,4,2,1,1,1204.8985595703125,89427.7578125
16,1,3,2,2,1,1070.7427978515625,81087.3125
16,1,3,2,1,1,920.54248046875,87169.1328125
17,1,4,2,2,1,1141.57421875,95619.4609375
17,1,3,2,2,1,1134.6153564453125,78892.234375
16,1,2,2,1,1,702.7391357421875,78097.0859375
16,1,2,2,1,1,1060.9083251953125,74896.125
17,1,4,2,2,1,1457.826416015625,99410.0
16,2,4,2,1,1,1059.89306640625,89449.1484375
