AGEP,SEX,EDU,PINCP,OWN_RENT,HOUSING_TYPE,DENSITY
39.0,2,6,63805.0,1,1,1932.709228515625
35.0,1,2,64832.0,1,1,1616.3543701171875
78.0,2,2,105101.0,1,1,1998.4044189453125
48.0,2,1,72426.0,1,1,1747.9853515625
73.0,1,2,81502.0,1,1,2346.8271484375
44.0,2,4,94115.0,1,1,2114.8310546875
34.0,1,3,81402.0,1,1,1727.613525390625
49.0,1,6,80180.0,1,1,2014.822998046875
58.0,1,1,44777.0,1,1,2248.54736328125
41.0,2,3,56180.0,1,1,1598.342529296875
49.0,2,2,101120.0,1,1,1816.6903076171875
57.0,1,5,94467.0,1,1,1975.5496826171875
60.0,1,3,89180.0,1,1,2430.19970703125
77.0,1,5,140750.0,1,1,2376.05322265625
71.0,2,3,73610.0,1,1,1748.93408203125
73.0,1,6,116109.0,1,1,1736.935791015625
51.0,1,3,104016.0,1,1,2124.2685546875
74.0,2,1,97630.0,1,1,2592.03271484375
54.0,1,3,95958.0,1,1,1988.643798828125
80.0,2,2,86070.0,1,1,1757.944580078125
50.0,2,4,100953.0,1,1,1790.800537109375
56.0,2,3,107001.0,1,1,2297.7587890625
30.0,1,4,54292.0,1,1,1760.9481201171875
55.0,2,1,67656.0,1,1,1806.3267822265625
88.0,2,2,150461.0,1,1,1521.316162109375
48.0,1,2,47529.0,1,1,2073.2119140625
54.0,1,6,109469.0,1,1,1700.1468505859375
35.0,2,3,84526.0,1,1,1908.635498046875
59.0,1,5,94566.0,1,1,1940.75341796875
73.0,2,2,138669.0,1,1,2614.66748046875
43.0,1,3,105926.0,1,1,2196.90234375
90.0,1,3,150020.0,1,1,1476.01123046875
77.0,1,6,161301.0,1,1,2048.584716796875
92.0,1,4,123373.0,1,1,1447.731689453125
49.0,1,4,100375.0,1,1,2206.9423828125
34.0,2,3,65263.0,1,1,1696.9527587890625
35.0,1,2,56433.0,1,1,1144.006103515625
80.0,1,2,133196.0,1,1,2132.72802734375
64.0,1,3,93035.0,1,1,2307.44921875
70.0,2,4,93014.0,1,1,2490.602294921875
37.0,1,1,72168.0,1,1,2217.265869140625
88.0,2,4,175688.0,1,1,2198.761474609375
49.0,1,6,128477.0,1,1,1992.65771484375
46.0,1,3,69809.0,1,1,1762.2181396484375
78.0,1,2,111578.0,1,1,2355.97998046875
84.0,2,3,114307.0,1,1,2325.101318359375
61.0,1,3,75690.0,1,1,2400.616455078125
28.0,1,2,32653.0,1,1,1817.5032958984375
83.0,2,1,134650.0,1,1,2728.388427734375
80.0,1,6,120316.0,1,1,2056.849365234375
33.0,2,3,65427.0,1,1,1897.04833984375
65.0,1,4,106499.0,1,1,1862.0498046875
47.0,2,3,91043.0,1,1,2229.166748046875
38.0,1,4,106635.0,1,1,1535.05615234375
87.0,1,4,160891.0,1,1,2214.57080078125
63.0,2,2,119808.0,1,1,1401.1427001953125
58.0,2,3,87025.0,1,1,2142.28759765625
42.0,2,1,76926.0,1,1,1785.179443359375
51.0,2,2,81165.0,1,1,1646.1815185546875
41.0,1,3,78027.0,1,1,1604.8270263671875
78.0,2,3,134336.0,1,1,2446.905029296875
28.0,1,3,29461.0,1,1,1673.27734375
49.0,2,4,87479.0,1,1,2317.732177734375
30.0,2,5,75053.0,1,1,1967.3746337890625
45.0,1,4,114484.0,1,1,2260.00390625
82.0,2,5,133897.0,1,1,1824.95263671875
86.0,2,3,103139.0,1,1,2245.630126953125
38.0,1,1,62560.0,1,1,2032.337890625
93.0,2,1,85394.0,1,1,2255.035400390625
80.0,2,3,78384.0,1,1,2254.846923828125
90.0,2,4,127344.0,1,1,3109.700439453125
82.0,1,5,128567.0,1,1,2173.390625
90.0,1,6,185467.0,1,1,2531.8095703125
77.0,2,6,129037.0,1,1,1460.1884765625
87.0,2,2,120427.0,1,1,2278.21923828125
35.0,2,3,75600.0,1,1,1814.74609375
93.0,2,3,170753.0,1,1,2210.588134765625
39.0,1,2,88852.0,1,1,1816.484130859375
45.0,1,5,100498.0,1,1,2222.86279296875
59.0,1,2,105800.0,1,1,1833.9412841796875
84.0,1,3,159967.0,1,1,2669.49365234375
75.0,2,3,106036.0,1,1,2137.903564453125
69.0,2,3,104018.0,1,1,2214.02978515625
93.0,1,4,91035.0,1,1,2892.85498046875
72.0,2,6,150391.0,1,1,1971.8680419921875
79.0,1,3,103671.0,1,1,1956.4298095703125
59.0,2,4,125257.0,1,1,1803.322509765625
72.0,2,2,105023.0,1,1,2500.67431640625
77.0,2,3,107247.0,1,1,2316.9130859375
57.0,2,5,114259.0,1,1,1619.378662109375
94.0,1,3,70857.0,1,1,2706.2607421875
92.0,1,5,137159.0,1,1,1270.603515625
34.0,1,1,54220.0,1,1,1593.5714111328125
95.0,2,3,159525.0,1,1,2765.9033203125
73.0,2,3,128678.0,1,1,1706.8653564453125
89.0,2,4,109185.0,1,1,2718.069091796875
36.0,2,3,85362.0,1,1,1722.9691162109375
77.0,1,2,107673.0,1,1,2979.92236328125
65.0,1,2,102936.0,1,1,2190.892578125
52.0,2,4,116134.0,1,1,2072.8212890625
89.0,1,1,101930.0,1,1,1495.0966796875
89.0,2,1,92602.0,1,1,2799.25
61.0,2,2,140955.0,1,1,2490.298095703125
36.0,2,4,75536.0,1,1,1708.3681640625
55.0,2,3,87344.0,1,1,1854.7364501953125
72.0,2,4,86562.0,1,1,2044.898193359375
49.0,2,5,103148.0,1,1,2463.218994140625
31.0,1,6,92544.0,1,1,2085.96728515625
31.0,1,4,74202.0,1,1,1683.9788818359375
61.0,2,2,118487.0,1,1,2300.727294921875
32.0,1,4,80163.0,1,1,1411.3616943359375
56.0,2,4,82064.0,1,1,1762.5306396484375
39.0,2,2,75974.0,1,1,1793.796630859375
76.0,2,2,153720.0,1,1,2111.3447265625
85.0,1,3,110078.0,1,1,2922.924560546875
39.0,1,3,75067.0,1,1,1735.87158203125
40.0,2,2,64000.0,1,1,1943.201171875
38.0,1,6,81424.0,1,1,1662.3138427734375
34.0,1,2,37962.0,1,1,2129.502197265625
55.0,1,5,72049.0,1,1,2414.022216796875
44.0,2,6,90006.0,1,1,1667.234130859375
46.0,1,4,119389.0,1,1,1852.298583984375
55.0,2,3,101505.0,1,1,1563.761474609375
63.0,2,1,80070.0,1,1,2131.134033203125
77.0,2,4,153499.0,1,1,2463.201416015625
59.0,1,5,88418.0,1,1,2910.0859375
38.0,1,4,67327.0,1,1,2254.512939453125
66.0,1,4,117578.0,1,1,2190.16845703125
59.0,2,6,126007.0,1,1,2248.183349609375
60.0,2,3,112013.0,1,1,2743.58056640625
74.0,2,5,144194.0,1,1,2368.6669921875
56.0,2,2,108512.0,1,1,2597.111572265625
29.0,2,4,60499.0,1,1,2049.421875
47.0,2,6,119943.0,1,1,2059.541259765625
80.0,2,3,136687.0,1,1,2467.869384765625
32.0,2,3,80402.0,1,1,1760.311279296875
54.0,2,3,91519.0,1,1,1990.236328125
47.0,1,3,83550.0,1,1,2429.370361328125
55.0,2,4,101564.0,1,1,2059.733642578125
88.0,2,3,121514.0,1,1,3597.834228515625
73.0,2,4,161132.0,1,1,2387.1259765625
57.0,2,3,106828.0,1,1,2049.10791015625
71.0,1,3,90322.0,1,1,2333.17724609375
56.0,2,2,65220.0,1,1,2652.780517578125
35.0,2,2,91752.0,1,1,1906.8492431640625
68.0,1,1,117830.0,1,1,3481.84033203125
93.0,1,6,164444.0,1,1,1638.346923828125
77.0,1,4,116982.0,1,1,2086.31201171875
84.0,1,4,136190.0,1,1,1541.8077392578125
61.0,1,2,91610.0,1,1,2697.5068359375
61.0,2,1,81317.0,1,1,2875.92724609375
43.0,1,6,105208.0,1,1,2247.046630859375
39.0,1,3,75045.0,1,1,1985.5809326171875
85.0,1,1,115254.0,1,1,1816.9183349609375
52.0,1,3,56842.0,1,1,2287.88427734375
31.0,1,4,74379.0,1,1,1884.481201171875
51.0,1,3,82262.0,1,1,2203.59912109375
56.0,1,2,65263.0,1,1,1983.4764404296875
68.0,2,6,157769.0,1,1,2842.491943359375
85.0,2,4,116971.0,1,1,1468.001220703125
90.0,2,2,143933.0,1,1,2171.85302734375
67.0,2,3,57349.0,1,1,1886.922607421875
78.0,2,2,96142.0,1,1,2533.564208984375
75.0,1,2,100784.0,1,1,2313.26904296875
69.0,2,4,119689.0,1,1,2269.642333984375
48.0,1,1,40184.0,1,1,1863.4658203125
90.0,2,4,118160.0,1,1,1666.28759765625
65.0,2,3,90724.0,1,1,2179.501953125
53.0,1,5,149707.0,1,1,2283.237548828125
75.0,2,3,127358.0,1,1,2065.515380859375
29.0,1,5,82382.0,1,1,1712.302978515625
58.0,2,2,104396.0,1,1,2340.639404296875
87.0,2,2,86488.0,1,1,2484.75732421875
80.0,2,3,160443.0,1,1,2802.722412109375
40.0,2,4,90716.0,1,1,2138.26806640625
54.0,2,1,82774.0,1,1,2152.4599609375
78.0,1,4,149290.0,1,1,1539.30712890625
59.0,2,3,80449.0,1,1,2197.443359375
71.0,2,2,130676.0,1,1,2268.632080078125
52.0,2,6,63658.0,1,1,1727.2647705078125
64.0,1,4,120659.0,1,1,2410.73779296875
84.0,2,3,113614.0,1,1,2001.79296875
45.0,2,4,103269.0,1,1,2080.933837890625
40.0,1,4,78551.0,1,1,1879.9476318359375
67.0,2,3,80627.0,1,1,2763.406005859375
50.0,1,1,103272.0,1,1,2377.3330078125
28.0,2,6,68915.0,1,1,1858.8831787109375
60.0,1,6,114068.0,1,1,2954.42431640625
43.0,1,6,103531.0,1,1,1720.434814453125
73.0,1,5,135741.0,1,1,3124.919921875
38.0,2,3,81092.0,1,1,2261.95849609375
66.0,1,2,89286.0,1,1,2492.73828125
79.0,2,6,109889.0,1,1,2955.92333984375
39.0,1,3,73879.0,1,1,1899.40625
56.0,1,3,68644.0,1,1,2248.085693359375
45.0,1,2,53968.0,1,1,1638.6943359375
54.0,1,6,89221.0,1,1,1561.0791015625
50.0,2,4,81857.0,1,1,2058.617431640625
59.0,1,5,117176.0,1,1,2155.833984375
70.0,1,1,129418.0,1,1,1976.111328125
95.0,2,2,137226.0,1,1,2230.946533203125
72.0,1,3,80597.0,1,1,2182.311767578125
75.0,1,4,124039.0,1,1,3278.308349609375
44.0,2,1,92797.0,1,1,2519.652587890625
35.0,2,6,88868.0,1,1,1741.6688232421875
77.0,2,2,69811.0,1,1,2452.697998046875
49.0,2,4,100205.0,1,1,1739.19873046875
78.0,2,5,134091.0,1,1,2421.88818359375
79.0,1,2,116475.0,1,1,1933.083740234375
43.0,2,1,59290.0,1,1,1694.566162109375
89.0,1,4,66295.0,1,1,2475.294921875
55.0,2,2,83380.0,1,1,2140.958740234375
85.0,2,2,81662.0,1,1,1562.883056640625
49.0,2,3,71994.0,1,1,1394.442138671875
59.0,2,5,122285.0,1,1,2187.287353515625
86.0,1,5,132878.0,1,1,2685.912109375
30.0,2,5,64770.0,1,1,1562.6824951171875
56.0,1,4,94934.0,1,1,1975.37548828125
55.0,2,3,58413.0,1,1,1737.26123046875
90.0,2,6,148902.0,1,1,1645.658203125
33.0,1,2,50634.0,1,1,1848.041015625
37.0,1,3,83064.0,1,1,1882.6063232421875
39.0,1,5,74422.0,1,1,1762.626953125
35.0,2,2,70038.0,1,1,2053.623291015625
89.0,2,5,176659.0,1,1,2411.25
83.0,1,3,142613.0,1,1,1605.005859375
35.0,2,5,88692.0,1,1,2101.8876953125
49.0,1,5,71890.0,1,1,1299.79541015625
68.0,1,3,107578.0,1,1,1911.7099609375
57.0,1,6,122090.0,1,1,2020.1046142578125
47.0,2,5,105174.0,1,1,1272.95556640625
90.0,2,6,117752.0,1,1,3251.3515625
58.0,2,2,98461.0,1,1,1986.4615478515625
94.0,1,4,149339.0,1,1,2781.3994140625
40.0,1,2,65443.0,1,1,1707.408935546875
34.0,2,1,46598.0,1,1,1881.3333740234375
44.0,2,3,92940.0,1,1,1482.066162109375
76.0,2,3,81435.0,1,1,2067.775146484375
63.0,1,1,91041.0,1,1,2072.35009765625
72.0,1,6,113528.0,1,1,1613.477294921875
68.0,2,4,121693.0,1,1,2580.822265625
80.0,1,3,144346.0,1,1,3042.8330078125
79.0,1,1,94880.0,1,1,2089.9560546875
32.0,1,3,56471.0,1,1,1478.8779296875
36.0,1,4,53181.0,1,1,2162.62060546875
70.0,1,3,112777.0,1,1,1552.301025390625
26.0,1,1,44648.0,1,1,1695.597412109375
72.0,1,1,65896.0,1,1,2339.820068359375
89.0,1,5,155754.0,1,1,2281.369873046875
90.0,1,4,126820.0,1,1,2830.8583984375
49.0,1,2,77981.0,1,1,2775.640625
31.0,1,3,65788.0,1,1,1788.344970703125
42.0,2,3,75262.0,1,1,2086.7646484375
53.0,1,4,125287.0,1,1,2008.1678466796875
44.0,1,4,92740.0,1,1,2076.1171875
80.0,1,4,113648.0,1,1,1483.46142578125
38.0,2,3,71812.0,1,1,2183.54443359375
43.0,2,3,88556.0,1,1,1910.4552001953125
51.0,1,5,72630.0,1,1,1959.854248046875
51.0,1,3,71903.0,1,1,1891.53125
89.0,2,4,159474.0,1,1,1440.7255859375
62.0,1,4,115119.0,1,1,1900.78759765625
30.0,1,3,67614.0,1,1,2106.016845703125
94.0,1,6,120073.0,1,1,3516.89453125
59.0,1,4,121099.0,1,1,2106.859619140625
87.0,2,1,91784.0,1,1,2660.88330078125
45.0,2,1,57310.0,1,1,2790.158203125
55.0,1,4,114254.0,1,1,2271.70556640625
64.0,2,4,117233.0,1,1,2214.87646484375
91.0,2,3,84607.0,1,1,2627.330810546875
41.0,1,6,92704.0,1,1,1716.400390625
53.0,2,3,79521.0,1,1,1725.7789306640625
78.0,1,1,89617.0,1,1,2963.652099609375
71.0,2,2,66108.0,1,1,2631.3876953125
40.0,2,3,85941.0,1,1,2179.33056640625
74.0,1,2,84959.0,1,1,2628.443115234375
59.0,1,4,109633.0,1,1,2564.902099609375
69.0,1,3,110617.0,1,1,2029.250244140625
88.0,2,3,67298.0,1,1,2379.92919921875
44.0,2,5,80242.0,1,1,2017.7427978515625
70.0,1,2,103456.0,1,1,1569.7750244140625
33.0,1,5,113561.0,1,1,1912.84716796875
60.0,1,3,111138.0,1,1,1837.0919189453125
29.0,1,5,88382.0,1,1,1810.189453125
62.0,1,2,85440.0,1,1,1898.5364990234375
91.0,1,1,111921.0,1,1,2208.1728515625
55.0,1,6,100584.0,1,1,2471.383544921875
86.0,1,4,108689.0,1,1,3055.950439453125
57.0,2,3,106278.0,1,1,2156.7939453125
32.0,2,3,62973.0,1,1,2119.4111328125
76.0,1,3,113966.0,1,1,1713.314453125
48.0,1,3,59064.0,1,1,2102.041015625
38.0,2,5,122125.0,1,1,1679.8953857421875
36.0,2,1,45773.0,1,1,2088.686279296875
88.0,1,3,93148.0,1,1,2527.5087890625
41.0,2,4,87752.0,1,1,2004.3795166015625
58.0,2,6,158453.0,1,1,2507.2734375
89.0,1,4,132276.0,1,1,2637.940673828125
71.0,2,2,90020.0,1,1,2571.876220703125
76.0,1,3,72333.0,1,1,1682.460205078125
85.0,2,4,89677.0,1,1,2319.263427734375
62.0,1,2,62463.0,1,1,2287.346923828125
28.0,2,4,80012.0,1,1,1836.9046630859375
39.0,2,3,56500.0,1,1,1669.7154541015625
36.0,1,4,87161.0,1,1,1645.33154296875
84.0,1,4,158376.0,1,1,2431.59765625
60.0,2,4,89551.0,1,1,1814.457763671875
58.0,1,2,91236.0,1,1,2001.4215087890625
82.0,2,4,139564.0,1,1,2277.1611328125
93.0,2,3,140342.0,1,1,3348.515380859375
53.0,1,2,81851.0,1,1,1812.5799560546875
30.0,1,1,40728.0,1,1,1962.320556640625
49.0,2,5,112572.0,1,1,1752.3465576171875
57.0,2,4,102374.0,1,1,2184.607666015625
59.0,1,2,83900.0,1,1,1843.4810791015625
62.0,2,3,96405.0,1,1,1173.0675048828125
91.0,1,6,169899.0,1,1,2262.630859375
72.0,2,4,160472.0,1,1,1826.56591796875
64.0,2,3,114413.0,1,1,2228.649658203125
74.0,2,6,138097.0,1,1,2580.72216796875
92.0,1,3,160474.0,1,1,1909.5462646484375
40.0,1,6,80879.0,1,1,1715.18603515625
44.0,1,3,57799.0,1,1,1816.785400390625
79.0,1,5,103360.0,1,1,1811.39599609375
33.0,2,2,61882.0,1,1,1824.817626953125
69.0,2,1,109693.0,1,1,2375.248291015625
48.0,2,3,85711.0,1,1,2305.943603515625
78.0,1,2,127336.0,1,1,2748.87451171875
52.0,2,3,102290.0,1,1,2124.334228515625
94.0,2,4,138134.0,1,1,3880.49658203125
30.0,1,3,62737.0,1,1,1896.1383056640625
91.0,1,2,163853.0,1,1,2227.55712890625
77.0,1,1,112974.0,1,1,1382.2900390625
52.0,1,4,120805.0,1,1,2329.560791015625
92.0,1,2,145166.0,1,1,2900.521728515625
38.0,2,1,51850.0,1,1,2024.3953857421875
46.0,2,4,84426.0,1,1,1813.542724609375
58.0,1,2,76098.0,1,1,1102.9979248046875
54.0,2,2,69007.0,1,1,2075.590576171875
76.0,1,5,98696.0,1,1,2729.4853515625
68.0,1,4,120697.0,1,1,2376.469482421875
26.0,1,1,42139.0,1,1,1472.5360107421875
68.0,2,3,77948.0,1,1,2762.609130859375
72.0,2,1,117245.0,1,1,1860.1712646484375
29.0,2,1,59642.0,1,1,1742.8870849609375
79.0,1,4,79719.0,1,1,3304.748779296875
53.0,1,3,89045.0,1,1,1572.1456298828125
38.0,1,4,60225.0,1,1,1758.48193359375
61.0,2,5,119948.0,1,1,2080.08203125
86.0,2,3,96818.0,1,1,2333.449462890625
30.0,1,4,69949.0,1,1,2220.143798828125
83.0,1,2,94765.0,1,1,1723.12451171875
57.0,1,2,92192.0,1,1,2337.559814453125
40.0,2,5,97895.0,1,1,2052.5810546875
74.0,2,2,98982.0,1,1,1790.0123291015625
76.0,1,5,96999.0,1,1,1531.01220703125
64.0,1,3,107304.0,1,1,1292.5927734375
94.0,1,2,156629.0,1,1,2755.71728515625
42.0,1,2,71908.0,1,1,1534.295654296875
78.0,2,2,178043.0,1,1,2456.518310546875
58.0,1,1,77906.0,1,1,2456.72509765625
68.0,2,4,121949.0,1,1,2311.729736328125
28.0,1,3,65253.0,1,1,1734.7032470703125
55.0,2,2,76233.0,1,1,1072.15673828125
50.0,2,2,28642.0,1,1,1846.9439697265625
73.0,2,3,130714.0,1,1,1693.0762939453125
48.0,1,6,88960.0,1,1,1333.4375
73.0,2,3,87766.0,1,1,1329.60693359375
80.0,1,2,100577.0,1,1,2745.355224609375
37.0,1,2,55578.0,1,1,1630.54150390625
35.0,2,6,102826.0,1,1,1907.5777587890625
63.0,2,3,108649.0,1,1,1646.728759765625
63.0,1,6,145196.0,1,1,2954.9775390625
56.0,2,6,122814.0,1,1,2155.616943359375
58.0,1,6,103732.0,1,1,1471.392822265625
29.0,1,1,62866.0,1,1,1647.125244140625
31.0,2,6,83821.0,1,1,1689.6873779296875
77.0,2,4,106622.0,1,1,1718.6280517578125
57.0,1,1,82549.0,1,1,1965.581298828125
80.0,1,4,101246.0,1,1,2491.876220703125
56.0,2,3,81074.0,1,1,2086.6435546875
90.0,2,3,145867.0,1,1,2486.742431640625
56.0,2,4,88781.0,0,2,670.44140625
34.0,2,5,68928.0,1,1,2032.975830078125
43.0,1,4,82238.0,1,1,1730.6474609375
52.0,1,2,52671.0,1,1,2657.52490234375
48.0,1,3,85721.0,1,1,1870.089111328125
71.0,2,3,113726.0,1,1,2347.501220703125
54.0,1,1,101406.0,1,1,2253.06298828125
83.0,2,4,132422.0,1,1,1512.5341796875
81.0,1,3,121952.0,1,1,1979.054931640625
48.0,1,6,100304.0,1,1,2002.811279296875
66.0,1,3,105726.0,1,1,2316.928955078125
33.0,1,5,71895.0,1,1,1727.785888671875
37.0,2,5,78457.0,1,1,1874.8914794921875
86.0,2,3,100086.0,1,1,2738.8974609375
56.0,1,3,61201.0,1,1,1652.55810546875
84.0,1,6,180848.0,1,1,2403.264892578125
52.0,1,1,77351.0,1,1,2346.747802734375
72.0,2,2,72939.0,1,1,2311.787841796875
53.0,1,2,120125.0,1,1,2414.367431640625
28.0,2,1,54076.0,1,1,1597.5701904296875
65.0,2,3,89560.0,1,1,2195.37744140625
40.0,1,5,79765.0,1,1,1912.12548828125
56.0,1,4,87478.0,1,1,1777.075439453125
72.0,2,6,141662.0,1,1,1668.4764404296875
92.0,2,1,103284.0,1,1,2307.458740234375
37.0,1,4,46578.0,1,1,2094.41748046875
87.0,2,6,154744.0,1,1,3279.43359375
80.0,2,1,89989.0,1,1,2435.6123046875
50.0,2,3,86527.0,1,1,1967.54052734375
77.0,1,3,87449.0,1,1,2533.238037109375
72.0,2,4,135203.0,1,1,2750.3515625
62.0,2,4,66074.0,1,1,2202.915283203125
31.0,1,2,43596.0,1,1,2095.78369140625
82.0,2,2,128348.0,1,1,2156.2060546875
94.0,2,3,78828.0,1,1,2262.87890625
32.0,2,6,55352.0,1,1,1880.2659912109375
58.0,1,5,89249.0,1,1,2075.534423828125
82.0,2,4,131334.0,1,1,1894.0050048828125
61.0,1,1,102153.0,1,1,1905.0565185546875
55.0,2,3,127861.0,1,1,2099.597412109375
82.0,1,3,150976.0,1,1,1487.1671142578125
73.0,1,3,81623.0,1,1,3707.06982421875
94.0,1,4,131858.0,1,1,1739.507568359375
75.0,2,4,103356.0,1,1,2600.39990234375
39.0,2,5,78505.0,1,1,2056.869384765625
30.0,1,5,76745.0,1,1,1808.2894287109375
35.0,1,1,51874.0,1,1,1957.2164306640625
48.0,1,3,122849.0,1,1,1966.0345458984375
80.0,1,1,58917.0,1,1,1534.857177734375
84.0,1,6,119579.0,1,1,3247.92578125
42.0,1,1,97082.0,1,1,1939.152099609375
61.0,1,4,100157.0,1,1,1762.485107421875
41.0,2,3,81597.0,1,1,2013.139892578125
35.0,1,2,50130.0,1,1,2121.4052734375
47.0,2,2,55083.0,1,1,2024.4810791015625
33.0,2,2,74567.0,1,1,1247.37548828125
55.0,1,5,89654.0,1,1,1448.0556640625
46.0,1,1,60054.0,1,1,1856.165771484375
37.0,2,4,94886.0,1,1,1909.3048095703125
48.0,1,1,56638.0,1,1,1671.78515625
65.0,2,5,116879.0,1,1,2108.075927734375
50.0,2,3,81770.0,1,1,1904.9049072265625
58.0,1,4,103071.0,1,1,1892.5404052734375
