AGEP,SEX,EDU,MSP,PINCP,HOUSING_TYPE,OWN_RENT,DENSITY
75,1,12,3,163029,1,2,265.68914794921875
15,2,1,1,29328,2,0,228.51768493652344
42,2,12,6,165777,2,2,261.92584228515625
34,2,12,4,139275,1,2,173.3160400390625
30,2,12,5,141785,2,1,247.18902587890625
45,2,12,3,142833,2,1,228.11549377441406
65,2,12,4,166187,2,1,253.81228637695312
60,1,12,1,130978,1,1,190.71588134765625
48,2,12,5,160363,2,2,249.76576232910156
33,2,12,5,145447,2,2,219.57666015625
70,1,12,6,193086,1,2,200.58778381347656
18,1,12,2,101623,2,0,253.69520568847656
92,1,12,4,183437,1,2,219.8428955078125
58,2,12,2,144171,2,0,237.20216369628906
60,1,12,5,172268,1,1,205.999755859375
94,1,12,2,164578,2,1,249.23019409179688
35,1,12,2,111028,1,1,181.1658935546875
70,2,12,5,185811,2,0,301.80352783203125
75,2,12,3,163135,2,1,255.07455444335938
1,1,1,1,20308,1,1,204.50440979003906
9,2,12,1,84157,2,2,263.57904052734375
90,1,12,6,213763,2,0,252.07008361816406
65,1,12,1,132511,2,2,264.0682373046875
31,1,12,4,119759,1,1,228.06336975097656
50,1,12,5,151069,2,1,261.4344787597656
95,1,12,3,188585,2,2,258.9489440917969
84,2,12,4,183852,2,0,314.5851745605469
93,1,12,5,200570,1,1,170.79515075683594
44,1,12,5,153430,1,1,212.51766967773438
45,1,12,1,119433,1,1,201.834716796875
92,1,12,1,163105,2,1,283.5240478515625
36,2,12,3,127486,2,2,248.79652404785156
11,1,3,1,38279,2,2,249.75711059570312
37,1,12,2,123328,1,1,194.1519012451172
40,1,12,2,122312,1,2,225.55914306640625
10,1,5,1,37561,2,1,279.0436096191406
33,2,12,5,136641,2,2,270.17144775390625
62,2,12,6,180773,1,2,224.33612060546875
70,2,12,3,163481,1,1,225.04177856445312
91,2,12,6,200303,1,1,189.96063232421875
90,1,12,5,201309,2,0,271.1416320800781
63,2,12,1,142673,2,2,274.2118835449219
79,1,12,5,184574,2,0,274.3771057128906
60,2,12,6,185781,1,2,197.86968994140625
75,1,12,2,155103,2,1,262.6552734375
11,1,2,1,33537,2,0,273.2506103515625
64,2,12,5,168533,1,1,197.26312255859375
48,1,12,4,157530,1,2,253.5496063232422
46,2,12,1,124344,2,0,291.35711669921875
74,1,12,2,155311,1,2,239.2266082763672
7,1,6,1,38585,1,1,233.11788940429688
75,1,12,3,167542,1,1,206.73696899414062
11,1,12,1,81895,2,1,266.2328186035156
87,2,12,2,170105,2,1,285.6455078125
60,2,12,6,187425,2,1,284.9471130371094
10,2,2,1,29516,2,2,251.543212890625
46,1,12,5,159418,2,2,254.6617889404297
60,1,12,5,168806,2,1,269.8090515136719
88,1,12,6,203108,1,2,224.41697692871094
52,2,12,4,153743,2,0,267.2093505859375
41,2,12,3,129711,1,2,222.84559631347656
75,1,12,3,162295,2,0,269.5282287597656
42,1,12,2,136034,1,1,221.93421936035156
56,1,12,1,120120,1,2,218.67942810058594
46,1,12,1,113866,2,2,270.7436828613281
12,1,4,1,47612,2,0,266.29364013671875
45,1,12,4,149759,2,2,273.91845703125
14,1,3,1,32752,2,2,234.3881072998047
57,2,12,1,123293,1,2,234.79428100585938
94,1,12,2,172210,1,1,215.8031463623047
13,1,1,1,33051,1,2,161.20065307617188
47,2,12,1,115929,2,0,256.95355224609375
83,2,12,6,199651,1,2,236.75921630859375
70,1,12,3,153839,2,2,276.2392578125
83,1,12,1,152713,1,2,213.5559844970703
71,2,12,6,189469,1,1,212.74435424804688
82,1,12,5,184040,2,2,283.2196044921875
59,2,12,6,183998,2,2,291.2908020019531
14,1,4,1,37078,2,2,248.6125946044922
54,1,12,3,142087,2,2,265.94903564453125
46,1,12,4,146743,1,2,209.17132568359375
57,1,12,6,172149,2,0,290.880615234375
81,2,12,3,160163,2,2,262.65460205078125
78,2,12,6,200209,2,1,223.9599609375
43,2,12,4,154264,2,1,306.4598388671875
25,2,12,2,101288,2,0,291.72509765625
44,2,12,3,139822,2,2,264.7457275390625
32,2,12,4,128736,2,0,277.791015625
35,1,12,1,102025,2,2,213.26177978515625
73,2,12,1,142088,2,2,271.9503173828125
94,2,12,4,191174,1,2,220.81768798828125
61,2,12,1,140278,1,2,192.35800170898438
9,1,2,1,32659,2,0,256.5060119628906
52,2,12,6,170030,2,2,289.3981628417969
85,2,12,1,162484,1,2,219.7434539794922
86,2,12,1,160799,2,2,300.3535461425781
56,2,12,1,130084,1,2,236.84375
61,1,12,2,146220,2,1,240.6561279296875
29,1,12,5,136782,1,1,207.43096923828125
38,1,12,5,147486,1,1,221.18455505371094
13,2,2,1,40279,2,2,248.03985595703125
49,2,12,4,154611,2,0,242.203125
21,1,12,2,96080,2,0,296.01947021484375
40,1,12,6,159870,1,1,232.00352478027344
94,2,12,4,198972,2,2,285.27642822265625
48,1,12,3,139876,2,2,240.1018829345703
95,1,12,1,168987,1,1,214.41879272460938
25,2,12,6,150895,1,2,185.81845092773438
69,1,12,1,131319,1,2,226.616455078125
73,1,12,6,192588,2,0,264.3094482421875
13,1,5,1,45392,1,2,223.8902130126953
14,2,1,1,30112,1,1,215.19190979003906
38,1,12,2,130209,1,1,239.43460083007812
68,2,12,4,165531,1,1,180.1900634765625
50,2,12,4,144198,2,0,265.9169921875
64,1,12,3,150937,2,2,264.4859924316406
68,1,12,3,155209,2,1,271.5062561035156
88,2,12,1,162294,2,0,264.4822082519531
91,2,12,5,201939,2,1,258.50177001953125
90,1,12,1,158124,2,0,269.0978698730469
87,1,12,6,204224,2,2,248.47158813476562
42,1,12,3,138803,2,2,246.9897003173828
40,1,12,5,152535,1,1,229.9722442626953
12,2,1,1,33108,1,1,246.31195068359375
64,1,12,5,181158,2,1,261.89697265625
29,2,12,1,104474,2,0,249.03964233398438
45,2,12,2,123710,1,1,201.87913513183594
52,1,12,3,138117,2,0,246.09423828125
69,2,12,2,152682,1,2,233.931396484375
91,2,12,3,184948,2,1,269.5783386230469
40,1,12,3,134701,2,0,262.0002746582031
91,1,12,3,180294,2,2,252.02207946777344
73,1,12,2,148017,1,2,222.2042999267578
87,1,12,2,169741,2,1,281.4637145996094
77,1,12,4,175358,2,2,252.33494567871094
93,2,12,5,207930,1,2,253.98095703125
32,1,12,6,153835,1,2,191.97666931152344
71,1,12,2,144450,1,2,220.55337524414062
45,2,12,5,169965,2,2,284.076171875
6,1,1,1,28634,2,1,247.22142028808594
77,2,12,1,152054,2,0,290.5448913574219
37,1,12,4,139615,2,0,277.2508850097656
93,1,12,5,205020,1,1,217.2363739013672
60,1,12,5,171675,2,0,311.34136962890625
28,1,12,5,146696,1,1,219.6770477294922
90,1,12,5,200165,2,1,280.4732971191406
9,1,6,1,49920,1,2,196.05499267578125
54,1,12,4,149555,2,2,286.6912841796875
14,2,2,1,42130,1,2,198.39242553710938
43,2,12,6,170241,1,2,210.5045928955078
16,1,7,1,49201,2,2,220.48817443847656
50,1,12,1,127531,2,2,261.3001403808594
33,2,12,3,124875,2,1,246.91824340820312
7,1,6,1,47555,1,2,216.4929656982422
51,2,12,2,129903,1,2,203.84234619140625
85,2,12,2,164727,1,2,205.53089904785156
88,1,12,3,175172,1,2,194.52163696289062
83,2,12,4,185363,1,1,226.19418334960938
52,2,12,5,160349,2,1,288.4837341308594
79,2,12,2,161112,1,2,247.34310913085938
53,2,12,6,180086,2,2,225.80796813964844
50,2,12,5,156769,2,1,272.5066833496094
72,2,12,3,162340,2,0,262.075439453125
49,2,12,3,138554,2,0,251.17176818847656
39,2,12,1,113242,2,2,267.570556640625
57,1,12,5,166582,1,2,216.0820770263672
53,2,12,4,154335,1,1,210.851318359375
69,2,12,1,137977,1,2,199.31898498535156
73,2,12,3,164659,1,1,235.8509063720703
14,1,1,1,27388,1,1,188.2167510986328
38,1,12,6,149955,2,0,274.76495361328125
10,2,1,1,30993,1,1,230.50906372070312
11,1,1,1,31367,2,1,276.2204895019531
31,2,12,2,104479,1,2,211.5406036376953
88,1,12,2,162348,2,1,257.0105895996094
14,1,2,1,35927,2,0,278.83990478515625
70,1,12,2,155663,1,2,227.36668395996094
7,1,4,1,32738,2,0,242.03880310058594
48,1,12,3,137875,1,2,199.0611114501953
13,2,3,1,35685,2,1,254.63690185546875
39,2,12,6,161051,1,2,197.0559539794922
71,2,12,1,148792,1,1,211.0226287841797
78,1,12,5,181151,1,1,251.2949676513672
35,2,12,4,130092,2,1,244.7451171875
67,1,12,2,142409,2,1,274.8534851074219
86,2,12,3,188359,1,1,241.05355834960938
93,1,12,2,176025,1,1,240.54428100585938
8,1,5,1,36631,1,2,183.9551544189453
87,2,12,1,151595,2,2,223.49208068847656
36,2,12,3,129292,1,2,190.95803833007812
93,1,12,3,178907,1,2,232.34498596191406
32,1,12,5,141734,2,0,251.0895538330078
50,2,12,3,136189,1,2,192.5343475341797
11,1,2,1,31673,2,1,237.30648803710938
76,1,12,2,151897,2,0,261.4241638183594
74,1,12,1,147256,2,0,268.8630676269531
90,1,12,1,155122,2,1,263.6382751464844
71,1,12,5,174494,1,1,219.3153076171875
42,2,12,6,160954,1,1,219.72927856445312
15,2,1,1,32998,2,2,265.7522888183594
93,1,12,6,220248,1,1,261.1147766113281
22,1,12,2,107847,1,1,215.30958557128906
5,2,2,1,29442,2,0,273.0716552734375
14,1,4,1,37864,2,0,263.01123046875
72,1,12,1,135378,2,1,258.6624755859375
21,2,12,2,107872,2,1,262.0393371582031
45,1,12,3,136368,1,2,225.4877471923828
57,2,12,2,137262,1,1,240.8377685546875
43,2,12,5,152014,2,2,264.9583740234375
63,2,12,5,175329,2,1,290.6387939453125
49,2,12,4,144685,1,1,221.69842529296875
33,2,12,1,95887,2,1,260.6670227050781
94,2,12,6,203874,1,1,222.7648468017578
47,1,12,2,132298,2,0,241.5883026123047
90,1,12,2,169905,2,0,242.78271484375
68,2,12,6,185760,2,2,287.4228515625
72,1,12,3,154007,2,0,255.2242889404297
95,2,12,6,212099,2,1,261.8180847167969
74,2,12,4,184179,2,2,244.83702087402344
34,1,12,2,116003,2,1,264.8378601074219
86,2,12,4,190463,2,0,285.95660400390625
45,1,12,6,161480,1,1,192.31417846679688
78,1,12,5,185971,2,0,270.85394287109375
41,1,12,3,119535,2,1,270.1065979003906
45,1,12,4,149868,1,1,199.8473663330078
85,2,12,5,196413,1,1,230.8071746826172
25,2,12,3,113790,2,1,252.01661682128906
59,1,12,3,156957,2,2,256.9927673339844
83,1,12,5,193578,1,1,216.56536865234375
64,1,12,6,187702,1,2,224.00929260253906
34,2,12,6,153546,2,2,260.180908203125
14,1,3,1,36124,1,1,185.89007568359375
68,1,12,1,137469,1,1,218.70204162597656
22,2,12,2,97788,2,1,244.4375762939453
50,2,12,5,160489,2,0,222.95474243164062
16,1,4,1,43043,2,0,254.0200958251953
82,2,12,6,197635,2,0,268.6499938964844
65,1,12,5,172377,1,2,231.6914520263672
61,2,12,5,178179,1,2,209.8545684814453
10,1,2,1,38307,1,2,194.27320861816406
49,2,12,3,138185,1,1,206.4288787841797
62,1,12,4,156199,2,2,273.76959228515625
29,1,12,2,100884,2,2,251.04129028320312
85,1,12,2,165623,1,2,202.39572143554688
83,2,12,3,165765,2,2,246.83001708984375
16,1,2,1,47164,2,2,214.76922607421875
88,1,12,6,205642,2,0,261.1781311035156
61,2,12,1,135981,1,1,221.68849182128906
45,2,12,5,159325,2,2,251.6743621826172
6,2,12,1,69797,1,1,193.7431640625
83,2,12,4,196107,2,0,289.79193115234375
79,2,12,6,206432,2,1,280.2864074707031
5,2,6,1,45064,2,2,244.7771453857422
83,2,12,3,168011,1,1,222.21102905273438
52,1,12,1,126382,2,2,297.00604248046875
33,1,12,5,142412,2,1,261.5093688964844
14,2,4,1,45997,2,0,262.4209899902344
47,1,12,5,148599,1,2,258.5812072753906
5,1,5,1,41561,1,1,178.73318481445312
3,2,1,1,14034,2,0,236.1600799560547
46,1,12,6,165547,2,1,286.0506286621094
11,1,12,1,86691,2,2,260.5977478027344
34,2,12,6,152203,2,2,266.54571533203125
84,1,12,1,152895,2,0,266.2685546875
6,2,1,1,24542,1,1,226.46197509765625
59,2,12,4,158821,1,1,205.91671752929688
11,2,3,1,32049,1,2,187.44406127929688
41,2,12,1,103621,1,1,205.9019775390625
74,2,12,5,181024,1,1,224.97438049316406
64,2,12,2,147180,1,1,184.2292022705078
76,2,12,1,155016,1,2,214.69131469726562
51,2,12,3,140579,2,1,216.0485076904297
91,1,12,1,163565,2,1,264.5074462890625
79,1,12,2,156835,2,0,287.2440185546875
33,2,12,4,139032,1,2,224.2190704345703
35,2,12,1,111097,2,1,255.54769897460938
45,1,12,2,126734,1,2,234.45077514648438
24,1,12,2,103522,1,1,225.5071563720703
6,2,7,1,46878,2,1,259.89501953125
58,1,12,3,145801,2,0,270.3594970703125
5,1,5,1,30679,2,1,248.57737731933594
5,1,3,1,38355,2,2,290.53717041015625
66,1,12,4,163767,2,0,237.11355590820312
60,2,12,5,177555,2,0,244.67080688476562
32,1,12,2,115462,1,1,201.21250915527344
72,2,12,5,171436,2,2,270.3925476074219
33,1,12,4,130577,2,0,238.69992065429688
15,1,5,1,43906,1,2,206.13665771484375
68,1,12,6,184853,1,1,196.89768981933594
72,1,12,3,166637,2,1,247.64410400390625
76,2,12,4,182959,2,0,286.4427795410156
57,1,12,5,166865,1,2,210.3462371826172
74,1,12,3,165001,1,1,219.9744110107422
76,2,12,1,147762,1,2,198.12869262695312
71,1,12,6,192487,2,2,236.419677734375
33,1,12,4,127490,1,2,210.49806213378906
87,2,12,4,188773,2,0,272.1781921386719
45,1,12,4,150915,1,2,223.73751831054688
68,2,12,2,147443,1,1,209.13473510742188
29,2,12,2,109700,2,2,290.4933776855469
13,1,3,1,41614,2,0,243.63905334472656
57,2,12,5,161250,2,0,283.1531982421875
83,1,12,3,169604,1,1,180.2870635986328
52,1,12,2,127298,2,2,257.7904968261719
42,2,12,3,135283,2,0,236.64248657226562
59,2,12,2,138776,2,0,270.51031494140625
32,1,12,4,135333,1,1,228.1959686279297
88,1,12,4,190222,2,1,252.08206176757812
7,2,3,1,35751,1,2,228.79119873046875
62,1,12,6,186591,2,1,286.1518859863281
29,2,12,6,146004,1,2,233.1983642578125
25,2,12,6,149577,1,1,235.2526397705078
5,2,3,1,19984,2,2,239.86097717285156
7,2,2,1,27416,2,0,246.7410888671875
44,2,12,2,128597,1,2,230.1549835205078
9,2,6,1,40470,2,2,239.42523193359375
43,2,12,1,110139,2,2,281.9009094238281
90,1,12,6,206484,2,0,281.4490966796875
15,1,1,1,27504,2,1,227.97991943359375
78,2,12,3,163684,2,0,289.5928649902344
90,2,12,4,191388,1,2,197.2086639404297
76,2,12,1,153007,2,0,273.5398254394531
92,1,12,5,206125,2,2,307.5893249511719
33,2,12,2,104642,2,1,269.9239807128906
44,1,12,6,165382,2,0,264.59625244140625
87,1,12,4,185058,1,2,249.91119384765625
8,2,6,1,48216,2,2,266.20489501953125
90,1,12,6,203564,2,1,259.2803649902344
38,1,12,4,141016,2,2,269.16021728515625
28,1,12,6,161985,1,1,198.9767303466797
87,2,12,1,166252,1,1,238.27841186523438
11,2,5,1,41144,2,0,269.3065490722656
70,2,12,2,152186,1,1,238.8253936767578
90,1,12,2,173929,2,2,231.04043579101562
54,1,12,5,162388,2,2,265.1939392089844
89,2,12,4,194692,2,2,295.569091796875
28,2,12,5,145444,2,0,267.8200378417969
91,2,12,4,188155,1,2,162.84939575195312
12,2,2,1,37054,1,2,189.29042053222656
76,2,12,2,159471,1,2,220.6999969482422
39,1,12,4,137084,1,2,225.5959014892578
66,1,12,3,151088,1,1,225.89126586914062
65,1,12,5,174724,2,2,241.59217834472656
47,2,12,1,105006,1,2,214.0759735107422
90,1,12,6,214665,2,0,283.5837097167969
34,2,12,6,157782,1,2,226.8411407470703
26,2,12,1,95506,1,2,205.3226776123047
76,1,12,3,168754,2,1,232.97296142578125
65,2,12,1,140730,2,1,259.3260803222656
51,1,12,3,128581,2,2,273.4987487792969
79,1,12,4,179072,2,1,255.97413635253906
84,1,12,1,149977,2,2,244.05470275878906
15,2,3,1,38428,2,0,252.40513610839844
12,2,5,1,49386,1,2,240.9973907470703
68,2,12,3,155329,1,2,212.7836456298828
53,1,12,3,137299,2,2,252.509033203125
30,1,12,5,133077,2,1,263.7353210449219
38,2,12,1,102402,1,1,195.31190490722656
83,2,12,3,164015,2,2,269.4814147949219
66,2,12,2,147940,2,2,247.41058349609375
25,2,12,5,137599,2,1,290.44671630859375
42,1,12,6,159904,1,2,192.7238311767578
73,2,12,3,160360,1,2,196.7768096923828
32,2,12,1,92129,1,1,203.30577087402344
27,2,12,4,125278,1,2,163.81069946289062
86,2,12,5,199103,2,1,276.2633361816406
8,2,6,1,48273,1,2,196.62673950195312
40,1,12,2,123609,2,1,259.9166564941406
85,1,12,1,159043,1,2,198.49624633789062
55,1,12,1,125422,2,2,263.9258728027344
60,2,12,6,177800,2,2,264.41021728515625
74,2,12,2,150017,2,0,277.4869384765625
66,2,12,5,174130,2,1,298.409423828125
68,1,12,1,138669,1,1,265.719970703125
11,1,3,1,31965,2,2,240.89007568359375
87,2,12,6,208219,1,2,206.8511962890625
80,2,12,2,159182,2,0,247.88140869140625
12,2,3,1,44424,2,2,236.3822021484375
6,1,2,1,29927,2,1,247.4442596435547
79,1,12,1,156657,2,1,270.2483215332031
91,1,12,2,172604,1,2,184.55323791503906
25,2,12,4,133989,2,0,246.39645385742188
30,2,12,4,137043,1,2,202.62229919433594
73,2,12,5,190818,1,1,193.9705352783203
42,2,12,5,156048,2,0,277.96868896484375
36,1,12,6,156791,2,2,240.8785400390625
19,2,12,2,96611,2,2,252.8040313720703
64,1,12,6,179629,1,2,209.1505584716797
67,2,12,5,175854,1,1,228.3498077392578
94,2,12,2,168543,1,2,212.8349609375
21,1,12,2,90184,1,1,222.12545776367188
78,2,12,6,194789,2,1,241.97703552246094
29,1,12,3,112688,2,2,257.556640625
90,2,12,2,167022,1,1,173.11184692382812
