AGEP,SEX,EDU,MSP,PINCP,HOUSING_TYPE,OWN_RENT,DENSITY
86.0,1,12,2,138833.0,2,2,139.423095703125
35.0,2,11,2,133977.0,2,0,133.25619506835938
57.0,2,8,2,97332.0,2,1,140.98504638671875
80.0,1,5,2,71253.0,2,0,137.8336639404297
24.0,2,12,2,147118.0,2,2,134.77891540527344
82.0,2,4,2,52043.0,1,0,111.47537994384766
71.0,1,9,1,111607.0,2,2,154.16732788085938
20.0,2,3,2,46330.0,1,2,126.08240509033203
65.0,1,10,2,121296.0,3,0,155.1126251220703
72.0,1,12,1,137273.0,1,1,118.4118881225586
46.0,2,8,2,101023.0,1,0,104.50394439697266
61.0,2,10,1,123908.0,3,0,163.64779663085938
41.0,1,9,1,104441.0,2,2,150.09483337402344
42.0,2,9,2,109604.0,1,2,131.75326538085938
61.0,2,10,2,119813.0,1,0,117.75823211669922
34.0,2,2,2,32204.0,2,0,138.11886596679688
58.0,2,6,1,90048.0,2,1,145.75633239746094
91.0,1,4,2,58323.0,2,1,153.0933074951172
79.0,2,1,2,34242.0,3,2,156.65744018554688
85.0,2,5,2,68642.0,2,1,132.38543701171875
59.0,2,5,2,76362.0,2,1,158.18313598632812
81.0,1,10,2,114061.0,1,0,115.15628051757812
46.0,2,5,2,63572.0,2,1,149.32579040527344
59.0,1,4,2,56726.0,3,2,147.37460327148438
18.0,1,8,1,99688.0,2,0,139.1108856201172
93.0,1,2,2,37225.0,1,0,100.95565795898438
60.0,2,3,2,49852.0,2,1,125.55829620361328
42.0,1,5,2,75991.0,2,2,141.4304656982422
28.0,2,5,1,68159.0,1,2,133.28518676757812
79.0,1,8,1,93758.0,2,2,139.733642578125
44.0,1,3,1,52050.0,2,2,147.7490692138672
25.0,1,12,1,137856.0,1,0,128.69338989257812
24.0,1,4,2,59003.0,1,0,109.08538055419922
23.0,2,9,2,119063.0,3,0,166.27484130859375
63.0,2,1,1,21679.0,1,0,125.99781799316406
57.0,2,9,1,112663.0,1,0,121.2327651977539
35.0,2,11,2,130069.0,3,0,177.57798767089844
95.0,2,12,1,138162.0,2,0,136.7771453857422
76.0,2,5,2,77107.0,3,0,149.0288848876953
59.0,2,10,2,120965.0,1,0,116.67631530761719
30.0,1,7,2,90095.0,3,2,164.2761993408203
88.0,1,2,1,35622.0,3,2,172.8383331298828
43.0,1,7,1,79896.0,1,2,118.4661865234375
93.0,2,12,1,135196.0,1,1,132.3805389404297
62.0,1,6,2,81975.0,2,1,143.40951538085938
42.0,2,8,1,107581.0,3,1,164.79638671875
88.0,1,4,2,60518.0,2,1,135.93508911132812
29.0,2,4,1,53930.0,2,0,137.1683349609375
60.0,2,7,1,87117.0,3,2,160.75555419921875
94.0,2,4,2,67273.0,1,0,116.1258544921875
94.0,1,3,1,49218.0,1,1,129.9268798828125
22.0,2,7,2,80814.0,2,1,143.00161743164062
24.0,2,12,2,137564.0,2,0,147.34181213378906
30.0,2,11,2,131106.0,3,2,145.38856506347656
90.0,1,10,2,117379.0,3,2,160.15274047851562
43.0,2,5,1,60469.0,1,1,125.69925689697266
37.0,2,7,2,87817.0,2,2,144.8772735595703
24.0,1,11,2,129584.0,3,1,153.88829040527344
30.0,2,7,2,97023.0,3,1,154.14889526367188
69.0,1,12,1,140747.0,1,0,123.3207015991211
84.0,2,4,1,60117.0,1,2,136.4112091064453
63.0,2,6,1,91084.0,2,2,152.96755981445312
20.0,1,7,2,90936.0,1,0,110.65331268310547
21.0,2,1,1,26787.0,3,1,176.13226318359375
39.0,2,8,1,89396.0,1,2,115.53665161132812
17.0,2,3,2,43068.0,3,2,164.69471740722656
25.0,1,5,2,74995.0,2,1,142.01666259765625
23.0,2,1,1,21995.0,1,0,123.10718536376953
76.0,1,11,2,123742.0,1,0,132.53445434570312
94.0,1,5,2,67440.0,3,0,166.75582885742188
29.0,1,6,1,74534.0,2,1,157.21612548828125
87.0,2,5,2,75776.0,1,0,125.36907196044922
41.0,2,10,2,122759.0,1,0,122.42623138427734
58.0,1,6,2,85098.0,3,2,174.61093139648438
94.0,2,3,2,42566.0,3,0,169.79249572753906
31.0,2,7,2,89511.0,1,0,118.27738952636719
32.0,2,3,2,56740.0,1,0,122.77973937988281
16.0,2,3,2,54033.0,2,0,122.45450592041016
61.0,1,6,2,87450.0,3,0,171.00538635253906
22.0,1,11,2,131137.0,2,2,136.2091064453125
78.0,2,3,2,52670.0,3,0,177.68356323242188
34.0,1,11,2,126836.0,3,0,164.66934204101562
19.0,2,8,2,96241.0,2,0,158.06607055664062
88.0,1,5,1,65630.0,3,1,160.27671813964844
36.0,2,4,1,63692.0,1,1,111.89250946044922
62.0,1,4,2,63668.0,3,0,155.72462463378906
93.0,2,8,2,90521.0,1,0,118.91674041748047
35.0,2,2,2,40352.0,3,1,168.57672119140625
53.0,1,6,1,88069.0,2,2,134.6808319091797
62.0,2,4,1,66644.0,3,2,150.9214324951172
37.0,2,10,2,117038.0,1,0,128.29684448242188
52.0,2,11,2,135125.0,1,2,119.92728424072266
53.0,2,5,1,74016.0,2,1,132.4302520751953
36.0,2,2,1,34246.0,2,1,154.21766662597656
41.0,1,8,2,100429.0,3,0,172.85157775878906
70.0,2,3,1,44276.0,3,2,161.33355712890625
33.0,1,8,1,96213.0,1,0,129.5869140625
50.0,1,11,2,129756.0,1,0,132.09645080566406
81.0,1,10,1,123084.0,2,0,135.97293090820312
88.0,2,5,2,67608.0,2,2,154.62998962402344
45.0,1,3,1,54759.0,3,0,162.8406982421875
58.0,1,9,2,106063.0,2,0,150.36219787597656
26.0,2,8,1,100763.0,3,2,171.81265258789062
62.0,2,11,2,127247.0,1,1,125.33412170410156
57.0,2,8,1,100283.0,1,0,126.7038803100586
78.0,1,2,2,37733.0,3,1,169.0408477783203
43.0,2,11,2,128128.0,1,2,87.44361114501953
73.0,1,2,2,38023.0,3,0,175.1931915283203
78.0,2,1,1,33850.0,1,0,122.80887603759766
25.0,2,9,2,111131.0,2,1,144.62843322753906
31.0,2,10,1,120428.0,1,1,114.34832000732422
93.0,1,5,1,71935.0,2,2,140.8872528076172
87.0,1,3,2,50051.0,3,2,163.36183166503906
23.0,2,5,1,61316.0,1,1,126.97792053222656
76.0,2,5,1,74935.0,3,0,164.9478759765625
75.0,2,2,2,42531.0,3,1,156.119873046875
47.0,2,2,2,46924.0,2,0,124.19251251220703
60.0,1,3,1,48468.0,3,0,172.18077087402344
79.0,2,3,1,48182.0,1,1,113.67540740966797
83.0,1,1,2,27566.0,1,1,141.83877563476562
55.0,2,9,1,121406.0,1,0,113.07835388183594
71.0,1,4,1,63657.0,3,1,148.9603729248047
77.0,2,8,1,95739.0,3,0,148.5998992919922
60.0,2,4,1,73156.0,2,0,143.1031494140625
61.0,2,10,2,113201.0,2,2,137.00527954101562
94.0,2,3,2,50310.0,1,2,127.78266143798828
59.0,1,1,2,32199.0,3,1,158.27719116210938
55.0,1,7,2,87137.0,3,1,165.74412536621094
42.0,1,4,1,61225.0,3,0,181.85946655273438
16.0,1,10,2,117374.0,2,2,152.21527099609375
22.0,2,1,1,25055.0,2,1,133.13955688476562
87.0,2,10,1,114051.0,3,2,145.10804748535156
38.0,1,6,1,82500.0,1,0,112.41700744628906
37.0,1,8,2,94505.0,1,1,120.32073211669922
51.0,1,2,2,33596.0,2,0,162.3706817626953
68.0,2,5,2,64321.0,3,1,160.73583984375
29.0,1,4,1,64627.0,2,2,141.26849365234375
65.0,1,4,1,57218.0,1,2,114.01004028320312
24.0,1,3,1,49418.0,1,2,114.70431518554688
53.0,2,8,2,105442.0,1,0,122.36354064941406
65.0,2,7,2,84970.0,1,0,124.86478424072266
60.0,1,7,2,94285.0,2,0,143.58010864257812
37.0,1,9,1,107111.0,1,0,119.2109603881836
77.0,1,11,2,129872.0,1,0,122.84573364257812
86.0,2,6,1,77649.0,3,1,160.0363311767578
17.0,1,10,2,111002.0,2,1,123.77558898925781
69.0,2,8,1,101338.0,2,1,145.6954803466797
88.0,1,11,2,134108.0,3,2,150.09730529785156
39.0,1,8,2,91737.0,2,1,155.20664978027344
81.0,1,10,1,118820.0,1,2,127.92861938476562
59.0,2,3,1,41248.0,3,0,161.7132568359375
56.0,2,12,2,133088.0,2,1,139.7469482421875
73.0,1,1,2,36555.0,2,1,151.5605010986328
90.0,1,8,2,93661.0,2,2,148.66473388671875
53.0,1,3,2,48269.0,2,1,139.2228240966797
88.0,1,9,2,105183.0,2,0,152.39012145996094
84.0,1,7,1,92144.0,3,2,164.46250915527344
58.0,1,9,2,117035.0,1,2,121.42269897460938
82.0,2,7,2,90643.0,3,0,165.88839721679688
61.0,2,11,1,130852.0,2,1,119.63905334472656
74.0,1,6,2,84014.0,1,1,118.25586700439453
38.0,1,1,1,19346.0,1,1,105.88069915771484
32.0,2,11,2,135721.0,3,0,166.45001220703125
95.0,2,11,1,123787.0,3,1,165.50030517578125
74.0,2,8,1,102404.0,2,1,160.67820739746094
78.0,2,8,1,88680.0,2,0,130.72000122070312
47.0,1,1,1,31183.0,1,0,112.65357971191406
18.0,2,6,2,78378.0,2,0,159.02748107910156
22.0,1,4,1,58829.0,2,0,123.97647094726562
53.0,2,7,1,94332.0,2,0,136.86724853515625
62.0,2,2,2,51177.0,2,2,135.35360717773438
59.0,1,9,2,104698.0,2,2,156.90390014648438
22.0,2,11,2,125503.0,3,2,150.02503967285156
72.0,2,8,2,88020.0,2,0,138.96957397460938
57.0,2,1,2,20354.0,2,1,152.73841857910156
92.0,2,4,1,59532.0,2,2,154.74462890625
61.0,1,5,1,70692.0,1,0,124.02914428710938
55.0,1,10,2,121151.0,3,0,154.01284790039062
34.0,2,3,2,54589.0,3,1,165.2377471923828
48.0,1,10,1,111673.0,1,2,127.34525299072266
84.0,1,7,1,84512.0,2,1,125.39820098876953
65.0,2,9,1,109758.0,3,0,157.90293884277344
53.0,2,11,2,136054.0,3,0,155.62538146972656
19.0,2,10,2,117749.0,2,1,143.15380859375
35.0,2,1,1,25653.0,2,2,135.5752410888672
54.0,2,9,1,112545.0,2,2,134.03909301757812
76.0,1,3,2,47932.0,3,1,156.93955993652344
34.0,1,6,1,80577.0,1,0,129.8482666015625
49.0,2,9,1,113145.0,2,2,158.19454956054688
26.0,2,8,2,101697.0,1,0,99.12004089355469
57.0,2,3,1,46269.0,1,0,119.20882415771484
80.0,2,3,2,54050.0,3,0,153.21665954589844
59.0,2,8,1,101374.0,1,0,114.92218017578125
31.0,1,4,2,65589.0,1,2,122.0342025756836
69.0,2,9,1,101746.0,3,2,157.6124267578125
18.0,2,3,1,43577.0,2,0,142.52403259277344
18.0,2,4,1,65215.0,1,0,120.86224365234375
39.0,1,3,2,51539.0,1,1,128.0133514404297
23.0,1,1,2,20617.0,1,1,118.33708190917969
50.0,2,9,2,107278.0,2,1,148.95297241210938
21.0,1,4,2,56649.0,2,2,140.61981201171875
19.0,1,2,1,44167.0,2,2,122.63980102539062
23.0,1,8,2,99357.0,3,0,143.1022186279297
68.0,2,10,1,126139.0,2,0,133.59719848632812
55.0,1,9,1,107057.0,3,0,156.45645141601562
76.0,1,4,1,55570.0,2,0,124.25067138671875
25.0,2,8,2,98949.0,1,0,106.71656799316406
29.0,1,2,1,35705.0,3,2,152.89828491210938
32.0,1,5,2,59503.0,2,2,138.35728454589844
87.0,1,9,1,113357.0,3,2,148.81393432617188
57.0,1,11,2,119494.0,1,0,106.7640609741211
47.0,2,6,1,80002.0,1,0,132.2414093017578
55.0,1,5,1,61255.0,1,2,109.6416015625
36.0,1,1,1,27830.0,2,0,119.12905883789062
18.0,2,9,2,107509.0,2,2,134.7023162841797
77.0,1,12,2,139514.0,1,0,129.9444122314453
65.0,1,6,2,83318.0,1,0,115.57170104980469
38.0,1,5,2,69170.0,2,2,129.33836364746094
77.0,2,2,1,41948.0,3,2,162.77806091308594
89.0,1,5,1,69578.0,2,1,140.0070037841797
81.0,2,3,1,52684.0,1,2,106.30866241455078
60.0,1,11,2,123762.0,2,0,146.5330810546875
41.0,1,12,2,142240.0,1,1,116.20216369628906
47.0,2,3,2,46977.0,2,0,152.0850372314453
28.0,2,11,1,131139.0,1,1,124.61552429199219
91.0,2,9,1,104488.0,2,0,129.7465057373047
29.0,1,5,2,65664.0,2,0,129.42481994628906
51.0,2,9,1,115306.0,2,0,144.5318145751953
48.0,2,10,1,123827.0,2,0,142.27627563476562
75.0,1,3,2,44595.0,2,2,133.68927001953125
77.0,2,2,2,49463.0,2,1,131.92041015625
90.0,1,8,1,98560.0,3,0,160.88258361816406
88.0,1,7,2,82059.0,3,1,160.84519958496094
55.0,2,2,2,48493.0,2,1,146.06509399414062
89.0,1,2,1,41221.0,3,0,165.48670959472656
56.0,1,1,2,46333.0,2,1,159.18411254882812
23.0,1,5,2,67336.0,2,0,137.23974609375
66.0,1,4,2,61026.0,3,0,170.312744140625
54.0,2,11,2,131750.0,3,2,160.31268310546875
62.0,2,3,2,48883.0,2,0,132.32513427734375
66.0,1,7,1,96398.0,2,0,138.51649475097656
17.0,1,1,2,37851.0,2,1,149.7421112060547
36.0,1,9,1,106092.0,3,2,163.9403533935547
91.0,1,1,2,29379.0,2,2,147.21365356445312
29.0,2,11,2,136459.0,2,2,130.01846313476562
52.0,2,10,2,113852.0,1,0,113.1602783203125
29.0,1,12,1,138094.0,3,0,171.8355255126953
89.0,2,8,1,103635.0,2,0,128.87399291992188
36.0,2,3,2,47606.0,3,0,155.1245574951172
34.0,2,3,1,41718.0,2,0,140.9873809814453
23.0,2,10,1,118650.0,2,2,146.67295837402344
87.0,1,11,2,121393.0,3,0,173.38531494140625
62.0,2,12,1,135324.0,3,0,174.0433807373047
88.0,2,6,1,77779.0,1,1,110.48737335205078
37.0,1,9,2,102464.0,1,0,117.61333465576172
74.0,2,8,1,98791.0,2,2,139.2214813232422
31.0,1,10,2,128972.0,2,1,142.30406188964844
74.0,2,11,2,135516.0,2,2,141.05703735351562
85.0,2,3,1,44538.0,2,0,141.4518280029297
26.0,1,5,1,72316.0,2,1,137.22796630859375
86.0,1,8,2,99898.0,3,1,162.5151824951172
54.0,1,2,2,31049.0,3,1,159.23828125
47.0,1,5,1,74790.0,2,1,144.30972290039062
45.0,2,6,2,84788.0,2,2,140.5135498046875
59.0,2,4,1,58570.0,1,0,119.91498565673828
68.0,1,5,2,73989.0,1,2,134.55067443847656
84.0,1,10,2,122283.0,1,0,146.78604125976562
37.0,2,8,1,98953.0,2,2,134.71241760253906
46.0,2,1,1,32063.0,2,2,147.37937927246094
23.0,1,3,1,49092.0,1,2,129.23350524902344
72.0,1,10,1,121593.0,3,0,146.66116333007812
58.0,2,4,2,66048.0,2,1,144.4161376953125
17.0,1,2,2,43260.0,2,0,137.27285766601562
86.0,2,7,2,97039.0,3,1,158.260986328125
72.0,2,12,2,147973.0,1,1,128.4229736328125
87.0,2,1,2,42368.0,2,1,136.8896942138672
32.0,2,4,2,55147.0,2,1,138.70687866210938
86.0,2,8,2,96608.0,3,2,135.97152709960938
55.0,1,4,2,53425.0,2,0,151.24388122558594
28.0,2,8,1,97086.0,3,1,163.2233428955078
57.0,1,6,1,71120.0,2,2,157.925537109375
56.0,2,9,1,99583.0,2,1,151.04493713378906
34.0,2,1,1,33214.0,3,0,180.4281768798828
44.0,2,12,2,135702.0,2,1,139.13861083984375
77.0,1,11,1,132620.0,2,1,135.22146606445312
28.0,2,12,2,142079.0,2,2,168.78375244140625
39.0,1,5,2,66999.0,1,1,122.30667877197266
92.0,1,3,2,47129.0,2,0,139.76942443847656
30.0,1,6,2,79173.0,3,1,152.8822479248047
72.0,1,4,2,58795.0,1,1,120.4233627319336
76.0,2,11,1,130410.0,2,2,152.72093200683594
81.0,2,9,1,116322.0,2,0,136.1463165283203
19.0,2,12,1,142731.0,2,1,146.70765686035156
35.0,1,11,1,147694.0,1,0,123.6103286743164
31.0,1,12,1,130925.0,2,2,139.36083984375
92.0,2,6,2,76721.0,3,1,180.1578369140625
51.0,1,3,1,49923.0,1,1,116.9004135131836
50.0,2,7,2,91619.0,2,0,154.4253387451172
63.0,1,7,2,89000.0,2,1,133.09864807128906
52.0,2,6,2,78922.0,3,1,149.9110870361328
90.0,1,9,2,96893.0,3,1,162.79652404785156
44.0,1,6,2,78143.0,1,2,118.32556915283203
43.0,2,3,2,50492.0,3,0,154.73684692382812
36.0,1,1,2,34359.0,3,2,165.3224334716797
34.0,1,10,2,112549.0,1,0,105.35604858398438
16.0,2,7,2,91662.0,3,0,155.1006317138672
31.0,1,1,1,32050.0,3,1,161.92050170898438
30.0,1,4,2,58279.0,1,0,125.30116271972656
44.0,2,3,1,50599.0,3,1,156.63223266601562
71.0,1,10,2,121641.0,2,0,130.55015563964844
16.0,1,10,2,119728.0,2,2,131.23399353027344
22.0,1,6,2,84110.0,2,0,130.18328857421875
60.0,2,4,1,62701.0,2,1,143.7347412109375
33.0,1,11,1,131879.0,3,0,158.80047607421875
22.0,1,9,1,107480.0,3,1,165.1956329345703
74.0,2,3,1,57603.0,2,1,156.06588745117188
59.0,1,8,1,101481.0,2,2,118.89680480957031
83.0,1,5,2,64257.0,1,2,126.41817474365234
72.0,1,11,1,130782.0,2,2,172.23080444335938
41.0,2,4,1,57006.0,1,2,128.09469604492188
54.0,2,4,2,54265.0,2,0,124.0074462890625
69.0,1,3,2,54892.0,3,0,157.76028442382812
51.0,1,5,1,75959.0,2,2,167.02569580078125
50.0,1,5,1,68948.0,3,2,161.4445037841797
75.0,1,8,1,91625.0,2,0,142.7540740966797
85.0,1,2,1,36312.0,3,0,160.7775421142578
94.0,2,1,2,28953.0,2,1,142.1909942626953
45.0,2,11,2,146413.0,1,1,122.80619812011719
48.0,1,7,2,90640.0,2,0,144.12924194335938
47.0,2,9,2,109100.0,2,0,155.94590759277344
40.0,2,7,1,86506.0,3,1,158.7929229736328
94.0,2,8,2,99479.0,2,2,148.8957977294922
78.0,2,5,1,75545.0,2,0,155.03359985351562
56.0,2,7,2,82699.0,2,2,146.8192596435547
46.0,2,11,2,124906.0,1,0,107.81542205810547
52.0,2,12,2,145744.0,2,0,149.27076721191406
40.0,1,10,1,111979.0,3,2,163.3883819580078
90.0,1,1,2,31102.0,2,2,147.6147918701172
38.0,1,12,1,138666.0,3,2,156.18325805664062
93.0,2,5,2,71458.0,1,1,101.47054290771484
53.0,1,11,2,139867.0,3,0,162.87493896484375
19.0,2,3,2,53368.0,1,0,132.50723266601562
41.0,1,9,1,103135.0,3,2,151.74803161621094
57.0,1,2,1,45465.0,2,2,146.8675994873047
35.0,2,11,2,126578.0,2,2,140.67791748046875
31.0,2,6,1,83701.0,2,2,132.0905303955078
47.0,1,1,1,23408.0,2,1,154.35592651367188
83.0,1,2,1,37163.0,2,1,160.11215209960938
93.0,2,7,2,89062.0,1,0,117.53072357177734
28.0,2,12,1,135152.0,2,2,127.37305450439453
55.0,2,8,1,107901.0,3,2,160.28021240234375
86.0,1,12,2,149838.0,1,2,112.84092712402344
29.0,2,10,1,121246.0,2,2,143.06825256347656
37.0,2,9,2,109117.0,3,2,158.42245483398438
85.0,1,12,1,135377.0,3,2,157.9150848388672
52.0,2,10,2,121478.0,2,1,168.9395751953125
63.0,2,4,2,59121.0,2,0,137.2753143310547
18.0,1,6,1,81840.0,3,0,151.79624938964844
41.0,1,12,2,142492.0,1,0,120.19366455078125
78.0,2,9,2,110714.0,1,0,127.01104736328125
66.0,2,3,1,49124.0,2,1,141.62326049804688
83.0,2,4,1,64173.0,2,2,129.02491760253906
41.0,2,9,1,115085.0,2,0,152.49005126953125
37.0,1,7,2,82982.0,1,2,113.1303939819336
66.0,1,2,1,42088.0,2,0,138.93743896484375
25.0,1,3,1,51167.0,1,1,122.65951538085938
76.0,2,7,2,91320.0,3,0,150.00442504882812
77.0,1,1,2,22681.0,1,0,100.91194152832031
43.0,2,12,1,135628.0,3,0,179.75184631347656
41.0,1,7,1,91906.0,3,1,147.2908935546875
37.0,2,6,2,80391.0,3,0,162.56439208984375
53.0,1,7,2,94223.0,2,1,132.70411682128906
31.0,2,10,2,120908.0,3,1,160.07550048828125
52.0,1,5,1,81120.0,1,1,110.92222595214844
80.0,1,11,1,123530.0,3,2,169.40719604492188
64.0,1,3,2,47649.0,2,0,126.658935546875
78.0,2,8,2,95392.0,1,2,129.8694305419922
54.0,1,9,2,118007.0,2,0,151.23342895507812
37.0,1,1,1,30243.0,2,1,147.69613647460938
76.0,1,6,2,77870.0,2,0,128.04830932617188
53.0,1,12,1,144661.0,1,0,103.09490966796875
54.0,2,12,1,140104.0,3,1,146.35752868652344
58.0,1,11,1,132419.0,1,0,128.5382537841797
63.0,1,7,1,91140.0,2,0,141.76771545410156
18.0,1,11,1,129394.0,2,1,134.62582397460938
49.0,2,9,2,104929.0,1,0,114.52024841308594
60.0,1,1,2,37938.0,3,1,154.8740692138672
53.0,2,7,2,85176.0,1,1,119.16051483154297
66.0,1,3,1,45528.0,1,1,130.9202423095703
20.0,2,12,2,146119.0,2,1,129.82554626464844
91.0,1,5,1,61890.0,1,0,125.91603088378906
22.0,1,11,2,126311.0,2,0,151.28448486328125
78.0,1,12,1,139185.0,2,0,129.98716735839844
69.0,2,9,1,102909.0,2,0,152.24612426757812
81.0,2,2,1,42204.0,1,0,118.59980773925781
82.0,2,1,1,29573.0,1,2,135.90599060058594
59.0,1,8,2,93720.0,2,0,133.04840087890625
57.0,1,11,2,125340.0,2,1,143.31446838378906
18.0,1,6,1,82522.0,2,1,154.56231689453125
58.0,2,12,2,141181.0,3,0,150.0374755859375
25.0,1,2,1,40817.0,2,1,149.28451538085938
82.0,2,12,1,135625.0,2,2,135.55621337890625
31.0,1,5,2,65192.0,1,0,130.2338409423828
50.0,1,6,1,74234.0,2,2,145.50892639160156
39.0,2,3,1,44960.0,2,0,131.64797973632812
83.0,2,3,1,42885.0,2,2,126.75479888916016
70.0,1,8,2,100581.0,2,0,145.40086364746094
74.0,1,9,2,112354.0,1,1,118.93546295166016
46.0,1,1,1,23688.0,3,1,171.86715698242188
84.0,2,2,2,34401.0,1,0,110.66725158691406
72.0,1,5,1,68751.0,3,2,162.68772888183594
26.0,1,5,1,73627.0,2,0,138.38182067871094
45.0,1,12,2,134948.0,3,0,157.64991760253906
65.0,2,11,1,122114.0,2,1,146.82508850097656
49.0,2,8,2,107391.0,2,1,132.5967254638672
30.0,1,10,1,118141.0,3,2,151.4133758544922
45.0,1,9,1,105311.0,1,0,110.65835571289062
26.0,2,6,2,87122.0,3,1,159.91871643066406
20.0,1,1,2,31525.0,3,2,156.3846435546875
73.0,1,11,1,133110.0,1,1,121.26512908935547
52.0,2,10,1,129134.0,1,0,116.46345520019531
70.0,1,9,2,106731.0,3,1,154.54830932617188
37.0,1,4,1,58803.0,3,0,169.27996826171875
43.0,1,10,2,123225.0,3,0,166.71530151367188
92.0,2,6,1,81544.0,2,1,115.69363403320312
57.0,1,9,2,111080.0,2,1,141.96786499023438
33.0,2,9,2,107622.0,3,0,171.2502899169922
48.0,2,4,1,60649.0,3,1,154.41726684570312
34.0,2,9,2,110813.0,2,1,144.90882873535156
69.0,1,1,2,31594.0,2,1,149.34054565429688
35.0,2,8,2,102553.0,2,2,148.2931671142578
83.0,2,3,1,48545.0,1,0,116.84677124023438
24.0,1,1,2,35872.0,1,0,109.6511001586914
48.0,1,6,1,82148.0,2,0,131.97991943359375
36.0,2,3,2,51538.0,3,1,152.05447387695312
18.0,2,5,2,71691.0,3,2,168.10092163085938
75.0,2,8,1,96184.0,2,2,120.60153198242188
38.0,1,8,1,93554.0,1,1,117.89968872070312
26.0,2,6,2,82242.0,1,0,118.12088012695312
74.0,1,8,1,99917.0,3,1,151.71629333496094
85.0,2,5,2,67151.0,1,1,121.97792053222656
23.0,2,10,2,131424.0,1,0,101.03296661376953
69.0,1,3,2,46506.0,2,1,141.28199768066406
54.0,1,12,1,139282.0,3,1,174.59556579589844
66.0,1,5,1,61420.0,2,2,154.97625732421875
41.0,1,12,2,144934.0,1,2,120.80313110351562
85.0,1,5,1,71895.0,1,0,125.8134994506836
35.0,1,1,2,35636.0,2,1,160.77403259277344
64.0,1,6,2,86784.0,2,1,124.99490356445312
29.0,2,2,2,43824.0,1,0,118.53035736083984
64.0,1,3,1,48753.0,1,1,112.62013244628906
51.0,2,7,2,83828.0,1,2,114.89505767822266
81.0,2,5,2,71728.0,2,0,138.11378479003906
26.0,2,7,1,88249.0,1,1,140.03878784179688
83.0,1,1,1,35482.0,2,2,147.090087890625
26.0,1,12,2,144454.0,2,1,139.24192810058594
49.0,1,7,1,89838.0,1,2,117.58431243896484
91.0,1,6,1,80457.0,3,1,165.4886016845703
65.0,1,9,1,110186.0,1,1,119.29882049560547
79.0,2,12,2,141407.0,2,2,145.233154296875
61.0,1,3,2,57724.0,2,0,151.09825134277344
53.0,2,10,1,117531.0,1,0,124.81216430664062
85.0,1,9,1,127486.0,2,1,147.9882354736328
94.0,1,1,1,24722.0,2,0,137.12258911132812
37.0,1,2,1,40938.0,1,1,141.92735290527344
22.0,2,7,1,88786.0,2,2,122.02899932861328
88.0,2,1,1,24116.0,1,0,130.61575317382812
71.0,2,3,2,44793.0,2,0,156.5443115234375
25.0,1,10,2,114298.0,1,0,115.20927429199219
78.0,1,6,1,80186.0,3,1,177.82666015625
54.0,1,10,1,126126.0,3,1,174.59024047851562
18.0,1,6,2,82161.0,1,0,120.05647277832031
27.0,1,4,1,57352.0,3,0,157.0142822265625
68.0,2,12,1,139302.0,3,1,167.5311279296875
84.0,1,9,1,110556.0,2,1,123.7530517578125
18.0,1,1,2,28858.0,2,2,139.17405700683594
60.0,1,2,2,49784.0,3,2,161.53817749023438
25.0,1,9,1,115241.0,2,0,134.37635803222656
36.0,2,3,1,52245.0,2,2,141.3061981201172
21.0,2,3,2,47493.0,2,2,108.10420227050781
22.0,2,7,2,90814.0,2,0,135.88214111328125
32.0,1,9,1,113555.0,3,1,159.5896759033203
94.0,2,10,2,121934.0,3,2,146.0760498046875
34.0,1,1,2,32485.0,3,0,175.98123168945312
