,CCAA,SEXO,EDAD,NACIO,ECIVIL,ESTUDIO,D_1,VISI_2_1,MOVI_21_1,MOVI_22_1,MOVI_25_1
577,18,1,2,3,5,3,5,2,1,1,1
578,17,2,2,1,3,3,5,1,1,1,1
579,8,1,2,3,4,5,1,2,1,1,1
580,16,1,1,3,5,5,1,1,1,1,1
581,9,2,1,3,1,3,4,1,1,1,1
582,17,2,1,3,5,5,2,1,1,1,1
583,17,2,1,3,3,4,5,1,1,1,1
584,7,1,4,3,5,3,1,1,1,1,1
585,2,2,1,2,5,3,1,1,1,1,1
586,16,2,4,2,1,5,1,1,1,1,1
587,8,2,1,1,5,4,1,1,1,1,1
588,16,1,1,1,5,5,1,1,1,1,1
589,7,2,3,1,1,4,1,1,1,1,1
590,8,2,6,3,4,4,5,1,1,1,1
591,8,1,4,2,5,1,5,2,1,1,1
592,16,1,4,1,1,7,2,1,1,1,1
593,4,2,6,2,5,3,5,1,1,1,1
594,3,1,2,1,5,7,2,1,1,1,1
595,8,2,4,3,5,7,1,1,1,1,1
596,8,1,6,3,1,4,1,1,1,1,2
597,7,1,1,1,4,3,1,1,1,1,1
598,7,1,6,3,5,4,5,1,1,1,1
599,8,2,5,2,1,3,5,1,1,1,1
600,8,2,1,3,5,5,2,1,1,1,1
601,17,1,3,2,4,4,1,1,2,1,1
602,8,1,2,3,4,7,1,1,1,1,1
603,8,2,5,1,5,7,1,1,1,1,1
604,16,1,5,3,5,7,2,2,1,1,1
605,17,1,2,1,1,5,1,1,1,1,1
606,5,2,4,3,5,3,5,1,1,1,1
607,18,1,2,3,1,7,1,1,1,1,1
608,8,1,5,1,1,7,1,1,1,1,1
609,8,1,1,3,5,3,1,1,1,1,1
610,7,2,5,3,5,3,2,1,1,1,1
611,18,1,4,3,5,3,2,1,1,1,1
612,10,1,2,1,5,4,1,1,1,1,1
613,2,2,4,3,5,8,2,1,1,1,1
614,16,2,6,1,4,5,2,1,1,1,1
615,8,2,2,3,5,1,5,1,1,1,1
616,8,1,1,3,4,7,1,1,1,1,2
617,7,2,6,3,5,3,1,1,1,1,1
618,17,1,6,1,5,8,2,1,1,2,1
619,17,1,3,3,5,4,1,1,1,1,1
620,17,1,1,3,5,3,1,1,2,1,1
621,1,1,6,3,3,4,1,1,1,1,1
622,18,1,4,3,5,8,5,1,1,1,1
623,16,1,6,3,5,5,5,1,1,1,1
624,6,1,3,3,4,3,5,1,1,1,1
625,17,2,1,1,1,5,1,1,1,1,1
626,8,2,3,3,5,3,1,1,1,1,1
627,8,1,3,1,5,8,2,1,1,1,1
628,5,1,1,3,1,7,1,1,1,1,1
629,17,2,6,1,4,8,1,1,1,1,1
630,14,2,1,1,1,4,1,2,1,1,1
631,3,2,4,1,4,3,1,1,1,1,1
632,17,1,6,3,5,1,1,1,1,1,1
633,17,1,3,2,5,5,5,1,1,1,1
634,7,1,4,2,5,4,5,1,1,1,1
635,15,1,1,1,5,5,2,1,1,1,1
636,8,1,1,3,5,3,5,1,1,1,1
637,7,2,6,3,5,5,1,1,1,1,1
638,7,1,2,3,5,1,1,1,1,1,1
639,8,2,1,3,1,7,1,1,1,1,1
640,7,1,4,2,1,5,1,1,1,1,1
641,7,2,6,3,5,4,1,1,1,1,1
642,17,1,6,3,5,5,1,1,1,1,1
643,18,1,2,1,1,5,1,1,1,1,1
644,7,2,3,3,5,7,1,1,1,1,1
645,5,1,3,3,5,3,1,1,1,1,1
646,8,1,4,2,5,7,2,1,1,1,1
647,9,1,2,3,5,4,1,1,1,1,1
648,14,1,1,3,5,4,1,1,1,1,1
649,8,2,4,3,5,3,5,1,1,1,1
650,7,1,2,3,5,5,5,1,1,1,1
651,14,1,1,3,2,3,2,1,1,1,1
652,17,1,4,2,5,6,1,1,1,1,1
653,17,1,2,1,5,1,5,1,1,1,1
654,14,1,4,1,5,4,4,1,1,1,1
655,17,2,5,3,5,7,5,1,1,1,1
656,17,2,6,3,5,4,4,1,1,1,1
657,18,2,6,3,5,4,5,1,1,1,1
658,7,1,4,3,5,3,1,1,1,1,1
659,7,1,1,1,4,5,1,1,1,1,1
660,17,1,1,3,5,3,4,1,1,1,1
661,7,1,4,3,5,4,5,1,1,1,1
662,18,2,4,1,1,3,5,1,1,1,1
663,19,2,6,3,5,4,5,1,1,1,1
664,14,1,6,3,1,3,1,1,1,1,1
665,14,1,6,3,5,4,2,1,1,1,1
666,17,1,4,3,4,8,2,1,1,1,1
667,13,2,2,3,5,3,5,1,1,1,1
668,8,1,4,3,5,5,5,1,1,1,1
669,14,1,6,3,3,6,1,1,1,1,1
670,8,1,6,3,2,5,1,1,1,1,1
671,18,2,1,1,5,7,5,1,1,1,1
672,8,1,6,1,5,7,4,1,1,1,1
673,13,1,2,3,5,3,1,1,1,1,1
674,6,2,3,3,4,5,2,1,1,1,1
675,17,1,4,3,4,7,5,1,1,1,1
676,17,2,1,1,1,5,1,1,1,1,1
677,17,1,5,3,5,4,1,1,1,1,1
678,8,1,6,3,5,6,5,1,1,1,1
679,7,1,4,3,5,3,1,1,1,1,1
680,17,1,5,3,3,3,1,1,1,1,1
681,2,1,6,3,5,8,5,1,1,1,1
682,7,2,6,3,5,3,2,1,1,1,1
683,8,2,4,1,5,7,5,1,1,1,1
684,5,1,1,2,2,7,1,1,1,1,1
685,8,1,3,1,5,4,1,1,1,1,1
686,14,1,4,2,5,3,1,1,1,1,1
687,8,1,6,3,5,8,1,1,1,1,1
688,8,2,1,3,1,1,1,1,1,1,1
689,8,1,6,3,5,1,1,1,1,1,1
690,2,1,2,1,5,1,1,1,1,1,1
691,8,1,4,3,1,1,1,1,1,1,1
692,17,2,5,3,1,3,1,1,1,1,1
693,8,2,2,2,5,4,2,1,1,1,1
694,7,2,4,1,1,3,1,1,1,1,1
695,17,1,4,3,5,5,2,1,1,1,1
696,8,2,2,3,5,3,1,1,1,1,1
697,7,1,5,1,5,4,1,1,1,2,1
698,8,1,1,1,4,7,1,2,1,1,1
699,8,2,4,3,5,7,1,1,1,1,1
700,18,2,6,3,5,7,1,1,1,1,1
701,8,1,4,3,4,1,1,1,1,1,1
702,7,2,1,3,1,4,1,1,1,1,1
703,16,2,6,1,2,5,1,1,1,1,1
704,8,1,3,2,5,4,2,1,1,1,1
705,17,1,6,2,5,7,5,1,1,1,1
706,15,1,2,3,1,3,1,1,1,1,1
707,14,1,2,3,5,3,1,1,1,1,1
708,16,2,1,1,2,4,2,1,1,1,1
709,8,1,6,3,5,3,5,2,1,1,1
710,8,1,2,1,5,1,1,1,1,1,1
711,14,1,5,3,1,7,1,1,1,1,1
712,3,1,4,1,5,7,1,1,1,1,1
713,8,2,6,3,5,8,2,1,1,1,1
714,4,1,6,3,5,3,1,1,1,1,1
715,7,2,1,3,3,7,5,1,1,1,1
716,18,2,2,3,5,3,2,1,1,1,1
717,18,1,1,3,5,3,5,1,1,1,1
718,17,1,4,3,1,1,1,1,1,1,1
719,8,1,4,1,5,5,1,1,1,1,1
720,7,1,5,3,4,4,1,1,1,1,1
721,3,1,5,3,5,7,5,1,1,1,1
722,17,2,4,1,4,7,1,1,1,1,1
723,8,1,6,1,5,3,1,1,1,1,1
724,8,1,2,3,1,4,5,1,1,1,1
725,8,2,2,1,4,6,1,1,1,1,1
726,8,1,5,2,5,7,2,1,1,1,2
727,17,1,1,3,5,3,1,1,1,1,1
728,8,1,1,3,5,3,5,1,1,1,1
729,14,1,5,3,4,4,1,2,1,1,1
730,8,1,4,3,5,5,1,2,1,1,1
731,14,1,1,2,2,4,2,1,1,1,1
732,8,2,2,1,5,7,1,1,1,1,1
733,8,2,3,1,1,2,1,1,2,1,1
734,2,1,1,3,5,5,1,1,1,1,1
735,8,1,6,3,5,3,5,1,1,1,1
736,8,1,1,3,1,8,2,1,1,1,1
737,8,1,4,1,5,3,5,1,1,1,2
738,14,2,3,3,1,5,4,1,1,1,1
739,7,1,4,1,5,4,1,1,1,1,1
740,8,1,2,1,5,7,1,1,1,1,1
741,5,1,4,3,1,3,1,1,1,1,1
742,7,2,6,3,1,4,5,1,1,1,1
743,8,2,6,3,4,3,1,1,1,1,1
744,8,2,6,1,5,5,1,1,1,1,1
745,8,2,2,3,5,3,1,1,1,1,1
746,8,2,2,3,5,7,2,1,1,1,1
747,17,2,5,3,5,7,1,1,1,1,1
748,13,1,6,3,5,6,5,1,1,1,1
749,8,1,3,3,4,3,1,1,1,1,1
750,7,2,1,1,1,3,1,1,1,1,1
751,4,2,1,1,4,5,1,1,1,1,1
752,4,1,4,2,5,7,1,1,1,1,1
753,17,2,4,3,5,3,5,1,1,1,1
754,17,1,1,3,5,7,1,1,1,1,1
755,8,2,3,3,1,5,5,2,1,1,1
756,17,1,6,3,1,4,5,1,1,1,1
757,15,1,1,3,5,8,2,1,1,2,1
758,5,1,2,1,5,4,1,1,1,1,1
759,5,1,5,3,5,4,1,1,1,1,1
760,8,1,1,1,5,3,1,1,1,1,1
761,17,1,4,1,5,5,1,1,1,1,1
762,8,1,3,1,5,2,1,1,1,1,1
763,3,1,5,1,1,7,5,1,1,1,1
764,8,1,2,3,5,5,1,1,1,1,1
765,8,1,2,1,4,5,1,1,1,1,1
766,4,1,5,1,5,5,3,1,1,1,1
767,3,1,5,3,5,7,5,1,1,1,1
768,9,1,1,3,5,3,1,1,1,1,1
769,2,1,6,3,5,7,1,1,1,1,1
770,8,1,2,2,5,3,1,1,1,1,1
771,8,1,6,3,5,3,5,1,1,1,1
772,8,1,1,3,5,4,5,1,1,1,1
773,7,1,4,3,1,3,1,1,1,1,1
774,8,2,1,2,5,4,1,1,1,1,1
775,14,1,1,1,5,4,5,1,1,1,1
776,5,1,5,3,5,5,5,2,1,1,1
777,8,1,2,3,5,7,1,1,1,1,1
778,18,1,5,3,5,3,2,1,1,1,1
779,17,1,6,3,5,4,1,1,1,1,1
780,17,1,2,1,5,3,1,1,1,1,1
781,19,1,1,3,5,7,1,1,1,1,1
782,17,1,5,1,5,3,5,1,1,1,1
783,18,1,2,3,4,7,1,1,1,1,1
784,14,2,3,1,1,7,1,1,1,1,1
785,7,2,4,3,5,3,1,1,1,1,1
786,17,1,4,3,1,1,2,1,1,1,1
787,17,1,6,3,5,3,1,1,1,1,1
788,8,1,1,2,4,5,1,1,1,1,1
789,17,1,4,1,1,5,1,1,1,1,1
790,8,1,6,1,5,8,1,1,1,1,1
791,7,2,4,2,1,3,1,1,1,1,1
792,8,2,2,3,2,8,1,1,1,1,1
793,18,1,4,3,5,7,2,1,1,1,1
794,17,1,6,2,3,3,5,1,1,1,1
795,8,1,6,1,5,5,5,1,1,1,1
796,18,1,5,1,3,4,1,1,1,1,1
797,8,2,3,3,4,8,2,1,1,1,1
798,8,2,1,1,4,4,5,1,1,1,1
799,8,1,4,1,4,7,4,1,1,1,1
800,14,2,6,3,5,4,1,1,1,1,1
801,3,1,4,1,1,4,1,1,2,1,1
802,8,2,3,1,5,7,4,1,1,1,1
803,15,1,6,3,5,7,1,1,1,1,1
804,8,1,1,3,2,8,1,1,1,1,1
805,7,2,1,2,5,7,1,1,1,1,1
806,17,2,2,3,3,1,1,1,1,1,1
807,17,2,1,3,5,3,1,1,1,1,1
808,7,1,1,2,5,8,1,1,1,1,1
809,8,1,1,3,4,7,1,1,1,1,1
810,18,1,6,3,1,7,1,1,1,1,1
811,7,1,5,2,5,6,5,1,1,1,1
812,7,1,4,3,5,4,2,2,1,1,1
813,17,1,5,3,5,4,2,2,2,1,1
814,8,2,1,3,5,3,1,1,1,1,1
815,4,1,3,2,5,7,5,1,1,1,1
816,7,1,6,3,5,5,5,1,1,1,1
817,2,1,6,3,5,3,5,1,1,1,1
818,16,1,1,3,5,3,1,1,1,1,1
819,8,1,4,1,1,5,5,2,1,1,1
820,8,1,1,1,5,4,1,1,1,2,1
821,3,1,5,2,2,3,5,1,1,1,1
822,7,1,1,3,4,1,1,1,1,1,1
823,8,1,1,3,5,6,5,1,1,1,1
824,17,1,6,3,5,5,5,1,1,1,1
825,18,2,2,1,5,8,4,1,1,1,1
826,8,1,1,2,1,5,5,1,1,1,1
827,17,2,2,3,5,5,5,1,1,1,1
828,8,1,5,3,5,3,1,1,1,1,1
829,4,1,2,3,5,4,1,1,1,1,1
830,7,1,4,3,5,7,1,1,1,1,1
831,17,1,5,3,5,4,2,1,1,1,1
832,14,1,6,2,5,3,5,1,1,1,1
833,17,1,6,3,5,3,1,1,1,1,1
834,8,2,2,1,3,5,1,1,1,1,1
835,16,2,1,1,5,7,2,1,1,1,2
836,14,2,4,1,5,3,1,1,1,1,1
837,8,1,2,3,1,5,1,1,1,1,1
838,14,2,6,3,5,8,1,1,1,1,1
839,8,2,6,2,5,3,1,1,1,1,1
840,18,1,5,3,4,3,5,1,1,1,1
841,16,2,2,1,5,4,1,1,1,1,1
842,8,1,5,1,5,3,5,1,1,1,1
843,18,2,2,3,5,5,1,1,1,1,1
844,17,2,1,1,4,3,1,1,1,2,1
845,18,2,3,1,5,7,1,1,1,1,1
846,13,1,1,2,5,8,1,1,1,1,1
847,17,1,5,3,4,8,1,1,1,1,2
848,16,1,6,3,1,3,1,1,1,1,1
849,8,1,1,3,5,4,2,1,1,1,1
850,14,1,6,2,5,7,5,1,1,1,1
851,8,2,2,1,4,1,1,1,1,1,1
852,2,1,1,2,1,4,5,1,1,1,1
853,16,1,3,2,4,5,2,1,1,1,1
854,9,1,4,3,5,3,1,1,1,1,1
855,15,2,1,3,5,3,1,1,1,1,1
856,8,2,3,1,5,7,4,1,1,1,1
857,7,1,1,3,5,3,1,1,1,1,1
858,8,1,4,1,5,8,5,1,1,1,1
859,14,1,5,1,4,8,2,1,1,1,1
860,8,1,3,3,5,4,1,1,1,1,1
861,18,2,3,3,5,1,1,1,1,1,2
862,8,2,6,2,1,5,5,1,1,1,1
863,17,2,2,3,1,7,1,1,1,1,1
864,16,1,1,3,5,3,1,1,1,1,1
865,16,2,4,3,3,5,1,1,1,1,1
866,7,2,4,3,4,7,1,1,1,1,1
867,17,2,5,3,1,4,1,1,1,1,1
868,3,1,1,3,5,3,1,1,1,1,1
869,4,1,6,1,5,7,1,1,1,1,1
870,2,1,1,1,5,4,1,1,1,1,1
871,8,1,6,1,5,7,1,1,1,1,1
872,8,1,3,3,5,3,1,1,1,1,1
873,8,1,4,1,5,5,1,1,1,1,1
874,14,1,6,1,1,5,4,1,1,1,1
875,8,2,5,3,4,3,1,2,1,1,1
876,18,2,1,3,5,5,1,1,1,1,1
877,4,2,4,1,5,8,1,1,1,1,1
878,7,2,4,3,5,5,2,1,1,1,1
879,18,1,5,3,2,8,2,1,1,1,1
880,8,1,2,3,5,4,1,1,1,1,1
881,5,1,3,1,1,5,2,1,1,1,1
882,7,1,6,3,5,4,1,1,1,1,1
883,7,1,4,1,5,1,2,1,1,1,1
884,7,1,1,1,5,4,5,1,1,1,1
885,19,1,1,1,5,7,1,1,1,1,1
886,8,2,4,3,2,4,5,1,1,1,1
887,8,1,4,3,5,3,1,1,1,1,1
888,15,1,2,1,5,8,1,1,1,1,1
889,7,1,6,3,5,1,1,1,1,1,1
890,17,1,6,1,1,7,1,1,1,1,1
891,13,2,5,1,4,4,2,1,1,1,1
892,8,1,3,1,5,4,5,2,1,1,1
893,8,1,2,3,5,3,1,1,1,1,1
894,4,2,2,3,4,5,2,1,1,1,1
895,17,2,3,3,1,5,1,1,1,1,1
896,7,2,4,1,1,4,1,1,1,1,1
897,3,2,4,3,1,3,2,1,1,1,1
898,7,1,1,3,5,5,2,1,1,1,1
899,8,2,6,3,4,3,5,1,1,1,1
900,11,1,1,2,5,4,2,1,1,1,1
901,18,2,4,3,1,3,1,1,1,1,1
902,8,1,5,1,5,5,5,1,1,1,1
903,8,1,1,1,5,3,1,2,1,1,1
904,8,1,3,1,4,4,1,1,1,1,1
905,14,2,1,1,5,4,2,1,1,1,1
906,8,1,1,1,5,3,1,1,1,1,1
907,14,2,6,3,5,7,5,1,1,1,1
908,13,2,5,3,5,5,1,1,1,1,1
909,8,1,4,3,5,7,5,1,1,1,1
910,17,2,4,2,5,8,1,1,2,1,1
911,4,1,6,2,5,5,2,1,1,1,1
912,8,1,1,1,5,4,2,1,1,1,1
913,15,1,5,3,5,3,1,1,1,1,1
914,8,1,1,3,4,3,1,1,1,1,1
915,14,1,1,3,4,4,2,1,1,1,1
916,3,2,3,3,4,3,2,1,1,1,1
917,8,1,3,1,4,5,1,1,1,1,1
918,7,1,1,1,5,5,5,1,1,1,1
919,17,1,1,2,5,6,1,1,1,1,1
920,8,1,6,3,5,3,1,1,1,1,1
921,17,2,4,3,5,3,1,1,1,1,1
922,8,1,3,1,4,5,5,1,1,1,1
923,18,1,5,3,5,5,1,1,1,1,1
924,7,2,4,1,5,3,1,1,1,1,1
925,8,2,1,1,5,5,2,1,1,1,1
926,16,2,1,3,3,7,4,1,1,1,1
927,13,1,4,3,5,5,5,1,1,1,1
928,14,1,1,1,1,3,5,1,1,2,2
929,5,1,5,3,1,3,1,1,1,1,1
930,8,1,4,3,5,7,1,1,1,1,1
931,17,2,6,3,5,3,1,1,1,2,1
932,2,1,3,2,5,5,1,1,1,1,1
933,5,1,1,3,5,3,5,1,1,1,1
934,14,2,1,3,5,4,1,1,1,1,1
935,2,1,5,3,4,3,1,1,2,1,1
936,17,2,5,3,5,5,1,1,1,1,1
937,8,1,4,1,3,3,1,1,1,1,1
938,3,2,2,1,5,1,5,1,1,1,1
939,14,2,6,3,4,5,1,1,1,1,1
940,4,2,1,3,5,3,2,1,1,1,1
941,7,2,4,3,4,3,5,1,1,1,1
942,8,2,1,3,4,3,2,2,1,1,1
943,18,1,1,3,5,3,1,2,1,1,1
944,16,1,5,3,5,1,1,1,1,1,1
945,8,1,6,3,1,3,1,1,1,1,1
946,14,1,4,2,5,3,1,1,1,1,1
947,17,2,1,3,5,3,1,1,1,1,1
948,18,1,4,1,5,5,5,2,1,1,1
949,17,1,5,1,4,4,4,1,1,1,2
950,7,1,1,1,3,3,5,2,1,1,1
951,16,1,4,3,5,7,1,1,1,1,1
952,17,2,2,3,5,5,1,2,1,1,1
953,7,2,2,3,5,7,5,1,1,1,1
954,8,1,5,1,4,5,1,1,1,1,1
955,8,2,6,3,5,4,2,2,1,1,1
956,18,1,4,3,5,4,5,1,1,1,1
957,18,1,1,3,3,3,1,1,1,1,1
958,5,2,1,3,4,3,5,1,1,1,1
959,17,1,6,3,5,3,1,1,1,1,1
960,7,1,5,2,2,8,2,1,1,1,1
961,19,1,2,1,5,4,5,1,1,1,1
962,8,1,5,2,1,4,1,1,1,1,1
963,17,2,1,3,3,6,2,1,1,1,1
964,13,1,1,1,1,4,1,1,1,1,1
965,7,1,4,3,5,5,2,1,1,2,1
966,4,2,1,3,4,3,2,1,1,1,1
967,7,1,2,1,5,3,1,1,1,1,1
968,16,1,5,3,1,5,1,1,1,1,1
969,8,1,6,3,5,8,1,1,1,1,1
970,18,2,6,2,5,3,2,1,1,1,1
971,7,1,1,1,5,5,1,1,1,1,1
972,8,2,4,3,1,5,4,1,1,1,1
973,8,1,5,1,5,8,1,1,1,1,1
974,7,2,1,1,1,4,1,1,1,1,1
975,4,1,3,3,5,3,1,1,1,1,1
976,2,1,6,1,4,4,1,1,1,1,1
977,3,1,6,2,1,4,1,1,1,1,1
978,14,1,5,1,4,5,5,1,1,1,1
979,6,1,6,1,2,3,4,2,1,1,1
980,8,2,6,3,5,7,1,1,1,1,1
981,8,1,4,1,1,1,5,1,1,1,1
982,2,2,4,3,5,3,1,1,1,1,1
983,7,1,4,3,1,3,5,1,1,1,1
984,8,1,3,1,5,8,5,1,1,1,1
985,7,2,6,1,5,5,1,1,1,1,1
986,14,1,4,1,5,5,1,1,1,1,1
987,7,2,2,1,5,8,1,1,1,1,1
988,2,1,5,2,5,7,1,1,1,1,1
989,17,1,5,1,1,3,1,1,1,1,1
990,8,1,6,2,4,7,5,1,1,1,1
991,8,2,6,3,1,4,1,1,1,1,1
992,7,1,3,1,5,7,2,1,1,1,2
993,17,2,1,3,5,4,5,1,1,1,1
994,15,1,5,3,5,5,5,1,1,1,1
995,7,2,4,3,5,4,1,1,1,1,1
996,7,1,6,1,5,3,2,1,1,1,1
997,17,1,6,3,1,7,4,1,1,1,1
998,17,1,6,1,5,5,5,1,1,1,1
999,15,1,2,3,5,5,4,1,1,1,1
