,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
869,1,5,2,3,1,6,4
870,1,5,2,2,2,2,7
871,2,5,1,2,1,3,5
872,2,5,2,1,1,6,1
873,1,8,1,1,2,6,9
874,1,2,1,1,1,4,1
875,1,2,2,1,1,3,9
876,1,4,2,1,2,6,0
877,2,8,2,1,2,6,0
878,1,4,2,1,2,6,4
879,1,3,2,1,2,6,4
880,2,9,2,3,1,6,9
881,2,6,1,1,2,2,8
882,2,5,2,1,1,7,5
883,2,1,1,1,1,6,0
884,2,5,2,1,2,6,3
885,1,6,2,1,0,6,2
886,1,8,2,1,1,4,0
887,2,1,2,1,2,4,1
888,1,9,5,2,2,11,3
889,1,2,2,1,2,2,2
890,2,4,2,2,0,6,0
891,1,3,2,1,2,2,5
892,1,2,6,1,1,6,8
893,2,2,2,1,2,4,5
894,1,3,1,2,1,2,7
895,1,5,2,1,1,5,2
896,1,7,2,1,1,6,6
897,1,2,1,3,1,6,0
898,2,5,1,1,2,7,0
899,1,6,1,3,1,6,5
900,1,7,2,1,1,4,5
901,2,2,2,3,2,6,5
902,2,1,1,1,2,7,5
903,1,5,1,1,2,6,5
904,2,5,1,1,2,4,4
905,1,5,2,1,2,6,3
906,2,4,1,2,1,6,2
907,1,5,1,1,1,6,1
908,2,8,2,1,1,2,1
909,2,5,6,3,2,6,8
910,1,2,1,1,2,2,4
911,1,3,1,3,2,6,5
912,2,7,2,1,2,6,1
913,1,5,1,1,1,6,5
914,2,3,2,1,2,7,8
915,1,5,2,1,1,6,2
916,1,5,2,2,1,7,1
917,2,3,1,1,2,7,1
918,1,9,2,3,2,6,3
919,1,4,1,3,1,4,5
920,2,2,2,3,1,6,1
921,2,5,1,2,1,6,1
922,2,3,2,1,2,4,0
923,2,5,1,1,1,7,8
924,1,5,1,3,1,5,3
925,2,6,2,3,1,4,4
926,2,5,2,3,1,2,1
927,1,2,2,3,2,4,5
928,2,1,2,3,2,6,8
929,1,5,1,1,2,6,5
930,1,5,2,1,2,6,0
931,1,1,2,2,2,9,8
932,2,5,1,1,1,4,3
933,2,7,1,1,1,12,1
934,2,5,1,1,1,6,2
935,2,9,2,3,2,7,0
936,2,5,1,1,2,6,8
937,2,2,1,1,2,3,5
938,2,2,1,1,1,7,1
939,1,5,2,1,1,6,1
940,1,9,2,1,1,6,4
941,1,8,2,1,1,6,5
942,1,5,2,1,2,6,0
943,2,5,1,1,1,4,2
944,1,9,1,2,2,6,2
945,1,5,2,2,2,6,0
946,2,2,2,1,2,4,4
947,1,5,1,1,1,6,4
948,1,5,2,1,2,7,1
949,2,6,2,1,1,4,2
950,1,4,2,1,2,6,5
951,1,7,2,1,1,7,5
952,2,9,1,1,1,7,3
953,1,2,1,3,1,6,7
954,1,6,2,2,1,6,2
955,2,5,2,2,1,12,2
956,2,9,1,1,2,4,1
957,1,5,2,1,1,6,0
958,1,5,2,1,2,4,4
959,1,5,1,1,2,6,2
960,2,8,1,1,2,3,1
961,1,5,2,1,1,7,4
962,1,7,2,2,1,3,1
963,2,3,2,1,2,6,2
964,2,3,2,1,2,6,6
965,2,2,2,1,1,4,2
966,1,1,2,2,1,6,6
967,1,3,1,1,1,6,1
968,1,9,2,1,1,3,2
969,1,5,2,3,1,3,3
970,1,3,2,1,2,4,0
971,2,5,2,1,2,3,7
972,1,4,1,1,1,6,0
973,1,9,1,1,1,4,0
974,2,1,2,1,1,4,4
975,1,5,2,2,0,6,6
976,1,5,1,1,1,4,3
977,1,9,2,2,1,6,3
978,2,5,2,1,1,4,7
979,1,3,1,1,2,3,3
980,1,3,2,1,1,4,2
981,2,9,2,3,2,2,5
982,1,5,1,3,1,4,0
983,2,8,2,1,2,6,1
984,1,6,2,2,1,7,9
985,2,8,1,1,2,6,0
986,2,2,2,1,1,4,0
987,2,5,2,1,2,6,0
988,2,6,2,1,2,6,3
989,1,2,2,1,2,4,4
990,2,5,2,1,1,4,4
991,2,2,2,2,2,9,2
992,1,3,1,1,2,4,2
993,2,6,2,3,2,3,0
994,1,2,2,1,1,7,8
995,2,8,2,1,1,6,7
996,1,2,2,1,1,6,0
997,1,9,1,1,0,7,1
998,1,8,2,3,1,2,2
999,1,2,4,1,1,3,1
