Unnamed: 0,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
148,2,5,2,1,1,6,0
539,2,9,1,3,2,6,4
487,2,5,1,2,2,9,1
821,1,9,2,1,1,4,8
437,1,9,1,1,2,6,2
64,2,1,1,2,1,6,1
355,1,7,1,1,2,6,0
532,1,3,1,1,1,6,5
251,2,5,1,2,2,6,0
234,1,5,2,1,1,3,3
226,2,7,2,2,1,2,6
524,1,9,1,1,1,4,2
312,2,6,2,3,2,7,3
48,1,8,1,1,1,6,1
117,1,5,1,1,2,7,7
53,2,5,2,1,2,3,7
649,2,5,2,1,1,9,0
564,1,5,2,3,1,6,0
43,1,6,2,2,1,6,4
814,1,2,1,3,2,7,5
52,1,5,2,3,1,5,2
585,1,3,1,1,2,6,4
557,2,9,2,2,2,6,0
524,1,9,1,1,1,4,2
676,2,5,1,1,1,6,0
101,1,5,2,2,2,7,1
791,1,5,2,1,1,6,5
769,1,7,1,1,1,2,4
981,2,9,2,3,2,2,5
848,1,9,1,3,2,4,2
867,1,5,2,1,1,6,2
397,1,8,2,3,1,6,1
137,1,5,2,1,1,4,2
674,1,5,1,1,2,4,8
920,2,2,2,3,1,6,1
386,1,6,1,1,1,6,2
110,2,5,2,3,2,2,2
613,1,1,1,1,1,6,4
16,2,6,2,1,2,4,1
779,2,5,2,1,1,6,0
181,2,9,2,2,2,7,7
883,2,1,1,1,1,6,0
535,2,2,2,3,1,2,5
540,2,5,2,1,1,4,1
170,2,1,1,1,2,4,5
408,1,1,1,3,1,3,1
739,1,2,2,2,2,6,6
377,1,9,2,1,2,2,2
187,1,8,2,1,2,6,0
857,1,2,1,1,1,9,1
229,1,5,2,1,1,6,1
832,1,2,2,1,0,4,1
851,1,5,2,3,2,4,0
118,2,8,2,1,2,2,8
155,1,5,1,2,2,4,8
783,2,8,2,1,1,6,0
686,1,5,2,2,2,6,5
464,1,3,2,3,1,6,5
103,1,3,2,1,2,4,8
603,1,1,2,1,2,6,0
697,1,5,2,1,2,4,1
971,2,5,2,1,2,3,7
794,2,7,2,2,2,6,9
501,1,6,1,1,1,7,0
692,2,2,2,1,2,4,4
681,1,2,2,1,2,1,3
698,1,2,2,1,1,7,3
174,1,4,1,2,1,4,4
733,2,2,1,3,2,6,8
744,1,1,2,1,1,4,1
673,2,9,1,1,1,4,9
420,2,8,1,1,1,6,5
133,2,7,1,1,2,4,1
390,1,2,2,2,1,3,2
991,2,2,2,2,2,9,2
735,1,9,1,2,1,6,4
500,2,1,2,1,2,6,2
664,2,3,2,1,1,3,5
32,2,2,1,1,2,2,4
54,1,8,2,3,2,6,6
953,1,2,1,3,1,6,7
518,1,2,2,2,1,6,0
755,1,2,2,2,1,4,0
824,1,5,2,1,2,6,8
637,2,3,1,1,1,6,0
11,2,8,2,3,2,1,9
527,2,4,2,3,2,6,6
719,1,5,1,1,1,4,8
554,2,7,6,3,1,7,2
372,1,2,2,3,2,6,9
483,1,9,2,1,1,6,1
972,1,4,1,1,1,6,0
646,2,6,1,1,2,4,7
227,2,2,2,1,2,6,0
622,2,5,2,1,1,6,1
306,2,2,2,1,1,6,9
456,2,9,1,1,2,4,5
159,2,5,2,1,1,6,2
330,2,8,2,1,1,6,3
775,1,2,2,1,0,4,9
224,1,4,2,1,1,6,0
982,1,5,1,3,1,4,0
728,1,9,2,3,1,3,1
503,1,6,2,1,2,6,6
455,1,5,2,3,0,11,8
44,2,2,2,1,1,12,1
213,1,2,2,1,2,7,1
58,1,9,2,1,2,7,4
643,2,2,2,2,2,6,1
615,1,1,4,1,2,6,2
194,1,2,1,1,2,2,1
924,1,5,1,3,1,5,3
488,1,9,2,1,1,2,3
156,2,5,1,2,1,11,2
609,1,9,1,3,2,6,2
225,2,1,2,1,1,6,8
411,2,3,2,1,1,7,1
204,2,7,2,1,1,3,6
78,2,7,1,2,1,6,9
123,2,6,2,1,1,4,3
470,2,5,1,3,1,10,4
939,1,5,2,1,1,6,1
217,2,8,1,3,1,4,2
515,1,3,2,1,2,6,0
601,1,3,2,2,1,2,0
103,1,3,2,1,2,4,8
392,2,5,2,1,2,4,2
630,2,5,2,3,1,4,3
644,2,4,2,1,2,7,0
823,2,5,2,1,2,4,1
607,1,6,2,1,2,4,5
979,1,3,1,1,2,3,3
433,1,5,2,1,1,6,1
330,2,8,2,1,1,6,3
142,2,3,2,1,1,6,1
799,1,2,2,2,2,6,5
539,2,9,1,3,2,6,4
277,2,9,2,1,2,9,7
232,1,7,2,1,2,5,4
528,1,8,1,2,1,3,0
570,2,5,2,1,1,6,5
89,1,8,1,1,2,6,0
491,1,2,2,1,2,7,2
198,2,3,2,1,2,2,1
361,1,9,2,3,1,4,1
440,2,5,2,1,1,4,3
25,2,9,2,1,0,4,3
24,1,2,1,1,1,6,0
393,1,1,2,2,2,4,8
506,1,5,2,1,2,3,7
300,1,1,2,3,2,4,0
338,1,9,2,2,1,6,5
266,1,8,2,1,1,4,6
460,2,5,2,2,2,6,7
692,2,2,2,1,2,4,4
455,1,5,2,3,0,11,8
359,2,9,2,1,2,4,4
67,1,8,1,3,2,4,0
862,1,1,2,3,2,6,6
411,2,3,2,1,1,7,1
970,1,3,2,1,2,4,0
490,2,5,2,1,1,3,5
832,1,2,2,1,0,4,1
48,1,8,1,1,1,6,1
686,1,5,2,2,2,6,5
563,2,5,2,1,1,4,9
101,1,5,2,2,2,7,1
215,2,8,2,3,0,6,0
437,1,9,1,1,2,6,2
699,1,2,2,1,2,4,0
568,1,3,2,1,2,6,0
558,1,9,1,1,1,9,7
158,2,9,2,3,1,4,4
488,1,9,2,1,1,2,3
685,1,7,2,1,2,6,2
241,1,5,2,1,2,9,3
793,2,1,2,1,2,6,5
752,2,5,1,3,1,6,1
881,2,6,1,1,2,2,8
4,2,2,1,3,1,6,8
595,1,8,2,2,1,7,2
819,2,3,2,1,2,4,3
360,1,3,2,1,1,7,1
458,1,2,1,1,2,4,3
247,2,1,2,1,2,4,8
565,1,8,2,3,0,2,5
672,1,5,2,1,2,3,1
945,1,5,2,2,2,6,0
421,2,5,2,1,1,3,1
922,2,3,2,1,2,4,0
737,1,3,2,1,1,11,8
14,1,1,2,2,2,4,7
735,1,9,1,2,1,6,4
572,2,2,1,1,2,6,1
121,2,5,2,3,1,7,6
276,2,9,4,1,1,6,1
557,2,9,2,2,2,6,0
452,1,6,1,1,2,6,1
389,1,5,2,2,2,2,8
293,1,7,1,1,2,4,5
573,2,8,1,1,1,4,1
597,2,7,2,1,2,7,3
445,1,5,2,1,1,3,9
209,1,2,2,1,1,4,5
589,2,2,2,2,1,3,0
713,2,8,2,1,2,7,4
301,1,3,2,3,1,6,8
908,2,8,2,1,1,2,1
222,1,3,2,1,2,3,6
733,2,2,1,3,2,6,8
2,1,2,1,3,2,4,4
989,1,2,2,1,2,4,4
517,1,8,1,1,1,7,0
92,2,8,2,1,2,7,7
519,2,2,2,1,1,4,0
427,2,3,2,1,1,2,1
492,2,5,2,2,0,3,4
234,1,5,2,1,1,3,3
619,2,5,1,1,2,4,4
160,2,9,2,2,1,4,7
720,1,5,1,1,1,7,0
751,2,5,2,3,2,6,5
330,2,8,2,1,1,6,3
332,1,5,2,1,1,9,4
49,2,4,1,1,2,7,2
522,2,2,2,2,2,6,9
862,1,1,2,3,2,6,6
667,2,5,2,1,2,6,4
491,1,2,2,1,2,7,2
581,1,8,1,1,1,6,2
680,1,7,2,2,1,4,0
271,1,5,1,1,2,6,0
579,1,6,2,1,2,7,4
866,1,6,2,1,2,6,5
251,2,5,1,2,2,6,0
559,1,5,2,1,0,7,1
695,2,2,2,3,1,3,4
831,1,5,2,3,2,6,1
698,1,2,2,1,1,7,3
89,1,8,1,1,2,6,0
445,1,5,2,1,1,3,9
331,2,8,2,2,2,4,9
138,1,5,1,1,1,4,8
356,2,9,2,3,1,6,0
600,1,5,1,1,2,6,1
273,1,5,2,1,2,6,1
18,2,6,2,1,2,6,0
982,1,5,1,3,1,4,0
310,2,7,2,1,1,6,6
869,1,5,2,3,1,6,4
885,1,6,2,1,0,6,2
977,1,9,2,2,1,6,3
153,1,9,1,1,2,6,8
389,1,5,2,2,2,2,8
259,1,9,1,1,1,4,4
619,2,5,1,1,2,4,4
882,2,5,2,1,1,7,5
796,1,7,2,1,1,7,5
570,2,5,2,1,1,6,5
124,2,5,2,2,1,6,4
353,2,3,2,2,2,6,1
272,2,4,2,3,2,5,3
618,1,5,1,1,2,7,2
810,2,8,2,3,2,7,0
244,2,5,2,3,1,6,4
847,2,5,2,1,1,9,0
449,1,5,2,3,1,4,4
929,1,5,1,1,2,6,5
246,2,2,2,3,1,7,5
519,2,2,2,1,1,4,0
140,2,5,1,3,1,6,6
361,1,9,2,3,1,4,1
7,1,9,2,2,2,4,7
477,2,2,2,1,2,3,3
351,1,4,2,1,1,3,3
995,2,8,2,1,1,6,7
494,2,5,2,1,1,6,0
605,1,1,2,3,1,6,7
832,1,2,2,1,0,4,1
426,1,6,2,1,1,7,2
38,2,7,2,1,1,4,2
592,1,8,2,2,1,6,4
186,1,5,2,3,1,6,2
595,1,8,2,2,1,7,2
599,1,9,2,1,1,6,6
753,1,5,1,1,1,2,4
853,1,2,2,2,2,6,4
92,2,8,2,1,2,7,7
85,2,3,2,3,1,3,8
43,1,6,2,2,1,6,4
136,1,5,2,1,2,7,4
420,2,8,1,1,1,6,5
73,1,5,2,2,2,7,9
547,1,3,2,1,2,6,3
612,1,5,2,1,1,6,0
987,2,5,2,1,2,6,0
511,1,5,2,1,2,4,1
155,1,5,1,2,2,4,8
937,2,2,1,1,2,3,5
254,2,7,2,1,2,4,8
170,2,1,1,1,2,4,5
980,1,3,2,1,1,4,2
727,2,8,1,3,2,6,0
169,1,2,1,1,2,2,4
763,1,6,2,2,2,9,8
871,2,5,1,2,1,3,5
321,2,2,2,3,1,6,1
566,2,5,2,2,2,4,0
455,1,5,2,3,0,11,8
943,2,5,1,1,1,4,2
602,2,2,1,1,2,6,0
789,1,9,1,1,1,4,5
612,1,5,2,1,1,6,0
154,2,5,2,3,2,2,8
888,1,9,5,2,2,11,3
348,1,6,2,3,1,6,6
450,2,2,1,1,1,6,4
875,1,2,2,1,1,3,9
652,2,4,2,1,1,6,1
172,2,5,1,1,2,4,9
9,2,1,2,3,2,2,2
739,1,2,2,2,2,6,6
264,1,5,2,2,1,6,0
437,1,9,1,1,2,6,2
759,2,2,1,2,1,6,4
246,2,2,2,3,1,7,5
666,2,5,2,2,1,6,4
545,1,2,2,1,1,6,8
498,2,2,2,1,1,4,0
128,2,8,2,1,1,6,4
671,1,1,2,1,1,6,3
600,1,5,1,1,2,6,1
604,1,8,2,1,1,4,9
326,2,3,2,1,2,6,1
752,2,5,1,3,1,6,1
834,2,5,2,1,1,9,0
979,1,3,1,1,2,3,3
403,2,2,1,3,2,6,2
628,2,5,2,1,2,4,2
605,1,1,2,3,1,6,7
674,1,5,1,1,2,4,8
610,1,9,2,3,1,2,5
624,1,2,1,3,2,4,7
358,2,1,2,1,1,2,2
602,2,2,1,1,2,6,0
857,1,2,1,1,1,9,1
717,2,6,1,1,1,6,5
16,2,6,2,1,2,4,1
273,1,5,2,1,2,6,1
684,1,2,2,1,1,6,2
115,2,7,1,1,1,4,5
860,1,9,1,1,1,7,0
979,1,3,1,1,2,3,3
692,2,2,2,1,2,4,4
90,1,9,1,1,2,4,5
81,1,5,1,1,1,7,8
323,1,8,2,2,1,6,7
960,2,8,1,1,2,3,1
113,2,6,2,1,2,4,7
768,1,8,1,1,2,4,5
57,2,5,2,2,2,6,1
153,1,9,1,1,2,6,8
876,1,4,2,1,2,6,0
403,2,2,1,3,2,6,2
627,1,5,1,3,1,3,0
854,1,8,2,1,1,7,7
265,2,5,2,2,2,6,5
314,1,9,1,1,2,4,3
714,1,8,1,3,2,7,3
40,2,5,1,1,2,5,4
104,1,1,2,1,1,7,7
900,1,7,2,1,1,4,5
889,1,2,2,1,2,2,2
192,2,5,2,3,2,9,1
400,2,2,1,3,1,7,2
277,2,9,2,1,2,9,7
353,2,3,2,2,2,6,1
748,1,8,1,1,1,9,8
936,2,5,1,1,2,6,8
732,1,9,2,1,1,7,1
579,1,6,2,1,2,7,4
708,2,3,1,1,2,7,9
255,1,2,2,1,1,6,5
650,2,1,2,1,1,6,5
823,2,5,2,1,2,4,1
946,2,2,2,1,2,4,4
660,1,8,2,1,2,6,8
98,2,5,2,2,2,7,0
587,2,5,2,1,1,11,9
281,2,2,1,3,1,10,8
882,2,5,2,1,1,7,5
402,1,2,1,2,1,7,1
108,1,1,2,1,2,4,0
699,1,2,2,1,2,4,0
198,2,3,2,1,2,2,1
302,1,7,2,1,2,9,7
326,2,3,2,1,2,6,1
153,1,9,1,1,2,6,8
551,1,2,2,1,2,7,1
644,2,4,2,1,2,7,0
404,2,7,2,2,1,11,7
461,2,9,2,1,1,5,7
131,2,6,2,1,1,6,0
790,1,5,2,1,1,3,6
873,1,8,1,1,2,6,9
83,1,4,2,1,2,6,4
398,2,5,1,1,1,4,4
753,1,5,1,1,1,2,4
627,1,5,1,3,1,3,0
108,1,1,2,1,2,4,0
220,2,5,1,3,2,6,0
903,1,5,1,1,2,6,5
552,2,6,2,1,1,6,6
367,1,2,1,1,1,6,3
146,2,9,2,1,2,4,7
111,1,3,2,1,2,3,0
614,2,5,1,1,1,4,3
557,2,9,2,2,2,6,0
923,2,5,1,1,1,7,8
493,2,7,2,3,1,2,5
504,1,3,1,3,0,7,7
474,1,6,2,1,1,4,0
835,2,2,2,1,1,5,1
889,1,2,2,1,2,2,2
270,2,5,2,3,1,2,5
994,1,2,2,1,1,7,8
420,2,8,1,1,1,6,5
896,1,7,2,1,1,6,6
706,1,5,1,1,2,7,2
366,1,2,2,1,1,10,1
279,1,7,2,2,1,7,5
282,1,6,2,1,2,2,0
39,2,8,2,3,2,7,1
958,1,5,2,1,2,4,4
188,2,5,2,1,1,7,0
163,2,8,1,1,2,4,5
993,2,6,2,3,2,3,0
988,2,6,2,1,2,6,3
535,2,2,2,3,1,2,5
535,2,2,2,3,1,2,5
3,2,8,2,2,1,4,0
834,2,5,2,1,1,9,0
289,2,3,1,1,2,4,4
952,2,9,1,1,1,7,3
432,2,3,2,1,1,4,0
470,2,5,1,3,1,10,4
180,2,9,2,1,1,6,0
247,2,1,2,1,2,4,8
627,1,5,1,3,1,3,0
278,1,5,2,2,2,7,6
876,1,4,2,1,2,6,0
580,2,5,1,1,2,3,6
862,1,1,2,3,2,6,6
253,2,8,4,2,1,6,0
180,2,9,2,1,1,6,0
829,1,5,2,1,1,1,5
680,1,7,2,2,1,4,0
824,1,5,2,1,2,6,8
508,1,8,1,1,1,6,0
760,1,5,2,1,1,6,9
699,1,2,2,1,2,4,0
565,1,8,2,3,0,2,5
325,2,9,1,1,2,6,2
356,2,9,2,3,1,6,0
824,1,5,2,1,2,6,8
649,2,5,2,1,1,9,0
679,1,3,2,1,1,4,5
390,1,2,2,2,1,3,2
614,2,5,1,1,1,4,3
933,2,7,1,1,1,12,1
84,1,5,1,1,2,7,5
316,1,5,1,1,1,7,5
211,2,9,2,3,2,6,2
514,2,6,1,3,2,4,6
383,1,5,2,3,2,4,2
690,2,3,1,1,1,2,1
341,1,3,2,1,1,2,0
814,1,2,1,3,2,7,5
963,2,3,2,1,2,6,2
987,2,5,2,1,2,6,0
843,2,5,2,1,1,7,1
37,2,4,2,1,1,7,6
510,1,2,2,1,1,6,5
419,2,6,2,3,1,6,5
750,1,7,1,1,1,6,5
168,2,9,2,2,2,4,1
964,2,3,2,1,2,6,6
908,2,8,2,1,1,2,1
342,1,1,1,1,1,6,8
825,1,2,2,1,1,4,5
305,1,2,1,1,1,6,5
541,1,6,2,1,1,4,8
701,2,2,1,1,1,6,7
868,2,7,1,2,1,6,8
536,1,5,1,3,1,7,3
111,1,3,2,1,2,3,0
410,2,8,1,3,2,7,1
946,2,2,2,1,2,4,4
205,1,5,2,3,2,6,3
184,1,2,2,1,2,6,1
381,1,1,1,2,1,4,0
495,1,5,2,1,1,6,4
378,2,9,2,1,1,6,9
46,2,8,2,1,1,6,0
885,1,6,2,1,0,6,2
739,1,2,2,2,2,6,6
550,2,5,2,1,1,7,2
527,2,4,2,3,2,6,6
503,1,6,2,1,2,6,6
21,2,5,2,1,1,12,5
212,1,5,2,1,2,6,2
309,1,9,1,3,2,4,3
660,1,8,2,1,2,6,8
967,1,3,1,1,1,6,1
752,2,5,1,3,1,6,1
271,1,5,1,1,2,6,0
570,2,5,2,1,1,6,5
798,1,2,2,1,2,7,8
937,2,2,1,1,2,3,5
201,1,1,2,3,2,7,7
31,1,2,2,1,2,6,8
442,2,6,1,2,1,4,2
161,1,8,1,1,2,6,6
766,1,6,2,1,2,6,3
253,2,8,4,2,1,6,0
520,2,5,2,1,1,2,1
976,1,5,1,1,1,4,3
650,2,1,2,1,1,6,5
479,2,6,1,1,2,6,8
9,2,1,2,3,2,2,2
725,2,1,2,1,1,6,2
504,1,3,1,3,0,7,7
784,2,9,2,2,2,6,2
835,2,2,2,1,1,5,1
559,1,5,2,1,0,7,1
435,1,8,2,2,2,4,0
110,2,5,2,3,2,2,2
152,1,5,2,1,1,7,3
634,1,8,1,3,2,4,5
916,1,5,2,2,1,7,1
868,2,7,1,2,1,6,8
101,1,5,2,2,2,7,1
752,2,5,1,3,1,6,1
832,1,2,2,1,0,4,1
190,2,6,1,1,1,3,1
728,1,9,2,3,1,3,1
562,2,5,1,1,2,7,0
803,1,2,1,3,2,7,1
80,1,2,2,1,1,6,1
488,1,9,2,1,1,2,3
894,1,3,1,2,1,2,7
87,1,2,2,2,1,7,3
193,1,8,1,1,1,6,8
103,1,3,2,1,2,4,8
782,1,2,1,1,1,6,3
95,2,5,2,1,1,2,2
422,2,1,1,2,2,11,5
890,2,4,2,2,0,6,0
197,2,2,2,2,1,6,7
0,1,5,2,2,2,2,1
406,1,2,2,1,2,6,4
377,1,9,2,1,2,2,2
166,2,2,1,1,2,5,5
508,1,8,1,1,1,6,0
637,2,3,1,1,1,6,0
312,2,6,2,3,2,7,3
592,1,8,2,2,1,6,4
417,1,5,2,1,2,3,0
762,1,2,2,1,2,4,4
680,1,7,2,2,1,4,0
476,1,8,2,1,2,6,1
72,1,2,2,1,1,4,5
140,2,5,1,3,1,6,6
581,1,8,1,1,1,6,2
261,1,9,1,1,2,6,1
339,1,8,1,1,1,3,3
307,1,4,1,2,1,6,0
244,2,5,2,3,1,6,4
514,2,6,1,3,2,4,6
336,1,2,2,1,2,7,5
574,1,5,2,1,1,6,7
560,2,2,2,2,1,4,3
75,2,5,2,1,2,6,0
879,1,3,2,1,2,6,4
174,1,4,1,2,1,4,4
108,1,1,2,1,2,4,0
182,1,2,1,3,2,4,6
191,1,5,2,1,0,7,2
64,2,1,1,2,1,6,1
848,1,9,1,3,2,4,2
962,1,7,2,2,1,3,1
473,1,9,2,1,1,3,3
782,1,2,1,1,1,6,3
99,1,6,2,1,1,6,0
543,1,9,1,1,1,6,7
863,2,2,2,1,1,6,7
127,1,3,2,2,1,6,1
451,1,7,1,1,2,4,8
913,1,5,1,1,1,6,5
368,2,3,1,1,2,4,3
850,1,2,2,1,1,6,0
42,1,5,2,1,2,4,5
883,2,1,1,1,1,6,0
418,1,8,2,1,1,7,1
487,2,5,1,2,2,9,1
77,1,7,1,1,2,4,6
825,1,2,2,1,1,4,5
800,1,8,1,2,1,4,4
269,1,5,1,3,2,6,9
673,2,9,1,1,1,4,9
700,2,6,1,2,1,6,4
758,1,5,2,1,2,7,0
899,1,6,1,3,1,6,5
727,2,8,1,3,2,6,0
314,1,9,1,1,2,4,3
924,1,5,1,3,1,5,3
850,1,2,2,1,1,6,0
901,2,2,2,3,2,6,5
888,1,9,5,2,2,11,3
992,1,3,1,1,2,4,2
944,1,9,1,2,2,6,2
167,2,7,1,1,2,6,1
338,1,9,2,2,1,6,5
192,2,5,2,3,2,9,1
452,1,6,1,1,2,6,1
282,1,6,2,1,2,2,0
335,1,5,2,1,1,6,2
389,1,5,2,2,2,2,8
999,1,2,4,1,1,3,1
524,1,9,1,1,1,4,2
239,1,2,2,1,1,4,1
831,1,5,2,3,2,6,1
957,1,5,2,1,1,6,0
482,1,9,2,1,1,6,1
658,1,9,2,1,1,7,5
715,2,9,2,2,1,2,5
591,2,8,2,3,2,4,0
890,2,4,2,2,0,6,0
554,2,7,6,3,1,7,2
457,1,2,2,1,1,6,2
88,1,5,2,1,2,2,1
659,1,5,2,1,1,6,0
94,1,9,2,1,2,5,7
451,1,7,1,1,2,4,8
427,2,3,2,1,1,2,1
150,2,5,1,1,2,6,3
513,2,1,1,2,1,11,3
375,2,1,2,3,2,7,1
21,2,5,2,1,1,12,5
882,2,5,2,1,1,7,5
312,2,6,2,3,2,7,3
996,1,2,2,1,1,6,0
839,2,5,2,1,2,6,4
518,1,2,2,2,1,6,0
205,1,5,2,3,2,6,3
951,1,7,2,1,1,7,5
374,2,8,2,2,1,2,2
450,2,2,1,1,1,6,4
625,1,5,2,2,2,2,8
783,2,8,2,1,1,6,0
594,2,5,2,1,1,6,3
178,1,1,2,2,0,11,5
209,1,2,2,1,1,4,5
499,1,7,2,3,1,7,2
463,2,3,2,1,1,6,4
839,2,5,2,1,2,6,4
123,2,6,2,1,1,4,3
992,1,3,1,1,2,4,2
112,2,7,1,1,1,6,4
11,2,8,2,3,2,1,9
125,1,7,2,3,1,6,1
564,1,5,2,3,1,6,0
330,2,8,2,1,1,6,3
900,1,7,2,1,1,4,5
282,1,6,2,1,2,2,0
139,2,2,2,1,2,7,3
400,2,2,1,3,1,7,2
901,2,2,2,3,2,6,5
96,1,6,2,1,1,7,2
516,2,9,1,1,2,4,0
568,1,3,2,1,2,6,0
923,2,5,1,1,1,7,8
845,2,9,1,1,2,6,1
68,1,7,2,1,1,7,2
117,1,5,1,1,2,7,7
887,2,1,2,1,2,4,1
58,1,9,2,1,2,7,4
32,2,2,1,1,2,2,4
317,1,5,1,1,1,7,3
49,2,4,1,1,2,7,2
879,1,3,2,1,2,6,4
488,1,9,2,1,1,2,3
18,2,6,2,1,2,6,0
725,2,1,2,1,1,6,2
196,2,8,2,2,1,2,2
890,2,4,2,2,0,6,0
449,1,5,2,3,1,4,4
989,1,2,2,1,2,4,4
558,1,9,1,1,1,9,7
678,1,5,2,3,1,7,1
451,1,7,1,1,2,4,8
288,2,2,1,2,2,6,2
140,2,5,1,3,1,6,6
83,1,4,2,1,2,6,4
693,2,5,1,1,1,6,1
390,1,2,2,2,1,3,2
590,2,6,1,1,1,7,4
214,2,5,2,1,1,3,0
525,1,1,1,3,1,6,2
214,2,5,2,1,1,3,0
402,1,2,1,2,1,7,1
127,1,3,2,2,1,6,1
821,1,9,2,1,1,4,8
476,1,8,2,1,2,6,1
759,2,2,1,2,1,6,4
403,2,2,1,3,2,6,2
28,2,2,2,1,1,4,6
791,1,5,2,1,1,6,5
337,2,2,2,1,1,6,2
830,2,4,2,1,1,7,3
713,2,8,2,1,2,7,4
360,1,3,2,1,1,7,1
568,1,3,2,1,2,6,0
391,2,9,1,1,1,7,1
217,2,8,1,3,1,4,2
573,2,8,1,1,1,4,1
668,1,4,1,2,1,4,0
201,1,1,2,3,2,7,7
16,2,6,2,1,2,4,1
321,2,2,2,3,1,6,1
517,1,8,1,1,1,7,0
569,1,5,2,1,2,6,9
324,1,5,2,1,2,6,1
411,2,3,2,1,1,7,1
317,1,5,1,1,1,7,3
680,1,7,2,2,1,4,0
964,2,3,2,1,2,6,6
81,1,5,1,1,1,7,8
473,1,9,2,1,1,3,3
467,1,2,6,1,1,12,0
424,1,3,2,1,1,7,7
944,1,9,1,2,2,6,2
730,1,4,2,3,1,12,2
688,2,2,1,1,1,6,1
203,1,8,2,3,1,6,1
582,1,5,2,1,2,6,2
386,1,6,1,1,1,6,2
777,1,8,2,1,1,7,0
97,2,9,1,1,1,6,2
344,1,5,1,1,2,4,1
802,1,4,2,1,2,4,6
207,1,8,2,1,1,6,1
513,2,1,1,2,1,11,3
635,2,2,2,1,2,6,7
791,1,5,2,1,1,6,5
585,1,3,1,1,2,6,4
165,1,3,2,1,2,6,7
21,2,5,2,1,1,12,5
153,1,9,1,1,2,6,8
938,2,2,1,1,1,7,1
438,1,8,2,1,1,6,1
294,2,1,2,1,1,4,1
218,1,9,1,3,1,2,9
668,1,4,1,2,1,4,0
494,2,5,2,1,1,6,0
229,1,5,2,1,1,6,1
19,1,2,1,1,2,3,4
986,2,2,2,1,1,4,0
552,2,6,2,1,1,6,6
949,2,6,2,1,1,4,2
147,1,5,2,1,2,6,4
107,2,2,2,3,1,4,1
402,1,2,1,2,1,7,1
595,1,8,2,2,1,7,2
482,1,9,2,1,1,6,1
366,1,2,2,1,1,10,1
833,1,2,1,1,2,6,7
413,2,8,2,1,2,6,2
308,2,9,2,1,2,6,6
801,1,5,2,3,1,6,4
917,2,3,1,1,2,7,1
834,2,5,2,1,1,9,0
133,2,7,1,1,2,4,1
718,1,2,2,2,2,7,5
282,1,6,2,1,2,2,0
777,1,8,2,1,1,7,0
72,1,2,2,1,1,4,5
480,2,5,2,1,2,2,1
351,1,4,2,1,1,3,3
559,1,5,2,1,0,7,1
325,2,9,1,1,2,6,2
744,1,1,2,1,1,4,1
442,2,6,1,2,1,4,2
99,1,6,2,1,1,6,0
58,1,9,2,1,2,7,4
507,2,5,1,1,1,7,1
257,2,8,1,2,2,6,2
412,2,5,1,3,1,7,1
451,1,7,1,1,2,4,8
64,2,1,1,2,1,6,1
594,2,5,2,1,1,6,3
153,1,9,1,1,2,6,8
984,1,6,2,2,1,7,9
265,2,5,2,2,2,6,5
820,2,5,1,1,1,6,7
78,2,7,1,2,1,6,9
314,1,9,1,1,2,4,3
661,2,1,2,2,0,6,4
946,2,2,2,1,2,4,4
559,1,5,2,1,0,7,1
916,1,5,2,2,1,7,1
890,2,4,2,2,0,6,0
247,2,1,2,1,2,4,8
789,1,9,1,1,1,4,5
867,1,5,2,1,1,6,2
609,1,9,1,3,2,6,2
413,2,8,2,1,2,6,2
24,1,2,1,1,1,6,0
283,2,8,1,3,1,4,9
448,2,8,2,1,1,6,4
880,2,9,2,3,1,6,9
300,1,1,2,3,2,4,0
67,1,8,1,3,2,4,0
6,2,4,2,1,1,4,4
816,1,4,2,1,2,6,7
136,1,5,2,1,2,7,4
163,2,8,1,1,2,4,5
82,1,2,1,1,0,4,1
896,1,7,2,1,1,6,6
649,2,5,2,1,1,9,0
419,2,6,2,3,1,6,5
72,1,2,2,1,1,4,5
236,2,2,2,1,2,6,2
45,1,7,2,1,1,4,0
617,1,4,1,1,1,2,0
927,1,2,2,3,2,4,5
799,1,2,2,2,2,6,5
261,1,9,1,1,2,6,1
175,2,8,1,2,2,7,5
165,1,3,2,1,2,6,7
656,2,3,1,3,1,3,2
841,2,5,1,1,1,6,9
369,2,2,2,3,1,6,5
794,2,7,2,2,2,6,9
53,2,5,2,1,2,3,7
689,1,1,2,3,1,6,9
418,1,8,2,1,1,7,1
755,1,2,2,2,1,4,0
506,1,5,2,1,2,3,7
340,1,2,2,1,1,4,1
126,2,5,1,1,2,7,9
408,1,1,1,3,1,3,1
923,2,5,1,1,1,7,8
366,1,2,2,1,1,10,1
270,2,5,2,3,1,2,5
643,2,2,2,2,2,6,1
604,1,8,2,1,1,4,9
378,2,9,2,1,1,6,9
72,1,2,2,1,1,4,5
922,2,3,2,1,2,4,0
921,2,5,1,2,1,6,1
914,2,3,2,1,2,7,8
247,2,1,2,1,2,4,8
859,2,2,2,1,0,4,4
784,2,9,2,2,2,6,2
42,1,5,2,1,2,4,5
376,2,5,2,3,2,6,3
40,2,5,1,1,2,5,4
169,1,2,1,1,2,2,4
945,1,5,2,2,2,6,0
211,2,9,2,3,2,6,2
