,RAC1P,SEX,EDU,PINCP_DECILE,HOUSING_TYPE,MSP,OWN_RENT
6652,9,2,3,3,2,4,1
6653,1,2,10,7,2,2,0
6654,1,1,3,7,1,6,1
6655,1,1,7,7,2,4,0
6656,6,1,1,4,1,4,1
6657,1,1,4,0,3,2,1
6658,1,2,5,3,1,5,2
6659,1,1,2,6,1,3,1
6660,2,2,5,6,1,1,0
6661,2,2,7,5,1,4,1
6662,1,1,4,6,2,4,0
6663,1,1,1,0,1,4,1
6664,1,1,2,5,1,6,1
6665,1,1,4,2,1,1,1
6666,6,2,2,4,2,1,0
6667,1,2,5,0,1,1,0
6668,1,1,4,2,1,6,0
6669,9,2,7,5,1,1,1
6670,1,1,3,1,1,1,1
6671,1,1,7,5,1,4,0
6672,1,2,7,5,1,6,0
6673,1,1,2,2,1,1,1
6674,1,1,4,0,3,3,1
6675,1,2,2,4,3,5,0
6676,2,2,3,6,1,2,0
6677,2,1,10,3,1,4,2
6678,6,1,10,7,3,1,1
6679,1,1,5,3,1,1,1
6680,1,1,4,7,1,5,0
6681,9,2,10,8,3,6,1
6682,1,1,4,3,1,4,1
6683,2,2,4,5,1,6,0
6684,1,2,2,7,1,3,0
6685,1,1,9,5,3,2,0
6686,6,2,5,0,1,1,1
6687,1,1,9,1,1,1,2
6688,3,2,6,3,1,3,0
6689,1,2,5,5,1,2,2
6690,1,2,5,1,1,2,2
6691,4,2,5,2,1,2,2
6692,1,1,6,3,1,1,1
6693,1,2,2,3,1,3,0
6694,5,2,7,8,1,3,2
6695,1,1,5,5,1,1,0
6696,1,2,9,5,1,1,1
6697,8,2,4,4,1,2,1
6698,6,1,7,4,2,4,1
6699,9,1,3,4,1,1,1
6700,2,2,5,5,1,2,1
6701,1,1,2,4,1,1,1
6702,1,1,2,1,1,6,1
6703,1,2,3,2,2,6,2
6704,2,1,5,3,1,6,0
6705,1,1,8,0,2,2,0
6706,6,1,6,8,1,1,1
6707,1,1,7,6,3,3,0
6708,2,2,3,1,3,6,2
6709,2,1,3,3,2,4,0
6710,1,1,4,2,3,1,2
6711,2,2,4,1,1,1,2
6712,9,2,8,5,1,1,1
6713,1,2,9,7,1,1,1
6714,1,2,6,7,2,6,0
6715,8,1,11,0,1,5,2
6716,1,1,9,6,1,4,0
6717,1,1,9,2,1,3,0
6718,1,2,3,2,3,1,0
6719,9,1,4,0,1,4,0
6720,8,1,7,7,1,2,1
6721,5,1,4,0,2,6,0
6722,1,1,3,0,2,4,0
6723,1,1,2,1,1,6,1
6724,2,2,4,0,2,1,1
6725,8,1,2,3,1,3,2
6726,6,1,6,3,1,1,0
6727,9,1,9,5,3,1,1
6728,9,2,7,2,1,6,1
6729,1,2,12,2,3,1,0
6730,1,1,5,3,2,6,0
6731,1,1,8,1,2,3,0
6732,1,2,7,5,1,1,1
6733,1,2,2,8,1,2,1
6734,1,2,4,5,1,6,1
6735,5,1,1,3,1,4,2
6736,5,2,7,1,1,1,0
6737,9,2,10,5,1,6,0
6738,1,1,4,7,1,2,0
6739,1,2,4,2,1,1,0
6740,6,1,5,4,2,3,0
6741,1,1,5,5,1,1,1
6742,4,1,3,7,1,4,1
6743,1,2,5,2,1,6,0
6744,1,2,2,4,1,5,1
6745,1,1,5,7,1,5,0
6746,1,1,6,3,2,1,0
6747,1,1,4,2,3,1,1
6748,1,2,5,2,1,6,0
6749,2,2,4,5,1,2,0
6750,8,1,6,7,1,3,1
6751,1,1,3,1,1,1,1
6752,1,1,7,0,1,5,2
6753,2,2,4,2,2,1,0
6754,1,2,5,4,3,6,0
6755,1,1,5,3,1,2,2
6756,5,2,4,2,1,6,0
6757,1,2,2,5,1,2,1
6758,1,2,3,2,1,3,1
6759,1,2,2,3,1,3,1
6760,1,1,9,7,1,1,1
6761,2,2,8,1,1,1,1
6762,2,2,3,3,1,2,1
6763,1,1,8,8,2,6,0
6764,9,2,10,6,1,6,2
6765,1,1,8,6,1,2,0
6766,1,1,6,4,1,1,0
6767,1,1,9,2,1,4,0
6768,1,1,7,3,1,3,0
6769,7,1,4,3,3,1,0
6770,2,2,5,7,1,1,0
6771,7,1,6,4,1,5,2
6772,1,2,3,2,1,3,1
6773,1,2,5,5,1,6,0
6774,1,2,5,7,1,6,1
6775,8,1,12,7,3,6,1
6776,2,2,7,4,1,4,2
6777,2,2,12,4,1,1,2
6778,1,1,4,4,1,1,1
6779,2,2,5,2,2,2,0
6780,1,1,1,0,1,2,1
6781,2,1,11,2,1,1,0
6782,9,1,5,8,2,1,0
6783,2,1,2,1,1,1,0
6784,1,2,2,1,2,5,1
6785,1,2,10,5,1,4,2
6786,1,1,9,0,3,1,0
6787,1,1,1,0,1,3,1
6788,1,1,6,9,2,1,1
6789,9,2,3,0,1,1,1
6790,1,2,11,4,1,2,1
6791,2,2,6,0,2,5,2
6792,1,1,2,0,3,4,0
6793,1,1,5,0,1,5,0
6794,1,1,5,1,1,1,2
6795,1,1,5,7,1,4,2
6796,1,2,7,2,1,4,0
6797,1,1,2,2,1,5,1
6798,1,1,7,6,1,6,0
6799,1,1,4,5,2,4,0
6800,1,2,10,6,1,6,0
6801,1,2,4,2,3,6,2
6802,8,1,8,0,2,4,0
6803,1,1,1,0,1,2,1
6804,2,2,3,3,2,3,2
6805,1,2,10,2,1,2,1
6806,1,1,6,3,1,4,2
6807,1,2,4,4,3,2,0
6808,1,2,6,2,1,1,1
6809,1,2,4,8,2,6,0
6810,1,1,9,3,3,5,0
6811,1,1,7,2,1,4,0
6812,1,1,3,3,1,1,0
6813,2,2,5,4,1,2,1
6814,2,2,7,8,1,5,0
6815,9,2,7,1,1,1,1
6816,1,2,6,6,1,1,0
6817,1,2,2,0,2,4,0
6818,1,1,8,2,1,3,2
6819,9,2,8,9,3,2,0
6820,1,2,7,4,1,5,1
6821,1,1,5,3,3,4,0
6822,2,2,5,5,1,3,1
6823,4,2,3,5,1,3,2
6824,1,1,9,3,1,3,0
6825,1,1,5,2,1,3,0
6826,6,1,3,9,2,6,1
6827,1,1,5,3,1,4,2
6828,1,1,5,0,1,2,1
6829,1,1,3,6,1,2,0
6830,1,2,10,4,1,1,1
6831,9,2,9,7,1,4,1
6832,2,2,2,0,2,3,0
6833,1,2,1,0,1,5,0
6834,1,2,1,0,1,5,0
6835,2,2,4,2,2,3,1
6836,2,1,4,3,1,1,0
6837,2,2,4,3,1,5,1
6838,2,1,11,8,1,1,0
6839,2,2,2,2,3,2,1
6840,9,2,7,4,1,6,1
6841,1,2,5,1,1,3,2
6842,7,2,2,5,3,6,0
6843,1,2,3,2,3,4,0
6844,1,1,4,7,3,5,0
6845,9,1,9,7,2,4,0
6846,1,2,1,5,1,1,0
6847,1,1,7,8,1,3,1
6848,1,2,4,5,2,1,0
6849,1,2,7,4,1,1,1
6850,1,2,2,7,1,5,0
6851,1,1,10,3,1,4,1
6852,1,2,9,5,1,6,0
6853,1,1,10,6,1,5,2
6854,1,1,3,1,2,3,0
6855,1,1,3,1,2,5,2
6856,1,2,4,5,2,3,0
6857,2,1,3,3,1,5,1
6858,1,1,4,5,1,6,1
6859,1,1,7,5,1,2,0
6860,1,2,2,2,3,6,0
6861,1,2,5,2,1,3,0
6862,2,2,4,1,2,1,0
6863,1,2,3,0,1,3,1
6864,6,2,6,6,3,4,1
6865,9,2,9,0,3,1,0
6866,1,1,3,1,1,2,1
6867,6,1,7,5,1,1,2
6868,1,1,2,4,2,6,2
6869,2,1,4,1,1,1,1
6870,2,1,3,5,3,4,1
6871,9,2,2,0,2,4,0
6872,2,2,5,7,1,5,1
6873,1,1,7,0,1,2,1
6874,2,1,4,1,1,5,0
6875,1,1,5,0,2,6,0
6876,1,2,2,0,3,5,0
6877,2,2,4,3,2,3,1
6878,8,2,4,3,3,5,0
6879,1,2,10,2,1,1,1
6880,1,2,4,1,1,6,0
6881,4,2,6,1,2,3,1
6882,6,2,7,8,1,3,0
6883,2,2,5,0,1,1,0
6884,1,2,5,4,1,3,1
6885,2,1,7,3,2,6,0
6886,1,1,3,1,3,1,0
6887,1,2,5,3,1,4,0
6888,8,2,4,4,1,3,0
6889,3,1,2,2,1,5,1
6890,2,1,9,4,1,2,1
6891,1,1,4,2,1,1,1
6892,1,2,3,0,1,2,1
6893,2,1,3,5,1,1,0
6894,2,1,1,4,1,1,0
6895,1,2,3,4,1,3,1
6896,8,2,4,8,2,1,0
6897,1,2,3,1,2,3,0
6898,3,2,3,2,1,4,1
6899,1,2,10,2,3,1,0
6900,1,1,6,2,1,1,1
6901,6,2,1,2,1,1,0
6902,1,2,4,8,1,3,0
6903,1,2,3,1,1,5,0
6904,2,1,2,2,2,4,1
6905,3,1,6,8,2,4,0
6906,1,2,5,5,1,2,0
6907,1,1,10,0,1,2,0
6908,1,1,4,1,2,1,2
6909,7,2,7,0,2,2,1
6910,1,1,2,2,2,1,0
6911,9,2,1,0,1,2,0
6912,1,1,8,2,1,1,2
6913,1,2,1,3,1,1,0
6914,1,2,2,4,2,1,0
6915,5,2,5,1,1,2,1
6916,2,1,3,2,1,1,0
6917,1,1,1,6,3,1,0
6918,1,1,4,0,1,6,1
6919,9,1,4,1,2,2,2
6920,1,1,7,2,2,6,1
6921,1,1,6,1,2,1,1
6922,1,2,5,8,1,5,1
6923,1,2,5,7,1,6,0
6924,1,2,5,5,2,3,2
6925,2,1,7,7,1,1,1
6926,8,1,5,4,1,2,1
6927,5,1,11,6,3,1,0
6928,2,1,3,8,1,1,0
6929,1,1,7,1,1,1,1
6930,9,1,5,3,2,2,0
6931,6,2,4,1,1,2,1
6932,1,1,3,2,3,1,0
6933,2,2,4,9,1,1,0
6934,1,2,5,9,1,6,0
6935,1,2,5,7,1,1,0
6936,1,1,8,9,1,1,1
6937,1,2,2,4,1,1,1
6938,1,1,3,1,1,1,0
6939,1,1,6,1,1,5,2
6940,5,1,5,1,1,1,1
6941,1,2,4,4,3,3,1
6942,8,1,4,6,2,4,0
6943,8,1,12,6,2,5,1
6944,1,1,3,9,1,5,2
6945,1,2,5,7,2,3,2
6946,1,1,3,1,1,5,1
6947,1,2,5,3,3,1,1
6948,8,2,7,3,1,3,1
6949,1,2,3,4,1,2,1
6950,1,1,6,5,2,6,1
6951,2,2,7,6,3,4,2
6952,1,1,9,6,1,1,2
6953,1,2,12,2,1,1,2
6954,1,1,8,2,1,4,1
6955,5,1,4,1,2,4,1
6956,2,2,3,0,3,2,2
6957,1,2,5,5,3,4,2
6958,1,2,6,1,1,3,1
6959,1,2,5,5,1,2,1
6960,1,1,7,6,1,4,2
6961,1,2,10,6,1,4,0
6962,9,1,12,7,1,2,2
6963,1,1,5,9,1,3,0
6964,1,2,3,4,1,1,0
6965,1,2,10,5,1,5,1
6966,1,2,4,5,1,4,0
6967,1,2,10,2,2,5,0
6968,1,2,7,3,1,3,2
6969,1,1,3,2,2,2,0
6970,1,2,1,3,1,1,1
6971,1,2,8,5,1,1,0
6972,8,2,3,3,1,1,0
6973,1,2,4,0,1,1,1
6974,8,1,2,3,1,5,2
6975,1,2,3,0,1,2,0
6976,6,2,7,4,2,1,1
6977,2,1,3,1,1,6,0
6978,1,2,7,3,1,3,0
6979,6,1,5,6,1,1,2
6980,6,2,9,3,1,6,2
6981,1,2,8,4,1,3,1
6982,1,2,2,0,1,6,1
6983,5,1,5,4,1,2,2
6984,1,1,9,4,1,1,0
6985,1,2,4,2,1,1,2
6986,1,1,2,0,2,1,1
6987,9,2,2,1,1,2,0
6988,2,2,9,8,1,6,2
6989,6,2,5,0,1,6,2
6990,1,1,5,1,1,1,2
6991,7,2,4,1,1,4,0
6992,6,2,6,6,1,4,1
6993,9,2,5,6,1,6,1
6994,5,1,3,6,1,1,1
6995,1,1,9,2,2,4,2
6996,1,2,5,1,1,6,1
6997,2,1,6,1,1,1,1
6998,1,1,2,5,1,1,0
6999,6,1,6,4,1,3,1
7000,6,2,5,1,1,2,1
7001,1,1,8,3,2,5,2
7002,1,2,3,1,1,2,1
7003,1,1,8,4,1,1,0
7004,1,1,5,7,1,1,0
7005,1,2,7,2,1,1,2
7006,2,1,8,3,1,1,1
7007,1,2,8,1,3,2,0
7008,6,2,7,6,1,6,2
7009,8,2,5,7,1,1,1
7010,1,1,3,1,1,1,1
7011,1,2,6,6,1,1,1
7012,1,1,6,4,1,1,0
7013,1,2,10,2,3,1,0
7014,1,1,12,3,1,1,0
7015,5,2,4,2,3,6,2
7016,1,2,2,1,2,3,0
7017,1,2,4,3,3,1,1
7018,1,1,4,2,1,4,1
7019,9,1,3,0,1,1,1
7020,4,2,4,1,3,1,0
7021,4,2,7,6,1,6,0
7022,1,1,1,1,1,1,0
7023,1,2,2,1,2,3,0
7024,4,1,6,3,1,4,1
7025,1,2,2,4,3,2,0
7026,9,2,6,4,2,3,0
7027,1,1,7,5,1,1,0
7028,2,1,2,4,3,1,1
7029,5,1,5,4,2,6,0
7030,2,1,7,3,1,1,2
7031,1,2,7,5,1,5,1
7032,3,1,3,3,1,6,1
7033,7,1,9,6,3,6,2
7034,1,1,4,8,1,3,0
7035,2,2,4,9,1,6,0
7036,1,1,1,2,1,5,2
7037,1,2,4,6,2,2,0
7038,1,2,3,7,3,1,1
7039,6,1,9,5,1,1,0
7040,1,1,5,4,1,1,1
7041,6,1,10,0,2,1,1
7042,1,1,5,4,2,2,1
7043,1,2,7,9,1,1,0
7044,1,1,3,2,3,3,0
7045,1,1,5,4,1,4,1
7046,2,2,8,6,1,1,0
7047,2,2,1,0,2,2,0
7048,8,1,3,3,1,5,0
7049,1,2,9,2,1,1,1
7050,5,2,2,5,3,2,0
7051,1,2,3,4,1,5,1
7052,1,1,5,8,1,2,0
7053,1,2,2,3,1,1,1
7054,1,1,3,2,2,5,1
7055,1,2,7,4,2,5,1
7056,5,1,6,1,1,1,2
7057,1,2,6,2,2,3,1
7058,1,2,9,4,3,3,2
7059,6,1,4,3,2,5,0
7060,1,1,6,3,1,1,0
7061,1,1,3,4,3,1,2
7062,1,2,10,9,3,1,0
7063,2,2,5,5,1,6,2
7064,1,2,2,3,1,2,1
7065,1,1,1,1,1,1,1
7066,1,2,7,4,1,1,0
7067,1,1,8,0,2,6,2
7068,1,2,7,7,1,2,1
7069,2,2,6,4,1,6,2
7070,3,2,7,7,3,6,1
7071,5,2,10,1,3,5,1
7072,6,2,8,0,1,3,0
7073,2,1,5,3,1,2,1
7074,1,2,7,3,2,1,1
7075,1,1,2,3,2,4,1
7076,1,2,9,2,3,2,1
7077,1,2,6,0,1,1,0
7078,3,1,6,6,1,1,1
7079,7,2,8,4,1,2,1
7080,1,2,4,1,3,1,0
7081,8,1,6,7,1,1,2
7082,3,1,3,2,1,6,0
7083,1,2,12,1,1,1,1
7084,2,2,1,3,1,5,1
7085,1,2,3,1,2,3,2
7086,1,1,7,1,2,4,0
7087,2,1,3,2,2,2,2
7088,1,2,11,4,3,2,0
7089,1,2,4,6,1,3,0
7090,8,2,7,9,1,3,1
7091,1,2,7,2,1,1,1
7092,9,1,5,5,1,1,0
7093,2,2,3,0,3,2,1
7094,1,1,4,7,3,1,0
7095,6,2,7,3,1,1,1
7096,6,1,1,4,1,1,0
7097,8,2,7,1,1,1,2
7098,2,2,9,6,1,5,0
7099,1,2,1,0,3,1,0
7100,8,1,1,3,1,1,1
7101,9,2,5,0,1,5,1
7102,1,1,7,3,1,1,1
7103,7,2,1,0,1,2,1
7104,1,2,8,5,1,3,1
7105,1,2,10,1,1,2,1
7106,9,1,4,6,1,2,0
7107,2,1,2,5,2,1,1
7108,1,1,4,9,1,1,2
7109,7,1,7,2,1,1,0
7110,1,1,5,1,1,1,0
7111,9,2,4,3,1,1,2
7112,1,2,12,8,3,1,1
7113,1,1,7,2,1,4,2
7114,1,2,9,1,3,1,0
7115,1,1,7,1,1,2,1
7116,9,1,6,9,3,6,2
7117,1,2,6,1,1,2,1
7118,1,2,1,3,1,2,1
7119,9,1,5,6,2,1,1
7120,1,2,10,4,1,2,0
7121,1,1,7,1,1,6,2
7122,1,1,9,6,1,4,0
7123,2,2,8,2,3,1,0
7124,1,1,10,0,3,1,0
7125,7,1,4,8,3,4,0
7126,1,2,5,8,1,1,1
7127,1,1,3,1,1,1,1
7128,7,2,8,7,2,4,0
7129,1,1,5,0,2,5,0
7130,4,2,5,7,2,5,0
7131,1,2,5,3,1,2,2
7132,6,1,2,5,2,4,1
7133,5,1,10,2,1,3,0
7134,1,1,3,2,1,1,2
7135,1,1,5,4,2,6,2
7136,1,1,3,2,1,2,1
7137,2,1,3,0,3,4,2
7138,1,2,2,8,3,1,2
7139,1,1,5,8,3,6,0
7140,1,2,12,6,3,4,1
7141,6,1,3,1,2,3,2
7142,1,2,3,5,1,4,2
7143,2,2,7,4,1,5,1
7144,2,1,6,2,1,1,0
7145,9,2,9,3,2,1,0
7146,2,1,9,4,2,5,0
7147,1,1,3,5,1,1,0
7148,1,2,7,6,3,6,0
7149,1,1,5,0,1,1,0
7150,1,2,2,3,1,3,1
7151,1,2,4,5,1,1,1
7152,1,2,3,5,1,4,1
7153,8,1,5,1,1,1,0
7154,1,2,3,5,1,1,1
7155,2,2,2,3,1,1,1
7156,1,1,1,0,1,1,0
7157,1,2,5,4,1,6,0
7158,1,1,3,6,2,1,0
7159,4,1,2,3,2,1,0
7160,9,2,4,4,1,5,0
7161,1,2,7,2,2,1,1
7162,1,2,8,8,1,3,1
7163,1,2,2,2,1,1,0
7164,9,1,2,5,1,1,0
7165,1,2,5,8,1,6,2
7166,2,2,5,0,1,3,0
7167,6,1,3,9,1,6,0
7168,1,1,5,8,1,1,1
7169,7,2,9,3,1,1,1
7170,2,2,8,5,1,1,1
7171,1,2,1,3,2,1,0
7172,1,1,3,4,1,3,1
7173,1,2,7,5,3,4,1
7174,1,1,3,1,1,6,1
7175,2,1,2,7,1,2,1
7176,1,2,6,0,1,2,1
7177,1,2,1,1,1,3,2
7178,1,2,4,3,2,2,2
7179,1,1,6,3,2,4,1
7180,1,2,5,1,1,1,1
7181,1,2,2,3,3,1,0
7182,1,2,5,3,2,5,2
7183,1,2,3,5,2,5,0
7184,1,2,6,3,1,3,1
7185,1,1,7,0,2,2,2
7186,7,2,8,5,1,1,1
7187,1,2,8,3,1,4,2
7188,9,2,4,5,1,5,1
7189,2,1,1,3,2,4,1
7190,1,1,4,3,1,1,0
7191,1,2,5,2,1,1,0
7192,1,2,8,2,2,4,0
7193,1,1,3,6,1,1,0
7194,4,2,2,4,1,1,1
7195,1,1,5,9,2,3,0
7196,2,2,1,4,3,4,0
7197,1,2,2,1,2,1,0
7198,1,1,4,4,1,1,1
7199,2,1,5,0,1,3,0
7200,3,2,5,5,1,1,1
7201,9,1,2,1,2,5,0
7202,1,2,7,2,3,4,0
7203,8,1,4,0,1,3,0
7204,2,1,11,1,1,2,0
7205,1,2,2,4,2,1,0
7206,1,1,4,1,3,5,0
7207,1,2,5,3,1,1,0
7208,1,2,6,3,1,1,0
7209,1,1,11,9,1,1,1
7210,1,1,5,1,1,6,2
7211,1,2,3,0,1,2,0
7212,1,2,3,0,1,2,1
7213,6,1,5,1,1,6,0
7214,1,1,5,4,1,1,0
7215,1,2,12,8,1,6,0
7216,1,1,10,8,1,6,0
7217,4,1,10,7,1,1,0
7218,1,2,9,5,1,1,2
7219,1,1,8,2,1,3,1
7220,1,2,6,1,1,4,2
7221,2,2,4,4,2,3,1
7222,1,2,5,6,1,3,2
7223,1,1,5,4,1,3,0
7224,1,1,9,1,3,5,0
7225,1,1,5,9,1,5,1
7226,1,2,5,5,1,6,1
7227,1,2,2,0,1,1,0
7228,1,1,9,6,1,3,0
7229,9,2,3,7,1,3,0
7230,1,1,8,1,1,4,1
7231,9,2,6,9,1,1,1
7232,1,1,6,5,1,6,1
7233,7,2,10,2,3,1,1
7234,3,2,12,6,2,6,1
7235,1,2,6,6,1,3,0
7236,1,1,4,4,1,6,1
7237,9,1,5,7,1,1,1
7238,1,1,5,3,1,1,2
7239,5,1,6,0,1,2,0
7240,3,1,8,3,1,2,1
7241,5,2,1,3,1,1,0
7242,2,2,5,5,2,6,0
7243,2,1,3,2,1,1,1
7244,5,2,4,3,1,3,2
7245,1,1,5,4,3,2,0
7246,1,1,6,2,1,1,0
7247,1,1,5,1,1,1,0
7248,1,1,7,1,3,3,0
7249,2,2,1,8,3,1,0
7250,1,1,8,6,1,5,1
7251,1,1,3,2,1,4,1
7252,8,1,5,3,3,4,0
7253,1,2,3,1,1,4,1
7254,3,1,4,2,2,3,1
7255,2,2,8,5,2,1,0
7256,6,2,6,3,1,1,0
7257,1,1,2,8,1,5,2
7258,2,1,2,2,2,6,2
7259,1,2,10,3,1,1,0
7260,1,1,10,3,3,1,0
7261,1,2,3,2,2,5,0
7262,8,2,4,0,2,3,1
7263,2,1,4,0,1,1,1
7264,1,1,7,6,1,5,2
7265,1,2,7,2,1,1,2
7266,8,1,1,1,1,1,2
7267,1,2,1,1,1,1,0
7268,1,1,4,0,2,5,0
7269,1,2,9,1,1,3,1
7270,1,2,7,5,1,3,2
7271,4,2,4,5,1,1,0
7272,8,1,5,9,3,1,0
7273,1,2,3,1,1,1,0
7274,1,2,7,1,2,1,2
7275,1,2,5,5,1,4,0
7276,9,1,5,2,1,2,0
7277,8,1,7,3,1,1,1
7278,2,2,1,1,1,2,2
7279,2,2,9,7,1,1,1
7280,1,2,2,1,1,6,1
7281,4,1,11,2,1,3,2
7282,1,1,5,5,1,1,1
7283,8,1,6,2,2,3,1
7284,6,2,5,2,1,1,2
7285,7,1,1,0,1,2,0
7286,1,2,10,9,1,1,1
7287,1,1,2,0,1,4,1
7288,1,1,4,1,1,6,2
7289,1,1,1,6,1,2,0
7290,1,2,5,4,2,6,0
7291,1,1,1,1,1,3,1
7292,8,2,7,2,1,4,1
7293,1,1,3,5,1,2,1
7294,1,1,3,3,1,1,1
7295,2,2,5,3,1,5,0
7296,2,2,5,6,1,2,0
7297,8,1,6,3,1,6,0
7298,1,2,8,5,1,1,1
7299,1,1,3,2,2,3,0
7300,9,2,9,1,1,3,0
7301,8,1,1,0,1,4,2
7302,1,1,5,6,3,1,0
7303,7,2,4,3,1,1,2
7304,1,1,2,1,1,1,0
7305,1,1,3,5,1,1,1
7306,1,2,5,3,2,2,1
7307,9,2,8,8,1,1,0
7308,1,1,7,2,1,4,0
7309,1,1,3,0,3,1,1
7310,1,1,8,4,1,4,1
7311,1,1,3,4,1,2,0
7312,1,1,2,3,1,1,0
7313,1,1,3,3,1,6,0
7314,1,2,4,2,2,1,2
7315,2,1,6,4,2,2,1
7316,1,1,8,3,1,2,1
7317,1,1,2,0,1,1,1
7318,1,2,2,6,3,2,1
7319,1,2,7,3,1,5,2
7320,4,2,5,7,1,2,1
7321,3,2,5,0,1,3,1
7322,1,2,9,0,3,1,0
7323,1,1,9,3,2,3,0
7324,2,1,6,6,1,4,2
7325,1,2,9,4,1,3,0
7326,1,1,8,3,1,4,2
7327,1,2,1,0,2,3,0
7328,1,1,2,6,2,1,1
7329,1,1,4,4,1,1,0
7330,9,2,6,5,1,1,0
7331,1,2,1,1,1,5,0
7332,2,1,3,5,1,4,0
7333,1,2,4,8,1,6,2
7334,1,1,9,5,1,1,1
7335,1,2,7,4,2,3,0
7336,1,1,5,3,2,4,1
7337,1,1,2,6,2,1,0
7338,1,2,1,0,1,3,1
7339,2,2,3,0,1,6,0
7340,1,1,9,5,1,2,0
7341,2,1,5,0,1,1,1
7342,2,1,2,5,3,1,1
7343,1,2,6,8,1,6,1
7344,2,1,2,0,1,4,0
7345,8,1,8,1,1,2,0
7346,7,1,6,2,1,1,0
7347,1,1,5,5,1,2,1
7348,1,2,5,2,1,1,0
7349,1,1,7,4,1,1,1
7350,4,2,6,6,1,6,0
7351,1,2,8,1,1,1,1
7352,1,2,9,4,1,3,0
7353,1,2,1,1,1,1,0
7354,2,1,3,3,2,3,0
7355,9,1,5,3,1,4,2
7356,1,2,7,2,1,1,1
7357,1,2,1,5,1,1,1
7358,2,2,1,0,1,3,1
7359,7,2,3,1,1,3,0
7360,1,1,5,3,2,5,2
7361,2,2,2,3,1,4,1
7362,1,2,4,6,1,4,1
7363,9,1,5,6,1,3,0
7364,1,2,1,0,1,1,0
7365,5,2,9,3,1,6,0
7366,1,1,2,6,1,6,2
7367,1,2,1,0,2,1,0
7368,8,1,1,0,1,6,1
7369,8,2,7,2,1,1,1
7370,2,2,2,3,1,4,2
7371,1,1,4,4,1,4,0
7372,9,1,9,1,3,5,1
7373,1,1,5,4,1,2,2
7374,1,2,7,5,2,4,1
7375,1,2,2,0,1,3,0
7376,9,2,6,4,2,6,1
7377,1,2,1,6,2,6,2
7378,1,1,6,2,1,1,1
7379,1,2,11,8,1,3,0
7380,1,2,9,1,1,1,1
7381,1,2,7,0,3,4,2
7382,1,2,5,0,1,1,1
7383,5,2,10,6,1,6,0
7384,1,1,7,1,1,4,1
7385,1,1,1,6,1,2,1
7386,9,2,12,8,1,6,0
7387,1,1,2,3,1,3,2
7388,1,2,2,3,1,5,1
7389,1,1,7,4,3,4,0
7390,1,1,6,2,1,6,0
7391,1,2,1,3,1,2,1
7392,1,2,4,6,1,6,2
7393,2,1,1,4,1,3,1
7394,2,2,5,0,1,4,2
7395,6,1,8,3,2,1,0
7396,8,1,7,2,1,1,2
7397,1,2,4,5,2,5,2
7398,1,2,9,4,1,3,0
7399,2,1,3,8,2,3,0
7400,1,2,9,0,3,4,2
7401,1,2,9,5,2,5,0
7402,2,2,8,5,2,4,1
7403,1,1,7,6,2,5,1
7404,1,1,6,2,1,2,1
7405,1,2,1,7,1,3,0
7406,8,2,3,1,1,1,1
7407,1,2,8,1,2,3,2
7408,1,1,3,0,1,2,1
7409,1,2,8,0,1,6,1
7410,1,2,6,6,1,1,1
7411,2,2,1,3,1,5,0
7412,1,2,7,8,1,1,0
7413,1,2,6,7,1,1,1
7414,1,2,4,3,1,4,0
7415,2,1,5,0,1,2,0
7416,1,1,7,3,1,2,1
7417,1,2,5,0,1,4,1
7418,6,1,3,7,3,2,0
7419,1,2,5,3,1,3,1
7420,4,2,5,1,1,6,0
7421,1,2,6,2,1,3,1
7422,1,1,4,3,2,1,0
7423,1,1,2,3,2,3,0
7424,1,1,7,3,1,1,1
7425,1,2,9,2,1,1,2
7426,1,2,5,5,1,4,1
7427,1,2,9,3,1,3,0
7428,9,1,2,6,1,1,0
7429,1,1,5,4,1,5,1
7430,1,1,6,4,1,5,2
7431,5,2,6,1,1,1,1
7432,1,2,5,2,2,3,1
7433,1,2,4,5,1,1,0
7434,6,1,3,6,2,3,2
7435,2,1,6,3,1,2,0
7436,1,2,3,6,2,1,2
7437,1,1,10,2,1,1,1
7438,1,2,1,0,1,2,1
7439,1,1,8,2,1,3,2
7440,6,1,9,2,2,6,1
7441,1,1,8,8,3,1,0
7442,7,2,9,3,1,3,0
7443,7,1,4,9,1,2,2
7444,1,1,5,5,2,6,0
7445,1,2,3,2,1,2,0
7446,1,2,6,3,1,1,2
7447,4,2,9,2,3,1,0
7448,1,1,1,1,1,1,0
7449,8,1,12,5,1,1,1
7450,1,1,8,2,1,1,1
7451,2,2,10,2,1,4,1
7452,1,1,5,4,1,6,0
7453,1,2,9,2,1,1,1
7454,1,2,5,6,3,2,0
7455,1,2,1,0,1,1,1
7456,7,1,8,4,1,1,1
7457,1,2,8,6,1,1,1
7458,9,2,5,9,1,3,1
7459,4,2,4,1,1,5,1
7460,1,2,1,0,1,2,1
7461,1,1,7,9,2,2,0
7462,9,1,3,7,3,6,0
7463,1,1,7,3,1,4,1
7464,1,1,6,1,2,4,0
7465,1,2,5,0,3,6,2
7466,7,2,7,6,1,3,0
7467,2,2,4,7,1,6,1
7468,2,1,1,6,2,5,1
7469,1,2,8,8,1,1,0
7470,1,2,7,6,3,6,2
7471,6,2,2,3,1,2,1
