,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
869,1,2,2,2,1,2,0
870,1,6,2,2,0,7,0
871,2,2,1,3,1,7,6
872,1,3,1,1,1,7,4
873,2,5,1,3,1,6,5
874,1,6,2,3,2,7,8
875,1,3,1,1,1,7,0
876,1,6,6,1,1,7,9
877,1,2,1,2,0,7,1
878,1,1,6,3,1,7,1
879,2,5,2,3,1,7,0
880,1,6,1,1,1,7,0
881,1,5,1,3,1,7,7
882,1,5,1,1,1,12,0
883,1,2,1,3,1,7,6
884,1,2,1,2,1,1,7
885,1,2,1,2,2,7,5
886,1,8,1,1,1,7,1
887,1,5,1,3,1,7,0
888,1,6,1,1,1,7,8
889,1,8,1,1,1,7,3
890,2,3,1,3,1,7,1
891,1,2,6,3,2,7,4
892,1,2,6,2,1,7,3
893,2,1,2,1,2,8,2
894,1,7,1,1,1,7,0
895,2,2,1,3,1,7,1
896,1,3,1,3,0,7,0
897,1,5,2,3,1,7,0
898,1,2,1,1,1,7,1
899,2,2,6,1,1,4,0
900,2,5,1,1,1,2,2
901,2,4,1,3,1,3,2
902,1,6,1,2,1,7,3
903,2,2,6,3,2,7,3
904,2,2,1,3,0,7,4
905,1,6,6,3,1,7,9
906,1,3,1,1,2,11,0
907,1,2,1,1,1,6,2
908,1,5,2,3,1,7,1
909,2,2,1,1,2,7,0
910,1,2,1,1,1,4,0
911,2,2,2,3,1,3,6
912,1,5,2,2,1,7,2
913,1,3,1,3,1,7,0
914,1,3,2,3,1,12,0
915,2,5,1,3,2,3,1
916,1,6,1,3,1,7,0
917,1,6,1,2,1,7,1
918,1,5,6,1,1,3,0
919,1,2,1,1,1,7,0
920,1,5,2,3,1,6,3
921,1,2,1,2,1,7,0
922,1,6,1,1,2,7,4
923,1,5,1,2,1,7,5
924,1,6,1,3,1,7,0
925,1,2,1,3,1,7,0
926,1,5,1,3,1,7,4
927,1,2,1,2,1,7,2
928,1,5,1,3,1,1,2
929,1,6,1,2,1,7,0
930,1,5,2,3,1,2,6
931,2,2,6,1,1,7,0
932,1,1,2,1,1,7,0
933,2,5,1,1,1,4,2
934,1,6,1,1,1,7,0
935,2,6,1,1,1,2,5
936,2,1,1,3,1,7,2
937,1,6,1,3,2,7,2
938,1,3,1,1,1,7,0
939,1,2,2,1,1,7,0
940,1,3,1,1,2,7,8
941,1,5,1,3,1,3,0
942,1,6,1,1,1,7,5
943,1,2,1,3,1,7,6
944,2,2,1,1,1,11,6
945,1,5,1,3,1,7,1
946,1,5,1,2,2,4,3
947,1,2,1,1,2,7,5
948,1,5,1,3,2,6,0
949,1,5,6,3,1,3,5
950,1,2,1,1,0,3,6
951,1,5,2,3,1,3,3
952,1,2,6,3,1,7,0
953,1,5,1,2,1,6,3
954,1,1,1,3,2,3,3
955,2,3,2,1,1,9,3
956,1,2,1,1,1,7,7
957,1,2,1,1,1,3,0
958,1,9,1,1,2,11,6
959,1,6,1,3,1,7,4
960,1,2,1,2,1,6,0
961,1,3,1,2,1,12,1
962,1,2,1,1,1,3,0
963,1,6,6,1,1,7,8
964,1,2,2,3,1,7,0
965,1,6,1,1,1,7,0
966,1,5,2,2,1,2,3
967,1,5,1,2,1,7,0
968,1,2,1,3,1,7,4
969,1,5,4,1,1,7,0
970,1,1,1,1,1,7,0
971,1,2,1,2,1,7,0
972,1,7,1,1,2,7,2
973,2,3,6,3,1,7,2
974,2,5,2,3,1,7,2
975,1,5,1,3,1,7,2
976,2,2,1,1,1,11,4
977,1,5,1,1,1,2,9
978,1,4,1,1,2,7,7
979,1,5,6,2,1,7,0
980,2,3,6,3,2,7,1
981,1,5,1,1,1,3,5
982,1,5,1,3,1,3,5
983,1,2,1,1,2,7,0
984,2,5,1,2,1,2,8
985,1,5,2,2,2,7,3
986,2,2,1,3,1,7,2
987,1,5,1,1,1,2,3
988,2,3,1,1,1,7,2
989,1,6,1,1,1,7,4
990,1,2,1,1,1,7,6
991,1,6,1,3,2,7,2
992,2,2,1,2,0,7,9
993,2,5,1,3,1,3,8
994,1,6,6,1,2,7,7
995,1,2,1,1,1,7,9
996,1,2,1,3,2,7,0
997,1,6,1,3,1,7,0
998,1,8,1,3,1,7,0
999,1,2,1,2,1,7,0
