,SEX,RAC1P,MSP,EDU,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
5586,1,1,6,4,1,2,1
5587,2,1,1,5,3,3,1
5588,1,1,4,7,1,1,1
5589,1,8,3,8,0,1,0
5590,1,1,6,3,6,3,1
5591,1,1,1,7,3,1,0
5592,1,9,5,5,4,3,0
5593,1,1,6,5,3,1,1
5594,2,1,1,6,4,1,1
5595,1,1,1,3,0,2,0
5596,1,1,4,8,1,3,1
5597,1,1,1,10,4,1,1
5598,1,1,6,4,0,1,0
5599,2,1,1,7,1,1,0
5600,2,1,1,6,0,1,1
5601,1,1,5,1,1,3,0
5602,1,1,4,3,1,3,1
5603,2,1,4,3,6,2,0
5604,2,9,1,2,3,1,1
5605,1,8,1,5,0,1,1
5606,2,1,4,3,6,3,1
5607,1,1,1,6,4,1,1
5608,1,1,5,8,4,2,1
5609,2,1,1,4,5,1,0
5610,2,1,1,3,4,3,0
5611,1,1,3,4,1,1,0
5612,1,1,3,6,1,1,2
5613,1,1,4,5,4,1,2
5614,1,7,1,7,1,2,1
5615,1,1,1,2,1,1,0
5616,2,9,3,2,3,2,0
5617,2,1,1,9,5,1,0
5618,2,1,2,5,1,1,1
5619,2,5,1,7,4,1,2
5620,1,3,1,3,4,1,1
5621,1,8,1,4,1,2,1
5622,1,1,3,1,3,2,1
5623,2,2,1,5,0,1,0
5624,1,2,4,6,4,1,0
5625,1,1,3,9,4,1,0
5626,1,1,2,1,2,2,1
5627,1,1,1,8,1,2,1
5628,2,1,2,5,5,1,1
5629,2,1,1,7,1,1,2
5630,2,3,1,2,1,1,1
5631,2,1,1,9,3,1,2
5632,2,1,1,6,1,1,1
5633,2,1,6,3,5,1,1
5634,2,3,3,5,4,2,0
5635,2,1,1,6,5,1,0
5636,2,1,1,8,0,1,2
5637,2,1,2,7,3,1,1
5638,2,6,3,5,0,1,0
5639,2,1,4,2,0,1,1
5640,2,1,4,6,2,1,2
5641,2,4,1,7,1,1,1
5642,2,2,1,5,0,1,0
5643,1,1,2,1,0,1,0
5644,1,1,6,6,3,1,1
5645,2,1,4,2,1,2,0
5646,1,1,4,3,1,2,0
5647,2,1,5,2,3,3,1
5648,1,1,1,5,3,1,0
5649,1,1,4,7,3,1,1
5650,1,8,1,7,0,1,2
5651,2,1,1,12,8,1,1
5652,2,1,5,4,2,1,0
5653,1,9,6,12,5,3,0
5654,1,1,2,6,9,1,2
5655,1,1,2,5,5,1,0
5656,2,2,1,5,0,1,0
5657,1,1,6,3,3,1,0
5658,1,2,5,2,1,3,1
5659,1,1,1,5,5,1,1
5660,2,1,4,2,2,1,1
5661,2,9,4,4,2,3,1
5662,1,1,4,6,2,1,1
5663,1,1,4,10,7,1,1
5664,2,1,1,2,1,1,0
5665,1,1,2,3,1,3,2
5666,1,1,4,4,5,3,1
5667,1,2,5,1,6,2,0
5668,1,1,1,6,2,1,1
5669,1,1,2,9,0,2,0
5670,1,2,5,3,2,3,0
5671,1,1,1,5,2,1,1
5672,2,1,6,8,0,3,1
5673,2,1,1,3,5,1,1
5674,2,3,4,2,2,2,2
5675,2,1,3,7,6,1,1
5676,1,1,1,2,2,1,1
5677,1,1,1,6,2,1,1
5678,2,9,5,7,6,2,1
5679,1,5,6,6,6,1,0
5680,2,6,5,6,9,1,1
5681,1,1,5,6,4,1,1
5682,2,1,6,5,3,1,0
5683,2,2,5,8,0,1,0
5684,2,1,4,5,2,2,0
5685,1,1,2,5,3,1,1
5686,2,1,6,3,5,1,1
5687,2,2,6,5,5,3,1
5688,1,1,3,5,7,1,1
5689,2,6,2,7,7,3,1
5690,1,1,4,3,3,1,1
5691,2,1,1,3,2,1,0
5692,2,1,2,5,1,1,1
5693,2,2,6,4,3,1,0
5694,1,2,6,8,7,1,0
5695,2,1,6,3,2,1,0
5696,2,1,6,7,1,1,0
5697,1,1,1,12,8,1,1
5698,2,1,1,4,1,2,0
5699,1,1,3,7,1,2,0
5700,2,1,3,6,1,2,0
5701,1,9,1,7,1,1,0
5702,2,3,1,5,4,1,0
5703,1,1,5,7,3,3,1
5704,2,1,6,3,1,1,0
5705,1,1,1,2,2,2,0
5706,2,1,2,2,6,2,2
5707,1,1,5,3,2,1,1
5708,2,8,1,7,3,1,1
5709,2,1,6,5,5,3,1
5710,2,8,6,8,0,1,1
5711,2,8,1,3,4,1,1
5712,2,2,1,2,4,1,1
5713,1,2,6,7,0,1,0
5714,2,1,1,5,4,3,1
5715,1,1,5,6,1,3,1
5716,1,8,2,3,1,1,0
5717,2,1,3,7,2,1,1
5718,2,1,4,3,1,2,0
5719,2,1,1,7,3,1,0
5720,2,1,2,5,5,2,1
5721,2,8,2,8,1,2,0
5722,2,1,3,5,4,2,1
5723,2,1,1,9,1,1,0
5724,2,1,1,6,0,1,0
5725,2,2,5,7,3,1,1
5726,1,8,1,12,3,1,1
5727,2,2,1,3,1,1,1
5728,2,2,3,3,1,2,1
5729,2,1,1,8,4,1,1
5730,2,1,2,3,3,1,0
5731,1,1,4,5,6,1,1
5732,1,1,1,6,0,1,2
5733,1,2,1,5,0,1,1
5734,1,2,1,3,2,1,0
5735,2,5,2,5,1,1,2
5736,1,1,4,4,3,3,1
5737,1,1,6,5,4,3,1
5738,2,7,6,2,6,1,0
5739,1,7,5,5,6,3,1
5740,1,1,6,3,3,1,0
5741,1,3,1,6,0,1,0
5742,1,1,2,3,8,1,1
5743,1,1,4,7,2,3,2
5744,1,3,6,7,5,1,0
5745,2,2,3,7,2,1,1
5746,2,1,1,6,1,1,1
5747,1,5,1,5,0,1,0
5748,2,1,1,5,3,1,0
5749,2,6,3,6,4,1,1
5750,1,2,5,9,8,1,0
5751,1,2,4,7,1,1,1
5752,1,1,5,5,2,1,1
5753,2,1,4,5,2,2,1
5754,2,1,3,7,4,1,1
5755,1,6,6,3,5,1,1
5756,1,6,5,6,3,2,0
5757,1,8,4,6,3,1,1
5758,2,6,6,1,8,3,1
5759,1,4,2,6,6,2,1
5760,1,1,1,8,1,1,2
5761,2,8,6,6,1,3,1
5762,2,1,1,7,1,1,0
5763,1,1,4,4,0,1,0
5764,1,1,5,1,1,1,2
5765,2,2,3,4,5,1,1
5766,2,2,1,8,0,1,0
5767,2,1,6,5,4,2,0
5768,2,1,1,8,2,1,1
5769,2,2,2,9,1,2,2
5770,2,2,6,5,1,1,0
5771,1,2,1,3,7,2,1
5772,2,1,1,3,4,1,0
5773,1,1,6,7,4,1,1
5774,2,8,2,5,0,1,1
5775,2,1,1,5,3,1,1
5776,2,1,3,3,7,1,1
5777,2,1,4,3,3,2,0
5778,1,1,1,3,5,1,0
5779,2,1,1,7,2,1,1
5780,2,1,4,5,8,3,0
5781,1,6,2,5,0,1,0
5782,2,1,2,5,4,1,0
5783,2,1,3,3,1,2,2
5784,2,1,5,2,5,2,0
5785,1,1,1,5,4,1,1
5786,1,1,1,4,1,2,0
5787,2,1,4,10,1,2,2
5788,1,2,4,2,1,3,1
5789,2,1,2,5,4,1,1
5790,1,2,2,1,4,2,0
5791,2,2,2,5,2,2,0
5792,2,2,1,6,3,1,2
5793,1,1,3,4,1,1,1
5794,1,1,5,7,3,3,1
5795,1,6,3,5,0,1,0
5796,2,1,1,3,5,1,1
5797,1,1,1,3,5,3,1
5798,1,2,3,5,0,1,0
5799,2,8,1,5,0,1,0
5800,1,2,4,3,1,1,0
5801,1,1,1,7,7,1,1
5802,2,1,1,6,3,2,1
5803,1,1,2,6,1,1,1
5804,1,1,6,4,3,1,1
5805,1,1,1,3,3,1,1
5806,1,9,4,12,7,2,1
5807,2,1,1,6,0,1,0
5808,2,2,6,8,1,3,1
5809,1,2,3,7,4,2,0
5810,2,1,5,9,4,2,0
5811,2,3,6,5,3,3,1
5812,2,1,2,7,5,1,1
5813,1,1,2,4,2,3,1
5814,1,8,4,3,2,3,1
5815,1,1,1,7,0,2,0
5816,2,1,1,6,2,1,2
5817,1,1,1,5,6,1,1
5818,2,2,2,3,1,2,0
5819,2,1,3,5,1,2,1
5820,1,7,6,3,3,1,0
5821,2,1,1,5,2,1,1
5822,2,1,6,7,5,2,0
5823,2,7,3,4,3,2,1
5824,2,1,1,6,3,1,2
5825,2,1,1,6,2,1,1
5826,2,9,1,3,0,1,1
5827,2,1,5,3,1,1,1
5828,2,1,1,5,3,3,0
5829,2,2,1,6,1,2,1
5830,1,1,2,9,1,2,0
5831,2,1,3,6,3,2,0
5832,1,1,1,2,5,1,1
5833,2,1,4,1,0,1,1
5834,2,1,5,3,5,1,1
5835,1,1,5,5,1,1,1
5836,2,1,1,4,0,2,0
5837,2,2,5,1,1,1,1
5838,1,1,3,5,5,2,1
5839,2,1,1,4,4,1,1
5840,1,1,1,6,3,1,0
5841,1,6,1,5,0,1,0
5842,1,3,1,8,5,1,0
5843,1,8,4,6,2,1,1
5844,2,7,1,8,2,1,1
5845,2,1,6,3,5,1,0
5846,2,1,3,2,0,1,0
5847,2,2,3,5,4,1,1
5848,2,1,1,4,5,2,0
5849,1,6,1,9,2,1,2
5850,2,1,1,5,3,1,0
5851,1,1,4,6,5,1,1
5852,1,1,5,7,2,2,1
5853,1,1,1,2,2,2,0
5854,1,1,1,9,1,3,0
5855,1,7,6,4,2,3,1
5856,1,1,4,4,2,3,1
5857,1,1,3,4,1,3,0
5858,2,1,3,4,0,3,2
5859,2,2,1,5,0,1,0
5860,1,9,4,2,3,1,0
5861,2,8,6,3,5,1,0
5862,2,1,1,6,4,1,1
5863,1,8,6,2,2,1,0
5864,1,2,6,7,5,1,1
5865,2,1,1,7,1,1,1
5866,1,1,2,7,3,1,1
5867,1,1,1,10,2,1,0
5868,2,1,1,2,2,1,1
5869,1,1,1,7,1,1,0
5870,1,1,4,7,1,1,1
5871,2,2,6,8,2,1,0
5872,1,1,1,3,3,1,0
5873,2,1,1,3,4,1,1
5874,2,1,6,5,2,1,1
5875,2,1,5,3,1,2,2
5876,1,1,1,3,4,1,0
5877,2,1,5,3,0,2,2
5878,1,1,6,3,3,1,1
5879,2,9,6,8,4,1,0
5880,2,1,1,3,3,3,1
5881,2,1,5,7,3,1,1
5882,1,2,4,5,6,1,1
5883,2,1,1,8,4,1,1
5884,2,2,4,3,6,2,1
5885,1,2,6,5,2,3,1
5886,1,1,5,6,2,1,1
5887,2,1,6,3,4,2,1
5888,2,1,1,4,3,1,1
5889,1,2,6,3,2,3,1
5890,1,1,4,6,1,3,2
5891,2,1,1,7,1,1,0
5892,1,1,5,4,1,2,1
5893,2,2,4,3,0,1,1
5894,2,9,1,3,3,2,1
5895,2,8,2,4,1,1,0
5896,2,9,3,7,7,1,0
5897,1,1,1,5,4,1,0
5898,2,1,1,5,6,1,1
5899,1,1,1,5,0,1,0
5900,1,1,1,5,5,1,0
5901,1,1,3,4,3,2,1
5902,1,1,1,8,3,3,0
5903,1,3,1,9,0,1,0
5904,2,6,3,5,0,1,0
5905,2,1,1,5,2,1,1
5906,2,5,4,6,3,1,1
5907,2,1,1,4,3,3,1
5908,1,1,3,1,2,2,1
5909,1,7,1,6,2,1,2
5910,1,1,5,4,0,1,1
5911,2,5,2,7,3,1,1
5912,1,1,4,6,6,1,1
5913,2,1,5,2,5,2,0
5914,1,2,5,4,0,1,1
5915,2,1,1,9,2,2,0
5916,2,8,2,4,0,2,0
5917,2,1,2,6,4,1,1
5918,1,1,4,3,0,1,1
5919,2,8,1,8,4,1,2
5920,2,4,5,5,1,1,1
5921,2,1,6,5,2,1,1
5922,2,1,3,2,1,2,2
5923,2,1,1,3,5,2,1
5924,2,1,1,2,7,1,0
5925,2,1,3,7,1,1,1
5926,1,3,3,3,3,2,0
5927,2,9,1,9,4,1,1
5928,1,2,4,4,2,1,1
5929,2,1,5,4,4,1,1
5930,1,1,5,2,1,1,1
5931,2,1,6,2,4,1,0
5932,1,2,1,7,2,1,1
5933,1,1,4,4,1,1,0
5934,2,1,1,7,2,1,0
5935,1,5,1,7,2,3,1
5936,2,1,4,4,1,1,1
5937,2,9,2,10,6,3,0
5938,1,1,3,4,1,1,2
5939,2,1,1,4,4,1,1
5940,2,1,4,12,5,3,1
5941,1,2,5,3,5,2,0
5942,2,1,5,3,3,3,1
5943,2,1,6,5,0,1,0
5944,1,1,4,3,1,3,2
5945,2,6,2,9,7,2,1
5946,1,8,5,4,6,2,0
5947,1,2,3,7,0,1,0
5948,1,1,1,7,2,2,2
5949,2,2,3,5,0,1,0
5950,1,8,1,5,0,1,1
5951,2,2,4,7,1,2,0
5952,1,1,1,1,3,1,0
5953,1,1,1,5,4,1,0
5954,1,1,4,3,4,1,1
5955,2,1,4,5,2,1,1
5956,2,3,3,5,5,1,1
5957,2,2,3,3,0,1,0
5958,2,6,6,3,4,1,1
5959,2,1,6,6,0,1,0
5960,1,1,1,6,4,1,2
5961,1,1,1,10,2,1,0
5962,2,1,4,4,1,2,1
5963,2,2,6,3,4,1,0
5964,1,1,4,5,3,1,1
5965,2,1,3,4,1,3,2
5966,2,1,4,6,1,1,1
5967,1,1,1,2,3,1,1
5968,1,1,1,8,7,1,1
5969,1,8,1,9,2,2,1
5970,1,1,1,3,5,1,0
5971,1,1,3,3,3,3,0
5972,1,8,1,1,3,1,0
5973,2,6,1,1,5,3,1
5974,1,1,6,7,4,1,1
5975,1,7,1,6,4,3,1
5976,1,2,6,8,6,1,1
5977,1,1,1,6,4,1,2
5978,2,1,3,6,3,1,1
5979,1,1,1,1,4,1,1
5980,2,9,6,2,5,1,1
5981,1,1,6,7,2,1,1
5982,1,1,1,5,3,3,1
5983,2,1,2,6,9,1,1
5984,1,1,1,5,4,1,1
5985,1,9,6,5,3,1,0
5986,2,1,3,3,0,1,1
5987,1,3,1,7,3,1,2
5988,2,1,3,4,1,1,0
5989,2,1,1,7,2,1,0
5990,2,1,6,4,5,1,1
5991,2,1,1,5,4,1,0
5992,2,1,1,4,8,1,1
5993,2,1,1,3,5,3,0
5994,2,7,4,5,3,1,2
5995,2,2,2,2,1,2,1
5996,1,1,1,7,1,1,0
5997,1,1,3,3,3,1,1
5998,1,1,1,5,0,1,1
5999,1,1,1,7,1,1,1
6000,2,6,5,4,4,3,1
6001,1,6,1,5,0,1,0
6002,2,2,3,5,0,1,0
6003,1,1,6,2,3,1,1
6004,1,1,1,5,4,1,0
6005,2,1,1,5,3,1,1
6006,2,8,1,5,4,3,1
6007,2,1,4,2,3,1,0
6008,2,1,1,5,2,1,1
6009,2,1,3,3,2,2,0
6010,1,1,4,3,0,1,1
6011,1,2,1,4,5,1,0
6012,2,1,1,5,6,1,0
6013,1,1,1,8,3,1,1
6014,2,6,3,5,0,1,0
6015,2,2,6,5,3,1,0
6016,2,1,2,6,2,2,0
6017,1,1,4,4,2,1,1
6018,2,2,5,5,2,1,1
6019,2,5,3,9,4,3,0
6020,2,5,2,5,0,1,0
6021,1,7,6,9,7,1,1
6022,2,1,5,6,3,2,1
6023,2,1,1,6,7,1,1
6024,1,1,1,6,3,1,0
6025,1,1,1,5,2,1,1
6026,2,6,4,7,0,1,0
6027,2,5,6,5,4,1,0
6028,1,4,4,4,0,1,1
6029,1,1,3,7,2,2,0
6030,1,2,2,3,3,1,1
6031,2,2,1,4,1,1,1
6032,2,1,2,5,3,1,2
6033,2,7,1,7,2,3,2
6034,1,3,3,3,3,3,0
6035,1,6,6,7,2,3,1
6036,1,9,1,5,3,1,0
6037,2,6,2,6,0,1,0
6038,2,2,1,5,0,1,1
6039,2,2,1,5,0,1,0
6040,2,2,2,6,0,1,0
6041,1,9,1,5,7,1,1
6042,1,1,4,6,1,1,1
6043,2,1,4,2,0,1,1
6044,1,1,2,3,2,2,0
6045,2,1,1,10,2,1,1
6046,1,2,3,4,2,1,1
6047,1,1,1,5,9,1,1
6048,2,4,3,3,3,3,0
6049,2,3,6,1,2,1,1
6050,2,1,5,4,0,3,1
6051,2,1,3,3,2,1,1
6052,2,1,4,7,2,3,0
6053,1,1,1,5,4,1,1
6054,1,1,6,3,2,1,1
6055,2,3,6,2,5,1,1
6056,2,2,1,8,0,1,1
6057,2,1,6,3,2,2,1
6058,2,1,1,7,5,1,1
6059,2,1,1,3,1,1,1
6060,2,2,2,6,1,3,2
6061,2,9,4,11,5,1,0
6062,2,1,1,4,4,2,1
6063,1,1,1,6,8,1,1
6064,2,1,1,2,4,1,1
6065,1,1,1,3,9,1,1
6066,1,1,5,1,4,1,2
6067,2,1,6,6,3,1,0
6068,2,1,2,3,0,3,1
6069,2,1,2,5,0,1,0
6070,1,7,1,2,1,1,0
6071,1,1,4,3,5,1,1
6072,2,5,3,4,1,1,1
6073,1,2,1,6,5,1,0
6074,2,1,2,1,5,2,0
6075,2,1,3,5,8,1,2
6076,1,2,2,5,0,1,0
6077,1,6,1,2,3,1,1
6078,1,1,3,7,3,3,1
6079,1,1,5,3,0,2,2
6080,1,3,6,6,4,3,1
6081,1,1,1,5,4,1,0
6082,1,1,5,4,2,2,2
6083,1,5,1,9,1,1,1
6084,2,2,5,7,2,1,2
6085,1,7,6,2,0,3,1
6086,2,2,5,4,1,1,0
6087,1,1,1,6,5,2,1
6088,2,1,4,4,0,2,2
6089,2,1,1,6,0,2,2
6090,2,1,1,8,3,1,1
6091,1,1,1,6,2,1,2
6092,2,1,1,7,2,1,1
6093,1,1,4,3,3,1,0
6094,1,1,2,3,2,1,0
6095,2,2,1,5,1,1,1
6096,2,1,5,5,7,1,1
6097,1,4,4,4,5,3,1
6098,1,1,1,7,2,1,2
6099,1,1,2,6,2,1,1
6100,2,2,1,5,0,1,0
6101,2,2,1,5,4,3,0
6102,1,4,4,8,8,1,1
6103,2,1,1,3,5,3,0
6104,2,2,3,1,0,1,0
6105,2,2,3,2,3,3,0
6106,1,1,3,9,5,3,1
6107,1,1,1,7,1,1,1
6108,2,8,1,5,0,1,0
6109,1,8,1,6,1,1,2
6110,1,1,3,7,3,2,1
6111,2,1,1,7,5,1,0
6112,2,1,1,5,6,1,0
6113,1,1,2,6,1,1,1
6114,1,1,1,7,2,1,1
6115,2,3,1,5,2,1,1
6116,1,3,1,9,6,1,0
6117,2,2,3,4,5,1,1
6118,2,7,1,8,2,1,2
6119,1,1,1,8,6,1,1
6120,2,1,5,4,2,3,1
6121,2,1,3,1,2,1,1
6122,1,1,2,4,0,2,2
6123,1,5,1,7,2,1,2
6124,1,2,4,6,5,3,1
6125,2,1,6,3,2,1,1
6126,1,2,4,5,0,1,1
6127,2,1,1,11,4,1,1
6128,1,1,1,11,3,1,1
6129,1,6,6,7,5,1,1
6130,2,8,6,2,1,3,1
6131,1,1,1,4,4,1,0
6132,2,1,5,6,2,3,2
6133,2,1,1,6,4,1,0
6134,2,1,1,5,5,1,0
6135,1,1,1,5,5,1,0
6136,2,1,1,7,3,1,0
6137,1,3,3,5,3,3,0
6138,2,1,3,7,3,2,0
6139,2,6,1,5,0,1,0
6140,2,6,4,5,0,1,1
6141,1,1,4,2,1,1,1
6142,2,1,4,2,0,1,0
6143,2,2,1,5,0,1,1
6144,1,1,3,7,3,3,0
6145,1,1,2,5,0,1,1
6146,2,3,3,3,3,1,2
6147,2,2,1,1,0,1,1
6148,2,4,1,12,3,1,2
6149,2,1,1,7,2,1,2
6150,2,4,3,7,3,2,0
6151,1,9,1,4,4,1,1
6152,1,1,6,9,2,2,0
6153,2,8,2,5,0,1,0
6154,1,1,1,6,7,1,1
6155,1,8,1,12,3,1,1
6156,1,1,6,5,1,1,0
6157,1,1,2,9,5,1,0
6158,2,2,2,5,0,1,1
6159,2,1,6,4,8,1,0
6160,2,1,3,5,1,2,0
6161,2,2,1,8,1,3,1
6162,1,2,4,6,1,3,2
6163,1,5,6,8,4,1,0
6164,2,2,3,1,0,1,0
6165,2,1,1,8,2,2,1
6166,1,1,1,3,4,1,1
6167,1,5,4,1,1,1,1
6168,2,6,4,6,1,1,1
6169,2,1,1,6,4,1,1
6170,2,1,5,5,5,2,1
6171,1,9,6,7,1,1,0
6172,1,1,2,7,2,1,0
6173,2,1,6,2,3,1,0
6174,2,1,1,2,0,1,1
6175,1,1,1,10,1,1,0
6176,1,1,4,5,1,1,1
6177,1,1,2,5,7,1,1
6178,1,8,1,9,3,1,2
6179,2,2,6,7,0,2,0
6180,2,1,6,3,1,1,1
6181,1,1,6,5,2,1,1
6182,2,2,1,6,2,1,2
6183,1,1,5,7,1,2,1
6184,1,1,1,5,3,1,0
6185,1,5,1,8,1,1,1
6186,2,6,4,3,3,1,1
6187,2,1,1,4,2,3,1
6188,2,1,2,7,9,1,2
6189,2,1,3,7,1,1,1
6190,2,1,2,1,3,2,1
6191,1,1,1,6,5,1,1
6192,1,1,1,2,0,1,0
6193,2,1,1,4,3,1,1
6194,2,9,1,9,6,2,0
6195,1,2,2,5,3,2,0
6196,1,6,4,3,4,1,2
6197,1,1,1,3,4,1,1
6198,1,6,1,5,0,1,0
6199,1,1,1,7,1,1,1
6200,2,2,1,6,5,2,1
6201,1,9,1,5,6,1,0
6202,2,6,3,5,2,1,1
6203,1,1,3,2,1,1,1
6204,1,5,2,4,0,2,0
6205,1,2,6,4,9,1,0
6206,2,8,1,6,5,1,1
6207,1,8,1,8,0,1,0
6208,1,4,2,3,4,1,0
6209,1,1,1,3,3,3,1
6210,2,1,1,6,5,1,1
6211,1,8,1,5,0,1,1
6212,1,1,1,7,3,1,1
6213,1,1,2,6,1,1,0
6214,2,7,6,5,1,1,0
6215,2,1,2,4,3,3,2
6216,1,1,2,4,4,3,0
6217,2,1,3,5,2,1,1
6218,2,1,1,2,3,1,0
6219,2,2,1,3,2,1,0
6220,2,1,5,7,4,1,1
6221,2,8,1,9,0,2,0
6222,1,2,1,3,3,3,1
6223,2,1,4,2,2,3,1
6224,1,1,1,5,5,1,1
6225,1,1,6,2,1,1,1
6226,1,6,1,4,3,2,0
6227,1,2,2,7,0,2,0
6228,2,4,5,1,1,1,1
6229,2,6,1,3,3,3,1
6230,1,1,1,2,4,2,1
6231,1,1,4,2,0,1,1
6232,2,1,3,2,0,1,0
6233,1,1,4,2,0,3,0
6234,1,2,1,4,3,2,0
6235,1,1,1,1,2,3,1
6236,1,2,1,5,0,1,0
6237,2,1,2,7,0,2,2
6238,2,1,1,3,3,1,1
6239,2,2,3,3,5,1,1
6240,2,1,4,4,3,1,0
6241,1,8,1,5,1,3,1
6242,1,2,6,5,1,1,0
6243,1,1,1,7,7,1,1
6244,2,1,2,2,4,1,1
6245,1,1,1,9,5,1,0
6246,1,1,1,12,2,3,2
6247,1,1,4,4,1,1,1
6248,1,1,1,5,2,1,1
6249,2,8,2,6,0,1,0
6250,2,1,3,2,3,3,0
6251,1,2,1,4,9,1,1
6252,2,3,4,2,2,1,1
6253,2,1,1,4,5,2,0
6254,1,8,5,5,0,1,0
6255,2,3,2,1,3,3,1
6256,1,1,1,6,3,1,2
6257,2,1,4,5,5,1,0
6258,2,3,6,12,5,3,1
6259,2,1,1,5,6,1,1
6260,1,8,4,6,3,1,1
6261,1,1,3,3,2,1,0
6262,1,1,4,2,1,2,1
6263,1,1,1,3,7,1,1
6264,1,7,4,4,0,1,0
6265,1,1,3,3,5,2,0
6266,1,1,6,3,3,3,0
6267,2,1,4,11,4,1,1
6268,1,1,1,6,3,3,1
6269,2,2,1,5,0,1,0
6270,2,1,4,2,1,2,1
6271,1,1,6,1,5,1,0
6272,2,1,4,2,2,2,1
6273,2,1,1,1,1,1,0
6274,1,2,1,6,1,1,1
6275,1,1,2,4,3,2,0
6276,1,1,1,3,5,1,0
6277,1,1,1,5,0,2,0
6278,2,2,2,7,3,1,1
6279,1,1,2,1,2,1,1
6280,2,1,1,2,5,2,1
6281,2,2,3,4,5,3,1
6282,2,8,2,5,0,1,0
6283,2,2,3,5,0,1,0
6284,1,1,1,5,5,1,2
6285,1,2,1,5,4,1,0
6286,2,1,6,3,4,1,0
6287,1,1,4,4,3,3,1
6288,1,1,6,7,4,1,1
6289,2,1,4,7,7,3,1
6290,2,2,2,3,2,3,1
6291,2,1,1,7,4,1,1
6292,1,1,4,6,2,1,1
6293,2,1,1,3,3,1,0
6294,1,1,5,7,8,1,1
6295,1,1,5,6,3,2,1
6296,2,1,2,6,1,1,1
6297,2,1,1,6,0,3,0
6298,2,1,6,7,4,1,1
6299,1,6,1,5,0,1,1
6300,1,1,1,6,2,3,1
6301,2,1,2,5,6,1,0
6302,1,1,5,1,0,1,0
6303,2,9,1,4,4,2,0
6304,2,1,4,3,1,1,1
6305,2,8,2,5,0,1,0
6306,2,1,1,3,1,3,0
6307,1,1,4,4,6,3,1
6308,1,2,3,2,0,2,0
6309,1,1,1,8,1,1,2
6310,1,1,5,6,1,3,2
6311,1,1,1,3,2,2,0
6312,1,1,1,7,3,1,1
6313,2,8,4,5,1,1,1
6314,1,1,4,7,1,1,1
6315,2,1,3,3,4,1,1
6316,1,9,1,7,4,1,1
6317,2,1,2,7,1,3,0
6318,2,6,4,7,2,1,1
6319,1,1,3,5,6,3,0
6320,1,1,2,8,5,1,1
6321,1,1,1,2,6,1,1
6322,2,1,4,8,2,1,2
6323,1,1,1,5,4,1,1
6324,2,2,1,5,0,1,0
6325,2,1,1,6,0,3,2
6326,1,1,1,4,1,1,0
6327,2,2,2,5,0,1,0
6328,1,2,1,6,3,2,0
6329,1,1,1,1,5,1,1
6330,2,1,3,3,4,1,1
6331,1,2,1,3,6,1,0
6332,1,1,1,5,1,3,0
6333,1,1,2,7,2,1,1
6334,1,1,2,3,5,1,0
6335,2,1,3,5,2,1,1
6336,1,1,1,4,1,1,1
6337,1,1,6,2,1,1,1
6338,1,2,1,5,0,1,1
6339,2,1,4,4,2,1,1
6340,1,8,1,11,3,1,2
6341,1,6,6,3,5,2,1
6342,1,2,6,7,2,1,0
6343,2,2,3,5,0,1,0
6344,2,8,6,7,3,1,0
6345,2,1,1,5,5,1,0
6346,2,1,4,6,1,2,1
6347,1,2,4,7,3,1,1
6348,1,1,3,6,4,2,0
6349,2,1,1,6,3,1,1
6350,1,2,6,2,4,1,0
6351,2,2,1,6,5,1,1
6352,2,2,4,5,0,1,0
6353,2,1,2,7,4,1,1
6354,2,1,5,1,0,1,2
6355,2,1,4,2,1,1,1
6356,1,3,6,12,8,1,1
6357,2,4,5,7,3,3,1
6358,1,1,1,4,2,1,0
6359,1,1,4,7,3,2,1
6360,2,5,3,6,7,1,1
6361,2,6,6,2,3,1,1
6362,2,6,3,5,1,1,1
6363,2,6,3,7,6,2,1
6364,1,2,1,4,5,1,1
6365,1,7,3,6,3,2,1
6366,1,2,1,2,4,1,1
6367,1,1,1,2,3,1,1
6368,2,1,6,2,1,1,0
6369,2,1,1,5,0,1,1
6370,2,1,1,6,1,1,2
6371,1,1,3,3,1,2,0
6372,1,1,3,4,3,2,1
6373,2,2,5,7,2,3,0
6374,1,1,6,3,2,1,1
6375,2,1,2,4,3,3,1
6376,2,1,2,3,2,3,1
6377,2,1,1,2,5,1,0
6378,2,1,1,5,3,1,1
6379,2,2,4,7,1,1,1
6380,1,6,1,2,1,1,0
6381,1,1,1,9,1,1,2
6382,2,2,6,5,0,1,1
6383,1,2,1,5,0,1,0
6384,1,2,1,6,0,2,0
6385,1,6,1,6,0,1,0
6386,2,1,3,7,3,1,1
6387,2,1,1,1,1,1,1
6388,1,7,3,1,5,2,1
6389,1,5,1,7,8,1,1
6390,1,6,4,7,3,1,1
6391,2,1,3,1,5,3,0
6392,1,6,6,5,0,1,0
6393,1,1,3,6,1,1,1
6394,2,1,1,1,6,1,1
6395,2,2,1,5,0,1,0
6396,1,1,3,6,2,1,1
6397,2,7,6,7,5,3,1
6398,1,1,5,2,2,2,1
6399,2,8,2,4,2,1,1
6400,2,9,2,7,1,3,0
6401,1,4,6,6,4,1,0
6402,2,1,1,4,1,1,0
6403,1,9,2,5,5,2,1
6404,2,1,3,5,1,1,1
6405,1,1,5,4,3,2,1
