,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
6467,1,2,3,2,1,1,0
6468,2,2,5,2,4,1,0
6469,1,1,4,8,3,1,0
6470,1,1,5,3,1,1,2
6471,1,1,4,8,2,3,1
6472,1,1,6,2,2,3,2
6473,1,1,5,1,2,1,1
6474,1,1,7,3,3,1,2
6475,7,1,5,4,3,1,0
6476,1,1,2,0,1,1,1
6477,1,1,5,0,1,1,0
6478,9,2,1,3,1,2,0
6479,6,2,5,1,1,1,1
6480,1,2,1,0,2,1,1
6481,1,2,5,1,1,1,1
6482,1,1,5,8,2,1,1
6483,1,1,3,4,2,2,0
6484,1,1,2,1,1,1,1
6485,1,1,3,4,5,1,0
6486,1,1,2,0,5,1,2
6487,1,1,2,1,1,1,1
6488,1,1,7,1,4,1,1
6489,1,2,4,6,1,1,2
6490,7,2,5,4,1,1,0
6491,1,2,8,4,4,1,2
6492,6,1,5,1,4,2,0
6493,7,2,7,4,1,1,0
6494,1,1,2,1,2,1,1
6495,4,1,5,1,1,3,0
6496,1,2,2,1,3,1,1
6497,2,1,5,2,1,3,1
6498,2,2,3,2,4,1,1
6499,9,1,5,2,5,2,0
6500,1,1,2,4,3,2,0
6501,9,1,3,6,2,1,1
6502,2,2,3,0,3,1,2
6503,1,2,2,1,6,1,1
6504,9,2,8,0,3,1,1
6505,1,1,5,4,3,2,0
6506,2,1,5,6,3,1,0
6507,1,2,8,3,4,1,2
6508,1,2,5,2,1,1,0
6509,1,2,4,2,4,1,2
6510,2,1,3,2,2,2,0
6511,1,2,5,3,3,1,0
6512,1,1,4,5,5,1,1
6513,1,2,10,4,6,1,0
6514,4,1,3,0,5,1,1
6515,9,1,11,2,1,1,0
6516,1,2,4,5,1,2,1
6517,1,2,8,4,4,1,1
6518,2,1,2,0,1,1,1
6519,9,2,3,1,6,1,1
6520,7,2,9,3,3,3,0
6521,1,2,7,8,4,3,0
6522,1,1,5,4,3,1,1
6523,1,1,5,1,1,1,0
6524,1,2,3,6,6,1,2
6525,4,2,4,7,2,1,2
6526,1,2,2,3,5,1,1
6527,1,2,5,8,1,1,2
6528,1,2,4,1,6,1,1
6529,1,2,5,9,2,1,2
6530,1,2,4,4,6,1,2
6531,1,2,4,5,4,1,0
6532,2,2,3,5,2,1,1
6533,1,2,5,2,3,1,1
6534,1,1,2,8,1,1,0
6535,1,2,2,2,1,1,0
6536,1,1,5,4,3,1,2
6537,6,2,1,2,3,2,0
6538,9,1,4,8,1,1,0
6539,1,2,5,5,3,1,2
6540,2,2,2,2,6,2,0
6541,1,1,6,0,4,3,1
6542,1,2,3,0,1,1,0
6543,9,2,6,5,1,1,2
6544,7,1,5,2,1,1,2
6545,1,2,8,8,1,1,0
6546,1,1,2,5,5,1,1
6547,1,2,1,3,4,3,0
6548,9,1,5,0,1,1,1
6549,1,2,2,2,1,1,1
6550,4,1,5,4,3,1,1
6551,7,1,3,2,6,1,0
6552,9,2,5,4,4,3,0
6553,1,2,5,2,6,1,2
6554,1,1,3,2,5,1,0
6555,1,2,6,1,4,3,2
6556,1,1,4,4,3,1,0
6557,1,1,5,6,3,1,0
6558,1,1,2,3,5,1,1
6559,9,1,5,3,2,1,1
6560,1,1,7,3,5,1,0
6561,1,1,7,9,2,1,2
6562,9,2,2,3,4,1,0
6563,1,2,8,5,3,1,0
6564,1,2,1,4,3,2,0
6565,1,2,5,0,4,3,0
6566,1,1,5,3,2,1,2
6567,1,2,4,2,5,1,1
6568,1,2,5,1,1,1,2
6569,5,2,9,4,1,1,0
6570,1,1,3,2,2,1,1
6571,1,1,5,4,3,1,2
6572,9,1,5,4,3,1,0
6573,1,2,3,2,1,3,0
6574,7,1,5,6,3,1,0
6575,9,1,5,1,4,1,2
6576,9,1,2,3,4,1,0
6577,1,2,2,2,2,1,1
6578,1,1,4,5,6,1,2
6579,1,1,3,6,1,1,0
6580,1,1,4,6,4,2,0
6581,1,2,4,0,4,1,2
6582,2,1,3,2,1,1,0
6583,4,2,9,4,1,1,0
6584,1,2,8,1,4,1,0
6585,1,1,3,5,3,1,0
6586,9,2,5,4,4,1,1
6587,1,1,6,0,2,1,0
6588,1,1,5,6,1,2,0
6589,1,2,5,3,6,1,2
6590,1,2,2,0,1,1,0
6591,1,2,8,5,4,1,0
6592,9,1,7,6,6,1,1
6593,1,2,7,3,1,1,1
6594,1,2,4,4,4,1,2
6595,1,2,7,2,1,2,0
6596,1,1,10,7,5,1,0
6597,2,1,9,4,1,1,2
6598,1,1,5,3,1,1,1
6599,9,1,3,5,1,1,2
6600,1,2,4,0,4,1,0
6601,1,2,5,7,1,1,1
6602,9,2,8,0,5,1,1
6603,2,2,3,6,1,1,0
6604,8,2,5,7,1,1,1
6605,2,1,3,5,3,1,0
6606,1,1,8,2,1,1,1
6607,9,1,2,4,3,1,1
6608,9,1,1,4,1,1,0
6609,9,2,2,2,1,1,1
6610,1,2,7,5,4,1,2
6611,2,2,1,1,2,1,0
6612,9,2,2,1,1,1,1
6613,1,1,3,0,2,1,2
6614,6,1,6,4,2,1,1
6615,6,2,6,1,1,1,0
6616,7,1,2,5,1,1,0
6617,1,1,2,4,1,2,0
6618,1,1,5,4,1,1,0
6619,1,1,10,6,6,1,0
6620,7,2,4,1,4,1,0
6621,4,1,5,0,4,1,1
6622,1,1,7,2,1,1,1
6623,1,2,1,1,1,1,1
6624,5,2,11,1,6,2,0
6625,1,2,10,4,1,1,0
6626,9,1,4,8,6,1,0
6627,1,2,5,5,2,1,0
6628,1,2,1,4,5,1,2
6629,1,1,10,3,5,1,1
6630,1,2,3,3,5,1,2
6631,1,2,8,4,5,1,1
6632,1,1,4,4,1,1,1
6633,6,1,4,3,1,1,0
6634,8,1,6,5,2,1,1
6635,1,2,7,1,2,1,1
6636,5,2,5,1,1,1,1
6637,1,2,1,3,3,1,0
6638,1,2,4,3,1,1,0
6639,1,1,7,5,2,1,1
6640,1,2,1,3,1,1,0
6641,1,1,7,9,2,1,2
6642,1,2,2,1,1,1,1
6643,2,1,7,1,4,1,1
6644,9,2,3,5,2,1,2
6645,1,1,1,6,1,1,1
6646,1,2,3,0,4,1,1
6647,1,2,1,0,3,1,0
6648,9,1,9,0,2,2,2
6649,2,1,3,2,6,1,1
6650,1,1,8,1,3,2,0
6651,6,2,6,1,1,1,1
6652,1,1,7,1,1,1,1
6653,1,1,3,2,3,1,1
6654,6,1,3,5,4,1,2
6655,2,2,2,4,3,1,0
6656,7,1,11,8,1,1,1
6657,2,2,5,6,6,1,1
6658,9,1,2,5,3,1,1
6659,1,1,1,1,1,1,0
6660,1,1,8,5,2,1,2
6661,1,2,7,8,2,1,1
6662,1,2,5,5,3,1,2
6663,1,2,3,5,2,1,0
6664,9,1,5,3,2,1,1
6665,1,2,5,4,3,1,2
6666,1,2,6,6,2,1,0
6667,5,2,3,4,2,1,0
6668,1,2,3,4,1,1,0
6669,1,1,8,5,6,1,1
6670,1,1,6,9,2,3,1
6671,2,2,5,0,1,1,0
6672,1,2,7,5,2,1,0
6673,2,1,9,1,4,3,0
6674,1,2,2,7,1,1,0
6675,1,2,7,5,1,1,2
6676,1,2,2,3,4,1,0
6677,7,2,2,1,2,1,1
6678,1,1,6,1,1,3,0
6679,2,2,7,1,4,1,2
6680,6,2,3,0,4,1,0
6681,1,1,9,4,2,1,2
6682,1,2,2,1,1,1,1
6683,1,2,5,4,5,1,2
6684,1,2,2,6,4,1,0
6685,2,2,5,7,1,1,0
6686,9,1,4,2,3,2,0
6687,2,1,4,7,1,1,1
6688,1,1,4,2,4,1,2
6689,6,1,7,3,1,3,1
6690,1,1,4,6,6,1,2
6691,9,2,3,1,4,1,0
6692,1,1,5,0,5,1,0
6693,1,1,4,1,6,2,1
6694,1,1,3,2,4,1,0
6695,2,1,8,9,2,1,1
6696,3,1,8,0,2,1,0
6697,1,2,4,2,4,1,1
6698,6,2,4,2,2,3,2
6699,1,2,4,2,1,3,1
6700,1,2,3,2,1,1,1
6701,4,1,5,4,2,1,0
6702,6,1,3,5,4,3,0
6703,9,1,3,7,6,1,2
6704,7,2,5,4,1,1,0
6705,1,2,7,7,5,1,1
6706,4,2,8,7,1,1,2
6707,1,1,1,9,2,1,2
6708,1,2,10,5,1,1,0
6709,2,1,6,5,2,1,1
6710,2,1,5,0,2,2,0
6711,2,2,7,0,1,1,1
6712,9,1,9,8,5,1,0
6713,1,1,5,5,6,1,1
6714,3,1,6,9,1,1,2
6715,1,2,10,3,3,1,1
6716,1,1,9,3,3,2,0
6717,1,2,6,5,1,1,1
6718,1,1,6,7,1,3,1
6719,2,1,5,5,3,1,0
6720,2,1,5,1,5,1,1
6721,1,1,3,1,5,3,0
6722,9,2,3,2,1,1,2
6723,2,1,1,1,3,1,0
6724,7,2,7,9,1,1,0
6725,1,2,8,1,1,1,0
6726,1,1,5,7,2,1,1
6727,1,2,1,0,6,2,0
6728,1,2,3,4,5,1,0
6729,1,2,7,4,1,1,0
6730,2,2,9,8,1,1,1
6731,4,2,10,0,6,1,2
6732,7,1,6,2,1,1,0
6733,1,2,1,0,1,1,0
6734,9,2,5,0,5,2,0
6735,7,1,4,0,5,1,1
6736,1,1,2,3,6,3,0
6737,1,2,5,2,4,1,2
6738,2,2,2,4,1,2,1
6739,5,2,5,1,3,3,1
6740,8,1,6,9,6,1,2
6741,1,2,4,0,1,3,0
6742,1,2,5,5,4,1,2
6743,2,2,5,1,1,1,1
6744,7,1,9,3,1,1,0
6745,1,1,3,5,1,1,1
6746,6,2,3,3,6,1,1
6747,2,1,6,1,1,1,2
6748,1,1,5,7,6,1,0
6749,1,2,9,7,1,3,1
6750,1,2,3,3,1,3,1
6751,1,2,4,4,1,1,0
6752,2,1,4,3,2,2,0
6753,1,2,7,5,1,1,0
6754,6,1,2,2,2,3,0
6755,5,2,3,2,1,1,1
6756,1,1,6,5,2,3,1
6757,1,2,4,4,3,3,1
6758,2,1,6,3,3,1,1
6759,1,1,5,5,5,1,0
6760,1,1,7,2,6,1,0
6761,1,1,5,0,6,1,0
6762,8,2,11,7,1,1,0
6763,1,1,5,7,1,1,2
6764,1,2,9,2,1,1,0
6765,1,1,4,3,1,1,1
6766,1,1,8,9,1,1,1
6767,1,2,5,2,4,2,0
6768,9,2,3,1,4,1,1
6769,1,2,3,0,1,3,1
6770,1,2,4,2,1,1,1
6771,1,1,2,3,6,1,0
6772,3,2,3,1,1,1,1
6773,1,2,2,1,2,1,0
6774,1,2,6,5,6,1,1
6775,9,1,6,0,3,1,0
6776,8,2,4,5,2,1,0
6777,1,1,1,3,1,1,0
6778,1,2,3,5,5,2,0
6779,1,1,7,2,3,1,2
6780,1,2,4,6,1,1,1
6781,2,2,7,9,4,1,1
6782,1,1,11,1,4,1,2
6783,1,1,11,5,4,1,1
6784,1,1,5,4,5,1,2
6785,6,1,9,5,5,1,1
6786,1,2,5,2,1,1,0
6787,1,2,6,1,2,2,0
6788,1,1,7,2,5,1,0
6789,1,2,5,4,1,1,0
6790,1,1,5,1,1,1,1
6791,1,2,3,0,1,1,1
6792,9,1,10,5,4,1,0
6793,1,2,5,3,2,1,0
6794,1,2,5,7,6,1,1
6795,1,1,5,8,1,3,1
6796,9,1,7,6,1,1,1
6797,8,1,4,0,1,1,1
6798,1,1,6,3,1,1,0
6799,1,1,2,5,5,1,1
6800,1,2,4,6,3,3,1
6801,1,2,5,3,2,1,2
6802,1,1,4,5,6,1,0
6803,8,2,4,2,1,3,1
6804,1,2,7,7,3,1,2
6805,6,1,5,2,1,1,1
6806,2,1,1,5,3,2,0
6807,9,1,5,4,5,1,1
6808,5,1,3,3,4,1,1
6809,9,2,1,0,4,1,0
6810,1,1,5,4,1,1,0
6811,1,1,2,6,2,1,0
6812,7,1,2,2,1,1,1
6813,1,2,3,4,4,2,0
6814,1,1,6,5,4,1,2
6815,1,1,3,1,4,1,1
6816,1,1,5,8,1,1,0
6817,1,2,11,2,6,1,0
6818,1,1,9,1,4,1,1
6819,1,2,12,0,4,1,1
6820,1,2,4,0,2,2,0
6821,1,2,4,2,2,1,1
6822,1,2,5,1,5,3,0
6823,6,2,3,3,2,3,0
6824,1,2,4,0,1,1,2
6825,2,1,1,0,5,1,2
6826,1,1,5,8,4,1,1
6827,1,1,5,3,3,2,0
6828,1,1,5,1,1,1,1
6829,1,1,9,1,2,1,1
6830,1,2,3,2,3,1,2
6831,2,2,4,3,2,1,0
6832,6,1,4,9,1,1,2
6833,3,1,6,2,4,2,0
6834,2,1,2,2,4,3,1
6835,1,1,3,5,3,1,0
6836,2,2,2,6,1,1,1
6837,2,2,5,3,4,1,1
6838,6,1,9,2,2,1,1
6839,1,2,5,2,2,2,1
6840,1,1,6,1,2,1,1
6841,2,1,9,3,1,1,1
6842,1,1,5,1,6,3,0
6843,1,2,1,1,1,1,1
6844,1,1,1,0,1,1,1
6845,1,1,5,0,4,1,0
6846,1,2,4,4,5,1,2
6847,7,1,2,1,1,1,1
6848,7,2,3,8,2,1,0
6849,1,1,3,2,1,1,0
6850,6,2,5,4,4,1,1
6851,1,1,8,2,1,1,1
6852,1,1,2,2,4,1,1
6853,1,2,1,2,3,1,2
6854,9,1,5,5,2,1,0
6855,1,2,5,1,6,1,1
6856,9,2,8,2,6,1,1
6857,2,1,4,2,6,1,0
6858,1,2,3,9,6,1,0
6859,1,1,9,3,1,1,0
6860,1,1,5,1,4,3,0
6861,2,1,3,4,2,2,1
6862,1,2,4,5,2,2,0
6863,2,1,4,2,1,1,0
6864,1,1,5,4,4,2,0
6865,1,2,5,3,3,1,0
6866,2,1,2,2,4,1,1
6867,1,2,5,0,4,2,1
6868,1,1,3,4,4,1,0
6869,1,2,3,1,5,1,0
6870,1,1,2,2,1,1,0
6871,1,2,8,2,3,3,1
6872,1,1,1,1,2,1,0
6873,1,2,2,4,2,1,1
6874,1,1,6,7,6,1,0
6875,1,1,6,4,1,2,0
6876,1,1,5,7,3,1,1
6877,1,2,2,1,1,1,0
6878,1,2,4,4,6,1,2
6879,1,2,4,4,1,2,1
6880,1,1,5,2,6,1,1
6881,1,1,8,1,1,2,0
6882,1,2,6,0,1,1,0
6883,2,1,2,2,2,1,0
6884,2,1,2,1,4,2,0
6885,2,1,3,1,3,1,2
6886,1,1,7,1,1,1,0
6887,1,2,2,4,4,1,1
6888,1,2,4,1,3,1,1
6889,7,2,5,7,1,1,2
6890,1,1,1,2,4,1,1
6891,1,2,5,4,4,1,1
6892,7,2,4,4,4,1,0
6893,2,1,5,1,1,2,0
6894,2,1,2,0,2,3,1
6895,1,2,7,7,1,1,2
6896,1,1,3,1,2,3,0
6897,2,2,8,9,1,1,0
6898,1,1,1,1,2,3,0
6899,1,2,9,6,1,1,0
6900,6,2,1,3,3,2,0
6901,2,1,5,8,6,1,0
6902,1,2,5,5,1,1,1
6903,7,2,5,5,4,1,0
6904,1,1,5,6,1,1,0
6905,1,1,4,5,1,1,1
6906,8,1,5,0,1,1,1
6907,7,1,9,8,6,1,0
6908,1,2,6,0,1,1,1
6909,2,1,5,8,1,1,1
6910,3,2,3,1,6,1,2
6911,1,2,6,1,1,1,1
6912,2,2,4,4,5,1,1
6913,1,1,5,7,1,1,2
6914,6,1,5,2,1,3,0
6915,1,1,5,3,1,1,1
6916,1,1,2,0,2,1,1
6917,1,1,7,3,1,1,0
6918,2,1,6,0,4,1,1
6919,1,2,3,3,1,2,0
6920,1,1,1,3,1,1,0
6921,1,1,8,6,1,1,1
6922,4,1,3,0,2,1,0
6923,7,1,3,5,3,1,1
6924,1,2,7,8,3,1,0
6925,1,2,3,4,6,1,1
6926,7,1,1,1,1,1,1
6927,1,2,6,5,1,1,0
6928,1,1,3,3,3,1,1
6929,2,2,5,2,3,1,1
6930,1,1,5,0,1,3,1
6931,2,2,3,3,4,1,2
6932,1,2,7,3,2,3,2
6933,1,1,8,0,2,1,2
6934,1,2,6,3,5,1,0
6935,1,2,5,5,6,1,0
6936,1,2,5,0,1,1,1
6937,1,1,9,2,2,3,0
6938,1,1,9,5,5,1,1
6939,1,2,5,6,3,1,1
6940,1,1,4,9,4,1,2
6941,1,2,4,5,1,1,1
6942,1,1,7,2,3,1,1
6943,5,1,5,0,5,3,1
6944,6,1,2,4,3,3,0
6945,2,2,5,2,1,1,0
6946,1,1,3,1,6,2,2
6947,6,2,4,2,1,2,1
6948,1,2,1,3,2,1,0
6949,9,1,4,2,4,2,0
6950,1,2,4,3,4,1,0
6951,9,2,9,4,4,1,1
6952,1,2,5,6,5,1,1
6953,1,1,5,3,1,1,1
6954,3,2,4,1,6,2,0
6955,1,2,8,3,4,1,1
6956,1,2,8,5,5,1,0
6957,7,2,1,0,3,1,1
6958,1,2,2,4,1,1,1
6959,5,1,2,1,1,1,1
6960,4,2,5,5,4,2,0
6961,1,1,5,2,1,2,0
6962,1,1,2,4,6,1,1
6963,1,2,4,9,1,1,1
6964,1,1,8,1,6,1,0
6965,1,1,12,7,1,1,0
6966,1,2,3,4,6,1,1
6967,2,1,4,2,2,3,0
6968,1,2,8,5,5,1,2
6969,1,1,7,5,3,1,0
6970,9,2,5,3,1,1,1
6971,9,1,3,4,6,1,0
6972,2,2,2,3,2,1,1
6973,2,2,2,7,3,1,1
6974,2,2,7,1,5,1,2
6975,1,2,6,4,4,1,0
6976,2,1,4,0,4,1,1
6977,1,2,5,4,4,1,0
6978,1,2,2,1,1,1,0
6979,5,2,5,2,6,2,0
6980,1,2,4,2,5,1,1
6981,2,1,8,2,6,1,1
6982,1,2,3,2,3,1,1
6983,1,1,2,0,5,1,1
6984,1,1,4,3,3,2,0
6985,8,1,1,4,1,2,0
6986,7,1,8,5,6,1,0
6987,1,1,5,6,5,1,0
6988,1,1,6,1,6,1,0
6989,1,1,1,2,1,1,0
6990,2,2,1,9,3,1,2
6991,1,1,3,1,4,2,0
6992,1,1,5,6,1,1,1
6993,1,2,9,3,3,3,0
6994,1,2,5,0,1,1,1
6995,9,1,4,3,5,1,1
6996,7,1,4,4,1,1,0
6997,1,1,2,2,2,1,0
6998,1,2,1,3,2,3,1
6999,1,1,5,7,1,1,1
7000,1,2,3,4,4,1,1
7001,1,1,8,8,1,1,2
7002,9,1,4,4,4,1,1
7003,9,1,7,6,2,1,0
7004,1,2,10,3,1,1,1
7005,2,1,5,1,1,1,1
7006,1,2,5,3,2,1,1
7007,2,2,5,1,6,1,1
7008,1,2,6,9,1,3,1
7009,1,1,3,4,2,1,0
7010,1,1,5,0,2,2,0
7011,1,1,3,3,6,1,2
7012,1,1,5,2,1,1,0
7013,2,2,6,1,1,3,0
7014,1,2,2,9,2,1,1
7015,9,2,3,1,2,1,0
7016,2,1,6,1,6,1,0
7017,1,2,3,0,6,1,1
7018,1,1,5,1,1,1,0
7019,1,1,4,0,2,1,2
7020,1,1,5,1,2,1,0
7021,1,2,1,0,4,1,2
7022,1,1,5,2,3,1,0
7023,8,2,5,4,1,1,1
7024,1,2,3,1,4,1,1
7025,1,1,3,0,4,1,0
7026,9,1,2,2,3,1,1
7027,6,1,2,4,1,1,0
7028,9,1,6,0,3,2,0
7029,3,2,5,7,4,1,0
7030,9,2,3,0,3,1,0
7031,1,1,1,0,4,1,0
7032,1,2,2,4,3,1,1
7033,1,2,5,5,6,1,1
7034,1,2,5,8,4,1,1
7035,9,1,4,3,5,2,0
7036,1,2,4,0,1,3,0
7037,1,2,3,7,2,1,0
7038,1,2,4,5,3,1,0
7039,1,2,7,1,1,1,0
7040,5,1,1,9,2,1,1
7041,1,1,5,2,1,2,0
7042,1,1,4,3,2,1,0
7043,1,2,9,3,5,1,1
7044,9,2,9,7,6,1,0
7045,1,1,7,6,1,1,1
7046,2,1,1,3,2,1,0
7047,1,1,6,3,2,1,0
7048,1,2,4,1,1,1,0
7049,1,1,3,1,1,1,1
7050,1,1,3,5,1,1,0
7051,9,1,2,7,2,2,0
7052,1,1,1,3,4,1,2
7053,6,2,6,2,4,1,0
7054,1,1,8,0,4,1,0
7055,7,2,1,4,1,1,0
7056,1,2,6,1,2,3,2
7057,5,1,2,2,1,1,1
7058,1,2,3,5,3,2,0
7059,9,2,3,2,6,2,0
7060,1,2,9,3,4,3,1
7061,1,2,5,1,6,1,1
7062,9,1,5,0,6,1,0
7063,6,1,3,3,3,1,1
7064,8,2,7,1,1,2,1
7065,1,1,4,4,4,2,1
7066,5,1,2,0,1,1,1
7067,1,2,5,2,4,2,2
7068,1,2,7,3,2,1,2
7069,5,1,4,2,2,1,0
7070,1,1,6,3,1,1,1
7071,1,1,4,5,6,1,1
7072,1,2,2,5,3,1,1
7073,5,2,2,4,2,1,1
7074,1,2,4,5,5,1,2
7075,1,1,8,4,5,1,2
7076,9,2,1,3,1,1,1
7077,2,2,6,1,1,1,1
7078,1,2,5,2,1,1,2
7079,2,1,4,4,5,3,1
7080,2,1,5,7,4,1,1
7081,1,1,2,4,1,1,0
7082,1,2,4,1,3,1,1
7083,4,1,4,2,1,2,0
7084,9,1,5,4,5,1,0
7085,2,1,4,2,6,1,0
7086,1,2,4,1,2,3,2
7087,1,1,3,2,4,2,0
7088,1,2,4,0,2,3,2
7089,1,1,3,3,1,2,0
7090,4,1,4,2,6,1,0
7091,2,2,5,0,4,1,0
7092,1,1,5,5,4,1,0
7093,2,1,1,4,5,1,0
7094,1,1,2,3,6,1,1
7095,1,1,2,6,4,1,0
7096,9,1,1,0,1,1,0
7097,1,2,3,3,5,1,1
7098,1,1,1,7,6,1,1
7099,1,1,6,4,2,1,2
7100,1,2,3,9,3,2,2
7101,1,2,5,3,1,1,0
7102,2,1,5,2,2,1,0
7103,1,2,2,3,1,1,0
7104,1,2,12,7,3,1,0
7105,1,2,2,3,1,1,1
7106,1,2,5,1,5,1,0
7107,1,2,4,5,6,1,1
7108,1,1,9,0,4,1,1
7109,9,1,5,2,3,2,0
7110,1,1,12,8,3,1,0
7111,1,1,12,3,6,1,1
7112,1,2,6,2,2,1,1
7113,1,2,2,1,6,2,1
7114,1,1,4,4,4,1,0
7115,2,1,4,1,3,1,2
7116,6,2,2,5,4,1,1
7117,1,1,4,1,1,1,1
7118,9,2,3,1,2,1,0
7119,1,2,3,4,2,2,1
7120,1,1,6,1,2,1,2
7121,1,1,5,5,4,2,0
7122,1,2,3,0,3,1,1
7123,1,2,6,3,5,1,1
7124,2,1,8,6,1,2,0
7125,2,2,4,0,3,1,1
7126,1,2,4,3,3,1,2
7127,1,1,6,9,6,1,1
7128,1,1,2,2,2,1,0
7129,1,2,5,6,3,1,0
7130,7,1,5,2,2,1,0
7131,1,1,5,0,4,1,1
7132,1,1,7,5,2,1,1
7133,1,2,10,6,5,1,1
7134,1,1,5,7,1,1,0
7135,1,2,3,6,4,2,0
7136,1,1,5,5,1,1,0
7137,1,2,8,9,1,1,0
7138,2,2,3,0,1,2,0
7139,1,2,4,5,4,1,0
7140,1,2,4,0,1,3,1
7141,8,1,11,7,4,1,1
7142,1,1,1,2,3,1,2
7143,1,2,5,1,4,1,1
7144,1,1,9,9,6,1,2
7145,1,2,5,5,1,2,1
7146,1,2,9,0,1,3,0
7147,1,1,4,1,1,1,0
7148,1,1,8,9,5,1,2
7149,1,1,2,0,5,1,1
7150,1,1,6,5,3,1,0
7151,1,1,2,2,2,1,1
7152,1,1,4,2,5,3,0
7153,1,1,7,1,1,1,1
7154,1,1,3,4,4,2,0
7155,2,2,1,0,1,1,1
7156,1,1,4,9,1,1,0
7157,9,2,1,1,6,1,1
7158,2,1,1,5,2,1,0
7159,1,1,6,6,3,1,2
7160,2,2,1,1,2,1,0
7161,1,1,3,6,2,1,0
7162,8,2,6,0,1,1,2
7163,1,2,7,9,1,1,1
7164,1,1,1,0,2,1,1
7165,2,1,5,3,2,1,2
7166,1,2,4,3,4,2,0
7167,1,1,8,0,6,1,1
7168,9,1,3,1,1,1,1
7169,2,1,5,4,1,1,2
7170,1,2,2,0,1,1,0
7171,1,2,8,4,4,1,0
7172,1,1,3,5,1,3,1
7173,6,2,2,0,1,1,1
7174,1,1,6,6,6,1,2
7175,1,1,5,1,1,1,1
7176,1,2,3,2,1,2,0
7177,1,2,4,4,3,1,1
7178,1,1,4,7,4,1,0
7179,1,2,5,0,2,1,1
7180,2,1,10,7,2,1,0
7181,2,1,2,0,1,1,0
7182,1,1,3,4,4,2,0
7183,1,1,9,2,6,1,0
7184,1,2,2,2,1,1,1
7185,1,2,5,6,1,1,1
7186,1,2,8,5,3,1,1
7187,1,2,3,3,1,2,0
7188,1,2,4,1,5,1,1
7189,9,1,7,1,2,1,1
7190,1,2,5,2,2,1,0
7191,6,2,4,5,1,3,0
7192,1,1,5,2,1,2,0
7193,1,1,12,7,3,1,0
7194,1,1,6,6,1,1,1
7195,1,1,5,0,3,2,0
7196,3,1,2,1,2,1,2
7197,6,2,5,1,3,1,0
7198,1,2,7,9,2,1,1
7199,1,2,8,3,1,1,1
7200,2,1,5,3,2,1,2
7201,1,2,5,1,1,3,1
7202,1,1,4,2,1,1,1
7203,9,1,2,0,4,1,2
7204,1,1,3,1,1,3,0
7205,2,2,4,0,3,1,0
7206,2,1,3,3,4,1,1
7207,1,1,5,4,4,1,1
7208,1,1,3,2,1,1,0
7209,2,2,8,5,6,1,1
7210,8,1,3,8,1,1,0
7211,1,2,6,0,3,1,1
7212,1,2,3,4,3,2,0
7213,9,2,5,1,4,2,2
7214,1,1,5,5,4,1,0
7215,1,1,7,3,4,1,1
7216,1,2,4,4,5,1,1
7217,1,2,5,8,6,1,0
7218,1,2,2,1,1,1,0
7219,1,2,5,2,3,2,0
7220,1,2,4,4,4,1,2
7221,1,2,5,1,1,1,1
7222,6,2,5,1,6,3,0
7223,2,2,3,1,2,1,0
7224,2,2,4,1,2,3,0
7225,6,1,4,2,1,1,1
7226,4,2,1,3,4,1,1
7227,9,2,3,1,4,1,1
7228,5,2,4,3,3,1,0
7229,1,2,5,6,1,1,1
7230,1,1,8,6,1,1,1
7231,1,2,5,0,3,1,1
7232,1,1,3,3,3,1,1
7233,9,2,6,1,4,1,1
7234,9,1,4,5,3,2,0
7235,7,1,9,6,5,1,0
7236,1,2,3,2,1,1,1
7237,1,2,10,6,6,1,0
7238,1,2,7,4,4,1,2
7239,1,1,3,4,1,2,0
7240,1,2,4,5,1,1,2
7241,2,2,6,1,2,1,0
7242,1,2,5,4,4,1,0
7243,1,1,7,5,5,1,0
7244,9,1,3,1,3,1,1
7245,1,2,3,6,1,1,0
7246,9,2,4,4,3,1,0
7247,1,2,6,5,5,1,0
7248,1,2,8,3,6,1,2
7249,6,2,3,2,5,1,0
7250,1,2,3,1,2,2,0
7251,1,2,5,3,4,1,0
7252,6,1,2,2,1,1,1
7253,9,1,4,7,3,3,0
7254,1,2,3,2,4,1,1
7255,7,1,3,7,3,1,1
7256,2,1,2,4,2,1,0
7257,1,2,7,5,1,1,0
7258,1,2,5,6,2,1,1
7259,1,2,3,1,1,2,0
7260,2,2,4,2,1,1,0
7261,1,2,3,5,2,1,0
7262,1,1,5,7,2,3,0
7263,1,2,10,2,2,1,0
7264,1,2,6,7,2,2,2
7265,1,1,3,2,3,1,1
7266,1,2,7,3,3,3,0
7267,7,2,8,5,5,1,1
7268,2,1,6,2,4,2,0
7269,5,1,4,4,4,1,1
7270,6,2,6,3,6,2,0
7271,3,2,5,5,3,3,0
7272,1,1,5,7,5,1,0
7273,1,2,2,5,1,1,0
7274,6,2,6,5,6,1,1
7275,1,1,5,4,1,1,0
7276,1,2,5,2,4,2,0
7277,1,1,11,8,6,1,0
7278,2,2,4,3,6,1,0
7279,6,2,5,2,3,2,0
7280,1,1,10,3,3,1,0
7281,7,2,4,2,1,1,2
7282,1,1,3,4,5,1,0
7283,1,2,3,1,4,1,0
7284,1,2,4,1,3,1,1
7285,9,2,4,8,3,1,0
7286,1,2,3,2,1,1,0
