,SEX,RAC1P,MSP,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE
2450,1,5,1,2,1,3,5
2451,1,2,1,1,0,7,0
2452,1,2,1,2,1,7,0
2453,1,2,1,1,1,7,0
2454,1,2,1,3,2,7,5
2455,1,2,1,1,1,7,8
2456,1,2,1,1,1,4,0
2457,1,6,1,1,1,7,5
2458,2,2,6,1,1,1,0
2459,1,2,1,3,2,7,2
2460,1,2,1,1,2,7,2
2461,1,6,1,2,0,7,2
2462,2,2,1,1,1,7,0
2463,1,5,1,2,1,7,8
2464,1,5,2,3,1,7,2
2465,1,5,1,3,1,7,6
2466,1,5,1,2,0,2,2
2467,1,2,1,1,1,7,3
2468,1,5,1,1,1,2,1
2469,1,5,1,3,1,7,0
2470,1,6,6,1,2,3,2
2471,2,2,1,1,0,2,8
2472,1,5,2,1,1,7,0
2473,2,2,2,3,1,7,2
2474,2,2,1,3,1,5,2
2475,2,6,1,2,0,4,6
2476,1,5,2,2,1,7,3
2477,1,2,1,3,2,8,0
2478,1,2,6,1,1,7,5
2479,1,2,1,1,1,7,2
2480,1,6,1,1,1,7,0
2481,1,6,2,1,1,7,0
2482,1,5,1,2,1,7,2
2483,1,2,1,3,1,7,3
2484,1,5,2,3,1,3,0
2485,2,2,1,3,1,7,0
2486,2,5,2,3,1,7,0
2487,1,3,1,3,1,2,6
2488,1,2,1,1,1,7,9
2489,2,3,1,2,1,6,7
2490,1,6,1,1,1,7,5
2491,2,2,2,1,1,7,4
2492,1,5,1,1,1,7,8
2493,1,2,1,1,1,7,3
2494,1,6,1,1,2,7,4
2495,1,2,1,1,1,3,6
2496,1,6,1,3,2,7,0
2497,1,1,1,1,1,7,4
2498,1,5,1,2,1,9,0
2499,1,5,2,2,1,7,3
2500,2,2,1,1,1,7,6
2501,1,5,1,3,1,7,2
2502,1,2,1,1,2,12,0
2503,1,6,2,2,1,3,0
2504,1,4,6,1,1,7,9
2505,1,2,2,1,1,7,4
2506,2,2,6,1,2,7,0
2507,1,2,6,1,1,7,3
2508,1,5,1,2,1,7,0
2509,1,2,1,2,1,12,0
2510,1,7,1,1,1,7,1
2511,1,2,1,2,0,2,1
2512,1,2,1,1,2,7,7
2513,1,5,6,3,1,2,2
2514,2,9,1,1,1,2,0
2515,1,2,1,1,1,7,2
2516,1,6,6,3,1,6,0
2517,1,4,1,3,1,7,0
2518,1,3,2,3,0,7,0
2519,2,2,1,3,2,7,3
2520,1,2,1,1,1,7,2
2521,1,2,1,1,1,7,0
2522,2,2,2,3,1,7,0
2523,1,5,1,3,1,1,0
2524,1,5,1,2,1,7,0
2525,1,6,6,1,1,2,6
2526,1,6,1,3,1,7,2
2527,1,2,1,1,0,11,0
2528,2,5,1,3,0,7,0
2529,1,3,1,1,1,7,2
2530,1,2,1,1,1,7,5
2531,1,6,1,1,1,7,2
2532,1,2,1,3,1,7,2
2533,1,2,1,1,1,7,3
2534,2,3,6,1,1,7,1
2535,2,5,2,1,1,3,2
2536,1,5,2,2,0,7,1
2537,1,6,1,3,1,7,4
2538,1,2,1,2,2,6,2
2539,1,3,2,3,1,7,5
2540,2,5,2,3,1,3,1
2541,1,2,1,3,1,7,0
2542,1,2,1,1,1,3,2
2543,1,2,1,2,0,7,1
2544,1,2,6,1,0,7,0
2545,1,2,2,3,1,12,8
2546,1,3,6,2,0,7,0
2547,1,5,1,3,1,7,0
2548,1,5,2,2,0,7,4
2549,2,5,4,2,1,7,0
2550,1,5,4,2,0,7,0
2551,1,2,6,1,1,7,0
2552,1,2,1,1,2,6,0
2553,1,6,1,1,1,7,0
2554,1,2,1,3,1,1,0
2555,1,3,6,2,0,7,0
2556,1,2,2,1,1,7,5
2557,2,2,1,3,1,7,0
2558,2,7,1,1,1,3,4
2559,1,2,1,3,1,7,0
2560,1,2,1,1,1,7,6
2561,1,5,2,3,1,7,0
2562,1,2,2,1,2,7,4
2563,1,5,2,3,2,1,0
2564,1,7,1,3,1,7,3
2565,1,2,1,3,1,7,5
2566,1,2,1,1,1,7,2
2567,1,3,1,2,1,7,0
2568,1,6,1,1,1,7,3
2569,1,2,1,1,1,7,0
2570,1,6,2,1,1,7,2
2571,1,2,1,1,1,7,4
2572,1,5,1,2,1,7,6
2573,1,6,1,1,1,7,0
2574,1,5,1,1,1,7,1
2575,1,2,6,3,1,7,5
2576,1,6,6,3,1,7,0
2577,1,3,1,1,1,7,0
2578,1,3,1,1,1,7,0
2579,1,6,1,3,1,7,4
2580,1,5,2,3,1,3,2
2581,1,2,1,1,1,7,1
2582,1,6,1,1,2,7,0
2583,1,6,1,1,1,7,0
2584,1,2,1,1,1,3,4
2585,1,2,1,1,1,7,6
2586,1,3,1,1,0,7,0
2587,1,6,1,1,1,7,0
2588,2,8,1,1,1,7,1
2589,1,4,1,1,1,7,6
2590,1,3,1,2,1,7,6
2591,1,2,1,1,0,7,0
2592,1,5,2,2,1,7,2
2593,1,2,1,1,1,7,5
2594,1,2,1,3,0,7,2
2595,1,3,2,2,2,7,4
2596,1,8,1,3,1,7,0
2597,2,2,1,1,1,7,8
2598,1,6,6,1,1,2,0
2599,1,2,1,2,1,7,0
2600,2,2,2,1,1,6,4
2601,1,2,1,2,1,7,2
2602,1,2,1,1,1,7,3
2603,2,6,1,2,1,7,4
2604,1,2,4,2,1,7,0
2605,1,3,1,2,0,1,1
2606,1,5,1,3,0,6,0
2607,1,2,1,2,1,3,0
2608,1,2,2,2,0,7,1
2609,1,3,1,2,1,7,0
2610,2,2,1,1,1,7,4
2611,1,5,1,2,2,6,8
2612,1,6,6,1,1,7,5
2613,1,5,4,1,1,3,0
2614,1,2,2,1,2,7,3
2615,1,5,1,2,1,7,3
2616,1,5,2,2,2,11,4
2617,1,1,1,1,1,9,1
2618,2,5,1,3,2,7,8
2619,1,9,1,1,2,7,0
2620,1,5,2,3,1,2,0
2621,1,2,1,3,1,7,2
2622,1,9,4,1,1,7,0
2623,2,7,2,3,2,6,0
2624,1,2,2,2,1,12,1
2625,2,2,1,1,1,7,0
2626,1,2,1,1,1,7,2
2627,1,8,1,3,1,7,1
2628,2,5,1,3,1,3,2
2629,1,2,1,1,1,7,6
2630,1,6,1,2,1,7,2
2631,1,2,1,3,1,2,4
2632,2,2,1,3,1,7,6
2633,1,2,1,2,0,6,8
2634,1,2,2,2,1,7,0
2635,1,9,2,1,1,7,5
2636,1,5,1,1,1,7,5
2637,2,2,1,2,1,7,0
2638,2,2,1,1,1,3,0
2639,2,2,2,1,2,2,0
2640,1,6,2,2,1,7,0
2641,1,6,6,2,1,7,0
2642,1,2,1,1,1,7,0
2643,1,3,2,2,1,7,0
2644,1,9,1,1,1,7,1
2645,1,6,1,3,2,4,9
2646,1,5,2,2,2,4,2
2647,1,5,1,3,1,8,5
2648,1,3,1,1,1,7,0
2649,2,5,1,2,1,7,0
2650,1,2,2,2,1,7,0
2651,1,2,1,1,2,3,9
2652,2,6,6,3,1,1,4
2653,1,5,1,2,1,7,7
2654,1,2,1,2,1,7,2
2655,2,6,1,1,1,7,0
2656,1,7,1,2,2,11,3
2657,1,2,2,3,1,7,0
2658,1,5,1,3,1,6,1
2659,1,2,6,3,1,11,0
2660,1,6,6,2,1,7,0
2661,1,2,1,3,1,7,0
2662,2,2,2,1,2,7,4
2663,1,2,1,1,1,2,0
2664,1,3,1,1,1,7,1
2665,1,2,1,1,1,11,0
2666,1,3,1,3,1,7,0
2667,1,3,4,1,2,7,0
2668,2,2,1,3,1,1,6
2669,1,6,1,1,1,7,6
2670,1,2,1,1,1,7,2
2671,1,6,2,2,1,7,0
2672,1,2,1,1,1,7,4
2673,1,2,1,1,1,2,5
2674,1,5,1,3,1,3,0
2675,1,5,2,2,1,4,6
2676,2,2,6,1,1,7,2
2677,2,1,4,3,1,7,9
2678,1,3,1,2,1,7,5
2679,1,2,6,1,1,1,0
2680,2,6,6,3,1,7,0
2681,1,2,2,2,2,7,5
2682,1,3,1,3,0,7,2
2683,1,2,1,1,2,7,9
2684,1,2,2,3,1,7,2
2685,1,3,1,3,1,7,7
2686,2,2,1,3,2,3,2
2687,1,5,1,3,1,7,3
2688,1,3,1,1,1,7,0
2689,1,6,1,1,1,7,0
2690,1,7,6,1,1,7,9
2691,2,6,6,3,1,7,2
2692,1,2,1,3,1,2,3
2693,1,2,2,1,1,7,1
2694,1,2,1,3,1,7,5
2695,1,3,1,1,2,1,0
2696,1,5,1,1,1,7,0
2697,2,2,2,2,0,7,2
2698,1,5,1,1,2,6,4
2699,1,6,1,1,2,7,9
2700,2,2,2,1,2,7,9
2701,2,3,1,2,1,2,0
2702,1,5,1,2,1,7,0
2703,2,2,1,1,1,4,1
2704,1,3,6,1,1,4,4
2705,1,8,1,2,1,7,0
2706,2,3,1,3,1,7,8
2707,2,6,2,2,1,7,0
2708,2,6,1,1,1,12,2
2709,1,2,1,2,1,7,3
2710,2,2,1,3,1,7,0
2711,1,5,2,3,2,6,0
2712,2,2,2,1,1,7,8
2713,1,2,6,2,1,7,6
2714,1,2,1,1,1,12,0
2715,1,9,1,1,1,7,0
2716,1,2,1,1,1,3,0
2717,1,6,1,1,2,1,5
2718,1,2,1,1,1,7,0
2719,1,2,1,2,0,7,0
2720,1,2,1,1,1,7,0
2721,1,2,1,1,1,7,2
2722,1,6,6,2,1,7,4
2723,1,6,2,2,2,12,1
2724,1,5,1,3,1,3,0
2725,1,7,1,1,1,7,3
2726,1,2,2,3,1,12,0
2727,1,5,1,3,1,7,0
2728,1,2,1,3,2,11,2
2729,1,5,1,2,1,3,5
2730,1,8,1,3,1,7,3
2731,2,2,1,2,0,7,8
2732,1,4,2,1,2,7,0
2733,1,4,2,2,1,3,0
2734,1,6,1,1,1,7,0
2735,1,1,2,1,1,3,6
2736,1,2,1,3,1,12,0
2737,1,2,1,1,2,7,0
2738,1,2,1,1,1,7,3
2739,1,2,2,3,0,7,0
2740,2,6,1,3,1,7,1
2741,1,4,1,1,1,9,6
2742,1,5,1,3,1,7,0
2743,2,5,4,3,1,7,7
2744,1,6,2,1,1,7,6
2745,1,5,2,2,1,7,2
2746,2,6,1,3,1,7,3
2747,2,2,1,1,1,7,0
2748,1,5,2,1,1,3,3
2749,1,2,1,3,1,7,0
2750,1,9,2,1,1,7,5
2751,1,2,2,2,0,6,0
2752,1,5,1,1,1,3,3
2753,1,2,2,1,1,7,0
2754,1,2,1,3,1,7,5
2755,1,9,2,1,1,7,0
2756,1,7,1,1,1,7,6
2757,1,2,2,3,1,6,0
2758,1,5,2,1,1,1,1
2759,1,6,1,1,1,7,8
2760,1,6,1,3,1,7,0
2761,2,5,1,3,0,7,3
2762,1,2,1,2,1,9,3
2763,1,2,1,1,1,7,9
2764,1,5,1,1,1,2,9
2765,1,2,1,1,1,7,3
2766,1,2,2,1,1,2,8
2767,2,2,2,1,1,1,0
2768,1,2,6,2,1,7,3
2769,1,5,1,1,1,7,3
2770,1,2,1,1,1,7,3
2771,2,6,2,3,1,11,9
2772,2,7,2,2,1,7,6
2773,1,3,1,2,1,9,3
2774,1,2,1,2,1,7,3
2775,1,5,1,3,1,7,0
2776,1,2,1,2,1,3,2
2777,1,9,1,2,1,7,0
2778,1,2,1,3,1,11,3
2779,2,5,2,2,1,10,4
2780,2,5,1,3,1,7,4
2781,2,2,1,1,1,7,5
2782,1,6,1,1,1,7,1
2783,1,5,6,3,1,3,2
2784,1,5,1,2,1,7,0
2785,1,2,1,1,2,7,0
2786,2,8,1,2,2,2,0
2787,1,2,1,1,1,7,0
2788,1,2,1,1,1,7,1
2789,2,4,1,2,2,7,4
2790,2,2,1,3,1,7,0
2791,1,2,1,3,1,7,6
2792,2,2,6,2,0,1,6
2793,1,2,1,3,1,7,3
2794,2,3,1,3,1,7,3
2795,1,2,1,3,1,2,6
2796,1,2,6,2,1,12,0
2797,1,2,1,3,2,7,2
2798,2,5,2,1,1,7,4
2799,1,5,1,3,1,2,0
2800,1,2,1,1,1,2,4
2801,1,2,1,3,2,7,6
2802,1,2,1,1,1,7,6
2803,1,2,2,3,1,7,0
2804,2,2,1,3,0,6,0
2805,1,8,1,3,1,7,0
2806,1,3,1,1,1,7,1
2807,1,5,2,3,1,2,2
2808,1,6,6,3,0,7,0
2809,1,2,2,1,1,7,6
2810,1,2,1,2,1,7,1
2811,1,2,1,3,1,7,0
2812,2,2,1,1,1,7,5
2813,1,2,1,1,1,7,3
2814,1,5,6,3,1,7,1
2815,1,2,1,1,1,6,7
2816,1,2,1,2,1,7,4
2817,1,2,1,1,1,7,9
2818,1,4,1,1,1,7,0
2819,1,5,1,3,1,7,0
2820,1,2,1,3,1,7,0
2821,1,5,1,2,2,7,2
2822,1,5,2,3,1,7,5
2823,1,5,1,3,1,3,3
2824,1,5,1,2,2,2,5
2825,1,1,1,2,1,7,4
2826,1,6,6,1,1,7,6
2827,2,3,1,1,2,11,0
2828,2,5,2,3,1,12,9
2829,1,1,1,3,1,7,0
2830,1,2,1,3,1,7,0
2831,1,5,2,3,1,7,0
2832,1,5,2,3,1,3,3
2833,1,5,1,3,1,7,6
2834,1,2,1,1,1,7,0
2835,1,2,1,3,2,7,0
2836,1,2,1,1,1,7,2
2837,1,5,1,2,2,1,1
2838,2,6,1,1,1,7,0
2839,1,5,1,2,1,3,9
2840,1,5,1,1,1,3,3
2841,1,1,6,1,1,6,0
2842,1,9,2,1,1,7,0
2843,1,2,2,1,2,1,1
2844,2,2,1,3,1,7,7
2845,1,2,1,3,1,7,1
2846,1,5,6,3,1,7,0
2847,1,7,6,1,1,7,9
2848,1,2,2,1,1,7,3
2849,1,2,1,1,1,7,0
2850,1,2,2,1,1,7,0
2851,1,2,1,1,2,7,0
2852,1,5,1,2,1,7,3
2853,1,6,2,2,0,7,6
2854,1,6,2,3,1,7,0
2855,1,2,1,3,1,7,0
2856,1,3,1,1,1,7,2
2857,1,2,6,1,2,7,4
2858,1,2,1,1,1,7,2
2859,1,3,1,2,1,7,2
2860,1,5,1,3,1,7,2
2861,1,6,1,2,1,7,0
2862,1,5,1,2,1,7,1
2863,1,5,6,3,1,7,0
2864,1,2,1,1,1,7,0
2865,1,6,6,3,0,7,8
2866,1,6,1,1,1,7,0
2867,2,2,1,2,0,7,0
2868,1,2,1,1,1,7,0
2869,1,6,1,2,1,7,0
2870,1,2,1,3,2,7,4
2871,1,5,1,1,1,12,1
2872,1,1,1,1,1,7,7
2873,1,2,2,1,1,4,2
2874,2,5,2,3,1,6,3
2875,2,2,6,2,0,7,0
2876,1,3,1,3,1,7,2
2877,1,2,2,3,2,7,3
2878,1,2,1,1,2,7,3
2879,1,6,6,1,1,11,0
2880,1,6,1,1,1,7,0
2881,1,6,2,2,1,7,0
2882,1,2,1,3,1,7,2
2883,1,6,1,3,1,7,6
2884,1,2,1,2,0,7,4
2885,1,9,1,1,1,12,9
2886,1,2,2,1,2,5,0
2887,1,2,6,2,1,7,2
2888,1,2,1,2,2,7,0
2889,2,6,6,2,1,7,2
2890,1,3,6,3,0,7,3
2891,2,2,1,1,1,4,0
2892,1,2,6,3,1,6,4
2893,1,3,1,2,0,7,3
2894,1,5,1,3,1,3,8
2895,1,3,1,2,1,7,8
2896,1,5,6,2,1,7,0
2897,2,5,1,3,1,7,8
2898,1,5,1,2,1,7,5
2899,1,5,1,1,2,7,5
2900,2,6,1,1,0,7,5
2901,1,2,1,2,1,3,3
2902,1,6,1,1,1,4,0
2903,1,7,1,1,1,7,0
2904,1,2,6,1,2,7,9
2905,1,5,6,1,1,11,1
2906,2,3,1,1,1,1,8
2907,1,5,1,1,1,11,0
2908,1,5,1,3,1,7,1
2909,1,2,2,3,1,7,0
2910,1,6,1,3,1,11,1
2911,1,7,1,1,2,7,1
2912,2,5,2,2,1,7,1
2913,1,2,1,1,1,4,0
2914,2,2,1,1,1,7,8
2915,1,3,1,3,1,7,0
2916,1,6,6,1,1,3,3
2917,1,2,1,3,1,7,0
2918,1,5,1,3,1,7,5
2919,1,3,1,1,1,7,1
2920,2,6,1,1,1,12,6
2921,2,2,1,3,1,7,3
2922,1,6,6,1,1,7,3
2923,2,2,1,1,1,7,1
2924,1,7,1,1,1,7,0
2925,1,2,1,3,1,7,4
2926,1,5,1,3,2,7,0
2927,1,2,1,3,1,7,2
2928,1,2,1,3,1,7,0
2929,2,2,1,1,1,7,9
2930,1,5,1,3,0,7,3
2931,1,3,1,1,1,7,0
2932,1,5,2,2,1,3,2
2933,2,2,1,1,1,7,0
2934,2,8,1,3,1,7,1
2935,1,2,1,1,0,7,1
2936,1,3,1,3,1,7,0
2937,2,8,1,2,0,7,0
2938,1,5,1,3,1,7,4
2939,1,2,2,3,1,7,0
2940,1,1,1,1,1,7,2
2941,1,2,1,3,1,7,5
2942,1,2,1,1,1,12,0
2943,1,2,1,1,1,7,7
2944,1,9,1,1,1,7,0
2945,1,8,1,2,1,7,6
2946,1,6,6,1,1,11,5
2947,1,6,6,1,2,4,9
2948,2,5,1,2,1,7,4
2949,1,2,1,2,1,7,0
2950,2,2,1,1,1,7,8
2951,1,7,2,2,1,7,7
2952,1,3,2,1,2,8,0
2953,1,2,1,2,2,7,0
2954,1,2,1,1,0,7,2
2955,1,2,6,3,1,7,0
2956,1,6,2,1,1,7,9
2957,1,5,1,3,1,7,5
2958,1,2,1,1,1,7,2
2959,1,2,1,3,2,4,6
2960,1,5,1,1,1,6,3
2961,1,2,1,1,1,7,2
2962,1,3,6,1,1,7,0
2963,1,2,1,1,0,2,0
2964,1,7,6,2,1,3,2
2965,1,2,1,3,1,7,9
2966,2,9,1,1,1,7,0
2967,1,5,1,1,1,1,2
2968,2,6,1,2,1,3,9
2969,2,6,1,3,1,7,4
2970,1,5,2,2,1,11,4
2971,1,2,2,3,2,1,4
2972,1,5,3,2,1,7,2
2973,1,6,6,3,0,3,1
2974,1,2,1,3,1,7,0
2975,1,5,1,3,1,6,0
2976,1,9,1,1,2,1,0
2977,2,6,1,1,1,7,0
2978,1,2,2,3,1,7,8
2979,1,5,1,1,1,8,7
2980,1,2,1,1,1,7,0
2981,1,7,6,1,1,7,2
2982,1,2,1,1,1,6,9
2983,2,6,1,2,0,7,1
2984,1,2,1,1,1,7,2
2985,1,5,1,1,1,7,5
2986,1,5,1,3,1,7,9
2987,1,2,6,3,0,7,8
2988,2,6,1,3,1,7,0
2989,1,5,2,3,2,1,0
2990,1,2,2,2,2,7,0
2991,1,2,1,3,0,2,4
2992,1,2,1,3,1,7,0
2993,1,2,1,3,1,7,6
2994,1,2,1,1,1,7,0
2995,1,2,1,2,2,7,0
2996,1,8,1,1,2,7,1
2997,1,6,1,1,2,7,3
2998,2,2,1,1,1,1,5
2999,2,2,1,3,2,7,5
3000,1,4,6,1,1,7,0
3001,1,2,1,2,1,7,0
3002,1,2,1,2,2,7,0
3003,1,2,6,1,1,7,6
3004,1,2,1,1,1,7,4
3005,1,2,1,1,1,11,0
3006,1,7,1,2,2,7,1
3007,1,2,1,3,2,7,1
3008,1,2,1,3,1,7,2
3009,2,5,1,3,1,7,0
3010,2,5,1,3,1,11,2
3011,1,2,1,1,1,7,2
3012,1,2,2,1,0,7,0
3013,1,5,1,2,0,3,0
3014,1,2,6,2,1,4,6
3015,1,2,1,3,1,7,0
3016,2,6,6,1,1,3,3
3017,1,2,1,1,1,7,0
3018,1,2,2,2,0,6,2
3019,1,5,1,3,1,7,5
3020,2,5,2,3,1,6,4
3021,2,2,1,1,1,6,0
3022,1,6,4,3,1,9,4
3023,1,3,1,1,1,2,5
3024,1,5,1,2,2,2,0
3025,1,2,1,1,1,7,0
3026,1,5,1,3,1,7,1
3027,1,6,1,3,0,4,0
3028,1,5,2,2,1,2,8
3029,1,2,2,2,2,11,7
3030,2,2,2,2,1,7,1
3031,1,2,1,1,1,7,6
3032,1,2,6,2,1,7,1
3033,1,2,1,1,1,7,2
3034,2,2,6,3,1,7,0
3035,1,9,2,3,1,1,0
3036,1,5,1,3,1,7,8
3037,1,6,6,1,1,7,1
3038,1,2,1,1,2,7,9
3039,2,3,1,2,1,7,1
3040,2,2,1,1,1,7,0
3041,1,5,2,1,1,7,0
3042,1,6,1,3,1,7,0
3043,1,2,1,2,1,2,5
3044,1,5,1,3,1,7,4
3045,1,2,2,3,2,7,0
3046,2,2,1,1,1,7,6
3047,1,2,1,1,1,7,3
3048,2,5,1,2,1,7,4
3049,2,6,1,1,1,7,2
3050,1,2,1,1,1,7,3
3051,1,6,2,1,0,3,4
3052,1,2,1,1,1,7,2
3053,1,2,1,1,1,7,0
3054,1,3,6,3,1,7,0
3055,1,2,1,3,1,11,3
3056,1,5,1,3,1,1,8
3057,1,8,2,3,1,7,0
3058,1,5,6,3,1,7,6
3059,2,2,4,1,1,7,1
3060,1,2,1,1,1,7,9
3061,1,5,1,1,1,7,5
3062,2,6,1,1,0,7,2
3063,1,5,1,1,1,7,2
3064,1,6,1,1,2,7,0
3065,1,2,1,1,1,3,5
3066,2,2,1,2,1,7,8
3067,1,2,6,1,1,7,0
3068,1,2,2,3,1,7,0
3069,2,6,1,2,1,7,1
3070,1,2,1,1,1,3,2
3071,2,5,1,2,0,1,6
3072,1,2,1,1,2,7,4
3073,1,5,1,1,1,7,9
3074,1,5,1,3,1,7,0
3075,1,2,1,2,1,12,0
3076,1,2,2,3,1,1,0
3077,2,5,1,3,1,1,4
3078,1,2,1,3,1,7,0
3079,2,2,1,2,0,2,0
3080,2,5,1,3,1,1,2
3081,1,8,2,1,2,11,2
3082,1,5,1,3,1,7,0
3083,1,3,6,3,1,7,6
3084,1,2,2,2,1,4,0
3085,1,1,2,1,1,3,9
3086,1,3,1,3,0,7,2
3087,1,7,1,2,1,7,1
3088,1,2,1,3,1,7,4
3089,1,2,1,1,1,7,5
3090,1,6,6,3,2,9,0
3091,1,5,1,1,0,7,2
3092,1,3,1,3,1,11,0
3093,1,5,1,2,1,2,3
3094,2,5,1,1,1,2,0
3095,1,3,2,1,1,12,0
3096,1,2,1,1,1,7,3
3097,1,5,1,3,0,3,0
3098,1,2,1,3,1,7,1
3099,1,6,6,1,1,7,0
3100,1,6,2,1,0,7,0
3101,1,2,1,2,1,6,0
3102,1,6,1,2,1,7,0
3103,1,2,2,1,1,7,9
3104,1,2,1,1,1,7,1
3105,2,2,2,2,1,7,2
3106,2,2,1,1,1,1,3
3107,1,2,2,3,0,7,0
3108,1,5,1,3,2,7,3
3109,2,5,1,3,1,7,1
3110,1,5,1,1,1,7,4
3111,2,5,1,3,1,7,1
3112,1,2,6,3,1,7,0
3113,2,2,1,1,1,7,2
3114,1,2,1,2,1,7,4
3115,1,6,1,1,1,7,2
3116,1,6,1,1,1,2,8
3117,1,2,1,1,1,7,0
3118,1,2,1,1,2,7,0
3119,1,1,1,3,1,7,5
3120,2,2,1,2,1,2,1
3121,1,5,4,2,1,6,5
3122,1,2,2,1,1,7,7
3123,1,7,1,3,1,11,1
3124,1,2,1,2,1,3,0
3125,2,2,6,1,1,7,5
3126,1,1,1,1,1,7,1
3127,1,2,1,2,2,7,4
3128,1,5,1,1,1,7,2
3129,1,5,1,2,1,7,0
3130,2,3,1,3,1,6,3
3131,1,2,1,1,0,7,0
3132,1,8,1,1,1,1,2
3133,2,2,1,1,1,7,0
3134,1,5,1,1,1,7,2
3135,1,6,1,1,1,7,0
3136,1,2,1,1,1,7,0
3137,1,2,1,3,1,7,8
3138,1,2,1,1,1,7,6
3139,1,3,1,3,1,3,0
3140,1,2,2,3,1,7,9
3141,2,6,2,3,1,3,0
3142,1,3,2,1,1,7,6
3143,1,5,1,3,2,3,2
3144,2,2,6,2,1,7,2
3145,1,2,2,1,1,1,3
3146,1,5,1,3,1,3,0
3147,1,5,6,2,1,3,1
3148,1,2,1,1,0,7,1
3149,2,6,6,1,1,7,8
3150,1,2,1,3,1,7,5
3151,1,2,1,2,1,7,0
3152,2,8,1,1,1,4,2
3153,1,2,1,1,2,7,3
3154,1,5,1,2,1,3,2
3155,1,6,1,2,2,3,5
3156,2,6,1,1,1,3,7
3157,2,3,1,2,1,7,4
3158,2,5,1,1,2,7,0
3159,2,5,1,1,1,1,0
3160,1,2,1,1,0,2,4
3161,1,3,1,1,1,7,1
3162,1,7,1,3,1,7,4
3163,1,2,1,3,1,7,0
3164,1,5,2,3,1,7,4
3165,2,2,1,1,1,7,2
3166,1,6,1,1,1,7,9
3167,1,3,6,1,1,7,0
3168,2,2,1,1,1,7,0
3169,1,2,2,3,1,7,5
3170,1,2,4,1,0,4,0
3171,1,6,1,3,0,1,1
3172,1,2,6,3,1,7,4
3173,2,2,1,3,1,12,5
3174,1,6,1,3,2,7,4
3175,1,2,1,1,1,7,8
3176,1,6,1,3,1,4,9
3177,2,2,1,2,1,11,2
3178,1,2,1,3,1,11,5
3179,1,5,1,3,1,11,8
3180,1,5,1,1,2,7,0
3181,1,2,2,1,2,7,3
3182,1,2,1,2,1,7,2
3183,1,2,1,3,0,7,0
3184,1,3,1,1,1,7,5
3185,2,5,1,2,0,4,1
3186,2,5,1,1,2,7,4
3187,1,5,1,3,1,7,0
3188,1,2,2,1,1,7,0
3189,1,2,2,3,2,7,0
3190,1,5,2,3,1,12,3
3191,2,3,2,1,2,2,0
3192,2,2,6,1,2,3,3
3193,2,2,1,1,2,2,7
3194,1,2,1,3,1,7,0
3195,1,5,6,3,2,7,2
3196,1,2,1,2,1,7,9
3197,1,2,2,3,1,7,1
3198,1,5,1,2,1,3,0
3199,1,6,6,1,1,7,0
3200,1,2,1,1,1,7,7
3201,1,2,1,2,1,7,3
3202,1,2,1,3,2,7,3
3203,1,2,1,1,1,7,0
3204,1,2,1,3,1,7,0
3205,1,2,2,3,2,7,0
3206,1,2,1,3,2,7,0
3207,1,2,1,3,1,7,5
3208,2,5,1,3,1,7,0
3209,1,2,1,3,1,7,2
3210,1,6,6,2,1,7,5
3211,2,5,1,2,0,7,4
3212,1,2,2,1,1,7,0
3213,1,2,6,2,1,2,0
3214,1,2,1,1,2,7,2
3215,1,5,1,3,1,2,6
3216,2,2,1,3,1,7,0
3217,1,5,2,2,1,7,3
3218,1,2,1,1,1,7,0
3219,1,3,1,1,2,7,6
3220,1,2,1,2,1,7,0
3221,2,9,2,3,1,7,4
3222,1,6,1,1,2,3,3
3223,1,2,2,1,1,7,6
3224,1,2,6,1,1,7,4
3225,2,2,2,2,1,3,4
3226,1,5,6,1,1,12,0
3227,2,2,1,3,1,7,2
3228,1,5,1,3,1,7,0
3229,1,2,1,1,1,7,9
3230,1,2,1,3,1,7,0
3231,1,2,1,1,1,12,7
3232,1,6,1,3,1,7,2
3233,1,5,1,2,1,3,0
3234,1,2,1,1,1,7,0
3235,1,2,2,1,1,7,7
3236,1,6,6,1,1,7,2
3237,2,2,2,1,1,4,0
3238,2,5,1,3,1,7,6
3239,2,7,1,2,1,7,1
3240,1,3,2,3,0,7,6
3241,2,6,6,3,1,7,0
3242,1,2,1,3,2,6,0
3243,1,2,2,1,2,3,2
3244,1,2,2,3,1,7,6
3245,1,6,1,2,1,1,1
3246,2,5,1,1,1,2,0
3247,1,5,1,3,2,2,8
3248,1,2,2,2,1,7,1
3249,1,5,1,1,1,3,0
3250,2,2,1,1,1,7,5
3251,1,9,1,2,1,7,6
3252,2,5,1,2,0,12,0
3253,1,5,2,2,1,7,1
3254,1,2,1,2,1,2,4
3255,1,7,1,1,1,7,5
3256,1,3,1,1,1,7,4
3257,1,6,2,3,1,7,0
3258,1,2,1,2,2,7,5
3259,1,8,1,3,2,7,0
3260,1,7,2,2,0,7,0
3261,1,5,1,1,1,2,5
3262,2,2,1,1,1,3,5
3263,1,6,1,1,1,7,0
3264,1,9,1,3,0,7,0
3265,1,9,1,3,1,7,9
3266,2,2,2,1,1,7,3
3267,1,3,2,1,1,7,0
3268,1,2,1,3,1,7,6
3269,1,2,2,1,2,7,0
