,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
3577,1,1,1,2,1,1,1
3578,1,1,4,0,2,1,0
3579,1,1,4,7,2,1,1
3580,2,2,4,0,3,2,0
3581,1,1,3,2,3,2,0
3582,3,1,9,6,3,2,1
3583,1,1,2,1,5,1,1
3584,2,2,3,0,3,1,1
3585,1,2,6,4,3,1,0
3586,2,2,2,4,5,2,0
3587,7,1,1,2,3,1,0
3588,2,1,4,5,2,1,0
3589,1,2,2,2,1,1,0
3590,1,2,4,2,1,2,0
3591,2,2,3,3,1,2,0
3592,6,1,6,1,3,1,1
3593,1,1,3,1,1,2,1
3594,1,1,2,1,1,2,1
3595,4,1,5,2,1,1,1
3596,1,2,4,0,1,1,0
3597,2,2,10,5,1,2,1
3598,1,1,4,2,3,2,1
3599,6,1,5,2,1,1,0
3600,1,1,4,3,3,2,0
3601,1,2,3,1,1,1,0
3602,1,2,3,0,3,1,1
3603,1,1,2,4,1,1,1
3604,6,2,2,2,5,3,0
3605,9,1,3,5,1,1,0
3606,1,1,6,5,1,1,0
3607,3,1,10,5,6,2,1
3608,1,1,4,0,1,2,0
3609,1,2,4,4,3,1,0
3610,1,1,1,5,1,1,1
3611,1,2,2,2,5,2,1
3612,1,1,5,7,3,1,0
3613,1,2,2,3,1,2,0
3614,9,1,1,5,3,1,1
3615,2,2,3,0,3,1,1
3616,1,2,4,2,5,2,0
3617,1,1,2,1,1,1,1
3618,6,2,3,4,5,2,1
3619,6,2,10,5,1,2,1
3620,6,1,5,4,4,2,1
3621,1,1,12,1,1,2,1
3622,1,2,1,0,1,2,0
3623,1,2,1,1,1,1,0
3624,1,2,2,1,1,1,0
3625,1,2,3,0,1,1,1
3626,2,2,5,1,2,1,1
3627,2,2,9,2,3,2,1
3628,2,2,3,3,1,2,1
3629,1,2,2,1,1,1,0
3630,1,2,2,7,1,1,0
3631,7,1,9,3,2,1,1
3632,2,1,2,3,3,2,1
3633,2,1,4,3,3,2,1
3634,1,2,4,5,2,1,0
3635,1,2,6,4,1,1,1
3636,1,2,3,3,1,1,0
3637,1,1,1,0,1,1,1
3638,1,2,3,4,4,2,0
3639,2,2,2,4,1,2,0
3640,1,2,4,3,3,2,1
3641,1,2,8,7,1,1,1
3642,2,1,10,1,1,1,1
3643,3,2,7,4,2,1,0
3644,1,1,1,3,4,1,1
3645,1,2,5,3,2,1,0
3646,1,1,4,1,2,1,1
3647,1,2,4,3,1,3,1
3648,1,2,7,2,1,3,0
3649,1,2,3,1,5,2,1
3650,2,2,2,4,1,1,1
3651,3,2,5,4,2,1,0
3652,2,2,5,1,5,2,0
3653,2,2,7,2,1,1,1
3654,1,1,4,3,5,2,1
3655,1,2,3,7,1,1,0
3656,2,1,4,1,1,1,1
3657,1,1,3,7,1,3,0
3658,1,2,5,1,1,1,0
3659,1,2,2,1,1,2,0
3660,1,2,2,0,1,1,0
3661,2,2,2,4,4,2,1
3662,8,1,2,5,3,1,0
3663,2,2,2,0,2,1,0
3664,1,2,4,4,3,2,1
3665,1,2,3,2,1,1,0
3666,6,2,2,4,3,2,0
3667,1,2,6,6,1,1,0
3668,1,2,2,3,3,2,0
3669,7,2,1,3,2,1,0
3670,1,2,2,4,1,2,0
3671,1,1,5,3,4,1,0
3672,2,2,5,4,1,1,1
3673,1,2,4,1,1,1,0
3674,1,2,4,5,1,1,1
3675,1,2,7,1,1,1,1
3676,2,2,3,4,1,2,1
3677,1,2,4,3,3,2,1
3678,1,1,3,3,1,1,0
3679,2,1,3,3,5,3,1
3680,2,2,4,4,2,2,0
3681,1,1,6,2,1,1,0
3682,1,2,1,0,2,1,0
3683,1,2,4,0,5,1,1
3684,2,2,4,2,2,2,1
3685,1,1,3,5,1,1,1
3686,8,1,6,8,2,1,1
3687,1,2,2,3,3,2,0
3688,1,2,3,1,1,1,0
3689,1,1,5,0,1,1,1
3690,2,2,2,3,6,1,0
3691,1,2,7,0,3,3,1
3692,1,1,5,3,5,1,0
3693,1,2,2,0,1,1,1
3694,1,1,2,3,1,2,0
3695,1,1,3,1,1,1,0
3696,2,1,2,7,2,1,1
3697,9,2,1,4,1,1,0
3698,2,2,6,4,1,1,1
3699,5,1,5,3,1,1,1
3700,3,2,12,2,1,3,0
3701,4,2,4,0,1,1,0
3702,2,2,7,0,1,1,1
3703,1,1,1,6,2,1,1
3704,1,2,6,2,1,1,1
3705,9,1,2,3,1,1,0
3706,1,1,2,6,2,1,0
3707,1,1,4,2,1,1,0
3708,2,1,4,3,1,2,0
3709,1,2,8,4,1,1,1
3710,1,1,4,2,1,2,0
3711,2,1,6,5,1,1,0
3712,1,1,2,2,2,1,0
3713,1,2,3,0,6,1,1
3714,1,1,4,2,5,2,1
3715,7,1,4,2,2,1,0
3716,2,1,3,7,2,3,0
3717,2,2,3,0,2,3,1
3718,1,1,3,3,1,1,1
3719,1,1,4,0,6,3,0
3720,1,2,3,0,2,2,0
3721,1,2,4,1,5,2,0
3722,1,1,5,0,5,1,1
3723,1,2,5,3,1,2,0
3724,2,2,5,5,4,1,0
3725,1,1,2,0,1,1,1
3726,1,2,7,3,2,1,1
3727,2,1,9,8,5,2,1
3728,1,2,7,3,1,1,1
3729,1,1,3,0,1,1,1
3730,9,2,5,5,3,1,0
3731,1,2,12,2,1,1,1
3732,7,2,2,5,1,1,0
3733,1,2,1,4,1,1,0
3734,1,2,3,2,5,2,1
3735,1,2,3,3,3,1,0
3736,1,1,9,1,1,1,1
3737,1,1,3,2,1,1,1
3738,1,2,1,1,2,1,1
3739,2,2,4,2,3,2,0
3740,1,1,4,2,1,1,0
3741,6,1,3,1,3,2,0
3742,2,2,3,4,1,2,1
3743,1,2,4,2,5,2,1
3744,1,1,4,4,5,2,0
3745,1,1,4,3,3,2,1
3746,1,2,2,0,1,1,0
3747,1,1,2,2,1,1,0
3748,9,2,1,3,3,2,0
3749,2,2,2,0,6,1,1
3750,2,2,5,4,3,2,0
3751,8,2,1,0,1,1,1
3752,1,1,9,2,1,3,0
3753,1,2,1,3,4,2,0
3754,1,2,5,0,1,1,1
3755,6,1,3,4,5,1,0
3756,1,2,1,3,1,1,0
3757,2,2,3,0,1,2,1
3758,1,2,2,1,5,2,0
3759,1,1,6,0,5,1,1
3760,5,1,4,0,2,1,1
3761,9,1,5,5,4,1,1
3762,4,1,10,6,1,2,1
3763,2,2,2,4,1,2,1
3764,1,2,3,4,1,1,0
3765,1,2,2,4,1,1,1
3766,1,1,4,5,2,1,1
3767,1,1,7,3,1,1,1
3768,9,1,4,2,1,1,1
3769,5,2,3,3,3,2,1
3770,1,1,6,5,1,3,1
3771,2,1,4,3,4,1,0
3772,1,2,4,3,3,2,1
3773,9,2,4,0,2,1,1
3774,1,2,3,4,1,2,1
3775,6,2,4,1,3,2,0
3776,2,2,4,0,1,1,1
3777,1,1,3,3,1,2,1
3778,2,2,6,3,4,1,0
3779,1,2,5,1,3,1,0
3780,2,2,10,4,1,1,1
3781,1,1,1,2,1,1,1
3782,2,2,4,1,5,2,1
3783,1,2,3,2,2,1,0
3784,1,1,2,2,3,1,1
3785,1,2,9,2,1,3,0
3786,1,2,6,0,1,1,0
3787,1,2,3,1,3,2,1
3788,6,2,5,1,1,1,1
3789,1,1,4,1,1,3,1
3790,1,1,1,1,1,1,0
3791,2,2,3,4,1,1,0
3792,1,1,4,7,1,1,1
3793,1,1,9,2,5,1,1
3794,1,1,3,4,2,2,0
3795,2,2,5,1,2,1,0
3796,1,2,4,2,3,2,0
3797,1,2,4,2,3,1,0
3798,1,2,2,7,1,1,0
3799,9,2,4,2,2,1,0
3800,1,2,4,0,3,2,0
3801,1,1,8,1,1,1,1
3802,2,2,4,2,1,1,0
3803,1,1,2,4,6,1,0
3804,2,1,2,1,1,2,0
3805,1,1,5,4,1,1,0
3806,7,1,2,4,2,1,0
3807,1,2,10,2,1,1,1
3808,1,1,4,4,2,1,0
3809,1,2,4,2,3,2,1
3810,1,2,4,4,3,1,1
3811,3,2,9,4,1,2,1
3812,1,2,4,1,2,3,1
3813,1,2,6,2,1,1,1
3814,1,2,9,2,1,2,1
3815,1,2,11,2,1,1,1
3816,1,2,2,1,5,2,1
3817,1,2,3,2,1,1,1
3818,1,2,3,1,4,1,1
3819,4,2,2,2,3,2,0
3820,1,2,6,2,2,1,1
3821,8,2,2,2,5,1,0
3822,1,1,3,4,3,2,1
3823,1,1,1,1,1,1,1
3824,1,1,3,2,2,1,1
3825,1,1,5,1,1,3,1
3826,1,1,4,1,1,2,0
3827,1,2,4,3,3,2,1
3828,6,1,9,1,1,1,1
3829,1,1,3,2,1,1,1
3830,1,2,1,6,5,1,0
3831,4,2,7,6,3,3,1
3832,9,1,2,1,1,1,0
3833,1,1,5,0,1,1,0
3834,2,2,3,1,1,2,0
3835,1,2,3,3,5,2,1
3836,4,2,4,0,1,1,0
3837,1,2,3,2,3,2,1
3838,7,2,6,4,3,1,0
3839,2,1,4,4,1,1,0
3840,3,2,7,7,6,1,1
3841,6,2,10,6,4,2,1
3842,6,2,4,3,5,2,1
3843,1,2,1,2,1,1,0
3844,2,1,5,0,3,1,0
3845,1,2,6,4,1,3,0
3846,1,1,6,3,2,1,0
3847,1,2,1,5,1,1,0
3848,1,1,3,1,4,2,0
3849,1,1,3,4,3,2,1
3850,1,2,4,2,5,2,1
3851,1,1,1,1,3,2,0
3852,1,2,1,5,1,1,1
3853,1,2,3,4,1,2,0
3854,1,1,5,0,1,3,0
3855,1,1,5,5,1,1,1
3856,3,2,6,2,2,2,1
3857,6,1,5,1,2,1,1
3858,5,2,4,4,1,2,0
3859,1,2,3,7,2,3,0
3860,2,2,6,2,1,1,1
3861,1,1,3,3,5,1,0
3862,1,2,1,6,2,1,0
3863,1,1,3,4,3,2,0
3864,3,2,4,5,2,3,0
3865,1,2,2,2,4,2,1
3866,1,2,4,1,2,1,0
3867,2,2,8,3,1,1,1
3868,1,1,4,0,5,2,1
3869,1,1,4,0,3,2,1
3870,1,1,3,3,5,2,1
3871,2,2,4,2,4,1,1
3872,7,2,5,2,3,1,1
3873,5,2,2,2,1,1,0
3874,1,1,11,2,4,1,1
3875,1,2,3,3,1,2,1
3876,1,1,2,0,1,1,0
3877,7,1,7,3,2,1,1
3878,1,1,4,0,1,2,0
3879,6,2,1,0,3,1,0
3880,5,2,5,0,3,1,1
3881,5,2,8,1,5,1,1
3882,1,2,3,1,1,2,0
3883,2,1,2,2,3,2,0
3884,8,1,7,7,6,3,0
3885,1,1,1,3,2,1,0
3886,1,2,2,2,3,2,0
3887,2,1,4,0,3,2,0
3888,1,2,2,2,1,1,1
3889,2,2,4,1,3,1,0
3890,3,1,3,0,3,1,0
3891,1,1,2,4,1,1,0
3892,1,1,5,3,2,2,0
3893,1,2,5,2,4,3,0
3894,1,2,9,3,1,1,1
3895,2,2,2,6,2,1,1
3896,1,2,7,3,1,1,1
3897,2,1,2,3,1,1,0
3898,1,2,11,2,1,3,1
3899,1,2,1,3,1,1,0
3900,2,1,5,0,2,1,1
3901,4,2,10,4,5,1,1
3902,3,2,1,0,1,2,1
3903,6,1,1,0,1,3,1
3904,5,2,5,0,1,1,1
3905,2,2,1,6,1,3,1
3906,3,2,3,3,6,1,1
3907,1,1,4,2,5,2,1
3908,1,2,1,3,2,1,0
3909,1,1,3,3,3,2,1
3910,1,2,1,3,2,1,0
3911,3,1,6,4,2,1,0
3912,8,1,10,4,6,1,0
3913,1,1,2,2,5,1,1
3914,2,2,5,0,2,3,1
3915,3,2,1,3,2,3,1
3916,6,2,5,1,2,1,1
3917,2,2,3,0,4,2,0
3918,9,1,9,2,1,1,1
3919,2,2,4,2,1,2,0
3920,2,2,3,6,1,1,0
3921,1,2,4,3,3,2,1
3922,1,2,3,3,3,2,1
3923,2,2,2,2,1,1,1
3924,1,1,3,3,1,2,0
3925,2,2,2,3,2,1,0
3926,1,1,7,4,3,2,0
3927,9,2,4,0,2,1,0
3928,1,1,3,6,1,2,1
3929,1,2,8,6,3,1,0
3930,1,1,6,5,2,3,0
3931,6,2,4,0,5,2,1
3932,1,1,2,2,2,1,0
3933,1,1,6,4,2,1,1
3934,6,1,5,4,1,2,1
3935,1,1,4,2,5,2,1
3936,3,1,2,3,3,2,0
3937,1,1,2,7,2,1,1
3938,5,1,8,5,3,1,0
3939,9,1,3,1,2,1,0
3940,2,1,2,6,4,1,1
3941,1,1,4,4,5,2,1
3942,1,1,6,1,1,1,1
3943,1,1,4,2,3,2,0
3944,2,2,3,2,4,1,0
3945,1,2,4,3,5,2,0
3946,2,1,11,2,1,1,1
3947,1,1,4,3,1,1,0
3948,2,2,2,0,2,1,1
3949,3,2,5,3,2,1,1
3950,1,1,3,0,1,3,0
3951,2,2,2,2,3,1,0
3952,2,1,3,0,1,1,1
3953,8,1,3,2,5,1,0
3954,1,2,2,2,5,2,0
3955,2,1,3,2,5,2,1
3956,1,2,5,5,1,1,1
3957,1,1,4,3,1,1,0
3958,2,2,6,2,1,1,1
3959,1,2,4,1,3,1,1
3960,2,1,8,1,1,1,1
3961,1,2,3,1,3,1,1
3962,1,2,6,0,2,1,1
3963,2,2,3,2,5,2,1
3964,5,2,4,9,2,1,1
3965,1,2,2,6,2,1,1
3966,1,2,2,2,1,2,0
3967,1,2,4,0,3,1,1
3968,5,1,5,3,5,1,0
3969,1,2,2,1,1,1,0
3970,1,2,4,1,1,1,1
3971,1,1,4,3,3,2,1
3972,1,2,4,0,2,1,0
3973,1,2,3,3,1,1,0
3974,1,1,5,0,1,2,1
3975,7,2,4,1,2,1,1
3976,1,2,3,4,3,2,1
3977,6,2,4,1,4,1,0
3978,1,1,4,0,3,2,0
3979,2,2,3,5,1,1,0
3980,1,1,2,2,5,2,1
3981,2,2,2,6,6,2,0
3982,3,2,9,6,2,1,0
3983,6,2,3,2,3,2,1
3984,1,1,5,1,1,1,1
3985,9,2,5,4,2,1,0
3986,9,2,1,3,1,1,0
3987,1,1,4,3,1,3,1
3988,1,1,6,6,3,1,0
3989,1,2,3,2,1,1,1
3990,2,2,3,3,2,1,0
3991,1,1,5,8,1,1,0
3992,1,1,4,2,3,1,0
3993,1,2,4,1,1,1,0
3994,1,1,7,1,5,1,1
3995,2,2,3,3,1,2,1
3996,1,1,4,3,5,2,1
3997,1,2,3,5,1,1,0
3998,2,2,2,2,3,3,1
3999,8,1,6,5,5,1,1
4000,5,1,3,2,2,1,0
4001,2,2,4,0,5,2,1
4002,1,1,8,4,3,1,1
4003,1,2,5,3,2,1,0
4004,1,2,2,2,4,2,0
4005,1,1,3,3,5,1,0
4006,1,2,4,1,5,2,0
4007,1,1,8,5,1,2,1
4008,9,2,3,4,1,2,0
4009,2,1,2,5,1,1,0
4010,1,1,8,2,1,2,1
4011,1,2,3,2,3,2,0
4012,7,2,3,4,3,1,1
4013,1,1,3,2,1,2,0
4014,6,2,2,1,2,1,0
4015,4,2,7,8,2,2,1
4016,1,1,6,2,2,1,1
4017,2,1,2,5,2,1,1
4018,1,1,2,1,6,1,1
4019,2,2,3,3,1,3,1
4020,1,1,5,0,3,1,1
4021,6,1,5,3,1,1,0
4022,9,1,4,2,1,2,1
4023,1,1,1,3,1,1,0
4024,1,2,5,5,1,1,0
4025,4,1,3,3,1,2,0
4026,1,2,2,3,3,2,0
4027,1,1,5,1,2,1,1
4028,2,2,2,0,2,1,0
4029,6,1,3,3,1,1,0
4030,6,2,3,0,5,2,0
4031,7,2,3,1,3,1,0
4032,2,2,3,5,1,2,1
4033,1,1,4,2,1,2,0
4034,1,2,4,2,3,2,0
4035,1,2,5,2,3,2,0
4036,4,1,6,2,2,1,0
4037,1,1,1,7,2,1,0
4038,6,2,9,8,6,1,1
4039,5,2,3,2,2,2,0
4040,1,2,6,6,1,2,0
4041,1,2,2,2,4,2,0
4042,1,2,5,1,3,1,1
4043,3,1,5,7,2,2,0
4044,6,2,1,0,1,1,1
4045,1,1,11,2,1,1,1
4046,1,1,7,2,1,2,1
4047,1,1,4,4,3,1,0
4048,1,1,6,7,2,2,1
4049,1,2,4,2,3,2,1
4050,2,2,2,5,1,3,1
4051,7,1,5,2,3,1,1
4052,1,2,8,2,2,2,1
4053,2,2,4,0,2,1,1
4054,6,2,1,5,2,1,0
4055,1,2,5,5,2,1,0
4056,1,1,1,7,1,1,0
4057,1,2,2,0,5,2,0
4058,9,2,6,8,2,1,0
4059,4,1,3,3,1,2,0
4060,1,1,2,2,3,2,0
4061,1,2,1,0,2,1,1
4062,1,1,1,5,1,1,0
4063,2,1,10,7,2,1,0
4064,1,2,2,7,1,1,1
4065,2,1,2,3,1,1,1
4066,3,2,9,3,1,1,1
4067,9,1,2,0,2,1,0
4068,3,2,7,5,1,2,0
4069,1,2,4,1,3,2,0
4070,2,2,7,8,4,2,1
4071,1,1,3,1,5,2,1
4072,1,2,3,2,1,1,1
4073,1,2,4,6,1,2,1
4074,2,1,4,3,5,2,0
4075,2,2,6,7,3,1,0
4076,1,2,6,4,1,1,0
4077,2,2,2,1,1,2,1
4078,1,2,3,3,1,1,0
4079,2,1,6,8,4,1,0
4080,1,1,1,0,1,3,1
4081,6,1,6,3,2,1,1
4082,1,1,5,0,1,1,1
4083,1,2,4,3,3,2,0
4084,1,2,7,6,2,1,0
4085,1,1,5,5,2,1,0
4086,1,1,3,7,2,2,1
4087,2,2,3,6,1,1,1
4088,1,2,3,0,3,2,1
4089,2,2,9,8,1,2,1
4090,2,1,5,2,1,1,1
4091,5,1,1,6,1,1,1
4092,1,2,3,2,1,1,1
4093,1,1,1,7,3,2,1
4094,2,1,9,6,3,2,1
4095,1,2,3,4,1,1,0
4096,2,2,12,2,2,1,1
4097,2,2,7,1,1,1,1
4098,1,2,7,3,2,1,0
4099,1,1,4,4,1,1,1
4100,2,1,4,0,2,1,0
4101,1,2,6,3,2,1,1
4102,9,1,3,1,3,1,0
4103,2,2,5,5,1,1,1
4104,1,1,1,3,2,1,0
4105,1,1,1,2,1,2,1
4106,1,2,4,4,2,1,1
4107,1,2,4,4,1,1,1
4108,1,2,6,0,2,1,1
4109,1,1,4,0,4,1,1
4110,1,2,2,2,1,1,0
4111,1,2,3,0,1,1,1
4112,1,2,2,3,3,2,0
4113,1,1,4,3,3,2,0
4114,1,2,2,5,1,3,1
4115,1,2,4,0,3,2,0
4116,1,1,4,1,4,2,1
4117,1,1,8,5,1,1,0
4118,1,2,6,7,2,3,1
4119,5,2,4,1,2,3,1
4120,1,2,10,2,1,1,1
4121,2,1,3,6,3,2,0
4122,2,1,6,2,4,1,0
4123,1,2,1,2,3,2,0
4124,1,2,2,3,5,2,1
4125,1,1,4,6,2,1,0
4126,2,1,4,1,2,1,0
4127,1,2,3,5,1,1,0
4128,1,2,4,5,4,1,1
4129,2,2,3,0,2,1,1
4130,4,2,9,5,1,2,0
4131,1,2,2,4,1,1,0
4132,1,1,3,4,3,2,0
4133,5,1,9,5,1,1,1
4134,1,1,3,3,1,2,1
4135,1,1,7,1,1,1,0
4136,6,1,4,0,1,3,0
4137,1,2,2,2,5,2,0
4138,2,1,3,1,1,2,0
4139,6,1,5,7,1,1,0
4140,1,1,4,5,1,3,1
4141,1,2,5,5,1,1,0
4142,1,2,3,0,5,2,1
4143,1,1,11,2,1,1,1
4144,2,2,8,1,1,3,1
4145,2,2,12,2,1,1,1
4146,1,1,2,7,2,2,0
4147,1,2,1,1,3,2,0
4148,2,1,2,0,2,1,0
4149,1,2,4,3,3,1,1
4150,1,2,4,2,3,2,1
4151,1,1,6,4,1,2,0
4152,1,1,4,1,3,1,1
4153,1,1,2,5,2,1,0
4154,8,2,5,0,1,3,1
4155,6,1,3,3,2,1,0
4156,2,1,3,0,2,1,1
4157,1,1,2,2,1,1,1
4158,5,2,1,1,2,1,1
4159,1,1,1,6,1,1,1
4160,9,1,3,0,4,1,0
4161,5,2,3,0,1,3,0
4162,1,1,6,6,3,1,1
4163,1,2,9,3,1,1,1
4164,1,1,6,2,1,3,1
4165,1,2,4,1,1,1,0
4166,2,1,3,2,1,1,0
4167,1,1,4,7,2,1,1
4168,2,1,4,5,2,1,0
4169,1,2,1,0,3,1,1
4170,2,2,5,3,1,1,1
4171,1,2,6,2,1,1,1
4172,2,1,5,1,3,1,1
4173,2,2,3,2,3,2,0
4174,2,1,3,3,3,2,0
4175,1,2,5,3,1,1,0
4176,1,1,4,4,2,1,0
4177,6,2,6,1,5,1,0
4178,1,2,4,3,5,2,1
4179,6,2,1,1,5,3,0
4180,2,2,2,7,4,1,0
4181,1,2,2,4,5,2,0
4182,9,2,2,6,4,1,0
4183,5,2,7,8,5,1,1
4184,1,2,4,0,5,2,1
4185,1,2,5,2,1,1,1
4186,1,2,4,4,3,1,0
4187,1,1,3,0,3,1,1
4188,6,2,3,3,1,2,0
4189,1,1,2,5,2,1,1
4190,1,2,1,5,3,1,0
4191,1,2,4,2,1,2,0
4192,3,1,4,2,1,3,0
4193,1,2,7,2,1,2,0
4194,2,1,1,6,3,1,1
4195,1,1,8,2,2,3,1
4196,1,1,5,1,2,1,0
4197,3,1,4,6,1,3,1
4198,1,2,2,4,3,2,1
4199,1,2,11,2,3,1,1
4200,2,2,3,1,3,2,0
4201,3,2,5,5,6,1,0
4202,1,1,5,2,1,2,1
4203,5,1,3,3,6,2,0
4204,1,2,2,4,3,1,0
4205,5,2,1,4,1,1,0
4206,7,1,6,8,1,1,0
4207,4,2,9,4,3,2,0
4208,1,1,6,4,1,1,0
4209,1,2,5,3,3,1,0
4210,4,2,7,6,1,3,1
4211,1,1,5,0,1,1,1
4212,5,1,1,7,1,1,0
4213,1,1,5,3,2,2,0
4214,7,1,1,4,2,3,1
4215,1,2,1,0,1,1,1
4216,1,2,7,1,1,1,1
4217,1,2,3,4,1,1,1
4218,1,1,4,3,1,1,1
4219,5,2,3,0,2,1,0
4220,4,2,4,3,1,1,1
4221,2,2,1,0,2,3,0
4222,3,1,9,2,1,1,1
4223,1,2,4,1,5,2,1
4224,6,2,11,2,1,2,1
4225,1,1,3,6,1,1,1
4226,1,1,1,2,1,1,0
4227,2,2,9,2,1,1,1
4228,2,2,3,3,1,1,1
4229,2,1,4,3,1,1,0
4230,1,2,1,0,1,1,0
4231,2,2,5,5,2,1,0
4232,1,2,5,6,1,1,1
4233,6,1,4,6,1,1,1
4234,2,1,5,7,2,3,0
4235,1,2,1,3,1,1,1
4236,1,2,4,4,3,2,1
4237,5,1,3,3,1,2,1
4238,2,1,3,4,2,1,1
4239,1,2,3,4,3,2,0
4240,1,2,4,2,3,2,0
4241,1,1,4,4,3,2,1
4242,1,2,2,7,4,1,1
4243,2,2,6,6,1,1,1
4244,4,2,4,3,1,1,0
4245,1,2,4,4,1,1,1
4246,1,2,2,1,6,2,0
4247,1,2,1,1,3,2,0
4248,2,2,3,5,2,2,0
4249,1,2,4,3,1,2,0
4250,1,2,5,0,2,1,1
4251,4,1,1,8,3,2,0
4252,9,2,3,2,3,2,1
4253,2,2,1,3,5,2,1
4254,1,1,4,3,1,1,0
4255,2,1,2,2,3,1,1
4256,1,2,4,2,5,2,1
4257,2,1,1,2,3,1,0
4258,1,2,2,5,1,1,1
4259,1,2,1,6,1,1,1
4260,4,2,5,3,1,2,1
4261,1,1,7,1,2,3,0
4262,1,1,11,1,1,3,0
4263,2,2,3,4,1,3,1
4264,1,2,4,1,4,2,0
4265,1,2,3,1,3,2,0
4266,2,2,4,3,5,2,1
4267,1,1,2,5,5,1,0
4268,6,1,6,0,1,2,1
4269,8,1,5,4,1,1,1
4270,1,1,4,2,4,2,0
4271,7,1,4,5,2,1,0
4272,6,1,3,3,5,2,1
4273,1,2,7,2,1,3,1
4274,4,2,6,0,3,1,0
4275,1,1,3,0,2,1,1
4276,1,1,1,4,1,2,1
4277,1,2,2,2,5,2,1
4278,1,1,8,1,1,1,1
4279,6,1,5,2,1,2,1
4280,1,2,3,0,1,2,0
4281,1,1,6,1,1,1,0
4282,9,2,1,3,1,1,0
4283,1,2,4,4,5,2,1
4284,1,1,2,3,3,2,0
4285,8,1,12,2,1,1,1
4286,1,1,4,0,5,2,0
4287,1,2,4,1,1,2,0
4288,1,1,4,1,2,1,1
4289,1,1,2,3,3,1,0
4290,1,2,3,3,3,1,0
4291,1,2,3,1,1,2,0
4292,1,2,3,2,5,1,0
4293,1,1,12,2,1,1,1
4294,2,1,3,2,1,1,0
4295,3,2,3,1,1,1,1
4296,1,2,4,3,1,1,1
4297,1,2,2,9,1,1,0
4298,5,1,6,1,1,1,0
4299,1,2,5,2,2,1,0
4300,1,2,1,1,1,1,0
4301,3,1,5,5,6,1,1
4302,2,2,3,1,1,2,0
4303,3,2,5,0,1,1,1
4304,1,2,3,5,2,1,0
4305,2,1,4,1,3,1,1
4306,5,2,5,4,6,1,0
4307,1,1,3,1,5,2,1
4308,1,1,1,3,5,2,1
4309,1,2,2,3,1,2,0
4310,1,2,6,1,1,3,1
4311,1,1,1,2,3,1,0
4312,1,2,3,3,4,2,1
4313,2,2,2,3,1,2,0
4314,1,2,4,2,3,2,0
4315,2,2,12,2,1,1,1
4316,1,2,3,2,2,1,1
4317,1,1,4,6,2,1,1
4318,3,2,2,5,1,2,1
4319,5,2,2,2,1,1,1
4320,1,2,5,3,2,1,0
4321,1,1,2,0,1,1,1
4322,1,2,3,0,5,2,1
4323,4,1,5,7,2,3,1
4324,1,2,3,5,2,1,0
4325,1,2,1,1,2,1,0
4326,1,1,2,0,3,3,0
4327,1,1,4,3,3,2,0
4328,1,1,5,2,2,1,0
4329,1,2,3,3,3,2,0
4330,1,1,7,0,1,1,1
4331,1,1,2,1,1,1,0
4332,6,2,2,2,1,2,0
4333,1,2,3,2,5,2,0
4334,3,2,1,0,2,3,1
4335,2,1,4,5,3,1,0
4336,2,2,7,0,1,1,1
4337,6,1,2,3,3,2,0
4338,8,1,1,0,5,1,1
4339,6,1,5,4,5,1,0
4340,1,1,6,2,2,1,0
4341,5,2,4,3,2,1,0
4342,1,1,7,0,1,3,1
4343,1,2,5,8,1,1,0
4344,2,1,5,2,1,1,1
4345,1,1,9,3,1,2,1
4346,1,1,3,6,2,1,1
4347,1,1,12,2,1,1,1
4348,2,2,2,6,1,2,0
4349,1,2,2,0,1,3,0
4350,1,1,1,4,1,1,1
4351,1,2,2,2,3,1,0
4352,1,2,10,5,4,1,0
4353,9,1,6,2,1,1,0
4354,1,2,1,3,1,1,0
4355,1,2,7,4,1,1,0
4356,1,2,4,2,1,3,1
4357,1,2,5,1,2,3,0
4358,6,1,3,0,3,1,1
4359,1,1,3,2,1,1,0
4360,1,1,2,5,1,2,0
4361,2,2,4,5,1,3,1
4362,3,1,6,1,2,2,1
4363,2,1,4,1,5,1,1
4364,8,2,2,1,1,1,0
4365,6,1,1,2,1,1,1
4366,5,2,4,0,3,2,0
4367,9,1,5,2,2,1,0
4368,2,1,3,4,3,1,0
4369,1,2,3,2,5,2,1
4370,1,1,4,1,3,2,1
4371,2,2,10,1,1,1,1
4372,1,1,12,3,1,3,1
4373,2,1,11,2,1,1,1
4374,1,2,3,0,3,2,0
4375,2,2,4,4,1,2,1
4376,9,1,4,3,1,1,0
4377,1,2,6,0,3,1,0
4378,5,2,2,3,2,1,0
4379,3,2,11,2,1,1,1
4380,1,1,4,0,1,2,0
4381,6,1,4,3,1,2,1
4382,1,2,2,0,2,1,1
4383,1,2,1,5,2,1,0
4384,1,2,1,0,1,1,0
4385,1,1,6,4,2,1,0
4386,1,2,2,4,1,1,1
4387,1,2,2,3,3,2,0
4388,1,2,4,0,3,1,0
4389,9,1,4,1,3,2,1
4390,2,1,5,0,1,1,1
4391,2,1,5,2,6,3,1
4392,2,1,2,5,2,1,1
4393,1,2,1,0,1,1,0
4394,5,1,3,0,3,1,1
4395,6,2,8,7,5,1,0
4396,1,2,3,3,2,1,0
