,RAC1P,SEX,EDU,PINCP_DECILE,MSP,HOUSING_TYPE,OWN_RENT
4951,1,1,4,4,5,1,0
4952,1,1,5,9,3,1,2
4953,9,1,12,9,1,2,1
4954,9,2,5,5,6,2,1
4955,1,2,7,4,3,1,2
4956,8,2,7,9,5,3,2
4957,1,1,6,2,3,1,1
4958,2,2,7,4,1,3,2
4959,8,1,7,1,2,1,2
4960,1,1,7,8,1,1,1
4961,6,2,10,9,6,3,1
4962,1,2,5,5,2,1,1
4963,9,1,12,4,5,1,2
4964,1,1,7,3,1,2,2
4965,1,1,7,0,1,1,2
4966,1,1,7,4,6,3,0
4967,1,1,7,1,6,3,2
4968,1,2,7,2,6,1,1
4969,1,1,3,4,1,1,1
4970,2,2,12,2,4,1,2
4971,1,1,5,2,5,2,0
4972,6,1,9,9,1,3,0
4973,2,1,8,9,6,1,2
4974,1,2,3,6,5,1,1
4975,1,2,9,5,5,1,0
4976,1,1,6,6,2,1,1
4977,2,1,9,6,1,1,2
4978,2,2,7,2,6,1,2
4979,6,1,1,8,4,1,1
4980,2,1,5,4,6,2,2
4981,9,2,6,4,1,2,1
4982,1,2,7,2,3,2,1
4983,9,1,5,2,5,1,0
4984,1,2,7,8,2,3,2
4985,1,1,7,4,6,2,2
4986,1,2,5,1,1,1,0
4987,1,2,8,3,6,1,2
4988,1,1,5,6,2,1,1
4989,9,2,5,3,1,1,0
4990,9,1,6,5,4,3,2
4991,8,2,5,5,3,1,2
4992,2,1,7,1,1,3,1
4993,1,2,5,0,6,2,0
4994,6,1,6,7,6,1,1
4995,1,1,5,8,1,1,1
4996,9,2,12,8,1,1,0
4997,1,2,6,6,1,1,1
4998,1,2,7,7,6,1,1
4999,3,2,10,9,2,1,0
5000,8,1,7,8,6,1,2
5001,1,1,7,1,1,1,1
5002,1,1,5,9,6,1,1
5003,1,2,8,4,3,3,0
5004,8,1,1,7,3,1,1
5005,1,2,7,6,2,1,0
5006,1,2,8,4,5,3,1
5007,2,1,5,8,2,3,0
5008,1,1,8,1,1,3,0
5009,1,1,5,5,1,1,1
5010,1,1,4,8,1,1,1
5011,1,1,9,5,1,1,1
5012,1,2,4,5,2,1,1
5013,1,1,4,2,2,1,0
5014,1,2,1,2,2,1,0
5015,1,1,6,2,1,2,2
5016,1,1,5,4,1,2,0
5017,1,1,7,0,3,2,0
5018,8,2,5,2,3,3,0
5019,1,2,7,4,1,2,2
5020,1,1,8,4,2,3,0
5021,1,1,9,4,1,1,1
5022,1,1,4,7,2,1,1
5023,1,1,7,4,1,1,1
5024,8,2,7,9,3,2,1
5025,1,1,6,4,2,1,2
5026,1,1,5,6,1,1,2
5027,1,2,5,6,1,1,0
5028,1,1,7,2,4,2,1
5029,5,1,7,0,6,1,2
5030,2,1,12,5,6,1,2
5031,9,2,5,3,1,2,1
5032,5,2,5,4,1,2,0
5033,2,2,7,5,2,1,0
5034,2,1,5,4,2,1,0
5035,8,1,8,7,5,2,0
5036,1,2,5,5,5,3,0
5037,2,1,5,9,5,3,0
5038,1,2,8,8,3,1,2
5039,1,1,5,5,4,1,1
5040,2,2,7,6,1,3,0
5041,1,1,5,2,1,1,1
5042,1,2,5,2,1,2,1
5043,1,1,7,6,3,2,0
5044,9,1,7,2,4,1,2
5045,1,2,6,5,4,2,1
5046,1,1,5,5,6,3,2
5047,5,1,5,6,1,1,0
5048,8,1,5,4,3,3,2
5049,2,2,9,6,6,1,0
5050,1,1,8,2,6,1,1
5051,1,1,7,5,4,2,0
5052,1,1,7,5,4,2,0
5053,1,1,5,6,2,1,1
5054,1,1,9,3,1,1,1
5055,2,1,8,7,1,1,1
5056,6,1,10,5,1,1,0
5057,1,2,5,2,6,1,1
5058,1,2,6,2,3,2,0
5059,1,1,9,5,4,2,1
5060,1,1,3,7,2,1,1
5061,1,1,9,8,6,1,2
5062,8,2,3,0,2,1,2
5063,5,1,4,3,2,1,1
5064,1,2,3,3,6,1,1
5065,1,1,4,0,5,1,1
5066,1,2,7,4,6,1,1
5067,1,2,5,3,3,1,1
5068,1,1,2,7,2,1,2
5069,1,2,4,3,2,2,0
5070,1,2,5,3,1,1,0
5071,1,1,2,0,1,2,0
5072,6,1,5,4,1,2,0
5073,3,2,1,0,5,3,0
5074,1,2,7,9,6,3,0
5075,1,2,7,2,3,1,0
5076,2,2,7,4,1,2,1
5077,2,2,9,0,4,1,1
5078,2,1,9,2,6,3,0
5079,8,2,2,7,5,1,1
5080,1,2,7,1,5,1,2
5081,1,2,5,2,2,2,2
5082,1,2,7,1,2,1,0
5083,8,1,7,4,6,1,1
5084,2,1,7,3,5,1,2
5085,7,1,7,4,4,1,0
5086,1,1,1,0,6,1,1
5087,1,1,6,8,2,1,1
5088,1,1,6,9,4,1,0
5089,1,2,5,6,2,2,1
5090,2,1,8,3,4,1,2
5091,1,2,10,6,3,1,2
5092,1,2,2,2,1,1,1
5093,1,2,5,6,4,3,1
5094,1,1,3,9,2,1,1
5095,1,1,6,5,6,1,0
5096,1,2,1,8,2,2,0
5097,1,2,12,7,1,1,2
5098,2,2,4,1,3,3,0
5099,2,2,8,7,3,1,1
5100,1,1,7,8,4,3,1
5101,8,2,1,1,1,3,1
5102,1,1,5,9,3,1,0
5103,1,2,6,1,4,1,2
5104,2,2,7,3,1,1,0
5105,5,2,5,2,1,1,1
5106,2,2,6,5,4,2,1
5107,2,1,6,2,3,1,0
5108,1,2,7,6,4,3,0
5109,1,1,5,1,4,3,0
5110,1,2,2,4,6,1,1
5111,6,2,4,0,6,2,0
5112,1,1,8,4,4,1,1
5113,1,1,5,0,6,1,1
5114,1,1,3,1,1,1,1
5115,1,1,7,0,1,1,0
5116,1,2,5,5,4,1,1
5117,8,2,6,5,1,1,1
5118,6,2,5,9,4,1,1
5119,4,1,3,8,1,2,0
5120,1,2,5,4,1,1,0
5121,1,1,3,1,1,2,1
5122,1,2,8,2,3,2,0
5123,7,1,7,2,6,1,1
5124,2,1,3,4,6,1,0
5125,1,1,5,0,3,1,1
5126,1,2,7,3,4,1,0
5127,1,2,5,1,6,1,2
5128,1,2,8,3,6,3,2
5129,1,1,7,5,2,3,1
5130,1,2,5,5,6,1,1
5131,6,2,3,1,6,1,2
5132,8,2,1,7,4,3,1
5133,1,2,4,9,2,3,2
5134,9,1,1,3,4,1,1
5135,1,2,10,9,4,1,0
5136,2,1,5,3,4,3,0
5137,1,2,7,9,3,1,1
5138,2,2,7,5,4,1,1
5139,9,2,5,6,1,1,0
5140,1,2,5,3,6,1,1
5141,9,2,4,1,3,3,2
5142,8,1,8,3,4,1,1
5143,8,1,7,1,4,1,0
5144,5,1,5,6,2,3,0
5145,1,2,7,5,1,3,2
5146,1,1,5,6,3,1,2
5147,2,1,8,2,1,1,1
5148,2,1,5,6,6,1,0
5149,2,1,5,4,4,3,0
5150,1,2,6,7,5,2,0
5151,2,2,1,3,6,1,0
5152,2,2,6,3,1,3,2
5153,9,1,8,2,4,1,2
5154,1,2,7,7,1,1,1
5155,9,2,7,7,1,3,2
5156,1,2,2,2,2,2,0
5157,1,2,7,7,5,1,2
5158,2,1,5,9,1,1,1
5159,8,2,6,0,1,1,2
5160,2,1,7,7,3,1,1
5161,9,2,7,2,5,2,0
5162,1,1,9,8,4,1,2
5163,1,1,8,5,6,3,0
5164,8,2,3,4,6,3,0
5165,1,1,5,6,4,1,1
5166,1,2,5,2,6,1,1
5167,7,2,1,3,6,1,0
5168,6,2,7,2,2,1,0
5169,8,2,5,4,6,1,0
5170,8,1,1,5,5,1,1
5171,1,1,10,5,1,2,0
5172,5,2,9,7,3,1,2
5173,1,1,4,5,1,1,0
5174,1,1,3,8,2,2,0
5175,1,2,5,0,3,1,2
5176,1,2,5,1,2,2,2
5177,2,2,7,0,4,1,2
5178,2,1,1,4,2,1,2
5179,1,1,2,4,6,1,0
5180,1,2,9,8,5,1,1
5181,9,2,6,0,3,3,0
5182,6,2,9,8,2,1,1
5183,8,2,1,8,4,1,2
5184,1,2,8,4,6,1,0
5185,1,1,7,3,1,1,0
5186,2,2,1,0,4,1,1
5187,3,2,4,2,6,1,0
5188,9,2,4,6,1,2,1
5189,1,1,6,4,4,2,2
5190,1,2,4,1,4,1,0
5191,1,1,5,1,4,2,0
5192,1,2,5,3,2,1,1
5193,1,2,8,8,4,3,0
5194,1,2,7,7,3,2,0
5195,6,1,6,4,4,1,1
5196,1,1,6,5,6,3,2
5197,1,2,7,6,2,3,2
5198,1,2,3,1,6,3,0
5199,1,1,6,6,6,1,1
5200,2,1,7,8,3,1,2
5201,1,2,9,2,1,1,2
5202,1,1,4,2,5,3,0
5203,1,1,8,7,2,1,1
5204,1,2,10,5,6,1,1
5205,2,2,6,7,3,1,0
5206,8,1,9,9,6,2,1
5207,1,2,6,0,3,1,1
5208,2,1,11,9,3,1,0
5209,9,1,1,3,4,2,0
5210,1,2,5,2,3,1,1
5211,2,2,6,9,1,1,1
5212,1,1,5,3,6,1,2
5213,8,2,6,6,4,1,2
5214,1,1,4,2,4,1,2
5215,1,2,10,8,1,2,0
5216,1,1,8,5,1,2,0
5217,7,2,11,5,1,1,1
5218,1,2,7,6,3,1,0
5219,1,2,9,3,3,1,2
5220,1,1,7,3,5,1,1
5221,1,1,5,1,3,1,0
5222,1,1,6,1,6,1,1
5223,2,1,5,2,1,1,0
5224,1,1,10,2,6,1,2
5225,2,1,8,2,5,2,0
5226,1,2,5,3,1,2,2
5227,1,1,7,4,2,2,0
5228,1,1,7,9,6,1,2
5229,1,1,8,3,5,1,2
5230,9,2,5,9,3,2,0
5231,2,1,5,4,6,2,2
5232,2,2,5,1,1,3,0
5233,1,1,7,9,6,1,1
5234,9,2,7,6,4,3,1
5235,1,2,2,8,1,1,1
5236,8,1,10,0,6,3,0
5237,8,1,9,7,2,3,0
5238,8,2,4,5,5,1,0
5239,9,1,7,3,6,2,0
5240,1,2,3,3,4,1,0
5241,1,1,5,9,6,1,0
5242,2,1,8,0,2,1,2
5243,1,2,5,1,4,3,0
5244,1,2,6,0,4,3,1
5245,1,2,6,4,1,3,0
5246,1,2,7,2,2,1,0
5247,1,1,5,7,3,1,1
5248,1,2,4,7,4,1,1
5249,8,1,5,7,3,1,1
5250,9,1,3,2,5,1,2
5251,1,1,5,5,4,2,1
5252,1,1,1,0,6,1,1
5253,9,1,5,1,6,1,0
5254,1,1,9,4,1,3,0
5255,1,2,5,5,3,1,1
5256,1,1,5,2,2,1,1
5257,6,2,3,3,3,1,0
5258,8,2,2,5,2,1,1
5259,9,1,8,8,1,3,0
5260,1,2,8,5,6,1,0
5261,8,2,3,9,3,3,2
5262,1,1,4,0,5,1,2
5263,1,2,9,5,1,1,1
5264,1,2,6,4,4,1,0
5265,1,1,4,1,6,1,1
5266,2,2,10,3,6,1,1
5267,1,2,12,6,6,1,1
5268,1,2,9,3,6,3,0
5269,8,2,9,5,6,2,0
5270,1,1,8,7,2,1,1
5271,7,2,4,9,6,1,1
5272,1,1,4,3,3,3,2
5273,8,2,4,6,1,1,1
5274,1,1,5,0,6,1,2
5275,9,2,7,4,4,2,0
5276,2,1,2,2,4,3,2
5277,1,2,6,4,2,1,2
5278,1,2,5,5,4,1,0
5279,6,1,9,4,1,1,0
5280,1,2,5,2,2,1,1
5281,9,1,2,2,5,1,2
5282,1,1,5,3,6,1,1
5283,1,2,12,5,6,2,2
5284,8,1,4,8,6,1,1
5285,2,1,1,7,2,3,0
5286,2,2,11,5,6,3,2
5287,5,1,2,5,2,1,1
5288,1,2,2,0,1,3,0
5289,1,2,2,5,6,2,0
5290,1,2,5,3,1,1,0
5291,2,2,6,3,5,1,1
5292,1,2,8,1,1,1,2
5293,1,2,7,3,2,1,2
5294,9,2,1,2,1,3,1
5295,1,1,8,4,6,2,0
5296,1,1,1,3,5,1,1
5297,1,2,6,1,2,1,0
5298,1,2,2,5,2,2,0
5299,2,1,7,1,5,2,0
5300,2,2,11,5,4,1,2
5301,8,1,5,4,4,1,0
5302,5,2,2,6,3,3,0
5303,1,2,5,7,4,1,0
5304,2,2,5,1,1,3,0
5305,2,2,6,5,4,1,1
5306,1,1,8,5,4,1,0
5307,5,2,8,3,2,1,2
5308,8,2,9,8,2,3,2
5309,7,2,1,5,6,1,2
5310,1,2,5,2,4,2,1
5311,1,2,5,6,6,1,1
5312,1,1,7,9,1,3,0
5313,1,2,5,0,2,1,1
5314,1,1,5,3,2,1,1
5315,1,2,6,3,1,1,2
5316,2,2,3,6,6,1,1
5317,1,2,9,9,4,1,2
5318,5,1,8,6,5,1,1
5319,6,2,7,9,5,1,0
5320,1,2,5,4,6,1,0
5321,2,1,7,7,3,3,1
5322,2,1,6,6,1,1,1
5323,1,1,6,0,3,1,2
5324,1,1,5,4,1,2,2
5325,9,1,5,4,1,1,0
5326,1,1,3,2,5,1,0
5327,1,2,2,2,2,1,2
5328,9,2,6,5,3,3,0
5329,2,1,7,1,2,1,1
5330,1,2,5,4,3,1,1
5331,1,1,5,4,1,3,2
5332,1,2,9,0,1,2,0
5333,2,1,1,3,5,1,1
5334,1,2,6,1,1,2,2
5335,1,1,5,5,4,3,1
5336,1,2,5,8,5,3,0
5337,1,1,3,8,6,3,0
5338,1,1,5,6,4,2,1
5339,2,1,5,4,3,1,0
5340,5,2,4,8,2,1,1
5341,1,1,8,7,6,1,0
5342,5,1,6,0,4,1,1
5343,1,2,5,3,4,1,1
5344,1,2,8,8,1,1,1
5345,9,2,8,4,5,1,2
5346,1,1,7,6,4,1,1
5347,1,2,4,7,5,1,1
5348,2,2,7,4,6,1,1
5349,2,1,5,2,6,1,1
5350,1,1,10,5,3,1,2
5351,1,1,7,4,6,1,1
5352,1,2,6,3,1,1,1
5353,1,1,7,4,5,2,0
5354,9,2,5,4,1,2,1
5355,1,1,7,1,3,1,1
5356,9,1,8,4,6,2,2
5357,2,2,5,7,1,1,1
5358,1,1,4,7,6,1,0
5359,8,1,5,3,1,3,2
5360,1,1,5,6,1,3,0
5361,1,1,5,4,5,3,2
5362,1,2,5,2,2,1,0
5363,1,1,5,3,5,3,0
5364,1,2,5,2,3,1,0
5365,6,1,7,8,5,1,1
5366,1,1,7,6,4,1,2
5367,1,2,8,1,5,2,0
5368,2,2,3,3,2,1,0
5369,1,2,2,8,5,1,1
5370,8,2,5,7,4,1,1
5371,9,1,4,0,2,3,0
5372,1,2,5,7,6,1,1
5373,1,1,7,3,1,1,2
5374,6,1,4,2,5,3,0
5375,1,1,5,3,4,2,1
5376,1,1,3,7,6,1,1
5377,1,1,5,4,3,1,0
5378,1,2,5,1,5,1,0
5379,1,1,7,6,4,3,1
5380,6,2,5,4,3,1,1
5381,5,1,6,9,1,1,1
5382,2,1,5,3,4,2,2
5383,6,2,4,2,3,2,0
5384,1,1,5,2,1,2,2
5385,1,2,8,3,1,3,1
5386,1,2,5,0,6,1,0
5387,1,2,5,4,4,1,1
5388,1,1,7,6,4,2,0
5389,1,1,5,4,2,3,0
5390,1,2,5,2,3,2,0
5391,1,1,5,4,3,1,1
5392,1,1,5,4,5,1,1
5393,1,2,3,2,2,1,1
5394,1,1,4,7,6,1,1
5395,5,1,8,2,6,1,2
5396,1,1,5,3,2,1,0
5397,1,1,5,5,6,1,2
5398,2,2,9,3,5,2,0
5399,2,2,6,2,1,2,1
5400,9,1,5,4,4,3,2
5401,1,2,5,2,1,3,0
5402,9,1,4,8,3,1,2
5403,1,2,4,3,2,1,0
5404,9,1,10,7,5,1,1
5405,1,1,9,7,1,1,0
5406,1,2,7,0,5,1,1
5407,1,1,9,8,1,1,0
5408,6,1,5,5,3,3,0
5409,1,1,5,7,6,1,0
5410,2,2,8,8,3,1,1
5411,3,1,7,5,5,2,1
5412,2,1,8,0,1,1,1
5413,2,1,12,5,5,1,0
5414,2,2,1,4,1,1,2
5415,2,1,4,6,6,1,0
5416,1,2,2,2,5,1,2
5417,1,2,9,6,5,3,0
5418,2,2,7,6,1,1,1
5419,1,2,2,0,3,3,0
5420,1,1,10,9,5,1,0
5421,8,1,9,6,1,1,1
5422,1,2,8,0,6,1,2
5423,1,1,5,9,4,1,2
5424,8,2,2,3,5,1,2
5425,1,2,8,8,1,3,0
5426,1,2,5,4,4,2,0
5427,2,1,5,8,1,1,1
5428,6,2,5,7,1,3,0
5429,1,2,5,7,4,3,0
5430,1,1,9,6,3,2,0
5431,2,2,8,9,4,1,2
5432,1,1,10,3,3,1,0
5433,1,2,2,0,4,1,2
5434,2,2,4,8,5,1,1
5435,1,1,5,0,3,1,2
5436,1,2,11,6,5,1,1
5437,1,1,6,0,4,1,1
5438,6,1,10,7,6,3,1
5439,1,1,6,8,6,1,1
5440,1,1,6,2,1,3,0
5441,2,2,8,6,3,1,1
5442,9,1,8,4,1,1,0
5443,4,1,5,3,4,3,1
5444,1,2,7,2,4,2,2
5445,1,2,5,3,2,1,1
5446,1,2,7,2,1,1,1
5447,5,1,5,4,1,2,1
5448,1,1,5,5,5,1,1
5449,5,1,5,3,5,1,2
5450,2,1,3,9,5,1,2
5451,1,1,11,4,3,2,0
5452,1,2,6,2,2,1,2
5453,1,1,5,1,3,1,2
5454,1,1,4,0,1,1,1
5455,2,2,7,5,5,2,0
5456,1,1,3,2,1,1,1
5457,2,2,2,5,6,1,1
5458,1,2,7,4,1,1,2
5459,9,2,11,1,6,2,0
5460,1,1,4,3,4,3,0
5461,2,1,12,3,4,1,0
5462,1,1,7,1,1,2,2
5463,1,2,12,9,2,2,0
5464,1,1,8,3,6,2,2
5465,1,2,9,1,2,1,2
5466,2,2,3,3,2,1,1
5467,1,1,9,5,2,1,1
5468,1,2,4,1,3,1,2
5469,1,2,5,4,1,1,1
5470,6,1,6,3,1,3,0
5471,2,2,4,4,6,2,0
5472,1,2,7,6,4,2,0
5473,1,1,9,9,4,2,1
5474,1,2,1,3,2,1,1
5475,1,2,3,4,5,1,0
5476,1,1,7,3,1,1,0
5477,1,2,4,1,2,3,0
5478,8,2,11,5,4,1,1
5479,1,2,4,1,5,1,1
5480,2,1,4,9,3,1,0
5481,1,1,7,4,1,1,2
5482,1,1,7,0,2,1,2
5483,1,1,7,1,1,3,0
5484,1,2,10,6,1,1,0
5485,1,1,7,2,1,2,2
5486,2,1,6,1,1,1,0
5487,1,1,4,9,5,1,2
5488,1,1,5,7,1,2,0
5489,8,2,11,6,5,3,0
5490,1,1,8,6,6,2,1
5491,1,2,6,8,1,1,1
5492,1,1,7,2,6,1,1
5493,8,1,2,4,2,1,1
5494,1,1,6,5,3,1,2
5495,8,1,5,4,4,1,0
5496,1,2,5,1,4,3,1
5497,1,2,3,1,2,1,2
5498,6,1,9,8,6,2,0
5499,1,2,7,1,3,1,1
5500,7,1,5,1,2,1,1
5501,9,2,1,4,4,3,0
5502,1,2,5,3,6,2,0
5503,8,1,6,5,1,1,1
5504,1,1,7,4,1,3,1
5505,9,1,9,8,1,1,0
5506,2,1,8,4,4,1,2
5507,1,1,7,2,4,1,0
5508,1,1,8,4,2,2,2
5509,1,2,5,2,1,3,0
5510,1,2,11,9,1,1,1
5511,1,1,7,1,4,1,1
5512,8,1,12,7,2,3,0
5513,1,1,7,7,1,1,1
5514,2,2,5,8,5,1,2
5515,1,1,7,1,1,1,0
5516,1,2,6,3,1,2,0
5517,8,1,5,2,2,2,0
5518,5,1,4,6,3,1,2
5519,2,1,6,3,6,1,0
5520,1,2,10,5,3,1,0
5521,1,2,7,4,1,3,2
5522,1,1,4,3,6,3,0
5523,1,2,6,8,2,1,1
5524,1,2,5,5,4,3,2
5525,1,2,5,3,5,1,1
5526,1,1,5,8,1,1,1
5527,1,2,5,3,4,3,1
5528,1,1,7,1,1,1,2
5529,1,2,8,4,4,1,0
5530,1,1,5,4,4,2,2
5531,1,2,9,2,1,2,0
5532,8,2,6,0,4,1,1
5533,3,1,8,4,2,1,2
5534,1,1,5,8,5,1,2
5535,1,2,5,6,2,1,0
5536,8,1,4,8,1,3,0
5537,5,2,2,6,4,1,2
5538,8,2,1,6,6,2,0
5539,7,2,1,0,6,2,0
5540,9,1,3,5,6,2,0
5541,9,1,6,7,6,1,1
5542,8,2,5,4,1,1,1
5543,1,2,7,7,5,1,1
5544,2,2,9,4,3,1,2
5545,1,2,7,3,1,1,1
5546,1,2,8,3,1,3,0
5547,4,2,6,3,2,2,0
5548,1,1,8,6,4,1,0
5549,1,2,6,2,4,2,0
5550,1,2,5,3,2,1,2
5551,2,1,6,4,6,1,0
5552,2,1,8,5,1,2,1
5553,2,1,4,4,1,3,0
5554,8,1,4,6,3,1,1
5555,1,1,5,2,1,1,1
5556,1,2,3,3,6,3,0
5557,1,2,6,4,1,2,2
5558,6,2,12,3,2,3,0
5559,1,1,7,6,4,2,0
5560,1,1,4,2,3,1,0
5561,1,2,5,6,4,2,0
5562,1,1,7,6,1,1,2
5563,6,2,5,7,2,3,0
5564,8,1,2,4,6,1,1
5565,8,1,8,1,1,2,0
5566,1,1,7,7,2,1,2
5567,5,2,5,2,4,1,1
5568,1,2,5,0,6,1,1
5569,1,2,5,3,3,3,2
5570,1,1,8,4,5,1,1
5571,6,1,5,4,1,2,2
5572,9,1,5,2,1,1,1
5573,8,1,6,0,3,1,1
5574,2,1,3,1,5,3,0
5575,1,2,5,1,3,1,2
5576,9,1,2,4,1,3,1
5577,6,1,7,1,6,1,0
5578,1,1,3,1,2,1,1
5579,8,2,11,9,6,1,2
5580,8,1,11,6,4,3,2
5581,1,2,5,4,4,1,0
5582,1,1,5,2,1,1,1
5583,1,2,5,5,3,3,1
5584,1,2,9,1,1,1,1
5585,1,2,10,5,6,3,2
5586,9,1,6,4,2,1,1
5587,1,2,6,8,6,2,1
5588,8,1,2,8,1,2,1
5589,1,2,7,2,2,1,1
5590,1,2,2,8,2,3,0
5591,8,1,3,4,5,3,0
5592,1,2,3,6,6,1,0
5593,1,2,5,4,4,3,0
5594,2,1,6,4,1,1,0
5595,1,1,4,4,1,1,2
5596,6,2,5,1,1,2,0
5597,7,2,6,5,4,3,2
5598,1,2,5,3,1,3,1
5599,1,2,6,2,1,1,0
5600,9,2,6,8,1,1,0
5601,1,2,9,6,4,1,0
5602,1,1,4,7,1,1,1
5603,1,2,5,3,6,1,0
5604,2,2,6,7,3,1,0
5605,1,2,7,7,4,1,1
5606,2,1,2,0,2,1,1
5607,1,2,7,5,1,1,1
5608,6,2,12,6,1,1,1
5609,9,2,6,7,2,3,0
5610,1,2,5,9,6,1,0
5611,6,1,7,4,1,2,2
5612,1,1,5,4,1,2,2
5613,1,2,8,6,6,3,2
5614,2,2,8,6,3,1,1
5615,8,1,3,1,4,3,1
5616,6,1,10,1,4,3,0
5617,1,1,5,0,1,2,1
5618,6,1,11,4,6,2,0
5619,1,2,3,7,5,1,1
5620,1,2,9,7,1,1,2
5621,1,2,5,8,6,2,1
5622,1,1,7,9,1,1,2
5623,6,1,7,2,6,1,1
5624,1,1,7,4,2,1,0
5625,2,1,9,4,3,3,1
5626,1,2,5,7,4,1,1
5627,1,2,6,1,5,1,1
5628,1,2,5,7,4,1,0
5629,5,2,7,0,1,1,2
5630,2,2,2,9,5,1,1
5631,7,1,5,4,5,3,2
5632,5,2,9,1,1,1,1
5633,1,1,6,6,2,1,1
5634,2,2,7,4,1,2,2
5635,8,2,2,8,4,1,0
5636,1,1,6,4,4,1,0
5637,1,1,4,5,1,3,1
5638,1,1,2,2,5,1,0
5639,8,1,1,5,6,1,1
5640,1,1,5,6,1,1,0
5641,1,2,5,4,3,1,0
5642,9,1,5,5,1,3,2
5643,1,1,5,0,3,3,1
5644,1,1,7,4,3,2,0
5645,6,2,10,3,1,3,0
5646,1,2,5,3,1,3,1
5647,1,2,5,0,1,1,2
5648,1,1,8,5,4,1,2
5649,1,1,6,4,1,1,2
5650,1,2,6,8,5,3,0
5651,1,2,9,2,3,3,0
5652,8,1,1,4,2,1,0
5653,2,1,5,4,3,1,1
5654,2,1,2,1,6,3,0
5655,9,2,5,2,2,3,2
5656,2,2,4,3,2,1,2
5657,3,2,2,2,2,1,2
5658,1,1,3,3,5,1,2
5659,1,1,7,1,5,3,0
5660,1,2,5,3,3,1,0
5661,8,1,8,9,4,3,0
5662,9,1,10,8,5,2,0
5663,8,2,10,0,6,2,0
5664,1,2,2,0,1,1,1
5665,1,1,6,5,3,1,1
5666,2,1,7,8,1,1,1
5667,1,2,12,7,3,2,2
5668,1,1,6,6,5,1,1
5669,1,2,8,9,1,1,0
5670,1,2,4,7,1,1,1
5671,2,1,5,6,1,3,2
5672,3,2,8,1,2,1,0
5673,2,1,6,3,2,2,0
5674,8,2,6,2,5,3,0
5675,8,1,8,1,1,1,2
5676,2,2,8,5,5,1,1
5677,2,2,6,7,3,1,1
5678,1,2,7,5,6,2,1
5679,1,2,9,8,3,3,1
5680,1,2,5,1,5,1,0
5681,6,2,11,0,6,2,0
5682,1,1,2,3,1,1,2
5683,1,1,5,4,1,3,2
5684,9,2,7,8,1,3,1
5685,2,1,3,3,3,3,1
5686,9,1,7,5,5,3,2
5687,8,2,5,8,1,1,1
5688,1,1,4,0,2,1,2
5689,2,2,8,7,1,1,1
5690,1,2,4,2,2,2,0
5691,1,2,5,6,2,1,1
5692,1,1,7,3,6,1,0
5693,1,2,6,2,5,3,0
5694,5,2,2,1,2,3,0
5695,2,2,7,1,3,1,1
5696,1,2,7,2,1,1,0
5697,2,1,2,9,2,1,1
5698,6,2,7,8,5,1,1
5699,9,1,11,6,2,1,2
5700,1,2,5,3,3,1,0
5701,7,2,8,4,1,1,2
5702,1,2,7,4,4,1,2
5703,9,1,10,5,5,3,1
5704,1,2,5,1,2,1,1
5705,1,1,12,5,1,1,0
5706,7,2,7,9,5,1,2
5707,1,2,11,8,4,3,2
5708,9,2,5,5,1,1,0
5709,1,1,7,9,3,3,2
5710,1,1,7,5,6,1,0
5711,1,1,8,3,3,1,0
5712,9,1,9,5,3,1,1
5713,6,1,9,4,6,1,0
5714,2,1,5,2,5,1,0
5715,1,2,7,1,2,1,0
5716,8,2,11,5,5,2,0
5717,1,1,4,9,2,1,2
5718,5,2,8,7,3,1,1
5719,1,1,8,0,6,1,2
5720,1,1,7,5,1,1,2
5721,1,1,5,0,4,1,0
5722,2,1,5,5,5,1,1
5723,1,1,2,7,5,2,0
5724,1,1,5,5,1,1,2
5725,1,1,5,7,6,1,1
5726,1,1,6,9,2,1,0
5727,2,2,5,4,5,1,2
5728,8,2,1,3,2,1,2
5729,2,2,5,4,1,1,0
5730,1,2,3,1,5,3,0
5731,1,2,7,9,2,2,0
5732,2,1,5,8,4,2,0
5733,1,2,5,1,1,3,0
5734,7,1,8,8,2,1,1
5735,3,1,4,5,2,1,0
5736,2,1,5,1,1,1,1
5737,2,2,5,5,1,1,0
5738,1,1,3,4,6,1,2
5739,1,2,7,3,4,1,2
5740,7,1,10,3,5,1,2
5741,2,1,4,1,5,1,0
5742,1,1,4,7,1,1,1
5743,6,2,12,8,4,1,2
5744,1,1,5,6,3,1,0
5745,1,2,5,2,4,1,0
5746,1,2,8,5,1,2,0
5747,6,2,9,3,6,3,2
5748,1,2,5,1,3,1,1
5749,7,2,5,9,2,1,1
5750,1,1,7,2,2,1,2
5751,1,2,5,5,4,1,1
5752,1,2,4,3,5,1,1
5753,9,2,1,8,3,2,0
5754,1,2,6,1,6,1,2
5755,1,1,7,4,6,3,2
5756,1,1,5,4,6,2,0
5757,1,2,9,9,1,1,2
5758,1,2,5,3,4,1,0
5759,9,1,6,3,5,1,0
5760,1,2,3,9,6,1,1
5761,1,2,5,8,4,3,1
5762,1,2,6,7,6,1,1
5763,8,1,4,2,5,1,1
5764,1,2,4,9,2,1,1
5765,1,1,7,4,6,3,0
5766,1,1,5,1,2,1,1
5767,1,2,5,1,3,1,0
5768,8,1,10,7,6,1,0
5769,1,1,6,1,1,1,2
5770,1,1,4,4,1,1,1
