,RAC1P,SEX,EDU,PINCP_DECILE,HOUSING_TYPE,MSP,OWN_RENT
3825,1,2,7,0,2,1,0
3826,1,2,5,5,1,3,0
3827,1,1,5,8,1,6,1
3828,2,2,3,3,1,4,2
3829,1,1,12,2,3,4,0
3830,1,2,3,6,1,4,0
3831,6,2,11,5,1,1,1
3832,9,2,5,4,1,1,1
3833,7,1,11,0,1,6,1
3834,1,2,5,5,1,6,0
3835,2,2,3,0,1,3,2
3836,1,1,3,3,1,2,0
3837,2,1,1,0,1,3,2
3838,2,2,4,5,1,5,0
3839,1,2,8,0,1,5,2
3840,1,1,8,2,1,5,2
3841,1,1,7,0,3,4,0
3842,1,1,4,3,1,5,0
3843,1,2,8,9,1,1,1
3844,9,1,5,1,2,2,2
3845,2,2,11,8,1,3,1
3846,2,1,3,2,1,4,2
3847,1,2,7,4,1,6,1
3848,1,2,8,7,1,4,1
3849,2,2,7,8,1,1,1
3850,1,1,5,4,2,4,2
3851,4,2,6,5,1,5,1
3852,1,2,8,5,2,4,1
3853,6,2,4,4,1,4,2
3854,9,1,9,9,1,2,1
3855,1,1,4,7,1,2,1
3856,8,1,7,4,1,3,0
3857,1,1,9,3,2,6,1
3858,9,2,7,3,3,1,0
3859,1,2,8,2,1,4,1
3860,1,1,8,3,1,1,2
3861,1,2,5,0,1,1,1
3862,1,2,7,4,3,1,2
3863,9,1,8,2,1,1,1
3864,8,2,4,4,2,2,0
3865,9,2,5,5,1,6,0
3866,9,2,9,3,1,1,2
3867,8,1,10,2,1,6,1
3868,1,2,4,0,1,2,1
3869,1,1,1,6,1,4,2
3870,1,1,8,4,1,4,0
3871,1,2,5,5,3,5,0
3872,1,2,5,3,2,5,2
3873,8,2,6,8,1,6,1
3874,1,1,7,8,1,4,1
3875,9,2,5,2,2,6,2
3876,1,2,3,5,1,4,2
3877,1,2,9,6,1,1,1
3878,2,2,7,6,1,1,1
3879,8,2,3,9,1,2,0
3880,2,1,4,9,1,2,1
3881,8,2,9,6,3,4,2
3882,9,2,9,2,2,1,2
3883,1,1,5,3,3,1,0
3884,1,2,7,4,2,3,1
3885,1,2,5,2,3,1,0
3886,1,1,6,9,1,6,1
3887,2,1,5,7,2,1,2
3888,2,1,3,9,1,6,0
3889,1,1,8,1,1,4,2
3890,1,2,5,1,1,5,2
3891,2,2,9,5,1,1,1
3892,2,2,7,3,1,1,2
3893,1,2,2,2,1,4,0
3894,9,1,3,2,3,1,0
3895,1,2,1,1,1,6,1
3896,5,2,10,5,1,1,1
3897,1,2,9,3,1,1,1
3898,1,1,5,8,1,1,1
3899,2,1,7,3,1,4,1
3900,9,1,5,6,1,1,1
3901,1,1,7,5,1,5,1
3902,1,1,6,4,1,5,1
3903,1,2,8,2,1,4,1
3904,1,2,6,8,1,5,0
3905,1,2,8,7,1,4,0
3906,1,2,3,7,1,4,0
3907,3,2,5,5,1,6,2
3908,1,2,4,4,1,2,2
3909,1,2,5,4,3,6,0
3910,1,1,4,5,1,3,0
3911,1,2,5,2,2,2,0
3912,1,2,6,3,1,5,0
3913,1,1,7,6,1,1,1
3914,9,2,7,5,1,2,0
3915,9,1,10,4,1,1,1
3916,9,2,12,6,1,1,1
3917,1,2,5,1,1,3,0
3918,1,1,4,6,1,5,1
3919,4,1,1,3,1,4,1
3920,1,2,3,0,1,4,1
3921,1,1,5,1,1,5,1
3922,2,2,5,4,1,5,0
3923,1,2,12,6,2,1,2
3924,1,1,4,3,3,5,0
3925,7,2,4,4,3,5,0
3926,9,2,7,4,3,5,2
3927,6,2,5,5,1,1,1
3928,1,1,10,5,1,1,0
3929,1,2,8,3,3,1,0
3930,1,2,5,2,1,6,0
3931,9,2,5,0,3,2,0
3932,1,2,4,2,1,1,1
3933,8,2,5,7,1,2,1
3934,1,2,4,8,3,2,0
3935,1,1,7,2,2,5,0
3936,8,2,2,9,1,4,2
3937,1,1,9,4,1,6,0
3938,7,1,4,4,1,5,1
3939,1,2,7,1,1,6,2
3940,2,1,4,3,1,2,1
3941,1,2,3,1,1,5,1
3942,1,1,5,0,1,6,1
3943,9,1,9,4,3,3,0
3944,1,1,5,4,1,3,0
3945,2,2,1,5,3,4,0
3946,1,2,7,3,1,6,1
3947,1,1,4,7,1,1,1
3948,9,2,5,2,1,5,1
3949,1,2,4,3,1,6,2
3950,6,2,6,7,1,5,1
3951,1,2,1,4,1,6,1
3952,2,1,2,0,1,5,0
3953,2,2,6,3,1,6,0
3954,2,1,6,8,1,1,2
3955,1,1,3,1,1,1,1
3956,9,2,2,7,1,1,1
3957,8,2,3,8,1,2,2
3958,1,1,6,5,1,1,0
3959,9,1,5,2,1,1,0
3960,1,1,8,2,3,3,0
3961,9,2,7,3,1,3,2
3962,4,1,6,0,1,2,1
3963,1,1,3,9,2,5,0
3964,9,2,5,8,1,1,1
3965,6,2,5,3,2,3,1
3966,1,1,1,4,1,6,2
3967,9,1,9,3,1,5,2
3968,1,1,8,5,1,1,0
3969,2,2,3,8,1,2,1
3970,4,2,4,3,1,4,1
3971,2,2,2,9,1,3,2
3972,9,1,2,3,3,4,0
3973,2,1,7,7,2,4,0
3974,1,1,4,4,1,6,1
3975,6,1,1,2,1,2,1
3976,1,2,7,3,1,4,0
3977,1,2,5,5,1,5,0
3978,1,2,6,4,1,6,1
3979,2,2,5,0,1,4,2
3980,1,2,3,3,3,1,1
3981,1,1,8,3,1,3,1
3982,3,2,2,2,1,4,2
3983,1,1,9,8,1,6,1
3984,1,1,2,1,1,1,1
3985,9,2,1,0,2,4,0
3986,2,1,3,3,1,6,1
3987,1,2,11,9,1,4,1
3988,1,1,11,6,1,2,1
3989,1,2,7,4,1,1,0
3990,8,2,10,4,1,3,2
3991,9,2,8,0,1,5,1
3992,1,2,2,7,1,6,0
3993,1,1,5,8,1,4,1
3994,1,2,7,7,1,1,2
3995,1,2,7,7,2,6,1
3996,9,1,10,2,1,3,0
3997,8,1,1,9,3,3,1
3998,1,1,5,5,1,1,0
3999,6,1,11,0,1,4,0
4000,1,2,4,3,1,6,1
4001,1,1,8,4,3,1,0
4002,9,2,3,0,1,5,0
4003,9,2,12,7,1,4,0
4004,1,2,5,2,1,2,0
4005,1,1,3,4,1,1,1
4006,1,2,5,1,1,3,1
4007,1,1,8,0,1,4,2
4008,1,2,8,4,3,4,1
4009,1,2,5,7,1,1,2
4010,1,2,4,6,1,4,0
4011,8,2,6,3,1,3,0
4012,9,2,10,3,1,2,1
4013,8,1,7,3,1,3,0
4014,6,1,5,2,1,1,2
4015,1,1,6,4,1,3,1
4016,2,1,6,8,2,5,0
4017,2,1,8,8,1,6,2
4018,1,2,4,5,1,1,1
4019,1,1,3,6,1,4,1
4020,1,2,5,7,1,4,1
4021,1,1,9,5,3,1,1
4022,1,1,5,4,1,3,1
4023,1,1,6,6,2,5,0
4024,8,2,1,2,2,1,0
4025,1,2,3,8,3,6,0
4026,1,1,11,8,1,2,1
4027,6,2,1,4,1,4,2
4028,1,2,1,2,1,5,1
4029,1,2,11,7,3,2,0
4030,1,2,5,1,1,4,1
4031,8,1,3,0,1,2,1
4032,7,1,5,2,1,5,2
4033,2,1,4,4,1,1,1
4034,1,2,6,3,2,2,0
4035,1,2,6,4,1,6,0
4036,2,1,5,3,1,2,1
4037,7,1,5,1,1,4,2
4038,6,2,4,1,1,2,0
4039,9,2,5,4,1,1,1
4040,1,2,5,1,1,4,1
4041,9,2,12,5,1,5,1
4042,1,2,7,7,1,1,2
4043,1,2,5,4,1,1,1
4044,1,1,4,4,1,2,2
4045,1,1,5,6,1,5,0
4046,1,1,4,0,1,1,1
4047,2,1,7,5,3,1,2
4048,2,1,3,1,1,6,0
4049,1,1,9,5,1,4,0
4050,6,1,7,6,1,4,1
4051,1,2,8,4,1,1,2
4052,9,1,8,5,1,5,1
4053,2,1,9,5,2,6,1
4054,1,1,8,6,1,4,0
4055,1,1,5,6,1,1,1
4056,9,1,11,4,1,1,2
4057,1,2,7,6,3,6,0
4058,9,2,5,1,1,1,0
4059,2,1,4,1,3,2,1
4060,1,2,5,7,1,1,1
4061,1,1,4,3,1,5,2
4062,9,2,6,4,1,6,2
4063,1,2,5,3,2,6,2
4064,1,2,9,5,1,4,0
4065,1,1,7,9,1,6,0
4066,1,2,6,2,1,3,0
4067,2,2,10,3,1,4,0
4068,1,1,5,3,1,2,1
4069,1,2,5,6,1,6,2
4070,8,1,1,3,3,4,2
4071,9,1,12,2,2,4,2
4072,9,2,12,3,1,2,0
4073,2,1,11,8,1,2,2
4074,1,1,6,9,3,1,0
4075,1,2,2,7,1,3,0
4076,2,1,5,2,1,5,1
4077,1,2,4,4,1,1,0
4078,1,2,10,5,1,1,1
4079,2,1,6,1,1,1,0
4080,1,1,5,3,1,1,0
4081,1,1,4,4,1,1,1
4082,1,1,9,6,1,4,0
4083,1,2,3,0,1,1,2
4084,1,2,3,0,2,2,0
4085,2,1,4,3,2,3,0
4086,2,2,7,0,1,1,2
4087,2,2,8,5,3,5,1
4088,1,1,1,3,1,5,2
4089,8,2,8,1,1,3,2
4090,1,1,6,4,1,2,1
4091,1,1,5,1,1,3,2
4092,1,1,5,3,1,2,0
4093,2,1,9,3,3,1,0
4094,1,1,1,5,1,3,1
4095,1,2,7,1,1,6,2
4096,1,1,7,0,1,6,2
4097,2,2,1,6,1,6,1
4098,6,1,10,7,3,6,1
4099,1,2,8,2,1,4,1
4100,2,2,1,0,2,4,0
4101,1,1,5,1,3,4,0
4102,8,2,5,5,1,4,1
4103,3,1,10,6,1,6,1
4104,2,2,7,9,2,6,1
4105,9,2,11,6,1,3,1
4106,1,2,7,4,1,4,2
4107,8,1,9,7,3,6,1
4108,9,2,10,2,2,1,2
4109,1,2,5,2,2,1,2
4110,1,1,5,7,2,1,2
4111,1,1,5,5,2,6,1
4112,1,1,10,3,2,4,1
4113,1,1,8,1,1,4,2
4114,8,2,7,2,3,5,1
4115,1,2,4,1,1,4,2
4116,1,1,5,5,1,4,0
4117,1,2,8,9,1,1,1
4118,2,2,6,3,3,5,0
4119,1,1,5,1,1,6,0
4120,1,1,2,0,2,2,2
4121,2,2,7,3,1,2,2
4122,9,1,5,3,1,1,2
4123,1,2,3,2,1,5,0
4124,9,1,2,0,1,4,1
4125,2,1,5,4,1,4,0
4126,1,2,7,0,1,6,2
4127,1,1,4,3,1,6,2
4128,1,1,5,2,1,4,0
4129,2,1,1,0,1,4,2
4130,1,1,9,1,3,2,0
4131,1,1,7,4,1,1,2
4132,1,2,9,4,1,2,0
4133,1,1,7,9,1,2,0
4134,1,2,12,7,1,2,0
4135,1,1,6,8,1,6,1
4136,1,1,6,2,1,3,1
4137,1,1,7,1,1,1,1
4138,1,2,7,5,1,2,1
4139,1,1,6,5,1,4,0
4140,2,2,5,4,3,3,1
4141,2,2,7,6,1,1,1
4142,1,1,12,6,1,1,1
4143,1,1,6,6,1,1,1
4144,8,1,4,1,1,5,1
4145,1,1,9,7,2,2,1
4146,6,2,5,2,1,3,2
4147,1,2,7,1,1,6,2
4148,1,2,7,8,1,1,1
4149,1,2,5,4,3,6,0
4150,1,2,3,9,1,6,1
4151,1,1,2,3,1,2,1
4152,1,1,5,5,3,2,1
4153,1,2,8,6,1,5,0
4154,1,1,9,7,1,1,0
4155,9,2,10,9,1,4,0
4156,1,2,11,8,1,5,1
4157,8,2,7,6,2,4,0
4158,1,1,8,9,1,1,1
4159,2,2,5,7,1,4,0
4160,8,1,8,1,1,3,1
4161,1,2,6,1,3,5,0
4162,1,2,5,7,1,3,1
4163,1,1,6,5,1,3,1
4164,1,2,5,4,1,1,1
4165,1,2,9,2,2,4,0
4166,9,2,5,6,3,6,1
4167,1,1,5,6,1,2,1
4168,1,1,6,0,1,5,2
4169,1,1,7,3,1,6,0
4170,1,1,5,6,1,1,1
4171,1,1,6,2,3,2,2
4172,6,1,6,0,1,6,1
4173,1,2,11,8,1,5,0
4174,2,1,7,4,1,2,1
4175,9,2,7,9,2,1,0
4176,1,1,3,0,1,1,2
4177,9,2,6,4,1,2,0
4178,2,2,6,8,1,1,2
4179,9,1,12,2,1,1,0
4180,1,2,8,8,1,2,1
4181,2,2,5,7,1,1,1
4182,9,2,1,3,1,2,1
4183,1,1,7,7,1,6,1
4184,1,2,5,1,2,5,0
4185,1,1,7,9,1,4,2
4186,6,2,9,9,1,3,1
4187,2,2,8,3,1,2,0
4188,1,1,5,0,1,1,1
4189,6,1,7,6,1,1,2
4190,2,1,9,3,1,4,2
4191,1,2,7,3,3,6,0
4192,3,1,11,5,1,1,1
4193,1,2,7,0,1,3,2
4194,2,2,7,2,1,2,2
4195,1,2,7,4,3,2,0
4196,1,1,5,3,1,5,2
4197,1,1,8,9,1,6,1
4198,1,2,4,1,1,1,2
4199,8,1,8,3,1,6,1
4200,1,2,7,9,1,5,1
4201,1,1,10,8,1,4,1
4202,1,1,10,6,2,2,0
4203,1,1,1,0,3,6,0
4204,9,2,9,5,1,1,0
4205,2,1,5,3,2,6,1
4206,1,2,4,2,1,3,1
4207,1,1,6,2,2,4,0
4208,1,1,7,7,1,1,2
4209,2,2,10,5,1,1,1
4210,1,2,9,4,1,3,2
4211,1,1,10,6,1,5,1
4212,2,2,7,5,1,1,1
4213,9,1,5,4,1,3,0
4214,1,2,6,3,1,6,1
4215,1,1,1,7,1,2,2
4216,9,2,3,0,1,3,0
4217,8,2,10,8,1,6,0
4218,2,1,8,2,2,1,0
4219,1,1,3,5,1,3,0
4220,1,2,6,3,1,5,0
4221,2,1,5,4,1,6,2
4222,8,1,6,2,1,4,2
4223,2,2,7,8,1,4,0
4224,2,2,10,9,1,6,0
4225,1,2,5,4,1,3,1
4226,1,2,5,2,1,4,2
4227,1,1,4,4,1,2,1
4228,1,2,4,3,1,4,1
4229,2,1,5,9,1,4,1
4230,2,2,4,3,1,3,1
4231,9,1,4,3,3,2,0
4232,2,1,5,6,1,1,1
4233,1,2,10,6,1,1,1
4234,1,2,7,5,1,2,1
4235,1,1,12,7,1,1,2
4236,8,2,7,1,3,2,1
4237,8,1,4,9,3,5,2
4238,9,1,4,9,1,6,1
4239,9,1,12,4,1,5,2
4240,1,1,4,3,1,6,1
4241,1,1,4,2,1,4,2
4242,7,2,5,2,1,3,2
4243,9,1,4,4,1,2,0
4244,4,1,5,3,1,6,1
4245,2,2,7,4,1,6,2
4246,9,1,9,7,1,6,0
4247,1,1,7,0,1,4,1
4248,9,1,1,1,1,5,2
4249,1,1,6,8,1,6,2
4250,1,1,9,7,1,1,1
4251,1,2,8,2,2,1,2
4252,1,1,3,1,3,4,1
4253,1,2,5,2,1,6,1
4254,1,1,9,6,1,1,2
4255,1,2,1,2,1,4,1
4256,1,2,5,2,1,6,1
4257,2,1,7,5,1,4,0
4258,1,1,7,3,1,1,2
4259,1,2,5,3,2,4,0
4260,9,1,6,4,1,4,2
4261,1,1,9,7,1,1,1
4262,1,1,8,5,3,1,2
4263,2,1,7,6,3,3,0
4264,1,1,5,2,1,5,2
4265,8,1,3,7,1,6,1
4266,6,2,12,5,1,5,1
4267,2,2,3,6,1,4,1
4268,1,1,7,6,1,1,0
4269,1,2,5,1,1,5,1
4270,1,2,9,7,1,1,1
4271,1,2,11,3,1,6,0
4272,5,2,5,4,1,2,1
4273,9,2,1,0,1,4,0
4274,1,2,5,6,2,1,2
4275,1,1,8,1,2,6,0
4276,1,1,3,0,1,4,2
4277,1,1,5,4,1,2,1
4278,3,1,10,7,1,4,0
4279,1,1,8,0,1,3,2
4280,1,1,5,6,3,1,0
4281,9,1,7,3,1,2,2
4282,1,1,3,0,1,6,0
4283,2,1,8,4,1,1,1
4284,2,1,5,7,1,6,1
4285,1,1,5,8,3,3,0
4286,1,2,5,5,1,1,2
4287,1,2,5,0,1,2,0
4288,1,1,11,1,1,1,0
4289,1,2,6,4,1,6,1
4290,1,1,3,0,1,6,0
4291,1,2,3,0,1,2,0
4292,9,2,8,1,1,4,2
4293,9,2,4,2,2,3,0
4294,8,2,5,8,1,4,1
4295,1,1,5,4,3,6,0
4296,1,1,5,3,1,4,1
4297,1,1,11,0,2,2,0
4298,1,2,10,5,1,1,1
4299,6,1,8,6,1,1,1
4300,9,2,7,1,1,1,1
4301,1,2,3,1,1,4,1
4302,9,2,1,2,1,6,1
4303,1,2,8,4,2,4,0
4304,6,2,7,3,1,5,2
4305,1,1,5,0,1,2,0
4306,1,1,3,8,1,1,2
4307,1,1,5,8,1,1,2
4308,1,1,4,2,1,2,2
4309,9,2,11,4,1,2,1
4310,7,1,5,6,2,1,0
4311,1,1,7,3,2,4,0
4312,1,2,6,2,1,6,2
4313,9,1,6,4,1,5,2
4314,1,1,4,9,2,5,0
4315,1,1,1,4,1,4,2
4316,1,2,3,0,1,6,0
4317,8,2,8,3,1,3,2
4318,1,2,4,3,1,4,0
4319,1,2,4,1,1,3,2
4320,1,1,5,6,2,3,0
4321,1,1,6,3,3,1,0
4322,1,2,5,1,1,3,1
4323,9,1,4,7,1,4,1
4324,1,1,5,5,2,6,0
4325,1,2,5,5,1,3,2
4326,1,2,7,3,2,5,0
4327,6,1,5,3,1,6,1
4328,1,2,6,9,1,2,1
4329,6,1,9,6,1,1,1
4330,1,1,5,5,1,3,1
4331,3,1,2,9,1,4,2
4332,7,1,12,5,3,6,2
4333,2,2,4,8,2,4,0
4334,2,1,5,3,1,1,1
4335,6,2,8,2,1,6,0
4336,5,1,9,8,1,4,0
4337,2,1,7,3,3,4,0
4338,1,1,5,6,1,4,0
4339,2,2,9,6,1,2,1
4340,1,1,8,4,1,4,2
4341,1,1,5,1,1,1,2
4342,1,2,5,3,1,1,1
4343,1,2,5,3,1,3,0
4344,1,2,1,0,1,3,2
4345,1,1,5,7,1,1,1
4346,9,1,7,9,1,4,1
4347,1,1,7,1,1,1,1
4348,1,1,10,7,1,3,1
4349,1,1,5,5,1,1,1
4350,9,2,4,2,1,1,0
4351,9,1,7,6,1,6,0
4352,3,2,8,7,1,1,1
4353,1,2,3,8,1,2,1
4354,9,2,3,6,1,3,1
4355,7,1,5,6,3,6,1
4356,1,2,10,3,1,4,0
4357,3,1,5,4,1,2,1
4358,1,1,7,2,1,3,2
4359,2,1,5,4,1,1,2
4360,1,1,10,2,3,6,0
4361,1,1,9,5,1,3,1
4362,6,2,5,4,1,6,2
4363,2,2,5,5,1,6,1
4364,8,1,2,0,1,2,1
4365,1,2,11,6,1,3,1
4366,1,2,5,6,2,6,1
4367,9,2,4,2,3,3,2
4368,1,2,6,3,1,4,1
4369,1,2,11,6,2,2,0
4370,1,2,3,1,3,1,0
4371,9,2,3,2,2,4,0
4372,1,1,5,2,3,4,0
4373,1,1,6,3,2,1,1
4374,1,1,7,1,1,1,1
4375,2,2,11,9,2,2,0
4376,1,1,5,7,1,6,2
4377,1,1,7,2,1,5,0
4378,1,2,9,4,2,1,1
4379,5,1,1,3,2,6,0
4380,1,1,9,8,1,2,0
4381,1,1,6,0,1,6,0
4382,2,1,5,6,1,1,1
4383,1,2,3,5,1,4,2
4384,1,1,9,7,1,6,2
4385,1,1,5,2,1,4,1
4386,1,1,8,6,1,1,2
4387,1,2,7,8,2,4,0
4388,1,2,3,3,3,1,2
4389,1,1,5,1,1,5,0
4390,6,2,4,4,1,6,0
4391,9,1,10,9,1,3,1
4392,9,1,7,5,3,6,1
4393,1,2,6,7,2,1,1
4394,6,1,2,4,1,3,2
4395,9,1,10,5,1,1,2
4396,1,2,5,0,1,1,2
4397,6,2,7,6,1,2,1
4398,9,2,7,3,3,6,2
4399,1,2,5,6,1,6,2
4400,7,2,11,2,1,3,2
4401,1,2,7,7,1,6,2
4402,1,2,5,2,1,1,1
4403,1,2,6,2,1,6,1
4404,6,1,5,0,2,6,0
4405,1,2,4,6,1,4,1
4406,2,2,5,1,1,1,1
4407,8,2,11,2,1,2,1
4408,1,2,10,7,1,1,1
4409,1,1,7,6,1,1,1
4410,1,1,6,4,1,2,0
4411,1,1,3,7,1,4,2
4412,1,2,5,6,1,1,1
4413,8,1,5,8,1,6,1
4414,1,2,12,5,1,1,1
4415,7,1,8,4,1,5,2
4416,2,1,4,4,1,1,1
4417,1,2,9,6,1,4,0
4418,1,2,6,7,1,5,0
4419,9,1,7,1,1,5,2
4420,1,1,7,8,1,3,1
4421,9,1,12,5,1,6,0
4422,1,2,7,3,3,3,0
4423,1,1,12,7,1,1,0
4424,8,1,9,6,3,6,0
4425,1,1,8,5,1,3,2
4426,8,2,6,4,3,1,1
4427,5,1,5,4,1,4,0
4428,9,2,5,6,1,3,1
4429,1,2,9,5,1,4,1
4430,1,2,8,2,1,1,1
4431,1,2,4,2,1,1,0
4432,1,1,6,3,1,3,2
4433,1,2,5,5,1,6,1
4434,4,2,1,5,1,6,0
4435,1,2,5,2,2,4,2
4436,1,2,4,0,1,2,0
4437,1,2,5,5,1,2,0
4438,1,2,6,6,1,6,0
4439,1,2,1,3,2,6,1
4440,8,2,3,6,3,6,1
4441,1,2,7,9,1,5,1
4442,1,1,10,7,1,1,1
4443,1,1,12,5,1,6,1
4444,1,2,10,6,1,1,1
4445,2,1,2,4,1,6,1
4446,8,1,4,7,1,6,0
4447,1,1,5,6,1,5,0
4448,1,2,4,5,1,2,0
4449,6,1,12,7,1,5,1
4450,9,1,5,4,2,5,0
4451,9,1,8,2,1,4,1
4452,1,1,4,8,2,6,0
4453,1,1,6,9,1,5,1
4454,5,2,5,6,1,5,1
4455,2,2,1,4,1,2,0
4456,1,1,6,3,1,1,2
4457,1,1,6,8,2,2,0
4458,2,2,4,8,1,1,0
4459,1,2,7,3,1,5,2
4460,2,1,5,4,1,4,2
4461,6,1,9,9,1,4,1
4462,2,2,9,1,1,1,1
4463,1,1,4,1,1,1,1
4464,9,2,5,4,2,1,1
4465,9,2,4,2,1,2,0
4466,1,1,5,0,1,1,1
4467,3,1,7,6,1,6,0
4468,1,2,8,4,2,3,0
4469,3,1,2,9,1,6,0
4470,2,2,6,4,1,4,2
4471,5,1,7,8,1,2,2
4472,1,1,7,3,1,3,2
4473,5,1,3,3,1,5,1
4474,1,2,10,6,3,3,1
4475,1,2,9,6,1,6,1
4476,6,2,6,2,1,5,1
4477,1,1,6,5,1,1,2
4478,7,1,6,0,1,2,1
4479,2,2,5,3,1,4,1
4480,9,1,6,2,1,6,0
4481,2,2,4,5,1,3,2
4482,1,2,9,3,1,1,1
4483,9,1,5,3,1,5,1
4484,9,2,4,3,2,1,1
4485,6,2,5,3,3,2,0
4486,6,1,5,2,1,2,0
4487,1,1,5,7,1,1,1
4488,1,2,5,3,3,2,2
4489,1,2,4,2,1,6,1
4490,1,2,9,6,1,4,0
4491,6,1,4,1,1,6,1
4492,8,1,5,9,2,5,0
4493,1,1,7,3,1,1,1
4494,3,1,9,6,3,2,2
4495,2,2,4,0,3,2,0
4496,1,1,9,7,1,4,0
4497,1,2,6,8,1,6,1
4498,8,1,2,6,2,5,0
4499,9,2,5,4,2,4,0
4500,1,2,3,9,1,6,1
4501,1,2,7,7,1,3,2
4502,2,1,5,4,3,4,0
4503,1,2,9,6,1,1,1
4504,9,2,5,5,3,6,0
4505,1,1,7,5,3,1,1
4506,8,1,3,0,1,3,1
4507,1,1,9,5,1,1,0
4508,9,2,8,1,1,1,2
4509,1,2,6,4,3,4,0
4510,1,2,10,6,1,1,1
4511,1,2,5,4,1,3,0
4512,1,1,10,3,2,4,2
4513,6,1,5,3,1,1,2
4514,9,2,5,8,1,2,0
4515,1,1,7,5,1,1,2
4516,2,1,5,7,1,5,1
4517,1,1,5,7,3,3,0
4518,2,2,5,4,1,1,2
4519,9,1,11,4,1,5,1
4520,6,2,5,4,3,3,2
4521,1,1,7,6,1,1,1
4522,2,1,5,5,1,5,2
4523,2,2,2,5,1,3,1
4524,1,1,9,4,1,1,1
4525,3,1,5,5,3,5,1
4526,9,2,5,6,2,1,1
4527,8,2,8,3,1,2,2
4528,8,2,4,2,3,4,2
4529,8,1,1,1,1,2,1
4530,1,1,4,7,1,3,1
4531,6,1,11,1,1,6,0
4532,1,2,9,7,3,1,2
4533,1,1,10,0,1,3,2
4534,1,2,8,5,1,3,1
4535,6,1,7,3,1,2,2
4536,1,2,7,3,1,4,1
4537,1,2,7,6,3,1,0
4538,9,2,2,0,3,6,1
4539,1,2,8,8,1,4,0
4540,1,2,9,2,2,1,2
4541,1,2,4,5,1,4,1
4542,1,2,5,4,3,4,1
4543,6,1,3,7,3,6,0
4544,6,2,7,9,1,6,0
4545,1,2,7,1,3,6,2
4546,1,1,5,4,1,4,1
4547,1,2,4,3,1,3,2
4548,7,2,5,5,1,1,2
4549,1,1,6,5,2,2,2
4550,1,1,5,3,1,4,1
4551,1,2,9,8,3,2,0
4552,1,1,7,3,2,6,2
4553,1,2,9,0,2,6,0
4554,1,1,5,3,2,1,1
4555,1,1,2,4,1,3,1
4556,9,2,6,5,1,5,1
4557,6,1,2,4,1,4,2
4558,1,1,5,4,3,6,0
4559,1,2,5,3,3,4,0
4560,1,1,7,2,1,3,2
4561,4,2,11,4,1,4,2
4562,1,2,5,2,1,1,2
4563,2,1,5,4,1,1,1
4564,1,2,5,2,1,4,1
4565,1,1,8,6,2,1,0
4566,1,1,9,7,1,1,2
4567,1,1,8,4,1,1,1
4568,1,1,5,3,1,3,0
4569,1,2,7,3,1,4,0
4570,9,2,5,3,1,4,2
4571,1,1,4,5,1,2,0
4572,9,1,8,7,1,1,1
4573,1,1,4,2,1,4,1
4574,1,2,9,7,1,4,1
4575,9,2,5,7,3,5,0
4576,1,2,8,5,1,2,1
4577,1,1,8,9,1,6,0
4578,1,2,9,1,1,4,1
4579,3,1,7,3,2,5,2
4580,6,2,5,3,1,5,2
4581,1,1,5,2,1,3,2
4582,2,2,8,6,1,1,2
4583,1,1,6,3,1,1,1
4584,1,1,7,4,1,1,0
4585,9,2,4,0,1,1,0
4586,1,1,7,7,2,3,0
4587,1,2,11,6,1,1,2
4588,9,2,7,6,1,4,1
4589,1,2,6,5,1,5,2
4590,2,1,12,7,1,1,1
4591,1,2,8,0,1,3,2
4592,2,1,8,7,1,1,1
4593,1,1,5,3,1,2,0
4594,3,2,8,6,1,5,1
4595,1,2,7,2,3,1,2
4596,2,1,4,4,1,3,2
4597,1,1,4,1,1,6,2
4598,8,1,7,0,1,5,1
4599,1,1,11,9,1,4,0
4600,9,1,9,6,1,3,2
4601,2,1,9,5,1,4,0
4602,1,2,11,5,1,4,1
4603,1,1,7,3,1,1,1
4604,1,2,7,5,1,1,2
4605,1,1,4,9,1,4,2
4606,1,2,10,9,1,1,1
4607,1,2,6,2,1,4,0
4608,1,2,4,0,2,6,0
4609,8,2,7,6,1,1,1
4610,8,2,8,2,1,1,1
4611,1,2,5,6,1,5,0
4612,2,1,7,0,1,4,2
4613,1,2,7,4,1,1,2
4614,2,2,3,4,2,2,0
4615,1,2,5,4,1,2,0
4616,1,1,6,3,1,1,0
4617,1,2,9,9,1,1,0
4618,6,1,10,6,1,4,2
4619,1,2,5,4,1,4,0
4620,1,2,5,2,1,3,0
4621,8,2,7,1,3,3,0
4622,1,2,7,2,3,5,0
4623,1,2,5,9,3,1,1
4624,8,2,8,4,2,4,0
4625,1,2,9,8,3,3,0
4626,1,2,3,5,1,6,1
4627,1,2,6,6,2,1,0
4628,8,2,7,5,1,2,0
4629,6,2,11,1,1,2,2
4630,1,2,5,8,1,6,1
4631,1,2,8,8,2,1,0
4632,2,2,2,1,1,4,0
4633,5,1,7,4,1,3,0
4634,1,2,5,3,1,6,2
4635,6,1,8,5,3,1,2
4636,1,2,1,7,2,6,0
4637,1,1,3,0,2,6,2
4638,1,1,6,5,1,2,0
4639,7,2,8,4,1,3,0
4640,2,1,1,1,1,6,1
4641,1,2,6,1,1,4,1
4642,1,2,4,5,1,1,1
4643,9,2,3,2,1,5,0
4644,1,2,8,0,1,1,2
