,SEX,RAC1P,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
3329,2,1,4,2,6,1,0
3330,2,6,7,4,2,1,0
3331,2,1,5,6,7,1,2
3332,1,9,2,1,1,1,0
3333,1,1,5,1,4,1,1
3334,1,1,8,5,6,2,2
3335,1,1,2,2,0,1,0
3336,1,1,5,1,6,1,0
3337,2,2,5,1,8,1,0
3338,1,1,4,4,5,2,0
3339,1,1,4,4,0,1,0
3340,1,9,9,4,9,1,0
3341,2,7,5,5,0,1,2
3342,2,8,5,5,4,1,1
3343,2,9,12,3,3,1,0
3344,2,1,5,2,2,1,2
3345,1,1,4,1,5,1,2
3346,1,1,5,1,2,1,2
3347,1,1,8,6,1,1,2
3348,2,1,2,6,3,1,1
3349,1,1,8,4,7,1,0
3350,2,2,8,2,7,1,2
3351,1,1,4,2,3,2,2
3352,1,9,5,1,8,1,0
3353,1,1,9,5,8,1,1
3354,1,1,5,3,0,1,0
3355,2,2,6,6,2,1,1
3356,1,1,4,2,3,2,2
3357,2,1,1,1,1,1,0
3358,2,1,9,6,6,1,2
3359,2,1,7,1,7,1,2
3360,1,1,9,6,8,1,0
3361,1,8,4,1,0,1,0
3362,2,2,3,2,1,1,1
3363,2,6,2,6,4,3,2
3364,2,1,7,3,9,1,0
3365,1,8,5,3,4,1,2
3366,1,6,4,1,6,1,2
3367,1,1,8,3,5,2,0
3368,1,1,4,5,0,1,2
3369,1,8,2,3,4,1,0
3370,1,7,3,5,4,1,2
3371,1,8,4,6,6,3,1
3372,1,8,11,6,8,1,1
3373,1,1,6,1,4,1,1
3374,1,8,8,3,0,2,1
3375,1,1,7,6,9,1,2
3376,1,1,7,6,0,1,1
3377,2,2,7,3,1,1,1
3378,1,4,11,4,5,1,1
3379,1,1,7,6,3,1,2
3380,2,2,9,2,5,1,0
3381,2,2,1,2,0,2,0
3382,1,8,7,3,6,2,1
3383,2,1,4,1,8,1,0
3384,2,6,5,1,6,1,0
3385,2,1,5,5,1,3,2
3386,1,8,3,2,5,1,1
3387,1,8,4,5,4,1,0
3388,1,1,11,4,4,2,2
3389,2,1,2,1,1,1,0
3390,2,1,7,6,1,3,0
3391,1,1,9,1,9,1,1
3392,1,1,2,1,4,1,1
3393,1,1,6,1,2,1,2
3394,2,1,2,1,1,1,1
3395,2,1,7,6,2,1,2
3396,1,1,6,2,4,1,1
3397,1,8,2,3,3,1,2
3398,1,1,7,1,5,1,1
3399,1,1,3,2,1,1,1
3400,1,1,7,1,9,1,2
3401,2,1,1,2,0,1,0
3402,2,1,2,2,0,1,0
3403,2,1,5,1,9,1,0
3404,2,1,7,2,9,1,2
3405,1,1,5,1,9,1,1
3406,1,1,9,5,7,2,0
3407,1,1,7,6,4,1,2
3408,1,1,9,6,5,1,0
3409,2,1,3,2,1,1,1
3410,1,8,6,2,5,1,1
3411,1,1,3,2,1,1,1
3412,2,1,7,5,6,2,2
3413,2,9,4,1,9,1,0
3414,2,9,2,2,1,1,1
3415,2,8,1,1,0,1,0
3416,2,1,5,6,1,1,1
3417,1,5,1,1,8,1,1
3418,1,8,5,4,9,1,1
3419,1,2,3,2,1,1,0
3420,1,1,2,1,1,1,0
3421,2,1,5,6,5,1,2
3422,2,1,2,2,0,1,0
3423,2,1,2,1,0,1,1
3424,1,8,1,1,0,1,0
3425,2,9,12,1,1,1,0
3426,1,1,5,2,3,1,0
3427,1,1,5,2,7,1,0
3428,1,1,11,6,1,1,0
3429,1,9,5,5,2,2,1
3430,1,1,5,6,1,1,1
3431,1,1,8,5,2,1,2
3432,2,2,3,1,1,1,1
3433,1,1,4,3,1,2,0
3434,2,2,4,6,5,1,2
3435,1,1,3,2,1,1,0
3436,2,8,2,6,2,1,0
3437,1,9,2,2,0,2,0
3438,1,1,3,1,1,1,1
3439,2,9,3,2,0,1,0
3440,1,1,4,5,3,2,2
3441,2,1,5,6,1,3,2
3442,1,1,5,6,6,1,0
3443,1,1,1,5,0,1,2
3444,1,6,5,3,7,1,2
3445,1,1,6,5,2,1,0
3446,2,1,5,6,1,1,2
3447,2,6,5,2,3,1,2
3448,1,8,9,6,5,3,1
3449,1,1,2,1,1,1,1
3450,2,1,7,1,1,1,0
3451,1,5,5,1,1,1,0
3452,2,2,3,5,2,1,2
3453,1,1,4,5,7,1,0
3454,2,1,1,1,1,1,0
3455,1,2,7,3,7,1,2
3456,1,8,6,6,0,2,1
3457,1,1,5,6,6,1,1
3458,1,8,7,1,4,1,1
3459,1,1,2,2,1,1,0
3460,1,1,4,2,1,2,2
3461,2,1,5,2,9,1,1
3462,1,1,7,4,0,1,0
3463,2,2,6,4,6,1,1
3464,2,1,5,6,3,1,1
3465,1,1,7,1,8,2,0
3466,2,1,9,6,5,1,2
3467,1,1,3,2,1,1,0
3468,2,1,3,2,0,1,0
3469,1,1,3,2,1,2,0
3470,2,1,3,2,0,1,0
3471,1,1,5,6,1,2,2
3472,1,8,10,2,4,1,0
3473,1,1,3,3,7,1,1
3474,1,4,3,2,1,1,1
3475,2,1,7,1,5,1,0
3476,2,1,8,6,7,2,1
3477,1,8,3,1,0,1,1
3478,1,1,6,4,5,1,1
3479,2,9,3,2,0,1,0
3480,1,8,10,1,7,1,0
3481,1,1,10,4,7,1,0
3482,2,2,3,6,0,1,1
3483,1,1,8,4,9,1,0
3484,1,8,2,1,7,1,2
3485,2,1,5,2,1,1,1
3486,1,8,6,2,1,2,1
3487,1,1,5,6,1,1,2
3488,1,1,4,2,9,1,0
3489,1,1,3,1,0,1,0
3490,2,1,8,6,9,1,1
3491,1,8,3,2,0,1,0
3492,2,1,7,6,3,1,1
3493,1,4,7,6,6,3,2
3494,2,6,5,6,8,2,1
3495,2,1,7,1,0,1,0
3496,1,1,5,4,9,1,0
3497,2,1,3,2,0,1,1
3498,1,1,3,1,2,1,1
3499,1,8,3,2,1,1,1
3500,1,1,3,1,0,1,0
3501,2,6,2,2,1,1,1
3502,2,1,3,1,1,1,0
3503,2,1,3,2,0,1,0
3504,2,9,5,6,2,3,1
3505,1,1,9,6,8,1,0
3506,1,1,8,1,3,1,0
3507,2,1,3,1,1,1,1
3508,1,1,2,1,0,2,0
3509,2,1,5,3,5,1,0
3510,2,1,1,1,7,1,1
3511,1,1,8,5,6,2,2
3512,1,1,7,6,3,1,0
3513,2,1,3,2,6,1,2
3514,2,1,9,2,8,1,0
3515,1,1,5,6,0,1,0
3516,1,1,3,2,8,1,0
3517,1,1,6,1,1,1,1
3518,2,1,7,1,8,1,0
3519,2,1,5,2,9,1,1
3520,1,6,1,2,1,1,1
3521,2,1,5,2,1,1,2
3522,2,2,2,2,0,1,0
3523,1,1,5,4,4,2,0
3524,1,7,4,4,8,1,1
3525,1,8,5,4,2,1,0
3526,2,1,5,6,2,2,1
3527,1,1,1,3,4,1,0
3528,2,2,7,6,5,1,0
3529,1,1,3,5,8,2,1
3530,2,1,6,6,2,1,1
3531,2,1,1,2,1,1,0
3532,2,1,5,4,6,3,0
3533,1,1,5,6,5,2,2
3534,1,1,10,6,8,1,2
3535,2,1,2,2,1,1,1
3536,1,1,7,4,1,1,0
3537,1,1,3,5,7,1,0
3538,2,1,4,3,5,3,0
3539,2,1,6,6,5,1,0
3540,1,1,4,2,6,1,1
3541,1,9,7,5,7,1,2
3542,1,8,7,6,5,1,0
3543,2,2,10,2,6,1,0
3544,2,6,9,2,7,1,0
3545,1,1,3,1,1,2,0
3546,2,9,3,6,2,1,2
3547,1,9,1,4,4,1,2
3548,1,1,4,4,6,1,2
3549,2,1,9,6,5,1,2
3550,2,1,7,1,5,1,2
3551,2,6,5,6,9,2,2
3552,1,1,3,1,1,1,1
3553,1,1,5,5,3,3,2
3554,1,1,4,5,6,1,2
3555,1,1,5,6,2,3,2
3556,1,1,7,2,0,1,0
3557,1,1,4,4,7,2,1
3558,2,1,7,3,1,1,2
3559,1,1,6,1,7,1,1
3560,1,1,3,2,0,1,0
3561,2,1,9,1,6,1,0
3562,1,8,1,3,3,1,1
3563,1,1,7,6,5,3,1
3564,2,1,2,2,1,1,1
3565,1,1,8,2,9,1,0
3566,1,3,5,1,7,1,1
3567,2,2,3,2,0,2,0
3568,1,1,6,4,1,1,2
3569,2,1,5,2,8,1,1
3570,1,1,7,5,3,3,2
3571,2,2,8,6,9,1,2
3572,1,1,7,1,1,1,2
3573,2,1,9,5,5,1,2
3574,1,1,9,5,6,3,2
3575,2,3,11,6,1,1,0
3576,1,1,6,2,3,1,2
3577,1,2,6,5,5,1,2
3578,2,3,1,1,2,1,1
3579,1,1,3,1,9,1,0
3580,2,6,7,6,2,2,1
3581,1,1,7,6,1,3,2
3582,1,1,3,2,1,1,1
3583,1,8,6,3,6,3,0
3584,1,6,12,3,5,1,0
3585,2,1,3,2,1,1,0
3586,1,2,3,5,9,1,2
3587,1,5,3,1,7,1,1
3588,1,1,4,2,1,2,0
3589,2,8,5,4,1,1,2
3590,1,2,7,6,6,3,2
3591,1,1,5,6,1,1,1
3592,2,1,2,2,1,2,0
3593,2,1,5,6,4,1,2
3594,1,2,4,2,3,1,1
3595,1,1,8,5,5,1,0
3596,2,6,6,1,7,1,1
3597,1,1,3,1,0,2,0
3598,1,1,9,6,5,3,2
3599,1,1,5,3,9,1,2
3600,1,1,6,6,5,1,2
3601,1,5,7,4,6,2,0
3602,2,1,5,6,9,1,0
3603,2,1,3,1,0,2,0
3604,2,1,6,3,5,1,0
3605,1,1,8,1,1,1,1
3606,1,6,6,2,3,1,1
3607,1,1,3,2,1,1,1
3608,1,2,8,6,5,2,2
3609,1,1,8,2,0,1,1
3610,2,1,5,2,4,1,2
3611,2,8,7,5,1,3,2
3612,1,1,3,2,1,1,1
3613,1,8,3,6,6,1,2
3614,1,8,2,3,9,2,0
3615,1,8,1,2,6,1,0
3616,1,9,2,6,3,1,1
3617,1,5,11,1,7,1,0
3618,1,1,5,6,5,1,1
3619,1,1,3,1,1,1,1
3620,1,8,8,2,5,1,2
3621,1,9,12,2,7,1,0
3622,1,1,4,4,6,1,0
3623,2,1,5,4,5,1,1
3624,2,2,2,1,2,1,1
3625,2,1,5,2,0,1,2
3626,2,1,7,1,9,1,0
3627,2,6,4,1,5,1,0
3628,2,6,5,5,4,1,2
3629,1,1,6,1,8,1,2
3630,1,1,2,5,0,1,0
3631,2,1,7,2,6,1,0
3632,1,8,8,1,0,1,2
3633,2,2,1,2,3,1,1
3634,1,1,3,2,1,3,0
3635,2,1,4,3,7,1,2
3636,2,1,3,2,1,1,1
3637,1,9,3,1,6,1,0
3638,2,1,5,5,1,1,2
3639,1,1,3,1,9,1,2
3640,1,1,8,6,0,1,2
3641,1,2,1,2,1,1,0
3642,2,1,8,6,8,1,0
3643,2,1,2,2,0,1,0
3644,1,1,5,5,6,1,1
3645,1,8,5,5,9,1,0
3646,1,1,5,4,5,1,0
3647,2,1,5,4,3,1,1
3648,2,1,5,4,8,1,0
3649,1,1,4,5,8,1,1
3650,1,1,1,2,1,1,1
3651,2,8,3,2,0,1,0
3652,2,1,3,2,1,1,0
3653,2,1,5,1,0,1,0
3654,2,1,9,6,7,3,2
3655,1,1,9,2,5,1,1
3656,1,2,3,4,6,1,0
3657,1,1,11,5,7,1,1
3658,1,1,2,3,5,1,2
3659,2,7,8,6,3,1,1
3660,2,9,10,2,6,2,0
3661,1,2,2,1,1,1,1
3662,2,2,8,2,8,1,0
3663,1,1,3,1,0,1,0
3664,2,9,1,1,3,1,1
3665,1,1,4,5,2,1,2
3666,1,9,7,6,5,2,2
3667,1,1,8,4,7,1,0
3668,2,1,1,2,6,3,1
3669,1,4,5,2,7,1,1
3670,2,1,3,6,1,3,1
3671,1,5,3,4,7,1,1
3672,1,1,1,2,1,1,1
3673,1,1,5,1,0,1,1
3674,1,5,11,2,8,1,0
3675,2,9,2,3,5,1,0
3676,1,1,2,1,1,1,0
3677,1,5,8,6,2,3,1
3678,2,6,6,1,6,1,1
3679,2,1,1,4,4,1,2
3680,1,9,3,1,0,1,0
3681,1,8,2,1,1,1,1
3682,2,1,7,2,0,1,1
3683,1,1,5,3,5,1,0
3684,1,1,7,5,6,2,2
3685,1,1,3,1,1,1,0
3686,1,2,6,4,6,1,0
3687,1,1,5,6,6,1,1
3688,1,1,6,3,0,1,2
3689,1,1,6,2,9,1,0
3690,1,1,3,1,1,1,0
3691,2,1,7,6,0,1,0
3692,1,8,6,1,4,1,2
3693,1,1,7,6,5,1,2
3694,1,8,12,5,8,1,2
3695,1,1,2,4,8,1,2
3696,2,1,3,1,1,1,1
3697,1,1,6,4,8,1,2
3698,1,1,3,1,0,1,0
3699,1,6,5,1,6,1,1
3700,1,1,9,3,6,1,0
3701,1,2,7,2,9,2,2
3702,1,1,7,2,6,1,0
3703,1,8,1,4,6,1,2
3704,1,2,12,6,6,1,0
3705,1,8,3,4,9,1,0
3706,2,1,3,2,1,1,1
3707,1,1,8,4,0,1,2
3708,1,1,7,6,0,1,2
3709,1,9,2,1,1,1,1
3710,1,2,5,6,1,1,1
3711,1,1,5,1,2,2,0
3712,2,2,1,2,1,1,1
3713,1,1,3,1,1,2,0
3714,2,1,5,6,0,2,2
3715,1,2,6,1,1,1,1
3716,1,2,3,1,1,1,1
3717,2,2,4,4,6,1,0
3718,2,1,3,1,0,1,0
3719,2,1,7,6,6,1,0
3720,1,5,9,1,6,1,2
3721,2,9,5,5,4,3,2
3722,2,1,9,1,8,1,0
3723,1,1,6,5,3,1,2
3724,2,2,3,1,0,1,0
3725,1,6,9,5,8,1,0
3726,2,1,5,3,7,1,0
3727,1,1,3,1,1,1,0
3728,1,2,12,1,9,1,0
3729,1,1,9,6,6,1,0
3730,1,1,4,5,1,1,0
3731,2,2,5,1,8,1,0
3732,1,1,4,3,6,1,2
3733,1,1,5,6,8,1,2
3734,2,1,7,6,3,3,2
3735,1,1,8,5,2,1,0
3736,2,2,5,1,9,1,0
3737,2,1,3,2,0,2,0
3738,1,1,7,1,9,1,0
3739,2,1,5,6,1,3,2
3740,2,1,7,2,6,1,1
3741,2,1,6,6,2,1,2
3742,2,1,1,2,0,1,0
3743,1,1,5,6,9,2,2
3744,2,1,7,6,5,2,2
3745,2,9,8,6,4,1,2
3746,1,1,4,4,8,2,0
3747,2,1,3,2,1,1,0
3748,1,1,8,1,0,1,1
3749,2,1,3,1,0,1,0
3750,1,8,10,3,8,2,2
3751,2,6,12,1,5,1,0
3752,1,8,11,1,5,1,0
3753,1,1,5,6,4,3,2
3754,2,9,9,1,8,1,0
3755,1,1,8,3,3,1,1
3756,1,1,3,4,4,1,2
3757,2,1,7,6,5,1,0
3758,1,1,7,5,5,3,2
3759,2,1,7,6,6,1,0
3760,1,9,11,3,3,1,0
3761,1,1,8,4,0,1,1
3762,1,8,1,2,1,1,1
3763,1,2,1,1,1,1,1
3764,1,1,6,4,5,1,2
3765,1,1,1,2,0,1,0
3766,2,1,8,3,0,1,2
3767,2,1,7,3,1,1,0
3768,1,1,9,5,0,2,1
3769,2,1,5,6,4,3,2
3770,1,9,1,1,4,1,2
3771,1,1,2,1,1,1,1
3772,1,8,2,6,8,1,2
3773,1,7,7,3,3,1,2
3774,2,1,3,1,0,1,0
3775,2,9,4,6,7,1,2
3776,1,1,6,6,9,1,0
3777,1,1,5,6,7,1,2
3778,2,1,5,3,3,1,1
3779,1,1,11,5,9,2,1
3780,2,1,3,2,0,2,0
3781,1,1,8,4,0,1,2
3782,2,2,7,6,2,3,2
3783,1,1,4,1,6,1,2
3784,1,1,3,2,1,1,0
3785,1,1,3,3,7,1,0
3786,2,1,6,2,7,1,1
3787,2,1,2,6,3,1,2
3788,1,9,5,1,9,1,0
3789,2,1,3,2,0,2,0
3790,1,6,7,4,6,1,1
3791,1,9,2,1,1,1,2
3792,1,1,7,5,8,1,1
3793,2,9,6,1,6,1,0
3794,1,1,5,1,8,1,1
3795,1,1,6,1,7,1,2
3796,1,1,7,6,0,1,1
3797,1,4,1,5,1,2,0
3798,1,1,3,5,7,1,0
3799,1,1,10,2,9,1,2
3800,1,9,8,6,2,2,2
3801,2,1,5,6,5,1,0
3802,2,1,7,3,9,1,2
3803,2,1,2,2,0,1,0
3804,1,1,10,6,5,2,1
3805,1,1,6,3,0,2,1
3806,1,1,5,5,2,1,1
3807,2,1,7,1,5,1,0
3808,1,1,4,1,0,1,0
3809,1,1,4,6,6,1,1
3810,2,1,3,2,0,1,0
3811,2,6,2,1,1,1,1
3812,1,8,5,6,6,1,0
3813,2,6,12,4,5,1,0
3814,1,1,9,1,3,1,0
3815,1,1,9,2,5,1,0
3816,2,1,7,5,0,1,2
3817,2,1,5,4,7,1,2
3818,2,1,8,1,5,1,0
3819,2,1,10,6,7,1,2
3820,2,1,4,2,9,1,0
3821,1,1,5,1,0,1,1
3822,2,2,4,6,4,1,2
3823,2,9,4,2,1,1,1
3824,2,1,3,1,0,1,0
3825,2,1,5,4,7,1,2
3826,1,1,7,6,6,1,2
3827,2,1,1,4,3,1,2
3828,1,1,12,6,7,1,0
3829,1,1,2,2,1,1,1
3830,1,1,1,2,8,1,0
3831,2,2,3,1,1,1,1
3832,1,1,3,4,7,1,2
3833,1,8,3,2,1,1,0
3834,1,1,1,1,0,1,2
3835,1,8,7,6,4,1,2
3836,1,1,1,3,7,2,1
3837,1,1,7,6,6,1,1
3838,1,2,8,2,6,3,0
3839,1,1,4,3,5,2,0
3840,1,1,3,1,1,1,1
3841,2,6,3,2,0,2,0
3842,2,1,3,6,5,1,2
3843,2,6,7,2,7,1,2
3844,1,1,4,4,1,2,1
3845,2,1,7,3,8,1,0
3846,1,1,7,3,2,1,1
3847,2,2,4,4,6,1,1
3848,1,1,3,6,5,1,2
3849,2,1,7,6,3,2,2
3850,1,5,6,6,4,3,1
3851,2,9,1,5,2,1,1
3852,1,1,5,1,2,1,2
3853,1,8,9,6,6,1,1
3854,2,1,6,1,1,1,0
3855,2,1,3,1,1,1,1
3856,1,2,1,2,1,1,0
3857,1,9,4,6,6,1,0
3858,1,5,3,2,1,1,0
3859,2,1,1,2,0,1,1
3860,2,1,7,2,3,1,0
3861,1,1,6,1,4,1,0
3862,1,1,9,2,4,2,0
3863,1,1,7,6,0,2,1
3864,1,2,3,1,1,1,1
3865,1,1,11,6,5,1,2
3866,1,1,6,2,3,1,1
3867,2,9,5,6,5,1,0
3868,2,6,4,6,3,1,2
3869,1,1,5,5,4,1,1
3870,1,1,3,6,4,3,1
3871,1,1,3,1,1,1,1
3872,2,1,7,1,3,2,0
3873,1,8,11,4,2,1,0
3874,1,1,5,4,1,1,0
3875,1,3,1,2,6,3,2
3876,1,1,1,3,8,1,2
3877,2,9,8,3,7,1,0
3878,2,1,7,6,9,3,2
3879,1,1,5,6,7,1,1
3880,1,2,5,6,1,1,1
3881,2,1,7,1,6,1,0
3882,1,1,7,6,7,3,2
3883,2,6,2,2,0,1,0
3884,2,3,2,2,0,2,0
3885,1,1,4,2,4,2,1
3886,2,1,7,6,6,1,2
3887,1,6,5,5,1,3,2
3888,1,1,8,5,9,1,0
3889,2,1,3,2,0,1,1
3890,1,1,1,1,1,1,1
3891,1,1,5,1,4,1,2
3892,1,1,4,4,1,2,2
3893,2,1,10,4,3,1,0
3894,2,1,7,1,6,1,0
3895,1,1,3,1,1,1,1
3896,2,2,10,2,9,1,0
3897,1,1,3,2,0,1,1
3898,2,9,5,6,9,1,0
3899,1,4,8,4,8,3,0
3900,1,1,5,3,0,1,0
3901,1,6,1,2,1,1,1
3902,2,1,4,1,2,1,0
3903,2,9,7,3,2,1,0
3904,2,1,8,5,4,1,0
3905,1,1,7,2,0,1,1
3906,1,9,3,2,1,1,0
3907,1,8,8,6,0,1,2
3908,1,1,4,1,8,1,1
3909,2,1,7,6,7,1,1
3910,1,1,1,2,4,1,1
3911,2,2,2,2,1,1,1
3912,2,9,1,2,1,1,0
3913,2,2,2,3,2,1,0
3914,2,1,7,1,5,1,0
3915,1,1,7,2,9,1,1
3916,2,1,8,1,8,1,0
3917,2,2,6,5,0,1,2
3918,2,9,7,6,5,1,0
3919,2,2,7,6,4,1,1
3920,2,1,1,1,1,1,1
3921,1,1,1,3,6,1,2
3922,2,7,6,5,5,1,2
3923,1,1,2,2,1,1,0
3924,2,1,7,6,5,3,1
3925,2,1,3,2,0,1,0
3926,1,8,2,3,5,1,1
3927,1,1,3,5,3,2,0
3928,1,1,4,1,8,1,0
3929,1,1,3,2,1,1,0
3930,2,2,1,2,1,1,1
3931,2,1,5,6,5,1,2
3932,1,1,4,4,6,1,2
3933,2,9,3,2,1,1,1
3934,1,1,1,1,1,1,1
3935,1,3,5,6,0,3,2
3936,2,2,1,2,4,1,2
3937,1,9,3,1,0,1,1
3938,1,1,4,5,6,1,1
3939,1,1,10,5,7,1,1
3940,1,6,2,1,1,1,1
3941,2,1,10,6,7,1,2
3942,1,1,8,4,9,1,1
3943,2,1,7,6,6,1,1
3944,1,1,3,2,0,1,0
3945,1,1,7,6,4,1,2
3946,2,8,11,4,5,1,0
3947,1,1,9,1,8,2,0
3948,1,1,5,4,5,1,0
3949,2,1,1,2,1,1,1
3950,2,1,7,1,6,1,0
3951,2,2,8,2,9,1,1
3952,1,2,6,3,6,1,0
3953,1,9,6,1,4,1,2
3954,1,1,10,6,8,3,1
3955,2,1,8,6,1,1,2
3956,2,1,3,2,0,2,0
3957,2,1,5,1,7,1,2
3958,1,1,7,3,4,1,0
3959,1,1,7,4,7,1,1
3960,2,1,7,1,7,1,0
3961,2,1,5,4,7,1,0
3962,1,2,4,1,4,2,0
3963,1,9,6,6,0,1,1
3964,2,1,6,1,4,1,1
3965,2,9,1,2,0,1,0
3966,1,1,7,6,0,1,1
3967,2,1,5,1,5,1,0
3968,1,8,2,5,5,1,0
3969,2,6,2,2,8,1,2
3970,1,1,5,2,8,1,0
3971,1,1,10,6,5,3,2
3972,1,8,1,4,0,1,0
3973,1,1,4,1,1,1,2
3974,2,9,8,1,0,1,0
3975,1,1,7,6,0,3,0
3976,2,1,5,6,2,3,2
3977,1,1,8,4,4,1,1
3978,2,1,8,6,3,1,2
3979,1,1,3,2,1,1,1
3980,2,1,8,5,5,1,1
3981,2,1,1,2,0,1,0
3982,1,1,3,2,1,1,1
3983,1,1,5,5,5,1,2
3984,2,8,6,1,0,1,2
3985,1,8,1,5,4,1,0
3986,1,1,3,1,9,1,0
3987,1,1,3,2,1,1,1
3988,2,6,5,1,4,1,2
3989,1,1,8,4,5,1,0
3990,2,1,3,2,1,1,0
3991,1,1,7,1,3,1,0
3992,1,8,9,1,7,1,1
3993,2,1,5,4,9,1,2
3994,2,8,10,2,5,1,0
3995,2,1,3,2,0,1,0
3996,2,2,9,5,7,1,2
3997,1,1,6,2,9,2,0
3998,2,6,2,2,1,1,1
3999,1,1,4,5,1,1,2
4000,2,2,4,6,4,1,0
4001,2,9,4,6,3,1,2
4002,2,3,1,2,1,1,0
4003,1,1,6,1,5,1,2
4004,1,8,9,6,7,2,2
4005,1,1,9,1,6,1,2
4006,1,8,11,1,8,1,2
4007,1,8,6,1,1,1,1
4008,1,1,8,2,4,1,1
4009,1,2,3,2,0,1,0
4010,1,1,7,1,6,1,0
4011,1,1,9,6,8,1,1
4012,1,1,7,1,2,1,2
4013,2,1,5,6,1,1,2
4014,2,1,2,2,0,1,0
4015,2,9,3,2,1,1,1
4016,1,1,8,5,2,1,2
4017,2,6,1,2,0,1,0
4018,2,1,2,1,1,1,0
4019,1,8,10,4,9,1,1
4020,1,1,10,1,9,1,0
4021,1,5,6,3,9,1,1
4022,1,9,1,1,1,1,0
4023,1,2,3,3,1,1,1
4024,1,7,10,3,5,2,2
4025,1,1,5,6,4,1,2
4026,2,7,4,6,3,1,1
4027,2,1,5,2,8,1,0
4028,2,6,2,1,1,1,1
4029,1,1,5,1,4,1,2
4030,1,1,8,6,8,2,2
4031,2,3,6,2,0,1,1
4032,1,1,3,2,0,1,0
4033,1,1,7,6,2,1,1
4034,2,1,7,6,1,2,1
4035,1,1,10,1,3,1,0
4036,2,1,3,1,1,1,0
4037,2,2,1,2,9,1,1
4038,2,8,3,1,1,1,1
4039,2,1,2,2,0,2,0
4040,1,1,6,4,5,1,2
4041,1,1,5,6,8,1,2
4042,1,1,7,1,3,1,0
4043,2,8,2,1,1,1,1
4044,1,1,11,1,6,1,0
4045,2,8,10,6,9,1,0
4046,2,1,10,6,3,1,0
4047,1,1,3,3,9,1,2
4048,2,1,2,1,0,1,0
4049,1,9,7,6,8,3,2
4050,1,1,3,2,1,1,1
4051,2,5,11,1,7,1,0
4052,2,9,2,1,7,1,0
4053,1,1,7,5,9,1,0
4054,1,1,3,3,8,1,0
4055,1,1,2,2,3,1,2
4056,1,1,8,1,2,1,0
4057,1,2,8,6,3,1,2
4058,2,1,3,2,0,1,0
4059,2,1,8,6,3,1,2
4060,1,1,4,5,3,2,0
4061,2,1,5,1,9,1,0
4062,2,1,5,2,3,1,1
4063,1,1,2,2,1,1,0
4064,2,1,3,2,0,1,0
4065,1,1,3,1,1,1,1
4066,2,1,5,1,0,1,0
4067,1,1,8,2,8,2,0
4068,1,1,3,2,1,1,1
4069,1,1,7,3,1,1,0
4070,2,1,2,2,1,1,0
4071,2,1,7,6,4,3,2
4072,2,1,8,6,4,1,0
4073,1,2,2,1,1,1,1
4074,2,1,10,6,5,1,2
4075,2,1,1,2,1,1,1
4076,1,1,6,3,1,1,1
4077,1,9,3,2,0,2,0
4078,1,5,1,4,0,1,1
4079,1,6,2,1,1,1,1
4080,2,9,3,2,7,1,2
4081,2,2,10,1,5,1,0
4082,2,1,5,1,5,1,0
4083,1,1,6,6,1,1,1
4084,1,3,6,1,4,1,1
4085,1,1,3,2,1,1,1
4086,1,1,4,5,2,2,2
4087,1,6,3,2,0,1,0
4088,1,1,5,6,5,1,0
4089,2,8,3,2,0,1,0
4090,1,8,1,3,4,1,2
4091,2,9,6,2,4,3,0
4092,2,1,2,1,0,1,0
4093,1,1,7,1,9,1,2
4094,1,1,2,1,1,1,0
4095,1,2,3,1,1,1,0
4096,1,6,10,6,6,1,0
4097,2,1,5,1,6,1,0
4098,1,8,7,2,5,1,1
4099,2,1,3,2,0,1,0
4100,2,6,3,2,0,1,0
4101,1,7,10,2,6,1,2
4102,1,1,6,4,8,2,1
4103,2,9,2,2,1,1,1
4104,2,1,7,5,5,1,2
4105,2,1,5,5,6,1,1
4106,1,1,1,6,5,3,0
4107,1,1,8,1,9,1,1
4108,2,8,3,2,1,1,1
4109,2,1,8,1,6,1,0
4110,1,1,6,1,7,1,1
4111,2,1,8,3,6,1,0
4112,1,7,4,5,1,1,2
4113,1,1,5,6,0,1,2
4114,1,1,5,3,0,1,0
4115,1,1,7,6,1,2,2
4116,2,1,1,3,9,1,2
4117,1,1,3,2,1,1,1
4118,2,1,5,5,1,2,0
4119,2,1,10,2,6,1,0
4120,2,6,8,1,5,1,0
4121,2,1,2,2,1,1,0
4122,1,1,5,1,0,1,1
4123,1,2,12,5,8,1,2
4124,1,8,5,6,8,1,2
4125,1,4,5,1,7,1,2
4126,1,5,3,1,0,1,0
4127,1,1,4,5,0,1,1
4128,1,9,3,4,7,1,1
4129,2,1,1,2,0,1,0
4130,1,1,3,1,1,1,0
4131,1,1,2,3,9,1,2
4132,1,2,10,6,7,1,2
4133,1,2,1,1,1,1,1
4134,1,1,7,6,8,3,2
4135,1,5,11,3,4,2,1
4136,2,2,7,2,7,1,0
4137,1,7,5,6,2,2,1
4138,1,1,5,6,6,1,2
4139,1,2,3,2,0,1,0
4140,2,2,6,2,3,1,2
4141,2,1,5,6,7,1,2
4142,2,1,3,6,6,1,2
4143,1,5,5,1,6,1,0
4144,2,1,5,6,1,1,0
4145,1,2,1,3,2,1,0
4146,1,1,3,4,2,1,2
4147,1,2,5,6,5,1,2
4148,2,1,3,1,0,1,0
