,SEX,RAC1P,MSP,PINCP_DECILE,EDU,OWN_RENT,HOUSING_TYPE
4192,1,1,2,4,1,1,1
4193,2,1,2,5,5,0,1
4194,2,2,1,2,2,1,1
4195,2,3,2,6,4,1,2
4196,2,1,4,2,3,1,1
4197,1,2,4,1,1,0,2
4198,2,1,4,4,4,1,1
4199,2,1,1,0,1,0,1
4200,2,1,4,2,4,1,1
4201,2,1,1,1,5,1,1
4202,1,7,1,0,1,0,2
4203,2,6,1,3,5,0,2
4204,2,1,1,4,3,0,1
4205,2,7,1,3,1,0,1
4206,2,1,2,3,5,1,1
4207,2,1,1,7,7,0,1
4208,1,1,1,2,7,1,1
4209,2,1,1,2,12,1,1
4210,1,3,2,0,4,1,3
4211,2,1,1,4,7,1,1
4212,2,9,5,1,2,1,1
4213,1,2,1,3,2,0,1
4214,2,4,2,2,5,0,2
4215,2,6,1,6,5,0,1
4216,1,5,5,2,4,0,2
4217,1,4,6,7,9,1,1
4218,1,2,4,2,10,1,2
4219,2,1,1,5,2,1,3
4220,2,2,2,1,6,0,1
4221,2,1,5,2,3,1,1
4222,2,2,1,7,2,1,1
4223,1,1,1,2,4,0,2
4224,2,2,2,6,4,1,1
4225,1,2,5,0,2,1,1
4226,2,1,5,4,5,0,2
4227,1,7,2,1,1,0,1
4228,1,2,1,8,3,0,2
4229,2,7,1,2,5,0,1
4230,2,8,2,5,6,0,1
4231,1,2,5,4,3,1,2
4232,2,2,1,2,7,1,1
4233,1,1,1,4,4,1,1
4234,2,1,1,2,8,1,1
4235,1,6,2,3,5,0,3
4236,2,6,1,2,2,0,2
4237,1,2,1,2,2,1,1
4238,1,1,4,4,3,1,1
4239,2,1,4,3,3,1,1
4240,1,1,1,2,4,1,1
4241,1,1,1,2,3,1,1
4242,2,1,2,3,2,0,1
4243,2,5,1,1,4,0,2
4244,2,2,3,0,3,1,2
4245,1,1,5,2,4,1,2
4246,2,1,1,3,3,0,2
4247,1,2,1,2,2,0,1
4248,1,9,5,4,5,0,2
4249,2,2,1,6,3,0,3
4250,1,1,1,2,6,1,1
4251,2,8,1,1,2,1,1
4252,1,1,3,3,4,0,2
4253,1,6,2,3,3,1,3
4254,2,2,2,1,2,0,1
4255,1,1,2,1,1,1,1
4256,1,1,2,0,5,1,1
4257,2,2,1,3,1,1,3
4258,2,1,4,0,2,0,2
4259,1,1,1,0,3,1,1
4260,1,1,3,3,6,1,1
4261,1,1,2,4,5,0,3
4262,2,1,1,3,4,1,3
4263,2,5,5,0,1,0,1
4264,2,1,2,1,2,1,1
4265,2,1,4,3,4,0,2
4266,1,2,1,2,3,1,1
4267,1,1,1,0,6,0,1
4268,2,2,1,4,2,1,1
4269,2,9,2,2,4,0,1
4270,2,1,6,0,2,0,2
4271,2,1,2,2,2,0,2
4272,1,1,3,5,2,1,1
4273,1,1,1,2,5,0,2
4274,2,2,1,3,2,0,1
4275,2,1,1,0,1,0,1
4276,2,1,3,2,3,0,2
4277,2,1,3,1,3,1,2
4278,2,2,1,0,1,1,1
4279,1,2,2,9,4,1,1
4280,2,1,5,0,1,0,1
4281,2,1,4,1,3,1,1
4282,2,1,3,1,5,1,3
4283,2,1,2,0,2,0,2
4284,2,1,1,7,7,0,2
4285,2,7,1,2,12,1,2
4286,2,1,4,0,4,0,3
4287,2,1,1,0,3,0,2
4288,1,1,5,2,2,0,2
4289,2,1,4,1,4,0,2
4290,2,1,2,1,5,0,2
4291,1,1,1,1,4,1,2
4292,2,2,2,2,3,1,1
4293,2,6,1,0,9,1,1
4294,1,1,1,1,1,0,1
4295,2,1,4,0,1,0,2
4296,2,2,2,2,5,0,1
4297,1,6,1,4,4,0,2
4298,2,2,4,2,6,1,1
4299,2,2,3,2,3,1,3
4300,1,6,1,0,5,1,1
4301,1,3,3,0,4,0,2
4302,2,1,2,3,5,1,1
4303,1,1,1,4,5,1,1
4304,1,1,4,6,2,0,2
4305,2,6,2,5,4,1,1
4306,2,2,6,1,4,1,1
4307,2,1,1,1,2,1,1
4308,1,1,2,5,1,0,1
4309,1,1,1,4,3,0,2
4310,2,1,2,0,6,0,3
4311,1,1,2,3,5,0,1
4312,1,5,5,4,4,1,1
4313,2,2,1,0,1,0,2
4314,1,1,5,5,2,0,1
4315,1,2,2,5,2,1,3
4316,2,1,2,3,5,0,1
4317,2,1,3,0,3,0,1
4318,2,1,1,2,4,1,2
4319,1,1,3,2,6,1,1
4320,2,1,3,1,3,0,2
4321,2,1,3,6,1,0,1
4322,2,1,1,5,4,0,1
4323,2,1,1,4,4,0,3
4324,1,6,5,3,4,0,2
4325,1,1,1,3,3,0,2
4326,1,1,1,3,4,0,2
4327,2,1,1,3,1,0,2
4328,1,9,1,2,5,1,1
4329,1,1,1,5,9,0,1
4330,2,6,3,3,1,0,1
4331,2,1,1,3,3,0,2
4332,1,3,5,4,10,0,1
4333,2,1,1,0,1,0,1
4334,1,1,2,3,11,1,1
4335,2,2,4,7,6,0,1
4336,2,2,3,0,1,1,1
4337,2,1,1,2,12,1,1
4338,1,1,5,4,4,1,2
4339,2,7,1,3,5,0,2
4340,1,7,4,1,4,1,1
4341,1,9,1,2,3,0,1
4342,2,7,3,0,2,0,2
4343,2,1,1,3,2,0,2
4344,2,1,5,4,3,1,2
4345,1,2,2,2,2,1,1
4346,2,1,1,0,1,0,2
4347,1,1,2,0,3,1,1
4348,2,1,3,0,3,1,1
4349,2,4,2,1,2,1,1
4350,1,1,3,2,3,0,2
4351,1,1,3,0,1,1,1
4352,2,1,1,2,2,1,1
4353,2,1,2,4,2,1,1
4354,1,7,5,8,9,0,2
4355,1,1,2,3,1,0,1
4356,2,1,1,7,4,0,2
4357,1,1,1,3,3,1,2
4358,1,1,4,4,5,1,1
4359,1,1,4,3,3,0,2
4360,2,1,3,1,5,0,2
4361,1,1,5,2,6,0,2
4362,2,1,2,3,2,1,1
4363,1,9,1,1,3,1,2
4364,1,1,2,3,5,0,1
4365,1,1,1,2,7,0,3
4366,2,7,2,1,4,0,1
4367,2,1,2,1,1,0,1
4368,2,1,1,1,2,0,2
4369,1,4,2,7,6,1,2
4370,1,1,5,2,4,1,2
4371,2,1,3,3,2,0,2
4372,1,1,4,7,11,0,1
4373,1,1,2,3,6,0,1
4374,2,1,3,3,1,1,2
4375,1,1,1,1,6,1,1
4376,2,6,1,4,5,1,2
4377,2,1,3,4,3,0,2
4378,1,1,1,1,2,0,1
4379,1,1,1,1,5,0,1
4380,2,1,1,4,4,0,3
4381,2,1,4,3,2,0,2
4382,2,1,1,3,2,1,1
4383,2,1,2,0,1,0,1
4384,2,8,4,1,6,1,1
4385,2,2,2,3,2,1,2
4386,2,6,1,5,4,1,1
4387,2,1,1,0,1,1,1
4388,2,1,2,4,5,0,2
4389,2,1,1,6,5,1,2
4390,2,1,3,2,3,0,2
4391,1,5,1,4,3,1,1
4392,1,7,2,1,3,0,1
4393,1,2,2,0,5,1,1
4394,1,1,1,3,3,1,1
4395,1,6,4,0,3,0,2
4396,1,5,1,3,9,0,1
4397,1,1,4,5,4,0,2
4398,2,1,1,2,1,1,1
4399,1,1,5,4,1,1,2
4400,2,1,1,0,1,0,2
4401,1,1,3,3,2,1,1
4402,2,1,1,1,2,1,1
4403,2,2,4,0,5,1,1
4404,2,1,4,0,1,0,1
4405,2,6,2,0,4,0,1
4406,2,1,1,4,1,0,2
4407,2,1,3,0,4,1,3
4408,1,2,2,4,2,1,1
4409,1,1,2,2,6,1,1
4410,1,1,1,4,1,0,2
4411,2,2,2,2,2,0,1
4412,1,1,1,4,2,1,1
4413,2,1,2,3,5,0,1
4414,1,1,2,3,1,1,1
4415,2,9,2,5,3,1,2
4416,1,1,1,7,5,0,2
4417,1,1,4,0,1,0,1
4418,1,2,1,5,5,0,2
4419,1,4,1,6,7,0,1
4420,2,1,3,4,5,0,1
4421,2,1,1,2,3,0,2
4422,1,1,1,2,4,0,1
4423,1,1,1,1,5,0,3
4424,1,1,1,1,10,1,1
4425,2,1,1,0,1,0,1
4426,2,1,2,0,4,0,1
4427,1,1,1,5,2,0,1
4428,2,2,1,1,5,1,1
4429,2,7,3,2,8,1,1
4430,2,1,2,5,10,0,1
4431,2,1,5,0,2,1,2
4432,2,2,2,2,3,0,1
4433,2,8,1,2,5,0,2
4434,2,1,1,4,3,0,2
4435,1,1,2,2,2,0,1
4436,2,6,3,1,2,0,1
4437,2,2,5,4,3,1,2
4438,2,1,5,1,4,1,2
4439,2,1,5,4,3,0,2
4440,1,1,3,0,4,1,2
4441,2,1,2,1,1,0,1
4442,1,1,3,5,3,0,1
4443,1,2,1,1,2,0,2
4444,1,2,5,1,4,0,2
4445,1,1,1,3,2,0,1
4446,2,1,1,3,2,0,2
4447,1,1,1,8,6,1,1
4448,1,1,5,3,2,1,2
4449,2,1,2,3,3,1,1
4450,2,5,1,2,6,1,1
4451,1,6,1,2,2,1,1
4452,2,7,4,0,1,1,1
4453,2,1,1,1,3,1,1
4454,2,9,1,2,6,1,1
4455,2,1,1,0,3,1,3
4456,1,1,2,3,1,0,1
4457,2,3,1,0,5,0,3
4458,1,1,4,8,3,0,2
4459,1,1,3,2,6,1,1
4460,2,9,6,0,2,1,1
4461,2,1,1,0,1,1,1
4462,2,2,4,1,2,1,1
4463,1,1,2,5,6,0,1
4464,2,1,3,3,2,0,1
4465,1,1,1,3,2,0,2
4466,1,1,1,1,2,1,1
4467,1,1,2,2,4,0,1
4468,1,1,1,4,2,1,2
4469,2,1,1,1,3,0,2
4470,1,7,6,1,3,1,1
4471,1,1,2,0,3,0,2
4472,2,9,3,0,4,0,2
4473,1,1,1,1,11,1,1
4474,1,2,1,2,3,0,1
4475,2,1,5,1,5,0,2
4476,1,1,5,1,1,1,2
4477,1,7,4,3,5,1,1
4478,1,9,1,2,3,0,1
4479,1,8,3,0,4,1,1
4480,1,1,5,0,3,0,2
4481,1,1,4,7,3,1,1
4482,1,1,5,2,3,1,1
4483,1,9,5,0,6,1,1
4484,1,1,5,0,3,1,1
4485,2,3,2,7,3,0,1
4486,1,1,1,0,4,0,1
4487,1,3,2,5,10,1,1
4488,1,1,1,3,2,0,1
4489,2,8,1,6,3,1,1
4490,1,1,1,0,3,0,2
4491,2,1,1,4,5,1,1
4492,1,1,1,3,9,1,1
4493,2,2,2,2,1,1,1
4494,2,2,1,2,1,0,1
4495,2,1,1,2,3,0,1
4496,2,2,3,5,5,1,3
4497,1,1,3,2,3,0,3
4498,1,2,1,5,3,1,3
4499,2,2,4,0,4,0,2
4500,1,1,3,8,3,1,3
4501,2,1,5,0,1,0,2
4502,1,1,4,1,3,1,1
4503,1,2,1,2,11,1,2
4504,2,1,1,0,1,1,3
4505,1,1,1,1,3,0,1
4506,1,1,1,0,5,1,1
4507,1,1,1,2,2,0,2
4508,1,1,1,2,4,1,1
4509,2,1,2,4,5,0,1
4510,2,1,4,3,4,1,1
4511,1,1,3,0,4,1,2
4512,1,2,3,2,4,0,1
4513,1,2,1,2,4,1,1
4514,1,1,3,5,4,0,1
4515,2,2,3,7,2,0,1
4516,1,2,2,2,6,1,1
4517,1,1,1,7,5,0,1
4518,1,8,1,7,2,0,1
4519,2,1,4,3,3,1,1
4520,2,1,3,3,1,0,1
4521,2,1,5,1,6,1,1
4522,2,1,3,5,2,1,1
4523,1,1,1,5,3,0,1
4524,1,9,1,1,2,1,1
4525,2,2,1,7,4,0,1
4526,1,1,2,2,3,1,1
4527,1,1,3,7,3,1,2
4528,1,2,1,6,2,0,3
4529,1,9,2,2,4,0,1
4530,2,1,2,2,2,1,1
4531,1,1,3,5,4,0,1
4532,2,1,2,1,1,0,1
4533,1,1,1,1,2,1,1
4534,1,1,1,1,11,1,1
4535,2,9,4,2,2,1,1
4536,1,1,1,1,4,0,3
4537,1,1,1,4,9,1,1
4538,1,1,1,3,3,0,2
4539,2,1,4,0,3,0,2
4540,2,2,3,2,4,1,1
4541,2,1,2,1,4,1,1
4542,1,1,1,1,2,1,1
4543,1,1,1,4,8,1,1
4544,2,1,1,3,3,0,2
4545,1,2,3,5,2,1,1
4546,1,3,5,3,2,1,2
4547,1,9,4,0,4,0,2
4548,2,7,1,3,7,0,2
4549,2,2,5,4,4,1,2
4550,2,1,3,0,5,0,1
4551,1,1,4,6,2,0,1
4552,2,1,1,0,1,1,1
4553,1,1,5,5,4,0,1
4554,2,1,2,7,1,0,1
4555,1,6,1,0,2,1,3
4556,1,2,4,4,3,1,1
4557,2,2,1,0,1,1,1
4558,1,8,1,0,4,0,1
4559,2,2,1,2,8,0,3
4560,2,1,1,2,4,1,1
4561,1,2,2,4,6,1,1
4562,1,1,5,1,9,0,1
4563,1,1,1,6,3,0,3
4564,2,2,2,2,2,1,1
4565,1,2,1,0,6,1,1
4566,2,8,1,2,5,0,2
4567,1,1,3,1,5,0,2
4568,2,1,1,3,2,1,1
4569,1,2,2,1,6,1,1
4570,2,1,5,3,2,1,1
4571,2,2,1,0,1,1,1
4572,2,1,1,4,6,1,1
4573,2,1,1,4,2,1,1
4574,1,6,5,2,1,1,1
4575,2,1,1,3,12,1,1
4576,1,9,4,1,6,1,1
4577,1,1,1,3,2,1,1
4578,2,1,1,4,2,0,2
4579,1,1,1,4,4,0,2
4580,1,1,2,3,6,1,1
4581,2,1,4,2,3,1,1
4582,1,1,1,1,7,0,1
4583,2,1,3,2,5,0,2
4584,2,1,1,2,6,0,1
4585,1,1,4,0,4,0,2
4586,1,2,2,7,2,1,1
4587,1,1,1,2,2,0,2
4588,1,1,1,3,9,0,1
4589,1,1,5,2,4,1,2
4590,2,1,2,0,1,1,1
4591,2,1,4,4,2,0,2
4592,1,1,5,5,6,0,1
4593,1,1,5,2,2,1,2
4594,1,9,2,0,1,0,1
4595,2,7,1,3,7,0,1
4596,1,1,1,1,3,1,1
4597,1,1,2,1,3,1,1
4598,2,1,4,1,5,1,2
4599,1,1,1,1,3,0,2
4600,1,1,1,5,6,1,1
4601,1,9,2,5,4,0,2
4602,1,1,1,4,3,0,2
4603,1,2,4,4,10,1,2
4604,2,1,2,0,1,1,1
4605,2,1,3,4,6,0,2
4606,1,2,2,1,4,1,1
4607,1,1,3,2,1,1,3
4608,1,4,4,1,5,0,2
4609,1,1,2,0,6,1,1
4610,1,2,3,0,5,0,2
4611,1,1,4,2,3,1,1
4612,2,1,2,0,4,1,1
4613,2,2,3,3,5,0,3
4614,1,8,1,3,11,1,1
4615,1,1,1,3,5,0,1
4616,2,1,4,4,1,0,1
4617,2,1,1,1,4,0,1
4618,1,2,1,5,9,1,1
4619,2,1,1,0,1,0,1
4620,1,1,3,3,4,1,2
4621,1,6,5,2,4,1,3
4622,2,1,1,0,1,0,1
4623,1,7,1,5,1,1,1
4624,1,2,1,5,2,1,2
4625,1,2,4,0,6,1,1
4626,2,1,1,3,8,1,1
4627,2,5,2,0,6,1,1
4628,2,1,1,1,2,1,3
4629,2,1,1,0,1,0,1
4630,2,1,1,4,5,0,1
4631,1,8,2,2,6,1,1
4632,2,1,5,2,3,1,2
4633,1,1,1,3,5,0,1
4634,2,3,2,1,6,1,1
4635,2,1,5,0,1,0,1
4636,1,9,2,0,3,1,1
4637,1,1,1,3,4,0,2
4638,1,1,5,2,3,1,2
4639,2,1,1,4,3,0,1
4640,2,1,4,2,2,0,2
4641,2,1,5,6,3,0,2
4642,1,5,1,1,4,0,1
4643,2,2,5,3,4,0,2
4644,2,7,1,5,7,1,1
4645,2,1,1,0,1,0,1
4646,1,2,3,3,2,0,2
4647,1,6,1,0,5,1,1
4648,1,2,6,0,5,0,2
4649,2,1,3,0,4,1,2
4650,1,1,3,3,7,1,1
4651,2,1,1,4,2,0,2
4652,1,1,2,9,2,0,1
4653,2,1,1,1,10,1,1
4654,1,8,4,6,2,0,3
4655,2,2,1,0,1,0,1
4656,2,1,1,4,3,1,1
4657,1,2,1,2,5,1,1
4658,2,1,3,3,4,0,2
4659,2,9,4,2,6,0,2
4660,1,1,1,3,8,0,3
4661,1,7,1,1,8,0,2
4662,2,1,2,3,5,1,1
4663,1,3,1,2,3,0,1
4664,2,1,1,0,1,1,1
4665,1,1,4,2,8,0,2
4666,1,1,4,6,8,0,1
4667,1,1,6,1,4,1,1
4668,1,1,1,5,6,1,1
4669,2,4,5,0,3,1,1
4670,1,1,2,0,4,0,3
4671,2,1,1,1,3,0,1
4672,1,1,3,5,5,0,2
4673,2,1,1,8,7,0,2
4674,1,1,5,0,4,1,2
4675,2,1,1,0,1,0,2
4676,2,1,4,1,4,0,2
4677,1,1,5,0,2,0,2
4678,1,1,1,3,3,1,1
4679,2,8,4,3,5,0,3
4680,2,1,3,4,1,1,1
4681,1,8,1,4,4,1,1
4682,2,1,2,2,3,1,1
4683,2,1,2,2,1,1,1
4684,2,1,1,1,9,0,3
4685,2,1,1,7,1,1,1
4686,2,4,3,1,3,1,3
4687,1,9,5,1,3,1,1
4688,1,1,2,1,3,1,1
4689,1,1,1,6,4,0,1
4690,1,1,5,1,4,0,2
4691,2,1,5,3,2,0,2
4692,1,6,3,1,2,0,1
4693,2,1,1,1,2,1,1
4694,2,1,5,2,2,1,1
4695,1,1,5,2,2,1,1
4696,1,1,3,1,2,1,2
4697,2,1,6,1,3,1,1
4698,2,7,1,5,4,0,2
4699,2,1,1,0,1,1,1
4700,2,1,1,4,2,1,1
4701,2,8,1,4,2,1,1
4702,1,1,2,1,7,0,1
4703,2,1,2,2,5,1,1
4704,1,1,4,3,5,0,1
4705,1,6,4,4,6,0,2
4706,2,6,1,2,4,0,2
4707,1,7,1,2,7,0,1
4708,2,1,2,2,7,0,3
4709,2,2,5,4,6,1,1
4710,2,1,2,0,7,1,1
4711,2,8,1,1,4,1,1
4712,2,1,4,1,2,1,1
4713,1,1,5,2,7,0,2
4714,1,9,1,1,5,1,1
4715,1,1,2,4,2,1,1
4716,2,2,5,0,1,0,2
4717,1,1,2,1,5,1,1
4718,1,1,1,0,2,1,1
4719,1,1,1,4,4,0,1
4720,1,5,1,1,3,0,2
4721,2,1,2,0,1,1,1
4722,1,1,1,5,4,1,1
4723,1,1,1,4,6,0,1
4724,2,1,2,0,3,1,1
4725,2,1,3,0,5,0,1
4726,1,2,3,2,2,0,2
4727,1,1,1,4,1,0,1
4728,1,2,5,5,4,1,1
4729,1,1,2,3,1,1,1
4730,2,6,6,3,4,1,1
4731,1,5,5,1,8,1,1
4732,1,1,1,4,6,1,1
4733,1,4,2,7,4,0,1
4734,1,1,1,8,2,0,2
4735,1,6,3,0,6,0,2
4736,2,1,1,4,2,1,3
4737,2,1,1,1,9,1,1
4738,1,1,2,3,3,1,1
4739,1,2,1,5,5,0,1
4740,2,1,3,3,3,0,2
4741,2,2,1,5,2,0,2
4742,2,1,1,4,2,1,1
4743,2,1,1,3,2,0,2
4744,2,9,1,3,3,1,3
4745,2,1,1,3,3,1,1
4746,1,1,3,5,11,0,1
4747,2,1,3,4,5,1,1
4748,1,1,3,2,9,1,1
4749,2,4,2,2,4,1,3
4750,2,1,5,2,2,1,1
4751,2,5,4,0,3,0,3
4752,2,2,3,1,2,1,1
4753,2,1,1,5,4,0,1
4754,1,1,1,5,9,0,1
4755,1,1,3,1,4,0,2
4756,2,1,1,4,3,1,1
4757,2,1,1,3,1,1,1
4758,2,1,4,0,1,0,1
4759,2,1,1,8,4,1,1
4760,1,6,4,1,5,1,1
4761,2,1,5,3,3,1,2
4762,2,2,1,1,4,1,1
4763,1,1,1,3,3,0,1
4764,2,1,4,3,5,1,1
4765,1,1,1,4,3,0,1
4766,2,1,1,0,1,0,1
4767,2,2,4,0,3,1,3
4768,2,6,1,2,7,1,1
4769,2,4,1,5,2,1,2
4770,2,1,1,3,3,1,2
4771,2,1,2,1,6,0,1
4772,1,1,5,1,3,0,2
4773,1,1,1,2,5,1,1
4774,2,1,1,0,1,0,1
4775,1,1,1,4,3,0,2
4776,2,1,4,7,2,1,1
4777,1,1,6,3,6,1,1
4778,1,1,1,0,1,0,1
4779,1,1,3,6,1,0,3
4780,2,9,4,2,4,0,2
4781,2,1,1,4,3,0,3
4782,1,2,2,0,1,1,1
4783,2,1,1,8,3,0,2
4784,1,1,5,0,6,0,1
4785,2,1,4,1,3,0,2
4786,2,2,3,2,2,0,2
4787,2,3,4,0,1,1,1
4788,2,9,1,1,3,1,1
4789,1,2,1,0,2,1,1
4790,1,3,1,3,9,1,2
4791,2,1,1,2,4,0,2
4792,2,9,2,2,3,0,1
4793,2,1,3,0,4,1,1
4794,1,1,1,2,6,1,1
4795,1,1,3,2,1,1,2
4796,1,1,5,1,3,0,1
4797,1,1,1,1,3,0,2
4798,2,1,1,2,5,1,1
4799,2,2,2,1,4,1,3
4800,2,1,3,2,4,0,2
4801,1,1,3,4,7,1,2
4802,2,1,1,2,4,0,1
4803,1,1,1,2,4,0,2
4804,2,1,3,0,1,0,1
4805,2,1,1,0,1,1,1
4806,1,4,5,1,5,0,3
4807,2,1,1,6,5,0,2
4808,2,1,2,3,1,1,1
4809,1,6,4,5,5,0,3
4810,1,5,2,4,5,0,3
4811,2,1,3,4,3,0,2
4812,2,1,1,4,3,1,2
4813,2,1,3,2,5,0,2
4814,2,1,5,3,1,1,2
4815,1,7,2,3,3,1,3
4816,2,1,2,0,3,0,1
4817,2,1,3,0,3,0,2
4818,2,1,1,3,2,0,1
4819,2,1,1,1,5,1,1
4820,2,1,2,4,2,1,1
4821,1,2,5,4,5,0,2
4822,1,2,1,4,8,1,1
4823,2,1,3,2,3,1,2
4824,1,7,1,4,5,0,2
4825,2,3,2,0,3,0,1
4826,2,5,1,3,9,1,1
4827,1,1,3,0,2,0,3
4828,1,2,3,2,3,1,1
4829,1,9,4,2,4,0,2
4830,2,1,4,2,4,1,1
4831,2,1,3,3,3,0,2
4832,2,2,4,3,2,1,1
4833,1,2,1,2,2,1,1
4834,1,7,5,3,4,1,1
4835,1,5,5,3,4,0,2
4836,2,9,5,0,4,1,2
4837,2,1,1,1,5,0,2
4838,1,1,1,0,2,0,2
4839,1,1,1,2,4,0,2
4840,2,1,4,2,3,1,1
4841,1,1,6,4,7,1,1
4842,1,3,1,5,10,1,3
4843,2,1,1,6,2,0,2
4844,1,1,1,4,4,0,2
4845,1,1,2,2,2,1,1
4846,1,1,5,3,1,1,2
4847,1,2,1,2,5,0,1
4848,1,1,6,3,6,1,1
4849,1,1,1,2,4,1,1
4850,2,2,4,4,3,1,1
4851,2,2,1,0,1,0,1
4852,1,3,5,2,2,1,2
4853,1,1,1,1,2,1,1
4854,1,2,1,5,12,0,1
4855,1,2,1,2,12,1,1
4856,1,2,5,1,1,1,2
4857,1,1,3,1,3,1,2
4858,1,3,5,0,7,1,1
4859,1,1,1,4,3,0,1
4860,2,1,2,2,6,0,1
4861,2,2,6,6,8,1,1
4862,1,4,2,3,2,1,1
4863,2,3,5,3,2,1,2
4864,1,2,1,0,3,0,2
4865,1,3,3,0,5,1,1
4866,2,1,1,1,3,0,2
4867,1,2,1,2,3,0,1
4868,1,6,1,4,4,0,1
4869,2,1,1,5,12,1,2
4870,1,1,5,0,1,1,1
4871,2,1,3,5,5,1,1
4872,1,2,1,7,5,0,2
4873,2,4,2,2,4,1,1
4874,2,2,4,5,5,1,1
4875,2,1,1,0,1,0,1
4876,2,1,1,2,3,0,2
4877,2,2,1,6,4,0,1
4878,1,3,2,0,5,1,1
4879,2,6,3,2,5,0,2
4880,2,5,1,2,6,1,1
4881,1,1,5,0,3,1,2
4882,2,1,1,0,2,1,1
4883,2,1,3,7,3,0,1
4884,1,1,5,2,5,1,1
4885,1,1,1,0,3,0,2
4886,2,1,3,0,3,1,1
4887,1,2,3,0,2,0,2
4888,1,1,1,3,4,1,1
4889,1,6,1,0,5,1,1
4890,2,1,4,3,4,1,1
4891,1,1,3,0,4,1,1
4892,1,1,2,2,8,1,1
4893,2,1,1,0,2,0,1
4894,2,2,5,1,3,1,1
4895,1,1,1,4,3,0,2
4896,1,2,1,8,10,0,1
4897,2,1,4,0,6,0,2
4898,2,1,4,2,6,0,1
4899,1,1,5,3,2,0,1
4900,1,1,1,0,4,1,1
4901,2,1,1,0,3,1,3
4902,1,1,3,4,6,0,2
4903,1,3,1,0,5,1,1
4904,2,3,1,0,1,0,1
4905,2,1,1,0,1,0,1
4906,2,1,2,0,5,0,2
4907,1,2,2,4,10,1,1
4908,2,3,5,3,4,1,1
4909,1,5,6,5,9,0,2
4910,2,2,1,3,2,1,1
4911,2,3,2,4,5,0,1
4912,1,1,1,2,3,1,1
4913,1,1,5,4,3,1,2
4914,1,6,5,1,3,1,2
4915,1,1,1,4,2,0,2
4916,2,1,2,1,4,0,1
4917,1,1,3,3,5,0,1
4918,2,1,2,2,3,1,1
4919,2,1,5,0,9,0,3
4920,1,1,1,3,3,0,1
4921,2,1,2,3,1,0,1
4922,1,1,4,1,4,0,2
4923,2,1,1,2,8,0,1
4924,1,1,1,6,2,0,2
4925,1,2,3,2,1,0,2
4926,1,1,1,0,6,1,1
4927,1,1,3,5,5,1,1
4928,1,2,5,2,3,1,2
4929,2,1,4,4,4,0,1
4930,1,1,2,1,5,0,1
4931,1,1,5,2,1,0,2
4932,1,1,1,0,6,1,2
4933,1,1,1,3,3,1,1
4934,1,2,2,2,3,1,1
4935,1,9,1,5,5,0,1
4936,2,2,2,3,5,0,1
4937,2,1,1,1,2,0,2
4938,2,2,1,0,7,1,1
4939,2,2,3,5,3,1,1
4940,1,1,5,2,8,0,1
4941,1,7,1,0,3,1,1
4942,2,4,5,5,4,0,2
4943,1,1,3,0,4,0,2
4944,1,1,5,3,4,0,2
4945,1,1,5,1,4,1,2
4946,2,7,1,4,8,0,1
4947,1,1,1,2,12,1,1
4948,1,1,1,1,3,0,1
4949,2,1,1,2,4,0,2
4950,2,1,5,4,5,0,3
4951,2,1,1,1,11,0,3
4952,2,4,4,7,3,0,3
4953,2,1,5,0,1,1,1
4954,1,1,4,4,8,1,1
4955,1,1,2,9,4,1,1
4956,2,1,1,0,3,1,1
4957,1,1,1,3,1,1,2
4958,2,1,1,5,7,0,1
4959,1,2,1,4,7,1,1
4960,2,1,5,0,1,0,2
4961,1,2,5,2,6,0,2
4962,2,9,1,2,2,0,1
4963,1,7,1,1,7,0,1
4964,2,1,1,4,1,0,1
4965,1,1,1,2,7,1,1
4966,1,1,4,3,6,1,1
4967,1,3,2,0,7,1,1
4968,1,5,3,0,5,0,2
4969,2,2,3,1,3,1,2
4970,1,3,2,5,10,0,1
4971,2,1,1,4,5,0,2
4972,1,1,3,4,3,0,2
4973,1,5,4,4,3,0,2
4974,2,1,1,3,7,0,1
4975,1,2,3,1,3,1,2
4976,2,1,5,3,2,0,2
4977,2,1,1,0,1,0,2
4978,1,1,1,3,8,1,1
4979,1,1,4,2,6,0,1
4980,2,1,2,0,1,1,1
4981,2,1,1,5,8,0,1
4982,2,1,2,2,6,1,1
4983,2,9,3,3,1,0,1
4984,2,7,1,2,3,1,1
4985,1,1,1,1,2,0,1
4986,2,1,4,3,4,1,2
4987,1,1,1,0,1,1,3
4988,2,6,1,5,6,0,2
4989,2,9,4,0,3,1,1
4990,1,1,2,8,9,1,1
4991,2,1,3,3,4,1,2
4992,1,1,4,0,1,1,1
4993,2,7,1,1,7,0,1
4994,1,4,1,2,2,0,2
4995,1,1,1,2,3,1,2
4996,1,2,4,4,4,0,2
4997,1,1,5,3,7,1,1
4998,1,1,3,2,1,0,2
4999,2,1,4,3,3,1,1
5000,2,1,3,5,4,1,1
5001,2,1,4,0,1,0,1
5002,1,2,2,2,2,0,2
5003,2,5,1,2,5,0,1
5004,1,1,5,4,3,0,3
5005,2,1,1,5,3,0,1
5006,1,1,1,2,4,1,1
5007,1,2,3,0,1,0,3
5008,2,4,5,8,9,0,3
5009,2,1,3,2,3,1,2
5010,2,2,3,3,4,0,2
5011,1,7,2,1,4,1,1
