,SEX,RAC1P,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
3267,1,8,3,5,0,1,2
3268,2,1,9,5,7,1,0
3269,2,7,12,6,5,3,2
3270,1,1,5,1,3,3,2
3271,2,9,2,2,1,1,1
3272,2,9,1,2,0,1,0
3273,1,6,5,3,3,1,0
3274,2,6,2,5,7,3,2
3275,2,9,6,2,8,1,0
3276,2,1,1,2,0,1,0
3277,1,1,5,4,7,2,2
3278,1,2,1,1,1,1,0
3279,2,6,5,2,6,1,2
3280,1,1,4,6,7,1,2
3281,1,1,4,4,0,1,1
3282,1,6,5,1,0,1,1
3283,2,9,9,5,4,3,2
3284,1,1,9,5,8,1,1
3285,1,1,7,2,8,1,1
3286,1,9,11,6,5,1,0
3287,2,1,3,2,1,1,1
3288,2,9,6,5,5,3,1
3289,2,1,7,4,1,2,2
3290,2,1,5,6,4,3,2
3291,1,1,4,2,7,1,0
3292,2,9,3,2,9,1,0
3293,1,1,3,4,3,1,0
3294,2,1,4,5,0,1,1
3295,2,1,8,4,6,1,0
3296,1,1,5,4,2,3,0
3297,2,1,5,3,3,1,2
3298,2,2,6,1,7,1,2
3299,2,2,2,2,0,1,0
3300,1,1,3,2,6,1,2
3301,1,1,2,1,1,1,1
3302,1,1,2,1,5,1,1
3303,1,8,2,5,5,2,0
3304,1,8,2,2,3,2,2
3305,1,1,4,4,0,2,0
3306,2,9,8,2,6,2,2
3307,1,1,3,1,1,1,1
3308,1,1,4,1,6,1,2
3309,1,2,8,2,9,1,0
3310,1,2,2,2,1,1,0
3311,2,5,4,1,9,1,1
3312,1,1,9,3,2,1,0
3313,2,1,9,2,5,1,0
3314,1,1,8,1,8,1,1
3315,2,5,11,1,7,2,0
3316,2,9,2,2,1,1,0
3317,1,1,4,2,6,1,2
3318,1,1,4,3,8,1,0
3319,2,5,5,1,8,1,1
3320,1,8,1,3,6,2,2
3321,2,1,7,6,9,1,2
3322,1,1,2,1,1,1,1
3323,1,1,8,1,8,1,1
3324,2,9,1,1,1,1,1
3325,1,1,8,2,3,1,2
3326,2,1,5,6,2,1,1
3327,2,1,3,6,5,1,2
3328,1,1,8,2,9,2,2
3329,2,5,1,1,2,1,0
3330,2,6,2,4,2,1,1
3331,1,5,4,3,9,1,1
3332,2,2,6,4,3,2,0
3333,2,9,8,6,3,3,1
3334,1,9,8,4,2,2,1
3335,1,1,3,4,4,1,2
3336,1,1,8,4,5,1,0
3337,1,1,6,4,2,1,2
3338,1,4,2,4,4,1,1
3339,1,9,6,6,9,2,1
3340,2,1,5,6,5,1,0
3341,1,2,4,2,7,1,1
3342,1,4,5,5,8,1,1
3343,1,6,3,6,1,1,0
3344,1,1,3,6,3,3,0
3345,2,1,1,1,8,1,0
3346,1,1,5,2,4,3,0
3347,1,5,2,2,5,1,1
3348,1,9,11,3,9,1,0
3349,2,5,8,3,9,2,2
3350,2,2,4,1,1,1,1
3351,2,1,5,1,6,1,2
3352,2,2,1,4,3,1,0
3353,1,1,2,5,4,2,1
3354,1,1,6,4,8,2,0
3355,2,1,3,2,1,1,1
3356,2,6,8,5,7,1,2
3357,2,2,3,6,5,1,0
3358,1,2,5,6,0,1,2
3359,1,1,4,5,0,1,2
3360,1,1,3,1,1,1,1
3361,1,1,8,5,7,1,0
3362,1,1,6,2,4,1,0
3363,1,2,3,4,8,1,0
3364,1,1,7,3,4,1,0
3365,2,2,12,1,9,1,0
3366,1,7,8,1,4,1,1
3367,2,1,2,2,1,1,0
3368,1,1,7,3,6,1,0
3369,1,1,1,1,0,1,0
3370,2,1,7,6,5,1,0
3371,1,1,6,2,2,1,1
3372,2,5,3,2,3,2,1
3373,1,1,1,1,5,1,0
3374,1,9,3,1,0,1,1
3375,1,8,8,6,1,1,2
3376,2,1,9,3,5,1,0
3377,1,1,6,5,2,1,1
3378,1,1,6,5,5,1,0
3379,1,1,1,2,0,1,1
3380,1,2,3,2,9,1,0
3381,1,1,2,2,2,1,0
3382,2,2,7,4,6,1,0
3383,2,9,2,1,1,1,0
3384,1,1,5,6,6,2,1
3385,1,1,7,6,3,1,2
3386,2,1,9,1,4,1,0
3387,2,1,7,5,1,1,0
3388,1,1,8,5,9,1,0
3389,1,5,9,4,7,1,0
3390,1,9,6,6,0,1,2
3391,1,1,7,2,0,2,2
3392,1,1,2,3,9,1,2
3393,2,1,9,4,5,1,0
3394,2,2,6,4,1,1,0
3395,1,1,5,6,4,2,0
3396,1,2,3,2,1,1,1
3397,1,6,1,6,1,1,1
3398,1,8,2,1,2,1,1
3399,2,2,9,1,9,1,1
3400,2,1,8,2,8,2,1
3401,1,1,9,2,2,2,1
3402,1,1,8,4,0,1,0
3403,1,1,5,1,8,1,2
3404,1,1,4,2,2,1,0
3405,2,1,11,4,9,1,2
3406,2,9,6,3,3,1,0
3407,2,8,3,2,6,1,2
3408,1,1,5,4,8,1,0
3409,2,1,6,6,4,1,2
3410,1,1,4,2,2,1,1
3411,1,2,2,2,1,1,1
3412,1,1,5,5,4,2,2
3413,1,8,7,3,0,1,0
3414,1,1,5,3,3,2,0
3415,1,1,4,5,6,2,0
3416,1,2,6,5,2,3,1
3417,1,1,3,1,1,1,0
3418,1,1,6,2,5,1,0
3419,2,1,6,6,3,1,0
3420,1,1,7,1,1,1,2
3421,1,9,9,6,2,2,0
3422,1,1,8,1,5,1,1
3423,1,1,7,3,8,1,0
3424,2,2,8,4,2,2,1
3425,1,1,4,4,1,1,1
3426,1,1,5,5,2,1,1
3427,2,2,7,3,5,2,1
3428,1,7,2,5,1,3,1
3429,1,1,8,1,3,1,0
3430,1,1,7,2,7,1,0
3431,1,1,7,4,0,1,1
3432,2,2,10,1,7,1,0
3433,1,9,3,5,4,3,0
3434,1,1,9,2,7,1,1
3435,1,8,6,3,4,1,0
3436,1,1,6,3,4,1,2
3437,1,1,8,1,0,1,2
3438,1,8,9,6,5,1,2
3439,1,6,3,2,0,1,0
3440,1,2,11,3,7,1,0
3441,1,1,3,1,1,1,1
3442,2,1,5,3,6,1,1
3443,1,1,3,5,1,2,1
3444,1,1,4,6,2,1,1
3445,2,1,5,6,5,1,0
3446,2,1,2,2,7,1,2
3447,1,1,5,1,1,1,2
3448,1,1,3,1,0,1,0
3449,1,1,2,1,2,1,2
3450,1,1,3,1,1,1,0
3451,2,9,8,6,0,1,2
3452,1,1,7,4,2,1,2
3453,2,2,7,4,4,1,2
3454,2,9,2,2,0,1,2
3455,1,1,10,4,9,1,2
3456,2,1,8,1,9,1,0
3457,1,2,4,6,3,1,1
3458,1,8,10,4,4,2,1
3459,1,1,6,1,5,3,0
3460,2,1,4,4,7,1,0
3461,1,1,4,3,2,1,0
3462,2,1,3,1,1,1,1
3463,1,6,5,1,7,1,2
3464,2,1,4,1,0,1,1
3465,2,1,5,1,8,1,0
3466,2,1,4,1,5,1,1
3467,1,1,5,6,2,1,0
3468,2,1,1,5,0,1,1
3469,1,1,5,6,3,1,2
3470,2,1,7,2,5,1,0
3471,1,1,9,5,3,1,0
3472,1,1,2,1,0,1,0
3473,2,6,11,4,6,3,0
3474,1,1,9,1,8,1,1
3475,1,9,5,4,6,3,0
3476,1,1,8,6,1,2,0
3477,2,9,1,5,4,3,0
3478,1,1,7,6,8,1,1
3479,2,1,9,4,5,1,0
3480,1,1,3,1,1,1,1
3481,1,1,1,6,9,1,1
3482,2,1,5,4,9,2,0
3483,1,1,3,2,1,1,0
3484,1,8,8,2,3,1,0
3485,1,1,6,2,9,1,0
3486,2,1,3,1,0,1,0
3487,1,5,1,5,9,1,0
3488,1,1,5,1,1,1,2
3489,2,9,1,6,1,1,2
3490,2,1,8,4,2,1,0
3491,1,1,4,3,1,3,0
3492,2,1,7,6,4,3,2
3493,1,1,5,1,2,1,1
3494,1,8,2,1,8,1,2
3495,1,1,5,1,9,1,1
3496,1,1,7,3,6,1,0
3497,1,4,2,5,7,1,1
3498,1,2,2,4,4,1,2
3499,2,1,6,4,3,3,0
3500,1,1,3,6,3,1,2
3501,2,1,3,2,0,1,0
3502,2,1,9,5,7,1,0
3503,2,1,2,2,4,1,2
3504,1,1,2,1,7,1,0
3505,1,1,7,1,4,1,2
3506,2,1,7,2,5,1,0
3507,1,4,7,6,1,1,2
3508,1,1,5,6,0,1,1
3509,2,1,7,6,5,1,0
3510,1,1,2,1,3,1,0
3511,1,1,5,1,6,1,2
3512,2,1,1,3,4,3,2
3513,2,1,7,2,1,3,1
3514,1,8,2,1,8,1,2
3515,1,8,7,4,8,1,0
3516,1,1,4,5,3,2,0
3517,1,1,4,4,3,3,0
3518,2,1,8,2,8,1,1
3519,2,1,5,4,4,1,0
3520,1,4,9,6,8,1,1
3521,2,1,5,4,8,1,0
3522,1,7,7,6,6,1,1
3523,2,6,8,5,7,1,0
3524,1,1,8,4,1,2,2
3525,1,1,4,5,7,1,2
3526,1,1,9,5,3,1,1
3527,1,2,2,4,7,1,0
3528,1,1,5,4,1,1,0
3529,1,1,5,4,9,3,0
3530,1,7,5,1,8,1,2
3531,1,1,5,1,5,1,0
3532,1,8,1,5,0,1,0
3533,1,2,10,4,3,1,1
3534,1,5,4,2,0,1,2
3535,2,8,3,2,5,1,2
3536,2,1,10,3,5,3,0
3537,2,1,3,2,5,1,0
3538,1,6,4,3,2,1,1
3539,2,1,2,1,2,1,2
3540,1,1,5,5,2,1,1
3541,2,1,1,4,4,1,2
3542,1,1,5,1,9,1,0
3543,1,1,8,5,8,1,1
3544,1,1,4,5,9,2,2
3545,1,1,3,3,0,1,0
3546,1,1,9,1,4,2,0
3547,2,6,2,1,1,1,2
3548,1,1,7,3,9,1,1
3549,1,8,1,6,9,1,1
3550,2,2,5,1,8,1,0
3551,2,1,8,3,6,2,1
3552,1,1,3,2,0,1,1
3553,2,2,1,2,2,1,1
3554,2,2,6,4,4,3,0
3555,1,1,4,1,0,1,1
3556,1,1,3,1,4,2,2
3557,1,1,7,1,5,1,2
3558,1,8,5,1,8,1,2
3559,1,2,5,3,7,1,0
3560,2,1,9,6,6,1,2
3561,1,2,4,1,1,1,0
3562,1,8,1,1,7,1,0
3563,2,8,2,1,4,1,2
3564,1,2,8,2,4,1,0
3565,2,1,7,4,7,2,0
3566,1,1,7,1,8,1,1
3567,1,1,2,3,4,1,0
3568,2,1,5,1,6,1,0
3569,2,5,1,4,2,1,2
3570,1,8,11,1,9,1,2
3571,1,1,5,4,6,1,1
3572,1,6,5,3,8,1,0
3573,2,1,1,1,7,3,2
3574,2,2,3,2,1,1,1
3575,1,1,8,1,9,1,2
3576,2,1,12,2,7,2,1
3577,2,4,9,1,5,1,0
3578,2,6,4,4,5,1,0
3579,1,1,4,3,3,3,1
3580,1,1,9,6,8,1,1
3581,1,1,4,4,6,1,1
3582,1,2,5,4,0,1,0
3583,2,1,2,3,0,1,0
3584,1,1,3,4,7,3,0
3585,2,1,3,2,0,1,0
3586,1,1,8,4,2,1,0
3587,2,1,7,1,9,1,0
3588,1,8,4,6,3,3,1
3589,2,1,8,2,7,2,1
3590,2,2,4,5,4,1,0
3591,2,1,6,6,6,1,2
3592,2,6,1,1,7,1,2
3593,2,1,9,1,7,1,0
3594,2,1,8,2,9,3,0
3595,2,1,5,6,6,3,2
3596,1,1,2,1,2,1,2
3597,1,2,3,3,0,2,0
3598,1,1,7,4,1,1,2
3599,1,1,1,1,0,1,0
3600,1,1,3,3,1,1,1
3601,1,2,2,1,1,1,0
3602,2,1,5,6,7,2,2
3603,1,2,1,1,1,1,1
3604,2,5,3,1,1,1,0
3605,1,1,1,6,3,1,2
3606,2,1,3,2,0,2,0
3607,1,7,8,1,9,1,1
3608,1,1,7,4,0,1,1
3609,1,1,8,1,7,1,1
3610,2,9,7,5,5,1,0
3611,1,1,2,3,1,1,0
3612,2,1,9,4,7,1,0
3613,2,8,2,2,2,1,1
3614,1,1,3,2,8,1,0
3615,1,1,1,1,0,1,2
3616,2,1,9,1,8,1,0
3617,1,1,5,1,1,3,2
3618,2,1,6,1,1,2,0
3619,2,1,7,1,5,1,1
3620,1,1,9,1,7,3,0
3621,2,1,1,5,9,1,1
3622,2,1,10,4,0,2,1
3623,1,1,5,3,2,1,1
3624,1,4,5,1,6,1,1
3625,2,1,5,6,2,3,2
3626,1,1,1,5,2,1,1
3627,1,1,5,1,8,1,1
3628,1,4,2,2,1,1,0
3629,1,2,7,6,2,1,1
3630,2,1,5,1,9,1,1
3631,2,9,3,2,4,2,1
3632,1,1,5,1,6,1,0
3633,2,9,4,5,3,1,1
3634,1,2,2,6,0,1,2
3635,1,1,4,1,8,1,2
3636,2,1,8,6,2,1,1
3637,1,1,12,5,6,3,2
3638,2,1,9,6,6,2,1
3639,1,1,3,1,1,1,1
3640,1,1,4,1,2,1,0
3641,1,2,11,2,2,1,2
3642,1,1,5,5,6,3,0
3643,2,6,9,1,6,1,0
3644,1,1,7,4,8,1,0
3645,1,2,3,1,1,1,1
3646,1,9,5,4,6,1,1
3647,2,9,5,4,7,1,2
3648,1,1,4,1,4,1,2
3649,1,1,3,5,5,1,1
3650,1,1,5,2,3,3,2
3651,1,7,10,1,9,1,2
3652,2,6,5,4,3,3,1
3653,1,6,4,3,5,3,1
3654,1,1,7,4,6,1,2
3655,2,1,11,3,8,1,0
3656,1,1,5,1,3,1,0
3657,2,1,3,3,3,1,0
3658,2,9,3,1,7,1,1
3659,1,6,3,1,3,1,2
3660,2,1,3,2,0,1,0
3661,1,6,8,1,4,1,2
3662,1,1,5,1,4,1,0
3663,1,1,2,2,5,1,0
3664,1,1,6,5,4,1,0
3665,1,6,4,1,7,1,1
3666,2,1,5,4,7,2,0
3667,1,1,3,4,0,1,0
3668,1,1,7,2,2,2,1
3669,1,1,5,3,5,1,0
3670,2,8,2,2,2,1,0
3671,2,1,6,2,4,1,2
3672,1,1,9,3,4,1,0
3673,2,2,2,2,0,1,0
3674,2,2,6,4,5,1,0
3675,1,1,6,6,2,1,2
3676,1,1,7,1,8,3,0
3677,1,1,5,6,3,2,0
3678,2,2,4,2,7,1,1
3679,2,1,1,3,2,3,0
3680,2,1,9,1,6,1,0
3681,1,1,3,2,5,1,2
3682,1,1,6,2,5,1,0
3683,1,1,11,3,6,2,1
3684,1,1,5,6,0,2,2
3685,2,1,2,1,0,1,2
3686,1,5,2,1,1,1,2
3687,2,5,4,1,7,3,0
3688,2,1,8,4,0,2,1
3689,1,5,4,4,2,1,1
3690,1,1,5,1,6,3,0
3691,1,1,5,4,4,1,1
3692,2,1,1,1,7,1,1
3693,1,3,3,4,5,1,2
3694,2,2,8,5,5,3,2
3695,2,1,3,2,1,1,0
3696,2,8,3,2,0,1,1
3697,1,1,4,2,5,1,2
3698,1,1,3,2,1,1,0
3699,2,1,4,3,0,1,2
3700,1,8,9,5,2,1,1
3701,2,2,1,4,6,1,2
3702,2,1,3,6,6,1,2
3703,1,1,8,1,1,1,0
3704,2,1,7,4,9,1,0
3705,1,5,3,2,8,1,0
3706,1,1,7,5,9,1,2
3707,1,1,6,4,3,1,1
3708,1,2,1,1,4,1,2
3709,2,1,5,1,8,1,1
3710,2,8,8,6,5,1,0
3711,1,1,7,5,3,2,1
3712,2,9,6,3,7,1,0
3713,2,1,5,3,4,1,1
3714,2,2,7,5,7,1,0
3715,2,1,8,3,7,1,0
3716,1,1,5,6,1,1,2
3717,1,8,5,1,7,1,2
3718,1,1,6,1,7,2,0
3719,1,1,5,1,8,1,0
3720,2,1,1,2,0,1,1
3721,1,1,3,2,4,1,0
3722,2,1,7,4,7,1,0
3723,1,1,2,5,7,2,0
3724,1,1,8,1,0,1,1
3725,2,1,7,5,9,1,1
3726,2,1,7,4,2,1,0
3727,2,1,5,6,7,1,2
3728,1,1,4,3,7,1,2
3729,2,1,9,6,5,3,2
3730,1,1,6,2,7,1,1
3731,1,1,5,5,3,2,1
3732,1,1,4,2,8,1,0
3733,1,9,5,6,8,1,0
3734,1,1,3,1,1,1,1
3735,1,1,6,2,2,1,0
3736,1,1,10,2,9,2,0
3737,1,1,3,2,0,2,0
3738,1,1,3,5,4,1,1
3739,2,9,7,3,1,1,1
3740,2,1,2,6,1,1,0
3741,2,1,2,2,0,1,0
3742,2,5,1,1,5,1,2
3743,2,1,4,4,9,1,0
3744,1,8,9,1,7,1,2
3745,1,1,3,1,1,1,0
3746,2,2,8,4,6,1,0
3747,1,4,4,5,7,1,0
3748,1,1,7,4,7,1,2
3749,2,1,8,1,8,1,0
3750,2,1,10,3,4,3,0
3751,2,1,1,1,1,1,0
3752,2,2,9,3,4,1,0
3753,2,2,1,2,1,1,0
3754,1,1,7,1,5,1,2
3755,1,4,8,2,5,1,0
3756,1,8,6,1,4,1,2
3757,2,2,1,4,9,1,1
3758,1,9,9,5,2,3,1
3759,1,2,2,1,0,1,2
3760,1,8,3,3,6,1,0
3761,2,2,1,1,7,1,2
3762,2,2,9,3,3,2,2
3763,1,3,6,4,8,1,0
3764,1,5,7,4,4,1,0
3765,1,1,6,2,8,1,2
3766,1,8,7,3,4,2,2
3767,2,6,9,3,6,1,0
3768,2,9,9,1,2,3,1
3769,1,1,6,2,5,1,0
3770,1,1,3,2,1,1,0
3771,1,1,9,6,9,1,2
3772,1,1,7,1,4,1,2
3773,1,1,3,2,1,3,2
3774,1,8,5,5,6,1,2
3775,1,1,9,1,6,1,0
3776,1,1,5,6,3,1,2
3777,1,1,3,6,2,1,2
3778,2,2,3,2,9,1,1
3779,1,9,8,4,0,2,1
3780,1,8,1,1,7,3,1
3781,1,8,11,5,3,1,1
3782,2,1,6,1,8,1,0
3783,1,1,9,6,6,3,1
3784,2,8,8,5,3,1,2
3785,1,1,7,2,8,1,1
3786,1,6,1,6,9,3,2
3787,1,1,8,2,6,1,0
3788,1,1,4,2,2,1,1
3789,1,1,3,1,1,1,1
3790,2,1,3,1,9,1,1
3791,1,3,5,2,8,1,2
3792,1,1,3,3,5,1,2
3793,2,1,3,2,8,1,0
3794,1,1,2,5,0,1,0
3795,1,1,5,1,7,1,2
3796,1,4,2,5,5,1,2
3797,2,1,4,4,4,1,2
3798,2,8,10,6,8,1,2
3799,2,1,5,6,1,1,1
3800,2,1,5,2,7,1,2
3801,2,1,3,4,4,1,0
3802,2,2,2,1,4,1,2
3803,1,9,2,2,2,2,0
3804,2,1,5,1,7,1,0
3805,1,8,9,5,6,3,1
3806,2,1,3,4,5,1,2
3807,1,1,4,4,0,1,0
3808,1,1,5,2,7,1,0
3809,1,5,4,4,6,1,1
3810,2,9,1,2,1,1,0
3811,1,1,8,5,2,1,2
3812,2,1,7,1,2,1,0
3813,1,1,2,2,3,1,0
3814,2,1,9,6,6,1,0
3815,2,1,7,1,4,1,1
3816,1,1,6,5,4,1,1
3817,2,1,3,1,1,1,1
3818,1,2,6,2,6,3,0
3819,1,1,3,1,0,1,1
3820,1,1,5,1,9,1,0
3821,2,1,8,6,1,2,2
3822,2,1,5,3,1,1,2
3823,2,9,12,6,2,3,1
3824,1,1,3,2,1,1,1
3825,1,1,4,1,8,1,1
3826,1,1,1,4,6,3,1
3827,1,1,3,3,0,1,1
3828,1,8,8,3,4,2,0
3829,1,9,7,5,0,1,0
3830,1,1,3,2,1,1,1
3831,1,1,9,3,4,3,0
3832,2,6,2,2,6,1,2
3833,1,1,3,1,1,1,1
3834,2,8,1,4,5,3,2
3835,1,6,7,5,2,2,1
3836,1,1,5,3,5,1,1
3837,1,1,3,2,4,3,0
3838,1,1,4,1,1,1,1
3839,1,1,6,1,7,1,1
3840,1,6,2,2,3,1,2
3841,2,8,1,6,6,1,2
3842,1,1,7,4,5,1,2
3843,1,1,7,1,6,1,0
3844,1,1,5,4,4,3,1
3845,1,6,8,1,6,1,0
3846,2,9,4,2,5,1,0
3847,1,1,3,1,0,1,1
3848,2,1,2,6,7,1,1
3849,2,1,5,4,5,1,2
3850,1,2,8,5,5,3,1
3851,2,1,10,1,3,1,1
3852,2,1,6,5,3,2,1
3853,1,1,5,4,2,1,0
3854,2,2,1,1,4,1,0
3855,2,1,4,3,6,1,0
3856,2,8,3,2,8,1,0
3857,1,1,9,1,4,1,0
3858,2,1,7,6,1,3,1
3859,1,1,3,1,1,1,0
3860,1,6,3,1,8,2,0
3861,1,1,7,4,7,1,0
3862,1,8,8,6,7,3,2
3863,2,1,3,2,0,1,0
3864,1,1,1,1,6,1,2
3865,1,9,4,5,2,1,2
3866,2,8,3,4,1,1,2
3867,1,1,1,6,4,1,2
3868,2,5,4,3,5,1,0
3869,2,9,6,1,6,1,0
3870,2,1,9,6,7,1,2
3871,1,4,1,4,5,1,1
3872,2,1,8,6,2,1,2
3873,2,1,3,4,1,1,0
3874,2,1,9,3,8,1,0
3875,2,1,9,6,8,1,0
3876,2,9,8,2,0,1,0
3877,2,1,3,2,0,1,0
3878,1,1,9,2,9,1,0
3879,2,1,3,2,0,1,0
3880,2,1,2,2,1,1,1
3881,1,1,3,6,0,1,1
3882,1,1,6,6,1,1,0
3883,1,1,7,1,5,3,0
3884,1,1,7,6,4,3,1
3885,1,1,9,1,5,1,2
3886,1,1,2,2,1,1,1
3887,2,1,4,3,6,1,0
3888,1,1,3,1,1,1,1
3889,1,9,6,3,4,2,1
3890,2,2,3,1,6,1,1
3891,1,1,5,6,1,1,1
3892,1,8,7,1,6,1,1
3893,1,9,5,5,5,2,1
3894,1,1,2,6,8,1,1
3895,1,3,3,2,0,1,0
3896,1,1,3,3,7,1,0
3897,1,1,5,1,3,1,2
3898,2,1,7,5,4,2,0
3899,1,6,10,6,5,1,0
3900,1,2,4,1,4,1,2
3901,1,9,1,3,9,1,0
3902,2,1,7,4,1,1,0
3903,1,1,8,2,1,1,1
3904,1,1,3,2,0,1,0
3905,1,8,5,2,8,1,1
3906,1,1,3,2,1,1,1
3907,2,1,3,2,3,2,0
3908,2,9,3,3,6,3,0
3909,1,1,6,4,2,1,0
3910,2,2,11,3,3,3,1
3911,1,1,7,1,4,1,1
3912,1,1,7,6,5,2,0
3913,1,1,8,2,8,1,0
3914,1,3,2,6,9,1,2
3915,1,1,3,3,6,1,1
3916,1,9,7,5,6,1,0
3917,1,9,12,2,6,3,0
3918,1,1,9,2,5,2,1
3919,2,1,11,3,4,1,0
3920,1,9,11,6,7,2,1
3921,2,1,1,1,5,1,1
3922,1,1,4,3,0,1,0
3923,1,1,5,6,9,3,2
3924,2,1,1,4,1,1,2
3925,1,1,4,2,3,1,2
3926,2,5,9,6,6,1,1
3927,1,1,6,4,0,1,0
3928,1,1,9,1,7,1,2
3929,2,1,10,1,6,1,0
3930,2,1,7,6,2,1,1
3931,2,1,3,3,3,1,2
3932,2,1,12,6,1,1,0
3933,2,1,2,1,9,1,1
3934,1,1,6,4,5,1,1
3935,1,7,4,3,3,1,2
3936,1,8,11,2,8,1,0
3937,1,1,1,1,1,1,0
3938,2,1,5,2,6,1,0
3939,1,1,5,1,5,3,0
3940,1,9,11,5,7,2,1
3941,1,1,2,5,8,2,2
3942,1,1,2,3,3,1,0
3943,1,5,4,5,5,1,2
3944,2,8,12,2,2,3,0
3945,1,1,4,4,3,3,0
3946,2,1,5,4,9,1,2
3947,2,1,5,1,9,1,0
3948,2,1,5,4,5,2,0
3949,2,9,4,5,8,3,1
3950,1,3,9,3,8,1,0
3951,2,6,3,2,0,1,0
3952,1,5,10,1,7,3,0
3953,1,1,8,6,1,1,2
3954,1,6,2,1,1,1,1
3955,1,1,3,1,3,1,0
3956,2,9,1,2,1,1,0
3957,1,9,3,1,0,1,0
3958,1,9,5,6,9,3,2
3959,1,1,5,6,0,2,1
3960,1,1,7,1,9,1,1
3961,2,2,9,4,4,3,0
3962,1,5,3,2,0,1,0
3963,1,1,4,5,3,2,0
3964,2,2,9,2,5,1,1
3965,1,6,10,5,5,3,2
3966,2,1,7,6,5,1,0
3967,1,1,8,6,4,2,0
3968,1,1,5,5,5,1,1
3969,2,1,2,1,7,1,0
3970,2,1,5,3,7,1,0
3971,1,1,8,5,4,1,0
3972,1,8,6,4,6,1,2
3973,2,1,5,5,1,2,2
3974,2,2,5,4,5,1,0
3975,2,1,7,3,9,1,2
3976,2,7,8,4,4,1,1
3977,1,8,11,5,5,2,2
3978,2,1,3,2,6,1,0
3979,2,1,9,3,9,2,1
3980,1,1,7,6,5,1,0
3981,1,1,7,3,6,1,2
3982,1,1,9,5,3,3,2
3983,2,1,1,1,3,1,1
3984,1,1,3,1,8,1,0
3985,1,1,9,2,6,3,1
3986,2,8,3,2,4,1,2
3987,1,1,10,3,9,1,0
3988,1,6,4,5,4,1,1
3989,1,1,7,6,5,1,1
3990,1,1,5,5,3,1,0
3991,2,1,3,3,5,3,0
3992,1,6,2,2,0,1,1
3993,2,6,3,2,1,1,0
3994,1,1,8,4,6,1,1
3995,1,1,11,3,6,1,0
3996,2,1,3,2,0,1,0
3997,1,1,6,3,6,1,0
3998,1,1,9,5,1,1,2
3999,1,1,8,6,7,1,1
4000,2,1,3,2,1,1,0
4001,1,1,7,1,6,1,0
4002,2,1,2,2,3,3,2
4003,1,1,1,2,1,1,1
4004,1,6,6,5,9,1,2
4005,2,1,12,3,5,1,0
4006,1,3,5,4,0,3,0
4007,1,8,10,2,4,2,1
4008,2,1,8,6,5,1,2
4009,1,1,7,2,9,1,1
4010,2,1,6,5,5,3,2
4011,1,1,8,2,0,2,0
4012,1,1,5,4,6,1,1
4013,1,1,4,4,2,1,2
4014,2,1,5,6,7,1,0
4015,1,1,3,2,7,1,1
4016,1,1,8,4,4,1,2
4017,2,2,1,2,1,1,0
4018,1,1,5,2,7,1,0
4019,1,1,1,1,2,2,0
4020,1,1,12,2,6,1,0
4021,1,1,8,5,4,2,0
4022,2,1,11,4,3,2,0
4023,1,1,3,4,1,1,2
4024,2,1,1,1,0,1,0
4025,1,1,4,2,0,1,0
4026,2,2,3,2,1,1,0
4027,2,1,6,5,6,1,0
4028,2,1,1,2,0,1,0
4029,1,1,9,1,9,1,2
4030,1,1,3,1,1,1,1
4031,1,1,3,1,1,1,1
4032,2,2,7,2,4,1,0
4033,1,1,7,2,2,1,0
4034,1,1,4,2,4,3,2
4035,1,1,1,1,8,1,1
4036,2,8,5,2,4,1,0
4037,2,4,8,2,7,1,0
4038,1,1,7,4,5,3,0
4039,2,1,5,2,7,1,1
4040,2,1,3,4,7,1,0
4041,1,2,7,4,4,1,0
4042,1,5,6,1,5,1,0
4043,1,1,5,3,8,1,0
4044,2,1,5,5,0,1,2
4045,1,1,4,1,5,1,2
4046,1,6,1,6,8,1,0
4047,1,1,3,6,8,1,1
4048,1,1,7,6,5,1,2
4049,1,1,2,2,1,1,1
4050,1,1,3,2,8,1,0
4051,1,1,5,1,4,1,0
4052,2,1,9,6,3,1,0
4053,1,1,10,6,6,2,2
4054,1,1,4,2,3,1,0
4055,2,1,6,4,6,1,1
4056,2,9,11,1,8,1,0
4057,1,1,7,1,4,1,1
4058,1,7,4,4,4,3,0
4059,2,2,5,4,3,1,2
4060,2,1,8,1,9,1,0
4061,2,9,7,4,3,2,2
4062,1,1,4,5,1,1,0
4063,1,2,2,6,6,3,2
4064,1,1,7,6,9,2,0
4065,1,1,3,2,0,1,1
4066,1,1,5,6,6,1,1
4067,1,2,2,1,0,2,0
4068,1,1,6,5,0,1,2
4069,1,1,8,6,2,1,2
4070,1,1,6,4,1,1,1
4071,1,1,9,6,7,1,2
4072,1,1,8,1,8,3,0
4073,1,1,2,2,2,1,2
4074,1,1,5,1,2,1,2
4075,1,2,1,1,1,1,0
4076,1,9,3,1,0,1,0
4077,2,1,8,5,4,2,2
4078,1,7,4,6,3,2,0
4079,2,8,1,1,1,1,0
4080,1,1,7,6,9,1,1
4081,1,1,4,2,1,2,0
4082,1,1,6,1,0,1,0
4083,2,2,10,1,6,1,0
4084,2,1,10,4,7,1,2
4085,2,1,8,1,3,3,0
4086,1,3,8,2,5,1,0
