,SEX,RAC1P,EDU,MSP,PINCP_DECILE,OWN_RENT,HOUSING_TYPE
2869,2,1,2,3,1,0,2
2870,2,1,7,1,2,0,1
2871,2,2,3,6,9,1,1
2872,2,5,9,2,3,1,2
2873,1,1,5,1,2,1,1
2874,1,2,2,1,1,1,1
2875,2,7,6,5,0,1,3
2876,2,2,5,4,1,1,2
2877,1,8,4,1,1,2,3
2878,1,1,9,3,1,1,1
2879,1,8,5,4,1,0,1
2880,2,1,4,1,3,0,1
2881,2,1,3,4,2,1,1
2882,1,1,7,6,2,1,1
2883,2,1,4,6,5,0,1
2884,2,1,6,2,2,2,2
2885,1,1,9,1,1,1,1
2886,2,7,4,1,2,2,2
2887,1,2,6,4,1,1,2
2888,2,7,7,1,1,2,2
2889,2,1,2,5,3,2,2
2890,2,9,9,3,0,1,1
2891,1,2,3,1,6,1,1
2892,1,1,9,1,1,1,1
2893,1,1,9,3,4,0,1
2894,1,5,10,1,2,2,1
2895,1,1,5,1,5,0,1
2896,1,9,9,5,1,0,1
2897,2,1,11,4,0,0,1
2898,2,1,5,3,6,2,2
2899,1,2,6,3,2,1,1
2900,1,2,3,5,1,0,3
2901,1,1,5,6,1,2,2
2902,1,1,9,1,5,1,1
2903,1,6,9,6,3,0,1
2904,1,2,2,4,1,1,1
2905,1,1,9,1,1,1,1
2906,1,1,9,6,3,0,1
2907,2,2,8,2,8,1,2
2908,2,1,9,3,1,0,1
2909,1,6,3,6,4,2,2
2910,1,1,2,4,5,1,2
2911,2,1,3,4,8,1,2
2912,1,1,5,6,4,1,2
2913,1,1,8,3,3,2,2
2914,1,1,9,4,2,0,1
2915,1,1,5,6,9,0,1
2916,1,2,3,1,1,1,2
2917,2,1,3,2,3,0,1
2918,1,8,5,6,6,1,2
2919,1,1,7,5,2,2,2
2920,1,1,5,3,5,1,2
2921,1,1,9,6,3,0,1
2922,1,1,7,1,0,2,2
2923,2,2,9,3,0,1,2
2924,2,1,2,2,1,0,1
2925,2,1,5,1,0,2,2
2926,1,1,5,3,1,1,1
2927,1,9,9,4,3,0,1
2928,1,1,7,3,2,2,1
2929,2,2,5,4,1,0,2
2930,1,1,2,1,2,0,1
2931,1,1,7,3,4,0,1
2932,2,2,5,6,3,1,2
2933,2,5,7,3,2,1,3
2934,2,1,4,6,0,2,2
2935,1,1,7,5,4,1,1
2936,1,5,2,1,3,1,1
2937,2,1,9,1,3,1,1
2938,2,7,8,2,4,2,3
2939,1,1,9,3,1,0,1
2940,1,1,7,5,0,2,2
2941,2,2,4,1,0,2,2
2942,2,8,3,4,2,2,2
2943,1,1,5,3,3,1,2
2944,1,1,9,3,3,0,1
2945,2,1,7,5,2,2,2
2946,1,6,9,3,3,0,1
2947,2,1,7,2,4,1,2
2948,1,9,9,3,3,0,1
2949,1,1,8,4,0,2,2
2950,2,2,9,4,3,1,2
2951,1,6,3,2,5,1,2
2952,1,2,5,1,0,1,1
2953,2,2,7,3,2,1,2
2954,2,1,9,5,3,0,1
2955,2,1,2,2,5,2,2
2956,2,1,2,1,6,1,1
2957,2,2,3,3,3,1,2
2958,1,1,9,5,3,2,1
2959,1,2,2,1,1,0,1
2960,1,2,10,3,1,0,3
2961,2,1,9,6,3,0,1
2962,1,1,9,3,1,0,1
2963,2,9,9,5,6,2,2
2964,1,1,9,3,5,1,1
2965,1,1,9,6,2,0,1
2966,1,7,8,4,6,1,2
2967,2,1,3,3,2,1,1
2968,1,1,3,6,5,2,2
2969,1,8,5,1,1,2,2
2970,1,1,3,5,4,2,2
2971,1,1,4,6,4,2,2
2972,2,1,9,1,0,1,1
2973,1,1,2,1,3,1,1
2974,1,1,3,4,5,1,2
2975,2,7,6,4,3,1,1
2976,2,2,5,4,5,1,2
2977,1,3,6,1,2,1,1
2978,2,1,3,5,2,2,2
2979,2,1,8,1,4,2,2
2980,2,1,9,3,3,1,1
2981,2,9,9,3,4,0,1
2982,1,2,8,4,6,1,1
2983,1,1,8,5,5,1,2
2984,2,1,11,3,0,2,2
2985,2,1,9,1,2,1,1
2986,2,1,5,4,4,1,2
2987,2,2,7,4,1,1,2
2988,1,1,2,1,5,0,1
2989,2,1,7,3,0,1,3
2990,1,1,5,1,3,0,1
2991,1,1,9,4,4,0,1
2992,2,1,3,1,2,1,2
2993,2,1,3,1,0,0,1
2994,1,1,5,5,3,1,2
2995,1,1,9,3,2,0,1
2996,2,1,7,5,5,2,2
2997,1,3,7,2,1,1,1
2998,2,1,9,4,5,0,1
2999,1,2,4,2,3,2,2
3000,2,1,6,4,5,0,3
3001,2,1,5,4,1,1,1
3002,2,1,3,3,3,1,2
3003,1,1,5,1,4,1,1
3004,1,1,5,1,0,1,1
3005,2,1,5,6,6,2,2
3006,1,1,9,4,0,0,1
3007,1,1,9,1,0,1,1
3008,1,8,9,6,0,1,1
3009,2,1,9,3,6,1,1
3010,2,2,5,2,2,2,2
3011,2,1,9,5,2,0,1
3012,2,1,3,2,1,2,2
3013,2,1,9,1,1,1,1
3014,2,6,9,1,1,1,1
3015,1,2,4,1,0,1,1
3016,2,1,10,5,3,0,2
3017,1,1,9,5,6,0,1
3018,2,2,7,2,1,2,2
3019,1,1,5,3,3,1,2
3020,1,1,2,1,6,1,1
3021,2,1,5,6,3,0,2
3022,1,1,5,1,3,1,1
3023,1,6,9,3,5,0,1
3024,2,1,8,6,3,0,2
3025,1,2,4,6,3,1,1
3026,2,6,6,3,6,1,2
3027,1,5,9,1,4,2,2
3028,1,2,6,3,3,1,2
3029,2,1,8,6,2,0,2
3030,2,1,10,5,4,2,2
3031,2,1,8,3,3,1,2
3032,1,1,5,4,2,1,1
3033,2,1,9,1,0,2,2
3034,1,1,6,2,6,1,2
3035,2,1,9,1,3,2,2
3036,1,6,9,3,3,0,1
3037,2,9,9,3,3,0,1
3038,1,1,5,1,1,1,1
3039,2,1,9,1,4,1,1
3040,1,1,2,1,4,1,1
3041,1,8,4,5,2,1,2
3042,2,2,10,1,3,1,1
3043,1,1,2,6,2,1,1
3044,1,1,5,2,0,0,3
3045,2,1,2,2,6,0,2
3046,2,1,9,2,2,2,2
3047,2,1,9,2,3,1,1
3048,2,8,3,1,5,1,1
3049,2,1,9,3,1,1,1
3050,2,1,5,2,6,1,2
3051,1,1,3,5,4,0,2
3052,2,1,5,2,5,2,2
3053,2,9,4,4,6,1,2
3054,1,1,7,1,1,2,2
3055,1,1,9,3,3,0,1
3056,1,1,9,1,5,1,1
3057,2,7,2,1,2,0,1
3058,1,1,5,6,4,0,3
3059,1,9,9,1,3,1,1
3060,1,1,4,5,4,2,2
3061,2,2,11,1,0,1,1
3062,2,1,5,2,1,2,2
3063,1,1,8,6,2,2,2
3064,2,9,9,4,8,0,1
3065,1,1,9,6,2,0,1
3066,2,2,5,6,4,0,1
3067,2,1,4,4,3,2,2
3068,1,1,8,1,0,2,2
3069,2,1,2,5,0,0,3
3070,1,1,7,5,1,2,2
3071,2,1,7,5,2,0,1
3072,2,1,4,1,1,2,2
3073,1,1,3,3,5,1,1
3074,2,1,9,6,5,2,2
3075,2,2,3,3,5,0,3
3076,2,2,5,4,1,1,1
3077,1,1,5,1,4,1,2
3078,2,1,5,3,1,1,2
3079,2,1,2,1,5,0,1
3080,2,1,3,1,0,1,2
3081,2,1,1,4,5,1,2
3082,2,1,5,6,2,1,1
3083,2,6,9,3,4,0,3
3084,1,1,5,3,6,1,2
3085,1,9,9,3,3,1,1
3086,2,1,7,2,2,1,2
3087,2,1,5,1,4,2,2
3088,2,1,9,3,2,1,1
3089,2,1,9,1,2,1,1
3090,1,1,7,6,4,1,2
3091,2,1,5,6,6,1,2
3092,2,1,9,3,4,1,1
3093,1,1,9,4,2,0,1
3094,2,2,8,6,0,2,2
3095,1,1,8,3,0,0,2
3096,2,1,2,5,1,2,2
3097,2,1,8,1,2,2,2
3098,1,1,6,3,4,1,2
3099,2,2,6,6,2,0,1
3100,1,1,2,6,6,2,2
3101,2,1,9,1,0,1,1
3102,2,1,5,3,6,2,2
3103,2,2,7,4,3,2,2
3104,2,1,3,3,2,1,1
3105,1,2,2,1,2,1,1
3106,1,9,9,4,5,0,1
3107,1,1,9,6,5,0,1
3108,2,9,9,1,4,1,1
3109,1,1,7,3,1,1,3
3110,1,1,6,1,9,0,2
3111,1,8,6,1,0,1,1
3112,1,1,5,4,2,2,2
3113,1,1,3,6,5,1,2
3114,2,7,7,1,0,1,1
3115,2,1,7,3,2,1,1
3116,2,1,5,1,0,1,3
3117,2,1,4,6,4,2,2
3118,1,2,7,4,6,2,2
3119,1,1,8,2,1,1,2
3120,1,1,3,4,2,2,2
3121,2,4,3,2,4,1,2
3122,2,1,10,1,0,0,3
3123,1,2,6,1,1,1,1
3124,2,5,4,3,0,1,1
3125,2,2,5,2,4,0,1
3126,1,1,3,3,4,0,1
3127,1,1,4,4,2,1,1
3128,2,1,4,4,3,1,1
3129,2,2,7,1,0,1,2
3130,1,9,9,3,0,0,1
3131,1,1,9,3,4,0,1
3132,2,1,5,2,5,1,2
3133,1,1,2,1,2,1,1
3134,1,3,4,5,3,2,2
3135,1,1,9,6,6,0,1
3136,2,1,9,3,8,1,1
3137,1,1,5,1,1,0,1
3138,1,1,5,5,1,2,2
3139,1,5,9,3,2,0,1
3140,2,1,5,6,4,2,2
3141,2,1,7,3,0,1,3
3142,2,6,5,5,6,1,2
3143,2,6,5,2,6,2,2
3144,1,1,3,2,3,2,2
3145,2,1,11,2,0,2,2
3146,2,1,9,3,3,0,1
3147,2,2,3,4,5,0,2
3148,2,1,5,2,0,1,2
3149,2,1,9,4,3,1,1
3150,2,6,5,5,5,2,2
3151,2,1,5,3,1,1,3
3152,1,2,5,2,2,2,2
3153,2,8,5,2,1,2,2
3154,1,1,9,1,4,1,1
3155,1,2,7,6,6,1,2
3156,2,1,5,6,7,1,3
3157,1,2,5,1,1,1,1
3158,1,1,8,2,2,2,1
3159,1,1,2,1,2,0,1
3160,1,1,5,3,1,2,2
3161,1,2,8,2,2,1,2
3162,2,1,5,2,2,2,3
3163,1,1,9,1,2,1,1
3164,2,1,8,5,2,1,2
3165,2,9,9,3,3,0,1
3166,1,1,9,4,3,0,1
3167,1,1,4,5,4,0,1
3168,2,1,11,6,6,1,2
3169,2,1,7,3,2,2,2
3170,2,2,8,3,0,2,1
3171,1,1,2,1,4,1,1
3172,1,1,5,2,9,1,2
3173,1,1,6,2,4,0,1
3174,2,7,9,3,3,0,1
3175,1,1,5,5,4,2,2
3176,2,1,3,1,1,0,1
3177,2,1,3,6,3,2,2
3178,1,1,7,5,1,1,3
3179,2,1,5,5,3,2,2
3180,2,1,4,1,0,0,1
3181,2,1,9,1,6,1,1
3182,1,6,9,3,2,1,1
3183,1,1,5,5,6,2,2
3184,2,2,7,4,3,1,1
3185,2,1,7,1,3,1,1
3186,1,1,9,1,2,1,1
3187,1,2,5,5,2,1,1
3188,1,2,9,2,2,1,1
3189,1,1,9,4,2,2,2
3190,2,1,9,1,6,1,1
3191,2,1,3,6,6,2,2
3192,2,7,5,1,0,1,1
3193,2,1,2,1,6,1,1
3194,1,7,5,4,3,0,1
3195,2,1,1,2,7,0,3
3196,1,5,2,1,2,0,1
3197,2,1,9,3,1,0,1
3198,1,1,5,1,2,0,2
3199,1,1,2,3,2,0,1
3200,2,1,9,1,2,1,1
3201,1,1,5,4,5,2,2
3202,1,7,6,1,1,1,1
3203,1,1,9,1,2,1,1
3204,2,1,8,3,1,1,2
3205,1,9,9,6,3,0,1
3206,2,1,9,1,3,1,1
3207,1,1,5,4,2,2,1
3208,2,1,5,3,1,2,2
3209,2,1,5,3,1,2,1
3210,2,1,9,4,5,1,1
3211,2,1,2,4,1,1,1
3212,2,2,10,4,5,1,2
3213,2,1,5,2,2,1,1
3214,1,5,5,1,1,0,1
3215,2,1,7,6,5,2,2
3216,2,1,9,4,8,0,1
3217,2,1,2,3,3,2,2
3218,2,1,5,1,3,2,2
3219,2,1,7,5,6,2,2
3220,2,1,2,6,4,0,1
3221,1,1,5,1,1,2,1
3222,2,2,4,3,3,1,1
3223,1,1,7,2,6,1,2
3224,2,2,5,1,4,2,2
3225,2,1,5,2,3,0,2
3226,1,1,2,4,3,1,1
3227,2,2,2,1,3,1,1
3228,2,1,5,1,2,0,2
3229,1,1,9,3,4,1,1
3230,2,9,9,5,2,0,1
3231,2,2,7,2,3,0,3
3232,2,1,7,1,2,1,1
3233,1,1,4,3,0,1,3
3234,1,1,3,1,1,2,3
3235,1,1,7,5,0,2,2
3236,1,1,7,1,2,1,1
3237,1,2,5,3,2,1,1
3238,2,6,2,1,5,1,2
3239,1,2,5,6,2,1,1
3240,1,1,3,5,4,2,2
3241,1,1,7,5,6,2,2
3242,2,1,9,6,3,0,1
3243,2,2,2,6,6,1,1
3244,2,1,5,4,6,0,2
3245,1,1,5,1,2,2,3
3246,1,1,3,3,0,0,1
3247,2,1,9,3,1,0,1
3248,2,7,5,1,3,1,2
3249,1,1,9,1,3,1,1
3250,2,1,9,4,2,0,1
3251,2,1,6,5,5,1,2
3252,2,1,7,1,2,2,2
3253,2,1,8,1,1,0,1
3254,2,1,5,6,1,0,2
3255,1,1,9,3,0,1,1
3256,2,6,7,1,1,2,2
3257,1,8,5,5,5,1,2
3258,2,1,6,1,3,0,3
3259,1,1,5,3,1,1,1
3260,1,1,7,2,1,2,2
3261,1,1,5,5,8,0,1
3262,1,8,3,1,1,2,2
3263,1,1,5,5,3,1,2
3264,1,1,8,2,1,2,2
3265,1,1,9,5,5,0,1
3266,2,1,9,4,2,1,1
3267,1,1,4,4,6,1,2
3268,2,8,8,1,0,1,1
3269,2,2,7,6,5,1,1
3270,1,1,9,2,1,2,2
3271,1,2,6,5,3,1,2
3272,2,1,2,5,1,2,2
3273,1,1,5,1,3,0,3
3274,2,5,9,3,1,1,1
3275,2,7,3,6,3,0,1
3276,2,3,5,6,4,1,2
3277,2,1,8,4,3,1,1
3278,2,1,2,4,5,0,3
3279,1,1,4,6,4,0,3
3280,2,1,3,4,6,1,2
3281,2,5,5,5,2,1,1
3282,1,6,8,5,4,2,2
3283,2,1,2,1,3,0,1
3284,1,2,2,4,7,1,3
3285,1,1,5,5,0,2,2
3286,1,2,3,6,5,2,2
3287,1,1,3,2,0,1,2
3288,1,2,7,1,1,2,2
3289,2,8,5,1,0,1,2
3290,1,1,7,3,0,2,2
3291,1,1,3,4,1,1,1
3292,2,1,5,4,0,2,2
3293,1,1,8,4,6,0,2
3294,1,1,9,5,4,1,1
3295,2,1,9,3,0,2,1
3296,1,1,9,3,3,1,1
3297,1,1,9,1,6,1,1
3298,2,1,5,4,0,1,2
3299,1,1,4,2,3,1,2
3300,2,4,9,4,2,0,1
3301,2,1,8,5,4,1,2
3302,2,2,5,3,2,1,3
3303,1,1,9,6,5,0,1
3304,2,8,3,3,3,0,1
3305,2,1,4,5,0,2,2
3306,1,1,7,3,2,2,2
3307,1,1,9,4,3,0,1
3308,1,1,2,5,3,1,1
3309,1,2,9,1,0,1,1
3310,1,1,3,3,5,2,2
3311,1,1,5,1,8,1,1
3312,2,7,7,3,1,1,1
3313,2,2,9,2,1,1,3
3314,1,1,9,3,2,1,1
3315,1,1,2,6,0,1,1
3316,2,1,9,3,8,1,1
3317,1,1,3,4,2,0,1
3318,2,1,5,4,2,1,2
3319,2,1,9,4,1,0,1
3320,2,9,9,3,2,1,1
3321,2,1,5,2,0,2,2
3322,1,1,5,4,2,1,1
3323,1,2,7,4,1,1,2
3324,2,1,2,6,6,2,2
3325,1,1,2,1,1,1,1
3326,2,1,4,5,6,1,2
3327,2,1,10,3,1,1,3
3328,1,1,7,2,3,1,2
3329,2,1,8,1,5,1,2
3330,2,1,9,3,3,0,1
3331,2,1,5,6,0,2,2
3332,1,1,9,4,0,0,1
3333,2,1,7,6,1,0,2
3334,2,1,3,3,4,1,1
3335,2,1,4,2,2,1,1
3336,2,1,4,3,2,0,1
3337,1,4,9,5,1,0,1
3338,1,2,2,2,3,1,1
3339,1,2,5,1,9,0,1
3340,1,1,9,1,6,1,1
3341,1,1,3,5,0,2,2
3342,2,1,4,5,7,1,2
3343,1,1,9,6,2,0,1
3344,1,2,2,1,5,1,1
3345,2,1,8,5,4,0,1
3346,2,1,3,1,0,1,1
3347,2,2,8,5,5,2,2
3348,1,1,2,6,5,2,2
3349,1,6,9,3,6,0,1
3350,2,1,5,3,1,1,2
3351,2,1,4,5,6,1,1
3352,2,1,9,5,0,1,1
3353,1,1,6,6,4,2,2
3354,1,1,9,1,0,1,1
3355,2,1,3,6,0,2,2
3356,2,2,3,6,3,0,2
3357,1,2,5,4,2,1,1
3358,2,1,3,4,3,2,2
3359,1,2,7,2,8,1,2
3360,1,1,9,3,2,0,1
3361,2,1,7,1,3,1,1
3362,2,1,5,3,3,1,3
3363,2,1,5,4,1,2,2
3364,2,1,9,5,2,0,1
3365,1,1,6,1,5,0,3
3366,2,5,7,6,3,1,2
3367,2,1,7,4,1,1,1
3368,1,1,5,6,3,1,1
3369,2,8,3,2,2,1,1
3370,2,1,5,3,5,2,2
3371,2,3,5,6,5,2,2
3372,1,1,8,2,5,2,2
3373,2,1,8,4,5,1,1
3374,1,1,2,3,1,1,1
3375,2,2,5,3,3,1,2
3376,1,1,5,6,2,2,2
3377,2,1,8,4,1,1,2
3378,1,1,5,6,1,0,2
3379,1,1,7,3,2,2,2
3380,1,9,9,4,3,1,1
3381,2,2,5,2,2,1,3
3382,2,1,9,6,2,0,2
3383,1,1,9,6,0,0,1
3384,2,1,9,3,5,1,1
3385,2,1,5,5,4,2,2
3386,1,1,3,3,6,1,2
3387,1,2,2,4,5,1,2
3388,2,1,8,6,0,1,1
3389,2,7,7,4,2,1,1
3390,2,1,3,5,5,1,2
3391,1,1,7,5,1,1,1
3392,1,1,2,3,1,1,1
3393,2,1,3,3,2,1,1
3394,1,2,7,1,1,1,3
3395,1,2,5,3,5,2,2
3396,1,1,3,6,1,1,1
3397,2,7,5,4,2,1,1
3398,2,2,2,4,6,1,2
3399,2,1,2,1,0,1,1
3400,2,1,3,1,2,1,1
3401,2,2,5,1,3,2,2
3402,1,7,7,1,2,1,2
3403,1,1,9,4,7,0,1
3404,2,1,2,4,4,1,2
3405,2,2,1,5,6,1,2
3406,1,1,1,3,5,1,2
3407,2,1,7,4,0,2,2
3408,1,1,9,5,1,0,1
3409,2,8,5,1,2,1,1
3410,1,1,6,2,6,1,2
3411,2,1,7,1,2,1,2
3412,2,1,3,6,0,2,2
3413,1,1,9,1,3,1,1
3414,1,1,7,1,2,1,3
3415,2,9,9,3,5,0,1
3416,1,1,2,6,1,2,2
3417,2,1,1,5,3,1,1
3418,1,5,3,3,0,1,1
3419,1,7,9,1,5,1,1
3420,1,8,9,1,5,2,2
3421,2,1,5,2,3,1,2
3422,1,8,5,1,1,1,1
3423,1,1,3,4,1,1,2
3424,1,1,2,3,2,0,1
3425,1,1,9,3,6,0,1
3426,2,1,9,3,1,0,1
3427,2,1,9,4,4,0,1
3428,2,6,9,4,1,1,1
3429,1,1,4,2,4,2,2
3430,2,1,8,2,0,2,2
3431,1,1,3,1,1,1,1
3432,2,7,3,2,1,2,1
3433,1,1,4,4,5,0,1
3434,2,1,10,5,2,2,2
3435,2,7,9,2,3,1,1
3436,2,1,9,6,2,0,1
3437,1,8,5,1,2,1,2
3438,2,1,9,1,4,2,2
3439,1,2,8,4,1,1,1
3440,1,1,4,3,1,1,1
3441,1,1,3,4,3,2,2
3442,2,1,9,3,5,1,1
3443,2,6,5,4,5,1,2
3444,2,1,1,6,2,1,1
3445,2,2,3,1,5,1,1
3446,1,1,5,5,2,2,2
3447,2,1,11,1,5,1,2
3448,2,1,5,3,6,2,2
3449,2,8,7,2,1,2,1
3450,1,6,6,1,1,1,2
3451,2,2,2,5,5,0,1
3452,2,4,9,1,3,1,2
3453,2,1,12,1,3,0,1
3454,1,1,8,1,0,2,2
3455,1,7,8,5,5,1,2
3456,1,1,5,6,5,2,2
3457,1,8,5,5,6,1,2
3458,1,1,8,3,6,1,2
3459,1,1,12,2,6,1,3
3460,2,1,5,1,0,0,1
3461,1,2,6,5,3,1,2
3462,1,1,9,3,0,0,1
3463,2,1,1,6,4,1,2
3464,2,1,4,6,5,1,2
3465,1,1,8,6,6,1,2
3466,2,1,12,3,6,2,2
3467,2,2,5,1,1,1,1
3468,1,7,11,4,2,1,2
3469,2,1,7,1,2,2,2
3470,2,7,4,1,1,2,2
3471,1,2,5,6,0,2,2
3472,1,1,5,3,2,0,1
3473,1,1,3,1,0,0,1
3474,1,1,8,2,4,2,3
3475,1,6,9,1,5,1,1
3476,1,1,3,5,2,2,2
3477,2,1,4,1,1,2,2
3478,1,1,2,4,3,1,1
3479,2,1,6,2,3,1,3
3480,1,1,3,3,0,1,1
3481,1,9,9,3,1,1,1
3482,1,1,5,2,6,1,2
3483,1,1,9,6,1,0,1
3484,2,2,11,1,4,1,1
3485,2,2,11,2,3,1,2
3486,2,1,7,4,4,0,1
3487,2,1,5,2,1,2,2
3488,2,1,3,5,7,0,1
3489,2,8,3,3,1,1,1
3490,1,1,4,6,1,2,2
3491,2,1,9,1,3,1,2
3492,1,1,8,2,4,2,2
3493,1,1,4,3,6,2,2
3494,2,1,5,2,5,2,2
3495,1,1,9,3,4,0,1
3496,1,1,9,3,3,0,1
3497,2,8,5,1,1,2,2
3498,2,1,5,4,3,1,1
3499,1,2,4,1,1,2,2
3500,2,1,7,1,1,2,3
3501,1,1,5,3,3,2,1
3502,1,1,5,3,1,1,1
3503,2,5,4,3,2,1,1
3504,2,1,7,6,5,2,2
3505,1,9,9,4,3,1,1
3506,1,1,9,4,1,1,1
3507,2,8,5,1,1,2,3
3508,2,1,9,1,5,1,1
3509,2,1,9,3,3,0,1
3510,2,1,4,2,7,0,3
3511,2,1,2,6,3,1,3
3512,1,1,9,4,1,0,1
3513,1,1,9,2,1,1,2
3514,2,1,9,1,2,1,1
3515,2,1,9,6,2,0,1
3516,2,1,7,1,2,1,1
3517,1,1,2,1,2,1,1
3518,2,1,9,4,1,0,1
3519,1,4,6,2,5,0,3
3520,2,8,8,4,0,1,3
3521,2,1,1,4,6,1,2
3522,2,2,2,3,0,1,1
3523,2,3,5,5,6,0,2
3524,1,1,2,2,3,0,1
3525,1,5,7,4,0,0,1
3526,2,1,3,6,0,2,2
3527,2,1,5,3,1,1,2
3528,1,1,9,1,2,1,1
3529,2,8,3,1,5,0,1
3530,2,1,5,5,1,1,2
3531,2,1,6,2,1,1,1
3532,1,1,5,4,6,0,3
3533,1,5,7,5,6,2,2
3534,1,1,3,5,1,2,2
3535,1,1,5,1,2,1,1
3536,1,7,9,4,4,0,1
3537,2,8,5,1,3,1,1
3538,2,1,7,5,4,1,2
3539,1,6,9,3,4,0,1
3540,1,1,5,1,3,0,1
3541,1,3,5,2,1,2,2
3542,1,1,9,3,2,0,1
3543,2,9,9,4,2,1,1
3544,1,1,9,3,0,0,1
3545,2,1,10,1,2,2,2
3546,2,1,5,6,6,1,2
3547,2,8,5,4,5,1,2
3548,2,1,3,1,5,0,1
3549,1,1,7,6,2,2,2
3550,2,1,2,4,5,1,1
3551,2,1,5,1,0,2,2
3552,1,1,4,5,2,2,1
3553,2,1,5,1,3,2,2
3554,2,1,7,6,3,1,1
3555,1,1,5,3,3,2,2
3556,2,6,9,3,2,0,1
3557,2,1,6,1,6,0,2
3558,2,7,5,6,8,1,1
3559,1,2,5,4,5,1,2
3560,2,1,7,4,1,1,2
3561,1,1,9,1,0,1,1
3562,1,1,3,3,2,1,1
3563,2,1,5,5,3,2,2
3564,2,1,4,1,2,1,1
3565,1,2,3,2,2,1,2
3566,2,2,6,6,4,1,2
3567,1,8,5,3,3,1,1
3568,1,1,5,4,6,1,2
3569,2,2,3,4,6,1,2
3570,2,1,3,1,6,2,2
3571,2,3,8,1,3,1,1
3572,1,7,4,1,4,1,1
3573,2,1,7,6,1,2,2
3574,2,1,3,1,6,2,2
3575,2,1,9,3,4,0,1
3576,2,6,2,3,2,0,1
3577,2,1,5,3,8,1,2
3578,2,1,3,4,7,1,2
3579,1,1,2,1,0,0,1
3580,2,2,7,5,1,2,2
3581,1,2,5,4,5,2,2
3582,1,2,5,1,2,1,1
3583,2,1,3,1,5,1,2
3584,1,9,9,4,3,1,1
3585,2,1,5,4,2,1,1
3586,1,1,8,5,4,2,2
3587,2,5,4,4,6,1,2
3588,2,1,5,1,1,1,1
3589,2,4,5,4,1,1,2
3590,1,1,9,5,2,2,2
3591,1,1,5,6,2,2,2
3592,2,8,7,1,2,1,1
3593,1,1,4,4,3,2,2
3594,2,1,5,2,5,1,2
3595,1,1,9,3,4,0,1
3596,1,3,2,4,2,1,2
3597,1,1,5,4,3,2,2
3598,1,8,5,2,4,2,2
3599,1,1,7,5,7,1,1
3600,2,1,4,3,0,2,2
3601,2,7,6,6,3,1,1
3602,2,1,9,3,3,1,1
3603,1,1,7,5,4,1,3
3604,1,1,9,5,4,0,1
3605,2,1,3,1,1,0,1
3606,1,2,1,4,6,1,2
3607,1,1,5,3,2,1,1
3608,2,1,11,3,0,2,2
3609,1,1,2,1,1,1,1
3610,2,2,5,1,5,1,1
3611,1,1,8,1,4,2,2
3612,1,1,5,2,1,2,1
3613,2,1,5,3,4,2,2
3614,1,2,7,1,2,0,2
3615,2,6,7,3,6,0,3
3616,2,1,7,2,0,2,2
3617,1,1,9,3,3,0,1
3618,1,1,6,6,4,2,2
3619,2,1,5,1,1,2,2
3620,2,1,2,1,2,0,1
3621,1,1,9,3,5,0,1
3622,1,1,7,3,2,1,1
3623,1,1,6,6,7,1,2
3624,1,2,1,6,6,0,3
3625,1,1,4,6,6,1,2
3626,2,4,9,3,2,1,1
3627,2,1,9,4,2,1,1
3628,1,1,3,5,3,2,2
3629,1,1,2,1,2,1,1
3630,2,2,5,5,1,1,1
3631,1,1,9,3,2,1,1
3632,2,1,3,4,3,0,1
3633,1,1,5,6,2,2,2
3634,2,1,6,6,4,1,2
3635,2,1,5,5,7,1,2
3636,1,1,5,2,2,1,1
3637,2,1,9,4,5,0,1
3638,1,1,2,5,4,2,2
3639,1,1,2,4,4,1,1
3640,2,1,5,4,0,2,2
3641,2,1,5,2,1,1,2
3642,2,1,9,1,2,1,1
3643,2,1,5,3,2,1,1
3644,1,1,5,4,3,0,2
3645,2,2,5,5,0,1,1
3646,1,7,9,4,2,0,1
3647,2,1,3,4,1,1,2
3648,2,1,9,1,2,1,1
3649,1,6,4,6,2,1,2
3650,1,1,9,2,3,2,1
3651,1,1,1,1,0,1,2
3652,2,2,5,2,2,1,2
3653,2,1,9,3,4,0,1
3654,2,2,8,5,1,2,2
3655,2,1,2,1,2,1,1
3656,1,9,9,1,3,1,1
3657,1,1,5,1,3,0,2
3658,2,7,3,4,6,1,1
3659,1,1,5,4,5,2,2
3660,1,1,3,5,7,1,2
3661,2,1,4,2,1,1,1
3662,1,1,9,4,6,1,2
3663,2,1,5,2,2,1,1
3664,1,1,5,5,4,2,2
3665,1,7,3,1,5,1,1
3666,1,1,1,6,2,2,2
3667,1,1,7,6,1,1,1
3668,2,1,5,2,1,1,2
3669,1,5,5,4,7,1,1
3670,1,2,5,5,5,2,2
3671,2,1,8,1,3,0,1
3672,1,1,8,2,2,1,2
3673,1,5,3,5,8,1,2
3674,2,1,2,1,1,1,1
3675,1,1,9,3,3,1,1
3676,2,7,7,1,3,2,3
3677,1,2,8,5,3,1,2
3678,1,2,8,1,4,0,2
3679,2,1,10,4,7,1,2
3680,2,1,4,1,1,1,1
3681,1,1,4,1,4,0,1
3682,1,2,4,3,4,1,2
3683,2,6,9,6,5,0,3
3684,2,1,2,2,0,1,1
3685,2,7,7,5,1,1,3
3686,2,1,3,5,0,0,3
3687,2,1,5,2,2,1,2
3688,1,5,5,2,0,1,1
