,SEX,RAC1P,EDU,MSP,HOUSING_TYPE,PINCP_DECILE,OWN_RENT
5876,2,1,9,3,1,7,0
5877,2,1,5,4,2,1,1
5878,2,2,4,4,3,0,2
5879,1,1,7,3,1,6,2
5880,2,2,7,5,3,1,0
5881,2,1,5,6,2,3,1
5882,1,1,4,4,2,5,1
5883,2,1,5,3,1,2,2
5884,2,1,1,1,3,1,0
5885,1,1,4,6,1,2,0
5886,1,1,4,5,2,0,2
5887,1,1,1,1,1,0,1
5888,1,9,9,5,1,4,0
5889,1,1,9,2,3,4,2
5890,2,2,3,1,1,0,1
5891,2,1,5,1,1,0,2
5892,2,1,7,1,1,5,1
5893,1,2,5,5,2,2,1
5894,2,5,4,3,3,0,0
5895,2,9,9,1,1,9,1
5896,2,1,5,1,1,1,1
5897,1,1,8,3,1,4,0
5898,2,6,4,1,1,1,1
5899,1,2,7,2,3,1,1
5900,1,2,5,4,2,6,1
5901,2,1,2,5,2,4,1
5902,1,1,4,3,1,5,1
5903,2,1,6,1,1,5,1
5904,2,1,4,2,1,0,1
5905,1,1,3,5,2,5,1
5906,2,1,5,6,1,2,0
5907,2,6,5,1,1,2,1
5908,2,1,9,1,1,3,1
5909,1,1,2,3,1,3,1
5910,2,1,1,1,1,4,1
5911,1,1,5,2,2,2,2
5912,1,1,3,1,1,3,0
5913,2,1,7,5,1,3,1
5914,1,1,3,1,2,0,0
5915,1,2,6,2,1,5,1
5916,2,1,9,1,1,1,1
5917,1,1,5,4,1,4,1
5918,2,1,3,3,2,5,1
5919,1,2,4,3,1,2,1
5920,2,1,8,4,2,5,2
5921,2,5,8,1,1,5,0
5922,1,4,3,1,2,8,1
5923,2,1,1,1,1,1,0
5924,1,7,9,4,1,3,1
5925,2,1,6,6,2,0,2
5926,2,1,5,2,2,0,2
5927,1,1,7,1,3,6,0
5928,1,1,4,1,3,5,0
5929,1,1,2,1,1,4,1
5930,1,1,9,1,1,4,1
5931,1,1,2,1,1,0,0
5932,2,1,5,5,1,2,1
5933,2,1,9,1,1,0,1
5934,2,1,9,5,1,5,0
5935,2,2,3,1,1,3,0
5936,1,2,9,3,2,6,1
5937,1,1,2,4,1,4,1
5938,1,3,8,1,2,5,1
5939,1,1,4,1,1,3,0
5940,2,1,2,2,1,5,1
5941,2,1,11,5,3,1,0
5942,1,1,5,2,1,1,1
5943,2,2,7,3,1,2,1
5944,2,2,8,5,3,4,0
5945,1,1,7,3,1,6,1
5946,2,1,7,1,3,6,0
5947,2,7,9,2,2,5,1
5948,2,1,10,6,2,2,0
5949,2,5,7,1,2,2,1
5950,1,1,4,1,3,0,1
5951,2,1,3,3,2,1,2
5952,1,6,9,1,1,3,1
5953,1,1,9,6,1,3,0
5954,2,1,1,1,1,1,0
5955,2,1,7,6,2,5,1
5956,2,6,1,5,2,4,1
5957,1,2,5,1,2,5,1
5958,1,1,1,1,1,0,0
5959,1,1,9,3,3,8,2
5960,2,2,1,1,2,6,1
5961,2,1,6,1,3,6,2
5962,1,9,9,4,1,1,1
5963,1,1,2,2,2,0,1
5964,1,1,5,6,2,5,1
5965,2,6,3,2,2,6,1
5966,1,1,7,5,1,7,1
5967,2,1,9,1,3,2,0
5968,2,2,7,5,3,1,0
5969,1,1,9,5,2,0,0
5970,2,1,1,1,1,0,1
5971,2,2,10,2,2,0,2
5972,1,1,9,1,1,3,1
5973,2,1,3,3,3,1,0
5974,1,1,9,1,1,3,0
5975,1,1,5,6,1,2,1
5976,2,5,7,2,1,6,0
5977,1,5,2,3,1,1,1
5978,2,2,12,6,2,0,2
5979,1,1,7,1,3,2,0
5980,2,2,2,4,1,0,1
5981,2,1,1,1,1,8,2
5982,1,1,4,1,1,1,1
5983,2,1,6,1,1,0,1
5984,1,6,8,5,2,1,1
5985,2,2,4,3,1,0,0
5986,1,2,7,3,2,5,1
5987,2,1,4,1,1,4,0
5988,1,1,9,3,1,4,0
5989,1,1,11,4,1,1,1
5990,1,1,1,2,1,0,1
5991,2,1,1,4,3,0,0
5992,2,2,7,5,1,7,1
5993,1,2,4,3,1,2,1
5994,1,1,4,2,1,2,1
5995,2,1,9,1,1,1,1
5996,1,1,4,5,1,4,1
5997,1,2,8,5,3,2,0
5998,1,5,9,4,1,4,1
5999,1,1,2,3,1,7,1
6000,2,1,1,4,2,8,1
6001,2,1,9,4,1,3,2
6002,2,8,8,1,2,2,1
6003,1,1,2,2,1,1,1
6004,1,1,7,4,1,7,2
6005,2,1,1,3,2,5,2
6006,2,1,9,4,1,4,1
6007,2,2,1,1,1,1,0
6008,2,1,3,1,1,2,1
6009,1,1,7,5,1,1,1
6010,2,7,9,5,1,2,0
6011,1,1,1,1,1,1,1
6012,2,1,7,1,1,6,1
6013,1,1,2,3,1,2,1
6014,2,5,5,1,2,2,2
6015,2,1,7,3,1,7,0
6016,2,2,5,1,1,4,1
6017,2,8,3,3,2,5,1
6018,2,1,1,3,2,3,2
6019,1,1,9,1,3,0,2
6020,2,8,7,1,1,0,1
6021,1,1,3,3,2,7,0
6022,2,1,5,6,2,2,1
6023,1,5,1,1,1,8,0
6024,2,1,5,4,1,5,2
6025,2,9,9,3,1,0,0
6026,1,1,7,4,1,4,2
6027,1,1,6,6,1,5,0
6028,2,1,3,3,1,2,1
6029,1,1,12,6,2,5,2
6030,1,1,2,2,1,3,1
6031,2,1,7,2,1,1,1
6032,1,1,3,3,2,2,1
6033,1,2,8,3,1,3,1
6034,2,5,4,5,2,0,1
6035,1,7,7,1,1,1,1
6036,2,1,8,5,3,1,1
6037,2,1,7,1,1,0,1
6038,1,1,5,3,2,3,1
6039,2,1,5,2,1,2,1
6040,1,1,7,1,1,4,1
6041,2,7,2,5,1,3,1
6042,1,5,7,2,2,5,1
6043,1,1,11,1,1,5,1
6044,2,1,4,2,1,4,1
6045,2,2,2,2,1,3,1
6046,2,1,10,4,2,2,1
6047,2,2,3,1,1,2,1
6048,1,2,6,6,2,6,2
6049,2,1,7,1,1,3,0
6050,2,1,9,3,1,4,0
6051,1,2,3,5,3,2,0
6052,2,1,5,5,2,0,2
6053,2,1,7,1,2,2,1
6054,1,2,3,4,1,1,1
6055,1,1,6,4,3,2,2
6056,2,7,8,5,1,3,1
6057,2,1,9,3,1,3,0
6058,2,1,10,5,2,6,2
6059,1,1,7,3,3,1,0
6060,2,3,3,1,1,0,1
6061,1,1,6,1,1,7,1
6062,2,1,9,3,1,3,0
6063,1,1,2,3,1,1,0
6064,1,1,1,2,1,3,1
6065,1,2,3,1,3,2,0
6066,1,2,7,1,3,4,0
6067,2,1,4,1,1,0,0
6068,2,1,9,1,1,2,1
6069,1,1,7,1,1,3,1
6070,2,9,9,1,1,9,1
6071,2,4,3,1,1,3,0
6072,1,1,7,6,2,5,1
6073,1,1,5,1,2,5,1
6074,1,1,7,1,3,2,0
6075,1,1,4,3,1,8,1
6076,1,8,5,1,2,2,1
6077,1,1,9,1,1,7,1
6078,1,1,3,5,2,2,2
6079,1,1,4,1,1,4,1
6080,2,1,7,1,1,7,0
6081,1,1,3,2,2,7,1
6082,1,1,3,3,2,2,1
6083,1,1,2,1,1,0,0
6084,2,2,5,4,2,8,1
6085,1,1,6,1,1,1,0
6086,1,1,7,6,3,3,0
6087,2,1,9,6,1,3,0
6088,1,4,6,1,1,3,1
6089,2,1,11,1,3,2,1
6090,1,8,6,2,1,0,2
6091,2,1,4,1,1,0,0
6092,2,1,3,3,1,1,0
6093,1,1,9,3,1,4,1
6094,2,1,9,1,1,3,1
6095,2,1,4,1,2,1,2
6096,2,1,4,4,3,4,0
6097,2,1,9,3,1,8,0
6098,2,1,3,3,1,2,0
6099,2,1,5,1,2,6,2
6100,2,1,1,2,1,0,1
6101,2,1,4,2,1,4,1
6102,2,1,7,3,1,3,1
6103,2,1,1,3,1,4,1
6104,2,1,9,6,1,4,1
6105,1,1,7,6,2,3,2
6106,1,2,2,2,1,4,1
6107,1,8,5,4,1,1,1
6108,1,2,5,1,3,1,1
6109,2,1,11,5,1,5,1
6110,2,1,6,6,2,1,2
6111,2,2,7,1,1,6,1
6112,1,3,6,4,1,0,2
6113,2,1,5,2,2,3,2
6114,2,1,5,5,1,1,1
6115,2,1,5,5,2,3,2
6116,1,2,11,2,1,2,0
6117,1,1,2,1,1,1,0
6118,1,1,4,4,1,1,1
6119,1,1,5,2,2,2,1
6120,2,9,9,1,1,3,1
6121,1,3,4,1,3,4,0
6122,1,6,6,1,1,0,1
6123,2,5,3,3,1,2,1
6124,1,1,3,1,1,3,0
6125,1,1,1,1,1,4,0
6126,1,2,5,3,2,4,2
6127,2,1,10,1,3,2,2
6128,1,1,2,1,1,1,0
6129,1,1,7,1,1,2,0
6130,2,1,8,4,3,6,2
6131,1,4,4,1,1,1,0
6132,1,1,2,1,1,1,1
6133,1,1,5,1,1,3,1
6134,1,2,5,1,1,6,1
6135,1,4,5,3,2,2,1
6136,2,4,9,4,1,5,0
6137,2,1,10,1,1,0,1
6138,2,1,3,3,2,6,1
6139,2,1,5,2,1,3,2
6140,1,2,5,5,2,1,2
6141,2,1,2,1,1,2,0
6142,2,1,1,1,1,1,0
6143,2,7,5,1,1,2,1
6144,2,1,8,1,2,2,2
6145,1,1,9,1,1,6,1
6146,1,1,4,5,3,5,0
6147,1,1,7,3,3,0,0
6148,1,1,4,6,1,5,1
6149,1,2,4,1,1,1,1
6150,2,1,5,4,2,0,2
6151,2,2,4,1,1,0,1
6152,2,6,4,6,1,4,0
6153,2,7,3,4,3,0,1
6154,1,1,3,1,1,0,1
6155,2,1,6,1,1,0,0
6156,2,1,9,4,1,6,0
6157,2,1,8,5,1,9,1
6158,2,5,9,1,1,6,1
6159,2,1,4,1,1,1,2
6160,2,1,3,5,2,6,1
6161,1,4,2,1,1,0,1
6162,1,1,7,4,1,1,1
6163,2,8,7,2,3,5,2
6164,1,1,2,4,2,3,1
6165,2,1,2,3,2,1,0
6166,2,1,1,1,1,4,0
6167,2,1,9,3,1,5,1
6168,1,1,4,5,2,1,2
6169,2,1,5,5,2,4,0
6170,2,1,5,2,1,9,0
6171,1,1,6,1,1,0,0
6172,1,1,8,6,1,2,0
6173,2,1,2,1,3,0,0
6174,2,1,1,4,1,1,0
6175,2,1,5,6,1,6,1
6176,1,1,2,5,2,6,2
6177,1,7,7,1,2,0,1
6178,1,1,2,3,1,1,1
6179,2,1,8,2,1,0,0
6180,1,2,1,1,1,1,0
6181,2,7,9,1,3,3,2
6182,2,2,2,2,1,2,0
6183,1,1,2,4,1,2,1
6184,1,5,5,1,1,5,1
6185,2,1,7,4,1,5,1
6186,2,1,7,1,1,1,1
6187,1,4,5,2,1,4,1
6188,2,1,7,5,3,1,0
6189,2,1,5,5,2,0,2
6190,2,1,9,3,1,6,1
6191,1,1,4,1,2,1,1
6192,1,1,9,6,1,1,1
6193,2,1,1,1,1,1,1
6194,1,1,5,1,1,3,1
6195,1,6,8,6,1,4,0
6196,1,2,7,1,1,5,1
6197,2,1,2,1,1,1,1
6198,1,2,9,4,1,3,2
6199,2,1,6,5,2,3,1
6200,1,1,9,1,2,3,1
6201,1,6,8,1,1,4,1
6202,1,1,10,6,2,6,2
6203,1,9,9,4,1,0,1
6204,1,8,7,4,1,5,1
6205,2,1,9,4,1,6,1
6206,1,1,4,5,1,3,1
6207,2,1,6,1,2,2,2
6208,2,8,9,3,1,8,1
6209,2,1,9,4,1,7,1
6210,2,1,7,3,3,1,0
6211,1,5,8,4,3,5,2
6212,2,1,8,3,1,1,1
6213,2,1,2,1,1,6,1
6214,2,1,2,1,1,7,0
6215,1,2,3,3,1,2,1
6216,1,1,2,1,1,4,1
6217,2,6,9,3,1,3,0
6218,2,2,1,1,1,2,0
6219,1,1,9,4,1,3,0
6220,1,1,7,4,3,2,0
6221,1,2,5,1,1,1,1
6222,1,1,9,3,1,5,0
6223,1,1,5,3,3,6,0
6224,2,1,7,5,1,3,1
6225,2,1,4,1,1,3,0
6226,2,7,4,1,1,0,1
6227,1,6,10,6,1,5,1
6228,1,1,6,1,2,1,1
6229,2,3,5,1,1,4,1
6230,2,1,2,1,1,2,0
6231,2,1,9,3,1,1,0
6232,1,1,3,1,2,2,0
6233,2,2,4,5,1,2,1
6234,1,1,2,1,1,3,0
6235,2,1,7,3,1,6,1
6236,2,1,5,3,2,2,1
6237,1,1,3,1,1,3,1
6238,1,1,2,2,1,3,1
6239,2,4,3,1,1,1,0
6240,1,1,2,2,1,2,1
6241,2,9,9,6,1,4,1
6242,2,1,7,6,1,4,0
6243,1,1,2,5,1,3,0
6244,2,1,10,3,3,1,0
6245,1,1,8,3,1,9,0
6246,1,1,5,1,3,3,0
6247,1,6,10,1,1,4,1
6248,1,1,10,6,1,4,1
6249,1,1,10,2,3,3,1
6250,2,1,5,2,2,5,2
6251,2,1,7,1,1,5,1
6252,2,1,5,6,3,5,0
6253,1,1,2,1,1,1,0
6254,2,1,5,2,1,2,2
6255,2,1,9,4,1,5,0
6256,1,1,9,5,1,2,0
6257,2,2,2,1,1,1,1
6258,1,7,4,4,1,5,0
6259,2,1,5,6,1,6,1
6260,1,1,2,6,1,2,1
6261,2,1,9,3,1,5,0
6262,1,1,3,1,3,3,0
6263,1,1,3,1,3,0,0
6264,2,1,9,3,1,7,1
6265,2,1,3,1,1,7,1
6266,2,7,7,1,1,7,0
6267,1,1,6,1,2,2,2
6268,2,1,5,6,1,3,1
6269,2,1,7,3,1,3,2
6270,1,1,9,4,1,5,1
6271,2,1,4,6,1,2,0
6272,2,4,6,1,1,6,1
6273,2,1,5,1,1,3,1
6274,2,1,7,1,1,3,0
6275,2,2,3,2,1,5,1
6276,2,1,3,1,1,0,0
6277,2,1,1,1,1,5,1
6278,2,1,5,2,2,0,2
6279,1,1,7,1,3,5,0
6280,1,2,1,2,1,2,1
6281,1,2,3,1,1,0,1
6282,2,1,4,2,1,1,1
6283,2,7,7,2,1,3,1
6284,2,3,5,4,2,6,1
6285,2,3,5,4,2,6,1
6286,1,1,3,1,1,1,0
6287,1,2,4,3,1,1,1
6288,1,1,7,1,3,5,2
6289,1,9,3,1,1,4,1
6290,1,6,9,1,1,4,1
6291,1,1,7,5,3,3,0
6292,1,1,3,3,2,1,2
6293,1,1,9,1,1,7,1
6294,1,3,7,3,1,5,1
6295,2,2,5,3,2,2,2
6296,1,1,9,4,1,4,0
6297,1,1,3,4,1,5,1
6298,1,1,4,1,1,5,0
6299,2,1,7,4,3,2,2
6300,2,5,3,4,1,5,1
6301,1,1,5,2,2,5,1
6302,2,7,2,2,2,4,0
6303,2,2,2,1,1,4,1
6304,1,2,1,5,2,6,1
6305,1,1,7,2,2,4,1
6306,2,1,5,1,1,2,1
6307,1,1,6,2,1,0,1
6308,2,1,5,3,2,1,2
6309,2,1,7,1,1,2,1
6310,2,1,3,4,1,3,0
6311,1,6,9,1,1,3,1
6312,2,1,5,4,2,2,1
6313,2,9,9,4,3,0,0
6314,1,6,8,5,2,2,2
6315,2,2,3,1,1,3,0
6316,1,1,4,1,3,1,0
6317,1,1,2,1,1,1,1
6318,1,1,5,2,2,3,2
6319,1,5,10,1,1,4,1
6320,1,1,7,2,1,6,1
6321,2,1,3,1,3,2,0
6322,1,2,3,4,1,4,1
6323,2,1,10,1,3,7,0
6324,2,1,5,3,1,2,1
6325,1,1,4,1,1,5,0
6326,2,1,9,4,1,2,0
6327,1,1,9,1,1,2,1
6328,2,1,1,1,1,3,1
6329,1,5,7,5,1,5,1
6330,2,1,2,2,1,3,1
6331,2,1,9,3,3,4,0
6332,1,1,5,1,1,3,1
6333,2,1,5,6,2,0,2
6334,1,1,2,2,2,2,1
6335,2,1,8,5,1,4,1
6336,1,2,1,2,1,4,1
6337,1,1,1,2,1,0,1
6338,2,1,3,4,2,3,2
6339,1,1,7,6,2,5,1
6340,1,1,3,4,1,2,0
6341,2,1,3,1,1,2,0
6342,1,1,7,6,3,0,2
6343,2,2,9,1,2,2,1
6344,2,8,3,1,1,7,0
6345,1,2,7,2,2,6,1
6346,1,1,7,1,1,5,0
6347,1,3,11,3,2,0,2
6348,1,1,10,5,3,1,0
6349,1,1,2,3,1,6,1
6350,1,1,1,1,3,2,0
6351,1,7,5,1,1,4,1
6352,1,1,5,1,1,3,1
6353,2,1,4,1,2,3,2
6354,1,2,3,5,2,6,1
6355,2,1,1,1,1,1,0
6356,2,1,7,3,1,2,0
6357,2,1,2,1,1,6,1
6358,1,1,9,3,1,4,0
6359,1,1,7,2,2,0,2
6360,2,1,9,4,1,1,1
6361,1,1,1,1,1,0,1
6362,2,1,9,3,1,8,0
6363,1,1,5,5,2,5,2
6364,2,1,3,1,1,2,0
6365,1,1,6,3,2,6,2
6366,1,1,9,3,3,1,0
6367,2,2,1,1,1,0,1
6368,2,1,2,2,1,1,1
6369,1,1,3,6,2,3,2
6370,2,2,2,5,1,2,1
6371,1,1,1,1,1,5,1
6372,2,6,9,3,3,6,0
6373,1,2,11,4,2,3,1
6374,2,2,1,1,1,1,0
6375,1,1,9,3,1,3,0
6376,2,1,9,4,1,4,0
6377,1,1,1,2,1,0,1
6378,1,1,4,1,1,2,1
6379,1,1,3,6,2,6,2
6380,1,1,2,2,3,3,1
6381,1,1,2,1,1,0,0
6382,1,1,5,2,2,1,1
6383,1,1,9,2,1,2,1
6384,2,3,5,1,1,2,1
6385,1,1,7,3,1,0,2
6386,2,1,8,3,2,0,1
6387,2,6,9,3,1,2,1
6388,2,2,1,5,2,1,1
6389,2,1,4,1,3,0,0
6390,2,1,9,2,2,3,2
6391,2,1,8,2,3,2,0
6392,2,5,7,2,1,1,1
6393,2,1,7,5,2,3,2
6394,1,1,4,5,3,0,0
6395,1,1,5,1,2,2,2
6396,2,2,8,1,1,1,1
6397,1,1,8,5,1,3,1
6398,1,1,9,4,1,1,0
6399,2,1,9,4,1,1,0
6400,1,3,3,1,1,1,1
6401,1,1,4,1,1,4,0
6402,2,1,8,6,1,2,0
6403,2,1,5,6,1,3,0
6404,1,1,3,1,1,1,1
6405,2,1,2,2,1,4,1
6406,1,1,4,1,3,2,0
6407,1,6,7,6,2,5,2
6408,1,1,9,1,3,1,1
6409,2,1,3,2,1,2,1
6410,1,1,2,1,1,1,1
6411,1,1,7,6,2,1,0
6412,2,1,9,1,1,3,1
6413,1,7,5,1,1,1,1
6414,2,1,6,1,1,3,0
6415,2,1,5,4,1,2,0
6416,1,1,4,3,1,5,1
6417,1,2,5,4,2,5,0
6418,1,1,3,5,1,2,2
6419,1,1,3,3,2,5,1
6420,2,1,5,1,1,5,1
6421,2,1,9,3,1,2,0
6422,1,1,6,6,1,4,0
6423,2,1,4,1,2,3,0
6424,1,1,7,1,1,0,1
6425,1,1,5,1,2,4,2
6426,1,7,3,1,1,2,0
6427,1,1,3,3,3,1,0
6428,2,1,8,1,1,6,0
6429,2,1,7,3,2,3,2
6430,2,1,3,3,2,2,2
6431,1,1,8,5,3,2,0
6432,2,1,4,3,1,3,1
6433,1,1,6,1,1,4,1
6434,2,1,2,1,1,1,1
6435,1,7,3,1,1,8,0
6436,2,5,1,1,1,2,1
6437,2,1,8,4,2,2,2
6438,1,1,9,3,1,4,0
6439,2,1,7,3,1,3,1
6440,2,1,4,1,3,3,2
6441,2,1,5,1,1,5,1
6442,2,1,5,4,2,3,1
6443,1,1,3,5,1,1,1
6444,1,2,5,4,2,1,1
6445,2,8,9,4,1,2,0
6446,1,1,4,1,1,3,1
6447,2,1,5,1,1,1,1
6448,2,9,9,4,1,3,0
6449,2,2,7,4,3,2,0
6450,1,2,2,6,2,5,2
6451,2,1,5,4,2,3,1
6452,1,1,6,3,1,5,1
6453,2,6,3,6,1,5,0
6454,1,1,4,4,1,4,1
6455,2,1,9,3,1,4,0
6456,1,1,7,6,2,1,2
6457,2,5,2,1,3,1,0
6458,2,1,5,1,2,0,1
6459,1,1,6,1,2,1,1
6460,2,1,1,4,2,3,1
6461,1,9,9,3,1,4,0
6462,1,1,5,6,1,1,0
6463,1,1,8,2,2,6,1
6464,1,1,6,2,2,1,2
6465,1,1,5,6,2,5,0
6466,1,1,12,1,2,0,2
6467,2,8,5,5,2,6,1
6468,2,2,4,3,1,5,0
6469,1,1,4,6,2,5,2
6470,1,9,9,3,1,0,1
6471,2,1,5,3,2,0,2
6472,2,1,3,6,2,5,1
6473,1,1,9,4,1,4,0
6474,1,1,1,1,1,2,1
6475,2,1,7,2,1,5,1
6476,2,1,9,3,3,4,2
6477,2,1,7,5,1,6,0
6478,1,1,2,4,1,4,1
6479,2,1,8,2,1,6,0
6480,1,6,11,1,2,5,1
6481,1,1,7,1,1,3,0
6482,2,3,9,1,1,4,1
6483,1,1,8,3,3,3,0
6484,2,8,2,6,1,4,1
6485,2,1,4,1,1,4,1
6486,2,1,12,4,1,7,0
6487,2,1,5,6,2,6,1
6488,2,1,9,4,1,3,0
6489,2,1,9,3,1,1,0
6490,1,1,9,6,1,4,1
6491,2,1,1,1,1,0,0
6492,2,7,7,1,1,5,0
6493,1,1,7,1,1,8,1
6494,1,1,4,3,2,1,1
6495,1,1,8,5,3,1,0
6496,1,2,2,4,3,0,0
6497,2,5,3,5,1,6,1
6498,2,1,6,1,1,4,1
6499,1,1,4,3,1,4,0
6500,2,1,7,1,3,0,2
6501,2,1,6,1,1,3,1
6502,2,1,10,3,1,3,0
6503,1,2,6,5,2,3,1
6504,2,1,5,1,1,0,1
6505,1,2,7,1,1,5,1
6506,1,1,8,3,1,6,1
6507,1,1,1,1,1,0,0
6508,2,1,5,3,2,1,2
6509,1,1,3,1,2,0,0
6510,1,1,7,3,1,2,1
6511,2,1,3,4,1,3,0
6512,1,2,7,1,1,3,0
6513,1,1,5,6,1,1,0
6514,2,5,8,4,1,5,0
6515,1,2,8,5,1,4,1
6516,1,1,5,1,1,2,1
6517,1,1,9,1,2,8,1
6518,1,1,4,6,1,4,2
6519,1,1,3,1,1,2,1
6520,2,1,10,6,1,4,0
6521,2,9,9,4,1,2,1
6522,1,1,2,1,1,1,0
6523,2,2,8,5,1,3,1
6524,2,1,9,2,1,4,1
6525,2,6,2,1,1,3,0
6526,2,1,4,5,2,2,1
6527,2,1,1,1,1,2,0
6528,2,2,5,5,2,5,1
6529,1,1,9,4,1,1,0
6530,1,3,1,4,1,4,1
6531,2,1,5,2,2,3,2
6532,1,1,1,2,1,3,1
6533,1,1,5,1,3,6,0
6534,2,6,7,4,2,6,1
6535,2,6,6,4,1,6,1
6536,1,1,9,4,1,2,1
6537,1,1,5,1,1,1,1
6538,2,1,8,3,1,1,1
6539,1,1,2,1,1,1,0
6540,1,1,7,4,1,4,0
6541,1,2,3,1,3,2,0
6542,1,2,4,3,1,3,1
6543,2,9,9,6,1,4,1
6544,1,2,2,1,1,0,0
6545,1,7,4,3,1,0,1
6546,1,1,3,5,2,4,2
6547,2,1,4,1,1,5,1
6548,1,1,6,1,3,0,2
6549,1,1,7,1,1,0,1
6550,2,1,4,5,1,1,0
6551,2,1,8,6,1,4,0
6552,2,1,3,4,1,2,0
6553,1,1,1,1,1,1,1
6554,2,1,3,4,1,1,0
6555,2,1,7,5,3,4,0
6556,2,2,2,2,1,2,1
6557,1,1,5,6,2,2,0
6558,2,1,8,6,3,3,2
6559,1,1,4,5,1,4,0
6560,1,1,5,4,1,6,0
6561,2,1,9,4,1,3,0
6562,2,5,5,1,1,1,1
6563,1,1,5,4,1,0,0
6564,2,8,8,1,1,4,1
6565,2,1,9,3,1,5,1
6566,1,1,1,2,1,2,1
6567,1,1,8,5,1,7,1
6568,1,1,9,4,1,3,1
6569,2,2,9,6,1,4,0
6570,2,2,4,4,2,5,1
6571,2,1,4,6,1,3,0
6572,1,1,3,1,1,2,1
6573,2,5,7,1,3,2,0
6574,2,2,7,6,2,5,0
6575,1,7,2,1,1,4,1
6576,1,1,8,1,1,0,0
6577,1,1,5,6,2,5,2
6578,1,1,4,1,1,2,0
6579,2,5,5,1,1,1,1
6580,1,1,4,5,1,2,1
6581,2,1,3,1,1,2,0
6582,1,1,5,2,2,3,1
6583,2,1,5,4,1,1,1
6584,1,1,5,1,1,2,1
6585,1,5,10,4,2,3,2
6586,1,1,7,4,1,0,1
6587,2,2,3,2,2,5,2
6588,2,1,9,3,1,5,0
6589,2,1,5,5,1,1,0
6590,1,2,5,1,1,0,1
6591,2,1,5,4,1,2,0
6592,2,1,8,1,2,1,1
6593,1,2,5,3,1,4,1
6594,1,1,3,1,3,4,0
6595,2,1,7,1,3,4,0
6596,1,1,5,4,1,0,2
6597,2,1,5,5,1,3,1
6598,2,1,8,5,1,6,1
6599,2,1,9,1,1,1,1
6600,2,1,9,6,3,5,2
6601,2,1,5,1,1,4,1
6602,1,1,9,4,1,5,1
6603,2,1,3,1,1,0,1
6604,1,2,8,2,2,3,1
6605,2,1,5,5,2,2,2
6606,2,9,9,4,1,2,1
6607,1,2,3,4,3,1,0
6608,1,3,1,1,1,2,1
6609,1,2,8,2,1,8,0
6610,2,1,9,2,1,4,1
6611,1,9,3,6,2,2,1
6612,2,1,7,1,1,6,0
6613,2,6,1,2,1,2,1
6614,1,1,3,4,1,3,0
6615,1,2,5,1,1,3,1
6616,2,1,3,5,2,1,1
6617,1,1,4,5,3,2,0
6618,2,1,8,5,2,6,1
6619,2,1,4,1,3,1,1
6620,1,1,9,6,1,2,0
6621,1,1,3,1,1,3,0
6622,2,1,8,1,1,5,1
6623,2,1,8,4,1,4,0
6624,2,1,3,2,2,5,1
6625,1,6,7,3,1,8,0
6626,1,1,5,1,1,0,1
6627,2,4,4,1,1,1,1
6628,2,6,9,3,1,3,0
6629,1,3,8,2,2,8,1
6630,1,1,1,6,1,2,1
6631,2,1,9,4,1,0,0
6632,2,1,7,1,1,2,1
6633,2,3,1,1,1,2,1
6634,2,1,3,2,1,0,1
6635,1,1,9,4,1,6,0
6636,1,1,9,2,1,3,1
6637,1,1,9,6,2,0,2
6638,2,5,3,6,1,6,1
6639,2,1,1,1,1,3,0
6640,1,2,5,2,2,2,1
6641,1,9,9,1,1,0,1
6642,2,1,8,5,2,4,1
6643,2,2,5,1,1,4,2
6644,2,1,9,1,1,4,1
6645,2,7,3,5,2,2,1
6646,1,1,4,3,1,3,1
6647,1,1,5,5,2,2,1
6648,1,2,7,1,1,7,1
6649,2,5,5,5,1,6,1
6650,2,1,4,1,3,5,0
6651,1,6,9,5,1,1,0
6652,1,6,5,4,2,6,1
6653,1,1,9,1,1,1,1
6654,1,1,3,6,1,3,1
6655,1,1,2,6,2,0,2
6656,1,1,8,4,1,3,1
6657,2,1,2,1,1,0,0
6658,1,1,1,1,1,1,0
6659,1,1,3,6,2,3,2
6660,1,1,3,1,3,0,0
6661,2,1,1,2,1,1,1
6662,2,1,2,1,1,5,0
6663,1,7,8,2,1,3,1
6664,2,1,9,4,1,7,0
6665,2,1,2,1,1,2,0
6666,2,8,5,4,1,0,1
6667,1,1,6,3,2,1,2
6668,1,5,5,1,2,0,1
6669,1,6,7,1,1,8,1
6670,2,1,5,1,2,3,1
6671,1,1,3,3,2,2,2
6672,1,1,2,3,1,1,1
6673,1,5,2,1,3,6,0
6674,2,2,8,2,2,8,1
6675,2,1,9,1,1,6,1
6676,2,1,7,2,2,3,2
6677,1,2,5,3,2,1,2
6678,1,1,7,1,3,1,0
6679,1,7,5,5,2,3,1
6680,2,7,6,1,3,3,1
6681,2,1,3,4,3,1,0
6682,2,1,1,4,2,5,1
6683,1,2,3,1,1,2,1
6684,1,1,3,3,2,4,2
6685,1,7,7,1,3,4,1
6686,2,4,7,4,1,1,0
6687,1,1,9,1,1,2,1
6688,1,1,4,1,1,2,0
6689,2,1,8,1,3,4,0
6690,1,1,3,1,1,2,0
6691,2,1,2,3,2,3,0
6692,1,1,5,1,1,0,1
6693,1,1,3,3,2,6,1
6694,2,1,6,5,2,6,2
6695,2,4,2,1,1,0,0
